author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
joseph azevedo,/gp/profile/amzn1.account.AHNTECC5MTDELYIWJKPNFGR45CSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"Are you a creative? Edit video? Need a back up or external working drive? Don't buy this.Example:85 GB on another USB 3.0 Seagate Drive: 13 minutes. On this drive? 1.5 hours.Get the Back Up Plus instead. I just wish the item description of this product included writing speeds. It just says ""Fast Transfers""",EXTREMELY SLOW WRITING SPEED,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,"2,880 people found this helpful",,,92049,
Jeffery P.,/gp/profile/amzn1.account.AGDKIIPIYEYTR7XHZLNBXYAQVLAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Like many PS4 users whenever I got a new game I would have to delete an old one. I bought this hard drive so that I could expand my storage from 500GB to 2.5TB and that problem has gone away!THE SET UPThe set up was SUPER simple. I plugged in the hard drive with the included cable and my Playstation instantly recognized it. It walked me through the steps to format it and within 5 minutes I was ready to go.USAGEAgain, this was very simple. I started reinstalling some of my old games and the Playstation knew to put them onto the expanded memory as the system's memory was full. It is easy to move the files around between the PS4 and hard drive if need be.PLAYING GAMES OFF THE DRIVEI can tell no noticeable difference when playing the games from the hard drive. There are no noticeable glitches or slowdown in play. All the games work perfectly.I would definitely recommended this hard drive! Especially for anyone looking to expand their PS4's storage. It's simple to set up and works like a charm! If I encounter any issues I will update my review.",Perfect for PS4 Storage Expansion,Color: BlackCapacity: 2TBStyle: Portable HDDVerified Purchase,"2,103 people found this helpful",1227,463,2451,Public
edstanjr,/gp/profile/amzn1.account.AHUWTTCMPM4C4TETRMCQ4FV7ZBAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,Working great work my XBox One,Awesome,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,810 people found this helpful,,,27716,
Joker Fleck,/gp/profile/amzn1.account.AFN6V26ABNCSIWH37LXFBSOSKBTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2018",1,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,An absolute great purchase! Small and fits in my hand and it doesn’t get in the way! I love that I can buy/download as many PS4 games as my heart desires and it’ll be a long while before the space is filled up!,Good,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,606 people found this helpful,,,1266,
Henzo Broquee,/gp/profile/amzn1.account.AELPK5YNXGIFRKAP7NS4RQRX5P3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"could not pass up - one day sale was 40 bucks off the usual price.deleted factory partitions and formatted as 1 ext4 partition (about 7-odd TB, as expected) for use with my media server. seems to work decently so far. mfgr warranty is only 1 year for US I believe. Amazon offers 30 day free return if defective.some specs:internal HD model: ST8000DM004-2CX188Seagate 8TB Barracuda SATA 6Gb/s 256MB Cache 3.5-Inch 5400rpmSMR / Shingled Magnetic Recording (not the best scheme, but not terrible if you're mostly archiving media / playing back, but not deleting stuff all the time)external model, i.e. this USB3 desktop product as sold by Amazon:STGY8000400 / 763649127322 / 3660619403899 / 10763649127329Made in Thailand (or at least the case + assembly is, not positive about the HD itself, but probably that as well)in addition to the USB3 cable, it came with 6 (yes, six!) country adapters for the (international*) DC brick:- US/CAN - type A- UL/JP - type A- KR - type F- AU - type I- UK - type G- EU - type ?C?not much else to say, for now. it works, quality seems ok. no firmware updates available/visible on Seagate's site.* AC/DC brickinput: 100-240V - 50/60Hz, max 7Aoutput: 12V, 1.5A (i.e. 18W)","nice 8TB, esp the sale price; internal 3.5"" HD is a decent one.",Color: BlackCapacity: 8TBStyle: Desktop HDDVerified Purchase,488 people found this helpful,1439,401,8279,Public
Silent til I speak,/gp/profile/amzn1.account.AGD6OZSQZGKNT4IKL7ZLQX76ODGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I am again impressed how technology has advanced. My old hard drive is 4 times as big and probably 8 times as heavy with half the storage... Bought for a Mac, works just fine.",It's so tiny!,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,495 people found this helpful,,,14220,
CLAUDIO,/gp/profile/amzn1.account.AE3OIAL4RC52LHRLDRVI5R5HDIKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,Very nice!,Works well with xbox,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,453 people found this helpful,457,22,120103,Public
Cameron S,/gp/profile/amzn1.account.AEMYBWDN67IB5IBTMHLHN76V4QHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"I needed more storage space as I'm a music producer and was running out of storage space on my older 1tb USB 3.0 external drive. So far this drive is working great on my mac and windows machines. No issues of any kind. Hopefully it stays that way.Two points of contention for me are as follows:1. It is a bit noisy when it's running. I've had other drives that were certainly quieter when in use.2. The case seems okay but I wish it were more durable. That being said, for the money, I'd buy it again and I may buy another one to backup my backup because you can't be too careful!",Good choice.,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,270 people found this helpful,,,2045,
Orlando,/gp/profile/amzn1.account.AF66XCWWQMZHEPUT32ZJXHV3YNJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 15, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"3+ days after beginning a copy of my Time Machine backup (approx. 2 TB), it had yet to complete the copy. It was reading ""2 hours remaining"" when the copy ultimately failed. I restarted immediately, and here I am 7+ days after it all began and it's stating ""2 days remaining.""Incidentally, this new drive was purchased to replace a different drive that was dropped from the rotation after it catastrophically failed losing all data. That drive was a Seagate.So disappointed.",Absurdly slow write times,Color: BlackCapacity: 8TBStyle: Desktop HDDVerified Purchase,174 people found this helpful,518,24,1218694,Public
Eric,/gp/profile/amzn1.account.AFXXOUF4LUMALLZDPR3KQRESTOBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2019",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"Got my first unit on Saturday. Would not work out of the box. Would not mount on any computer, tried three different computers, three different operating systems, tried different cables, different power supplies. Nothing. Nothing at all. Contacted Amazon and Seagate. Amazon sent me a new hard drive.Seagate wanted to send me a replacement refurbished unit. I had literally never used the hard drive, just took it out of the box and tried to plug it in and it would not work. No computer would recognize it. At one point Windows said there was something plugged into USB, but it was malfunctioning.And for that brick, Seagate wanted to replace it with a refurbished unit that was up their standards of quality.Got the second unit today. Guess what? Same exact problem. It simply does not exist on any computer I tried it on. I switched cables again, tried these cables with other hard drives, tried different USB ports. It all works fine with other hard drives and yet I get TWO hard drives from Seagate in a row and no computer can even see that there is anything there.And yet again, Seagate wanted to send me a refurbished unit because a hard drive I had tried to use for two hours was never working. If I buy a new product, I want a new product that works. If it fails after a few months, then fine, send me a refurbished unit that will work.But when I buy something that is broken out of the box? Don't try to push someone else's broken unit off on to me and tell me you repaired it when you can't even get a brand new, in the box, unit to work from day one.All in all, Amazon has been great. Seagate was beyond useless though.","Two units, DOA!",Color: BlackCapacity: 8TBStyle: Desktop HDDVerified Purchase,149 people found this helpful,182,5,1115463,Public
L. Richardson,/gp/profile/amzn1.account.AFJSZ2HFRTCNVLPC6N7ZJEDEPVGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2018",3,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I was surprised that the description says only shipping to domestic US and yet the package comes with almost every variation of a power adapter. (See images). Take note there are two that look like US power, but only one says it's for US/CN. This doesn't come in Seagate branded packaging. Strangely, it comes in that brown worry free packaging box.Upon connection, you have a total of 7451 Gigs of the drive available to use.",What to expect,Color: BlackCapacity: 8TBStyle: Desktop HDDVerified Purchase,98 people found this helpful,,,246401,
J.Corda,/gp/profile/amzn1.account.AGUO3P345YYEGU7BL6OOFDD6VDNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I'm surprised by all the positive reviews.  I'm wondering if mine was just defective.  It won't connect through a USB 3.0 hub, a USB 3.0 extension cable, a USB 2 extension cable, or my TV!  It opened up when I connected it directly to my PC, and I could transfer files.  I brought it over to the USB port on my TCL Roku TV and the media app didn't see it.  I have a 32GB USB stick that works fine on the TV.  Useless drive at least in my experience.  Like I said, maybe mine was defective, but it worked on one of the USB ports so... Idk, but not recommended by me.",Barely functional,Color: BlackCapacity: 2TBStyle: Portable HDDVerified Purchase,96 people found this helpful,168,43,719635,Public
Rachel,/gp/profile/amzn1.account.AHGGC3V3EES3KQETT3W6MOYRY7NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I bought this because it was like $2 cheaper than the competition. I buy hard drives every single day for my business and every model except this one has been awesome from seagate to WD to Toshiba and even the ""generic"" brand. This one said it would take 78 hours to fill 2TB which on every other hard drive Ive used takes between 2-4 hours. As for durability and usability I cannot comment it felt cheap compared to others BUT as soon as I hit the 12 hour mark and it wasn't even a quarter full I packed it back up and returned it. NO THANKS! Ill pay the extra $2",The slowest Hard Drive I have ever used! If you have you dont have 3 days to spare filling move on!,Color: BlackCapacity: 1TBStyle: Portable HDDVerified Purchase,93 people found this helpful,,,175263,
Keith Stathem,/gp/profile/amzn1.account.AFUMR6YNFHW5CVGRPLXPGJEW6MEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 22, 2018",10,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"Another reviewer opened up this 8TB drive and researched the internal model #, but I couldn't find anything to confirm that there's no hardware encryption (so the data can be recovered if the usb adapter poops out). So I stuck a few files on it - didn't test the speed, but 390MB took about 2 seconds - then opened it up very carefully (still broke the two smallest tabs in the corners farthest from the connections) then plugged in a SATA cable, and it worked just fine.",looks like a decent backup drive,Color: BlackCapacity: 8TBStyle: Desktop HDDVerified Purchase,71 people found this helpful,72,2,62593673,Public
Amazon Customer,/gp/profile/amzn1.account.AG762J55EMDHICGS3W75EYDTIZNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2019",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"A hard drive has one job, and this one fails miserably way too often. I had my entire library of PS4 games on this HD, and it crashed and erased all of my files 4 times. I bought this 4 months ago - so it crashes once a month. I re-download my games on it and it crashes after a few weeks. It is incredibly frustrating every time it happens. Do not buy this under any kind of circumstance, unless you like having all your data deleted over.. and over.. and over.. and over again!",This crappy device crashed & deleted all my files 4 times,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,68 people found this helpful,68,4,3258227,Public
Desmo Due,/gp/profile/amzn1.account.AG44VWJVM2P76YCB6HGDE3MEULKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"And Seagate is one of the top performers, outperforming WD by a long shot. Don't waste your money on WD.Before you purchase an internal or external hard drive, make sure you buy the best. Google ""hard drives with lowest failure rate"" and make sure an actual study and its information is provided as proof of which drives have the lowest failure rate.SSD drives are becoming cheaper, but if they're not written onto for a long period of time, they can lose their data. I'm unsure how common that is, but SSD is nice because there are no mechanical parts for failure and truly shock resistant.",Research shows 4TB and 8TB External HDD Last The Longest,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,64 people found this helpful,12895,1088,378,Public
Scott,/gp/profile/amzn1.account.AHOJDZL6CXRSSUTUOYNSEYJWFIZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2019",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,3.0 out of 5 stars,"I ordered this Seagate Portable 1TB External Hard Drive HDD - USB 3.0, from Amazon Prime.  The price was good and the drive came the same day.  I connected the hard drive to our iMac 27"", which recognized it with no problems.What I did not like was the Seagate Mac registration software (also has the same for Windows) on the hard drive.  I did not like that to be able to use the hard drive you have to register it and agree to their terms and conditions.  I have owned many hard drive over the years (some made by Seagate) and this is the first one that tried to force me to register it, and wanted me to agree to their terms before I could use it. I used the Mac Disk Utility to erase the Seagate portable hard drive and then I used First Aid to repair it, I can now use it like I have used every other hard drive I have ever owned. I have also recently purchased a 1-TB Seagate external SSD hard drive and it did not try to force me to register it to be able to use it.I do not mind registering my hard drives, but I do not like being forced to do it, and I really do not like being forced to agree to their terms!  I am purchasing a BLANK storage hard drive not software.  If this is what Seagate is going to start doing on all it's hard drives, I will start buying other brands, there are plenty of excellent hard drives out there to choose from.",Unsatisfied with Seagate forced hard drive registration,Color: BlackCapacity: 1TBStyle: Portable HDDVerified Purchase,45 people found this helpful,,,945991,
n/a,/gp/profile/amzn1.account.AGXZB6HHBYKSMQJ2THRPRV5YUL6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"just use for storage only , can not play media when plug to TV like the others portable do . Disapointed!",n/a,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,66 people found this helpful,699,281,19028,Public
awesome,/gp/profile/amzn1.account.AFLKBOAHGQ3ZPYZ4EHRMTI5L74PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2018",0,,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/product-reviews/B07CRG7BBH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,So i use this to hold most of my steam games but right out of the box trying install games is a huge hassle it takes forever to write downloading is completely fine the speeds are just super slow would not recommend for games or any file transfer!,Super slow speeds,Color: BlackCapacity: 4TBStyle: Portable HDDVerified Purchase,50 people found this helpful,66,1,4025441,Public
