author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Jorge A. Pita,/gp/profile/amzn1.account.AHDMUJS3A4B2GGHZBJ2XBBEXAHPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2019",0,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,4.0 out of 5 stars,"I got this new Kindle Fire as a replacement for the original Kindle Fire of several years ago, which still works fine but I wanted a faster processor and nicer display. For the price, this new Kindle is great. But I got the offer with the discount of ""special offers"" and I really didn't know what that meant. Then I figured out that it meant I would get ads on my display very often, which I had to click to dismiss and there was no way to turn off. In the end, I ended up paying Amazon an extra $15 plus tax to ""unsubscribe"" from the ""special offers"".","Good successor to the original Kindle Fire but beware of lower ""special offers"" price",Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: PlumStyle: Fire 7Verified Purchase,5 people found this helpful,,69,62,1109684,Public
Lynda Turpin,/gp/profile/amzn1.account.AF76ZUAD3IAE67QBFT26I5HQXTBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2019",0,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,3.0 out of 5 stars,"I bought two of the Kindle Fire 7 models during their Prime Day, so that I could put my Audible audio books on them for travel.  The product descriptions state that you can increase the memory to 512 gb with a MicroSD card, so I also bought 2 128 gb SD cards so that I would have sufficient space for all my audio books.  I have a different model Kindle  and I am able to store my Kindle ebooks and Audible audiobooks on the external MicroSD card; so I assumed I could do the same with these.  HOWEVER, with these new Kindles you don't have the option to store the Kindle books or Audible audiobooks in the external storage.  You can move games, etc. but not the applications that use the most storage.  Since other Kindle models allow me to store audio books, ebooks, music, photos, movies, etc. on the external storage, why can't I store those things on the external drive on these models?  My audio books especially take up a lot of storage, and this limitation is going to be a pain in the rear, because I won't be able to have all of my audio books when I travel and am not near wi-fi (especially if I also want to have some ebooks, music, movies, etc. on my Kindle).  Not sure what the advantage of extra external storage is if you can't put anything on it.  I am not going to be able to use these Kindles as I had planned. I will likely give away at least one of them - maybe both. A waste of money for me - very disappointed.","Disappointed in the ""External Storage"" capabilities compared to other Kindle models.",Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,5 people found this helpful,,273,72,629885,Public
Nature Boi,/gp/profile/amzn1.account.AGA5I7IARI23XARA2B2633CK6YGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2020",0,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"as a dedicated long term customer and shareholder of AMZN I am very disappointed in them for offering a tablet with only a 90 day warranty.  these are marketed as an affordable option for people who need a tablet.  when the device was working it was a subpar user experience at best and it broke exactly 6 months after purchasing.  shame on me for not reviewing the warranty clearly before purchasing but shame on Amazon more.  I have always viewed Amazon as a brand I trust and therefore assumed they back up their hardware products with a 1 year warranty.  I didn't feel I needed to check. Big disappointment for me.  BTW, due to my persistence I am getting a replacement but what about everyone else?  what about struggling parents who already have enough on their plate and don't want to go into ""angry"" mode with a cus serv supervisor?  I will remain a customer but I am now guarded in my view of them.  very disappointed.  BEWARE",beware 90 day warranty,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: SageStyle: Fire 7Verified Purchase,2 people found this helpful,,78,79,277910,Public
Bambi Sloan,/gp/profile/amzn1.account.AGEEXROU7RTXICMQZCBHZ354EICA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2019",1,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"I bought this half off on black Friday.  I like it for videos but thought because it had location, it would give me GPS abilities in my car.  I didn't expect much.  Videos and GPS is all I wanted.  I got videos but no GPS hardware.  Most people, when googling, don't realize that location does not equal GPS.  It's really not good for anything else.  Would be good for kids but since there is no GPS and the Amazon update causes google play (if side loaded) to do a log in loop where it won't let you log in, this really isn't good for anything else.  Really a waste of $30 when $20 or so more I could of bought a cheap android tablet that had GPS on it.  Can't give it anything else but one star due to the lack of GPS.  Most are going to think location equals GPS and  not have the thought to google that.  Would give it more stars if it actually stated ""no GPS"" in the description or described location as no GPS hardware or something to make that fact clear!  So many bought a Fire thinking it had GPS so I am not the only one!  Also, buying a Bluetooth GPS is expensive.  Cheaper just to buy a cheap android tablet with GPS.  Steer clear if you want GPS abilities!Update:  It's horribly slow!  Watching youtube is insane!  It lags and then the audio and lips get unsynced and then I have to move it ahead and then back over and over and try to get it syced and it usually never does go back synced again.  It's super annoying.  I know it's not my internet as this NEVER happens on my phone, my blueray, or my smart tv!  Maybe it's the youtube app that's not made by google or youtube.  Because Amazon doesn't have a youtube app made by google or youtube in their store.  I downloaded another one and it happens on that too.  It doesn't happen as much on Netflix or Amazon videos but the processor in this is grap.  It does freeze on games and that makes game playing frustrating.  I have no idea how this has so many good reviews.  Yes, I sideloaded google play and get many alerts to update google play services but the processor of this should be able to handle it as these exact same apps are on my phone and my phone never freezes like this.  It's crap!  I wouldn't even give this to a kid unless it's a young kid that wouldn't care about freezing in games.  People that gave this high reviews, tell me your secert.  I can't take away the one star I already have this but would if I could.  I would NOT purchase this again.  I'd just save another $30 to $60 and get a lower cost android tablet.  This so wasn't worth it!  Even at the $29.99 Black Friday cost.  Most especially since I got the case that was the same cost as the tablet and the SD card.  Ugh!  So mad at myself for this purchase!Oh, and to add, the charger cable just broke.  In less then a month.  The end won't stay in the tablet and just falls out.  If I didn't have charger cables I'd be screwed.  Yeah, don't do it!  Even the cheapest micro usb cables I have bought lastest more then a few weeks!Updated:  Ads on the lock screen?  This just gets worse and worse for me!",ADS ON YOUR LOCK SCREEN!  Good for videos and kids but not much more - NO GPS ABILITIES!,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,2 people found this helpful,,271,100,269369,Public
Williams_79,/gp/profile/amzn1.account.AGIYQVEIWG7O3SP34SN32X7OG6NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2019",0,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"This tablet is terrible! Seriously, buy something else. I can’t believe that this is the new version. The 1gb of ram is barely enough to run its own operating system standing still. It takes about 2/3 of the ram to sit doing nothing. Anything that you try to do, web browsing, reading, anything even it’s own apps, will over tax your system.I’ve owned other Fire tablets in the past and this one is worse out of the box than those were when I got rid of them.",Buy something else!,Digital Storage Capacity: 32 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,6 people found this helpful,,32,29,2219367,Public
Sara,/gp/profile/amzn1.account.AHCB56SQZP2GXCQQK6GGDURZCV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2020",0,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,5.0 out of 5 stars,"It’s good for its value, but like all tablets, the price adds up as you start tacking on other things like the case and such. The ads aren’t bad. I think people who are complaining are spoiled or are upset they had to settle. If you have children, obviously you never let them have access to ads because they don’t understand to not download them. In terms of the glitchy, I notice most of those reviews are with people who uses the SD card. I know it shouldn’t and I know any IT person would say I’m crazy, but adding on storage always slows down a pc. I do think over time this will begin o glitch. I saw 2 samples in store. The one that was glitchy felt older and wasn’t updated. The one that wasn’t was updated and felt smoother. So I bought the square trade protection just to be safe. I wanted a tablet for some game playing, web browsing amd amazon shopping, simple writing and reading, portable, smaller than the ipads, but bigger than the kindle screens for reading and that kindle oasis price tag is a joke. Setup was super simple and understanding how to use it doesn’t require much of a tutorial, but I can’t say that’ll be the same for you if you’re someone who yells a lot at computers and complains about this new generation.Some cons: the screen doesn’t feel good to swipe. It’s good for tapping. I am really happy I bought an anti-glare screen protector together with my purchase. I was able to put it on first thing which helped with screen feel issue and harsh light. The resolution isn’t perfect and might be too much effort for your eyes if you’re always working with 4k. It’s heavy. I swear the ipad mini is lighter even though they’re the same weight. I think it’s about weight distribution. The resolution and the weight are going to be my deal breakers. If my eyes feel dizzy or my fingers keep complaining, I’ll return it, no matter that I purchased it with a goft card. Otherwise if you have the money and you really want a tablet without the high price and you don’t notice weight, I’d recommend it. If you have an amazon bookstore nearby, I recommend checking there. I’m starting to realize that the price was a little less in store than online.It’s not a waste and won’t be something you’ll hate yourself for buying even if you do decide to return it. Just don’t wait too long to try it and decide if you want to return it.*After a few days, I’ve decided that if I had money, I would get a better tablet. The weight isn’t much of an issue anymore, but the resolution is awful. I will be keeping it b/c it’s what I wish my tablet would be and there are times where I really wish I had a tablet and this is the cheapest on the market with a brand name I trust and no need for store interaction. (Ads/ “special offers” are still not a problem for me, unlike other reviewers. Just putting that out there for those worrying if the discount is worth it. It is.)","Good, but resolution ain’t so hot.",Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: Twilight BlueStyle: Fire 7Verified Purchase,One person found this helpful,,145,70,25129717,Public
Essie,/gp/profile/amzn1.account.AFOOU26RBEJTKRPK6OKQZLFY2YIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2019",0,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,4.0 out of 5 stars,"Purchased in Best Buy. I wasn't going to buy anything, I only went in to accompany my family member to pick up THEIR Black Friday deal. I was shopping around as they waited in line and after picking this up and putting it back down over and over again (as I've done to previous Fires every single Black Friday) I eventually caved. I always wanted a Fire, and as an ipad mini owner who doesn't use tablets that much, I never felt the NEED for more than 1 type of device (phone, game system, etc.) I already had a Paperwhite, why another one?Well one cute green color and debating to myself that it was the mere cost of a ""lunch out with friends"" I might as well. My mom even joked I could ""trip and fall and break it with no heartbreak"". It was THAT cheap.Pros:Functions like an ipad. For someone who has no major need for things and not a major ""glued to screen"" person, I didn't demand that much. I wanted a device that had the basic social media I could check up on: Twitter, FB, IG, etc. It has an alternative Youtube app (now, as I've seen people previously complain Fire lacked Youtube) that's called something like Youtube.com app. It can play a few games too.So in short, for a price of a lunch, it really packs a lot. You pull it out, this cheap covered (plastic) thing, yet it really compares to ipads and other tablets. For someone with not much demand (few apps, just to read), it is MORE than enough for a cheap price.- Price! On sale or not, it's still either only $30 or $50.- It functions well enough. It has the basic package of social media that can be downloaded. I use FB, Twitter and IG. I can download all of these.- Continuous scrolling in KindleCons:-The plug where the charger connects to the device (not the other USB end), is hard to charge. It is hard to push into the device and it takes a bit of a yank or wiggle to get it out of the device. I can't see this charger or the charging port to last long at all.- Gets warm after only a BIT of playing.- Slow as a slug. Slow in everything it does. I'm not in a huge rush to play or read, but it's something to keep in mind for other users. Even Kindle, if I leave and re-enter sometimes it takes for a solid bit before it really loads.- Questionable idle battery life and even more questionable active battery life. This guy DRAINS. In a world of portable batteries, it's not much of an issue, but still, battery does not last as long as it is advertised.Overall:I still love it. I don't demand much from it. I certainly don't expect much from a cheap tablet. However, for it's price, it's really good! With more and more parents shoving devices to their kids, I can see this as a starter tablet (they have kids versions too!) instead. 8/10.",It's fantastic considering it's price and how cheap it feels,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,2 people found this helpful,,30,40,2369243,Public
Colorado Steve,/gp/profile/amzn1.account.AFW7QD5JMHPI7ESIA4XIQVPBVYQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2019",0,,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"Unlike my Kindle Paperwhite, the FIre 7 has very few font size options, and all are way too small. This lack of large font sizes is enough of an issue to send this back.The other reason to send this back is it is loaded with crapware, and Amazon does not let you delete  unwanted apps. I paid extra for ""no special offers,"" but this tablet is loaded with crap.All I want is a reader, one with type big enough to read, with the choice of black or white text/background.Instead, I Amazon sent me something which is difficult to read and difficult to use.",Tiny Font Size Options - Full of Crapware - all I want is an e-reader - this is not it!,Digital Storage Capacity: 32 GBOffer Type: Without AdsColor: BlackStyle: Fire 7Verified Purchase,5 people found this helpful,,193,145,254447,Public
Dustin,/gp/profile/amzn1.account.AEUEWCRKTNDBTV4SILCCIKHMF3MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,5.0 out of 5 stars,"Upgrade from a 3 1/2 year old,fire tablet that was still going strong lived from my son age 5 till 9 ..his 9th bday he got this new tablet faster 16gig mem compaired to his old 8 gig storage ,brighter high definition screen . with the same tuffness I have come to trust I even got,him a case this time . last 3 year's he never had a screen protector or case its bumbed scratched but works great .. I wanted his new tablet to stay pretty for a bit longer so got a poetic case with built,in screen protector. 18 on Amazon of course..thanks again for a great tuff well,built cheap product that will last ...you cant go wrong,with these tablets I picked up 2 for 50,bucks on prime day and months later I'm still tickled with that deal. From a 5 kid house hold all,boys there is many many Amazon products in my home . thanks Amazon....","You can't GO WRONG with these tablets they LAST ,and work well ..",Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: Twilight BlueStyle: Fire 7Verified Purchase,2 people found this helpful,,83,113,223441,Public
Venturestein,/gp/profile/amzn1.account.AFM2CJZQBWNIGWLKLXVB7X34LGDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,1.0 out of 5 stars,"This device is insufferable. I honestly don't get that upset by inanimate objects, but something about this device makes me want to smash it against the wall and then pound its electronic guts into dust with my fists until all that remains of my hands are bloody stumps and protruding bones.This device is the slow-witted old-woman in front of you at the bank, depositing a thousand dollars in pennies, when you're in a hurry. It's the person on the plane who puts their overhead luggage above someone else's seat, and then tries to fight the flow of departing passengers to get to it.I hate this device and using it makes me unhappy; it is only a matter of time before I murder it with a sledgehammer.",Absolute garbage advertisement machine,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,4 people found this helpful,,27,19,3427649,Public
Horse Farm,/gp/profile/amzn1.account.AEMYECXGBDGDTOEE774I7RLDIWXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 5, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,1.0 out of 5 stars,"Good:  cheap when it's on sale.  Good choice of colors.Bad:  horrible screen, lousy viewing angles, bad color reproduction.  Battery life is so-so at best (probably would be better if not for the various Amazon apps' constant phoning-home).  The built is also not very good.  The plastic backing is creaky and feels fragile (get a case--a cheap one, it makes no sense to spend an appreciable portion of the cheap tablet's price on a case).  The worst part is Amazon's so-called App Store.  The ""store"" is filled with IAP-infested garbage.  No alternative browsers, no Duolingo, and apps for some of the smart devices (that work with Alexa) aren't even there.  Sideloading apks can make the tablet barely usable for things other than watching movies.  The Silk browser bypasses DNS settings, so forget about blocking ads in the browser (but a good DNS ad blocker does prevent Amazon apps from reaching Amazon servers, as a result, they would try and retry incessantly and drain the battery).  The lock screen ads aren't too bad, just irrelevant.  You'll quickly learn to ignore them.Bottom line:  don't pay full price.",Good thing it's cheap (when it's on sale),Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,2 people found this helpful,,193,49,1071545,Public
Antulien37,/gp/profile/amzn1.account.AEUJOMZOV3N47OTNJANPALK6JBMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,3.0 out of 5 stars,"We use these exclusively for our kids because of FreeTime. The value is in being able to control the content and put time limits in how much they can play. The “goals” I’ve mostly found useless because even the educational apps are categorized as “games”.We were initially happy to upgrade to the New Kindle Fire 7 as we had 5th Gens that were laggy and annoying. The tablet does seem to run smoother and the screen is nice. The battery life is not so good.The biggest problem with this new tablet, though, is that MANY kindle apps (free and paid) will NOT appear in Amazon FreeTime NO MATTER WHAT. I’ve spent hours browsing the forums, on instant chat and on the phone with customer service. Everything has been tried. Nothing fixes it. They replaced the first two we ordered that had the problem. The third has it also. Amazon CS doesn’t seem to know whether it’s the device or a software problem or an account problem.I suppose it wouldn’t be such a big deal if the apps that won’t appear (they play fine on the adult profile btw) weren’t the kids favorites or apps that I’ve paid for!  They worked fine on the 5th Gen!At least videos work and some of the apps works. I just hope Amazon will fix it.",Trouble with Freetime,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,4 people found this helpful,,384,65,828349,Public
Mary M. Thumm,/gp/profile/amzn1.account.AEHEL3SINWM7DT75LZ4WRKEX47KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,4.0 out of 5 stars,"I rather like that it ""chimes"" when turning on or off. It is more ""responsive"" on the touch screen. My older one had issues with that as I think the touch screen was old. As of now, I'm using it mainly as a reader.  I have not put much on it, as I'm concerned about is memory. I used my older kindle as a tablet for games and one game in particular blew through all available memory, plus a 32gig memory card. So that is a ""wait and see"" issue. One of my favorite things to do in the summer is reading outside. The glare of the sun usually makes it impossible to see the screen, and therefore, read. I have not tried it yet, so I can't really judge if the screen is different or not. Overall, I like it, but I can see myself using it more  in the winter than summer, and using it mainly as a ""reader""over a tablet.",It chimes!,Digital Storage Capacity: 32 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,3 people found this helpful,,20,18,5109966,Public
Just an average shopper...,/gp/profile/amzn1.account.AHAU3LNQU4O6USEYGGTJAGJJV2VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2020",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,5.0 out of 5 stars,"Bottom line: this is an outstanding little tablet that certainly fits my needs for a more portable device.I have owned the Kindle Fire 8 2018 and traded It along with another device to have two 20% trade-in discounts and of course the credit (though Amazon was stingy on the trade in credit in that Fire). I now own the Kindle Fire 10 (2019) and the Kindle Fire 7 (2019).First be realistic - this is a 7"" tablet which offers more screen real estate than a cell phone but is not a full screen tablet. It is not my choice for watching movies and working at home (that's the Fire 10) but the 7 will be when I am traveling light and I want something larger than my cell phone.Performance is decent. It is not lightning fast but it is very fast compared to my 2012 Nexus 7 it replaces in my lineup. The 16 Gb is ample even for downloading a few movies and certainly plenty of reading content.The single speaker is good - I certainly do not find it annoying - but if traveling I will be using a BT headset or can use an external speaker.Bottom line: on sale, and then with the trade in discount, this tablet cannot be beat for an on the go, toss in your bag device (<$35).If you are comparing it to an Apple or other more expensive device, just don't - you will absolutely have better screen resolution and performance with those devices! Also it will cost you at a minimum 5-10 times more money. Buy one of those if that's what is important to you.",Great tablet for what it is intended,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,One person found this helpful,,36,75,2008722,Public
Katelyn,/gp/profile/amzn1.account.AEI45ZVWQMBDLMUTIMMM3O2SWJDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 15, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,4.0 out of 5 stars,"So now that I've had this tablet for about 4-5 months, I think I'm ready to review it. And mind you I am not a tech expert telling you everything about its build, but I am just your ""average Jane"" who wanted a user friendly mini tablet.I wanna start off by saying that this tablet is good for some things, and bad for others. If you want a real tablet, go elsewhere. If you want either something for your kid or a small, on-the-side-of-your-phone entertainment device, this is better. I already have a Samsung tablet to go with my phone, which I use for more advanced computer-like purposes, but I bought this Fire 7 to use more for basic fun and entertainemnt. It's there for when I want to watch TV, movies, or videos, play games, listen to music, etc. when I'd rather give my phone a break from use all day - or for when the phone is too small, or the Samsung tablet is too big. So, the 7 inch screen is the correct size for easy carry but still large enough to watch vids or play games.Before buying, I was intimidated by other reviews of ""horror"" stories about this tablet doing weird things, working on its own, being too slow, etc. and I want to say to all, that I have not had any of these issues after 5 months of moderate use, *for what it's intended for*. Of course if you want to go downloading a bunch of stuff to it that is more suited for a real tablet or smart phone, you might slow it down/mess it up a bit. Mine is not too slow, nor does it do anything haunting.One down side to it however is the battery life...it is not good. It might last a day on a full charge, and even when sitting standby, the battery is dropping as though it has been being used non stop for game play. So be aware of that. Oh, and the screen is a cheap plastic too. I hated how my finger would drag on the screen to operate it, which is something I don't notice many others mentioning. SO, for not a whole lot of money, I would invest in a glass screen protecter like I now use for it in order to have a smooth screen that more resembles a real tablet/smart phone. I also put a case on it, which there are many more options and varieties available on Amazon other than what they try to sell with the Fire 7.P.S. The add that displays on the lock screen is not a big deal at all. Some make it out to seem like its horrible, but just swipe to unlock the thing and the add goes *poof* gone. No need to spend extra money to remove that unless you really really need to.Overall, I recommend the Fire 7 for you, if you know what it is youre buying.",It can be worth it,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,3 people found this helpful,,137,34,354868,Public
Elizabeth Pérez,/gp/profile/amzn1.account.AFCW4K7OKT3JCBMOPKONTDILAXJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 25, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,5.0 out of 5 stars,Tal cual fue descrita!,Nos encantó !!,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: PlumStyle: Fire 7Verified Purchase,10 people found this helpful,,11,2,8752086,Public
Kimberly,/gp/profile/amzn1.account.AHWNCL73DWF4QKWMJQLZ3MVJQ76Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2020",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,1.0 out of 5 stars,"The main issue with this version of the Kindle Fire is how it constantly disconnects from wifi, and no, it's not the wifi signal.  No other device we've connected to wifi (anywhere) drops the wifi signal as much as this does.  At times, it can drop the wifi signal almost once every two minutes while you're trying to watch a show which is extremely annoying.  I've had to restart it multiple times for it to connect again.  My older (2014) Kindle Fire rarely drops a signal (the only reason I'm not still using it is because that version no longer supports vital apps like Hulu etc.)  Seems like a dodgy way to get people to upgrade (to an inferior product no less).Worked ok for 30 days, and then after that, constant dropping of signals.  I've read many reviews here that sound like amazon is shipping refurbed models when people have this issue and DO get a refund.Overall, extremely dissatisfied, and the reason for 1 star because what good is the quality of the video image etc. if it won't stay connected?  (And just a note: we've not only had the issue on our extremely strong home wifi network, but on other wifi connections at work, friend's houses, etc., so it is NOT our wifi connection.)  You'll note that when you search for ""kindle fire constantly loses wifi signal"" there will be tons of hits on google - it's not just me.Buyer beware.","Constantly drops very strong wifi connections - yes, everywhere",Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,2 people found this helpful,,122,19,3695578,Public
Lou G,/gp/profile/amzn1.account.AFMLFCD4SUHOF7KCE4OAA4R4ZE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2019",0,1,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=13,3.0 out of 5 stars,"The overall quality of the Fire 7 is pretty good.  I had no problem navigating through it and finding the apps I wanted to add.  I did have a lot of trouble finding the right mix of cords to plug it to the TV.  There are a few adapters, etc you have to get in order to do so.  I liked the old Fire tablets that had a mini HDMI connection.  The recent versions do not have this and when you search Amazon to find the correct cable, it can be confusing because of all the sponsored listings that are not what you are looking for.  I would give the Fire 7 and overall rating of 4 stars.  The reason I reduced by one was because I think Amazon should do a much better job of including the adapters needed or asking if I want to buy one.  They automatically asked if I wanted a cover to go along with the tablet but nothing about adapters to plug into either a TV or monitor.",Cannot plug directly to TV,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,3 people found this helpful,,26,16,11316780,Public
Bookworm,/gp/profile/amzn1.account.AGHYD7LZDFNNYFEVSV33R255QGMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2019",0,0,https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=14,3.0 out of 5 stars,"My tablet was starting to get cranky, so I was looking around for an inexpensive replacement for reading and web-surfing, and spied the Kindle on sale.  I mostly check daily things like email, news, social media sites, etc, in addition to reading.  I WANTED this to be a viable replacement for those tasks, but it just is not.The primary issue with this thing is SPEED - it is ridiculously and surprisingly SLOW.  Slow as in click on a link, put the reader down, sip some coffee, glance at the screen still loading, sip some more coffee, turn on the tv, and MAYBE the page will have loaded by then.  THAT kind of slow.  Mind numbing slow.  At first I considered the possibility of holding onto the table strictly for the purpose of breaking me of my internet/social media addiction!  I genuinely thought I might keep it just for that use, because waiting on pages to load would surely do it!  But it was just too annoying.The other deal breaker was battery life.  I read up on battery life before buying it, but I could not, in a week's long trial of day-to-day, normal use, get more than about 4 hours out of it before having to charge it again.  I don't do any gaming, I only very rarely watch video clips and never full videos on a device, and still I couldn't get more than 4 hours.As a READER this is a fine device - if you're buying one mostly for only that purpose, go for it.  If you're expecting it, as I sadly did, to be a serviceable replacement for a tablet, forget it.  In fact I can't believe I keep finding this LISTED as a tablet on online lists of ""Economical Tablets.""  I'm such a long-time Amazon customer and user, that this reminds me of the earliest days of Kindle's, which came packaged with something they euphemistically labeled an ""Experimental Browser,"" which meant clunky and just barely there.  This has a full scale browser, and of course you can download others, but the processor speed is so pathetic it renders the browser virtually unusable.",Do not expect this to be more than a reader,Digital Storage Capacity: 16 GBOffer Type: Ad-SupportedColor: BlackStyle: Fire 7Verified Purchase,2 people found this helpful,,3520,268,4474,Public
