author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Eric,/gp/profile/amzn1.account.AFOSCL5US4Q547ADGKKOYLNNEKPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2018",1,7,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"Your browser does not support HTML5 video.           So far so good.  Works well, does not get hot at all (i read posts about them getting hot).  All of the plug ins ports work. I have my interface, two hard drives  and my iphone plugged in.  I use them all day long have for the past couple of weeks since i got it and doing great.  The buttons are smooth and easy to press.  OOOOOOOONLY THING IS.........THE PORT IS A LITTLE TIGHT SO YOU HAVE TO PUSH your USB  IN AND PULL OUT  A little HARDER THAN NORMAL ......but not that much..  it's just noticable tighter.if what I wrote was at all helpful please click so below so I know this helps others.  Thanx",WELL...........HOW SHOULD I PUT THIS?,Verified Purchase,452 people found this helpful,,472,106,26627,Public
Librarijen,/gp/profile/amzn1.account.AFVCBSEXDTBTBJGDL2HJ5W5TKW3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2019",0,19,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"I was so excited to get this USB expander/splitter.  My plan was to use this to charge multiple devices from one USB.  I plugged in my phone and my tablet, and was very disappointed. The tablet shows that the charger is plugged in, but there is a red ""X"" over the battery icon, indicating that it is not actually charging.  I tested that cord plugged directly into the original USB (the one that this new 4-port charger was plugged into)  and it works fine.  My phone gave me the message that it was ""slow charging"" and that I should check to see if it was plugged in properly.  I checked to make sure all of the connections were good, and went off to take a shower.  When I came back, my battery had DECREASED by 2%!!  I then checked that cord the same as I did the other cord, and sure enough, it works just fine.Thankfully, it was only $8, because I'd already thrown away the packaging, and I'm not sure it will be worth the time and effort of a return.Unfortunately, this device will not work for me for the purpose I intended. :(",Do not use as charger. Actually DECREASES Battery!!,Verified Purchase,80 people found this helpful,,2970,119,5711,Public
Teacupz,/gp/profile/amzn1.account.AHYBTLPU5UTUJVTUAC4PBAZ3I7FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2018",0,8,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"When I first got this little hub, I was impressed with it. It was just the right size, had 4 hubs and individual on/off switches. I use hubs a lot since I'm getting my book ready for my manuscript and my laptop only has 2 ports and I need 1 tor my fan, so I was tickled to get this hubBut the romance soon disappeared as the hub started getting hot and kept getting hotter, heating my USBs along. Now I'm finding corrupted documents I'm trying to complete each for my manuscript. the pulling a document of onetitle and it opens to another document and I can't find the one I was looking for. One thing that got eaten/ misfiled or ... a document with the first four chapters of my book. I can't find them, but something mysterious happened to them. I believe the heat from the hub is slowly corrupting my documents. But the heat today was frightening as I had located 3 documents that appear lost. and I was afraid of an explosion. So I'd suggest you check your documents  and the heat generation  B 4 you lose chapters.",Was it cool?,Verified Purchase,60 people found this helpful,,626,140,31384,Public
Allison,/gp/profile/amzn1.account.AHWKQQNG4OX7EGD3GXFQYXAQMZFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2019",0,2,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"My work computer has Windows 7, so when I started to run out of ports, I picked this one because it specifically stated it was compatible.Got the package, plugged it in. Nothing worked, even items that were working fine when plugged directly into my computer. Saw no drivers were necessary (nice), so called support.  They said this device doesn't work with accessories, like headphones, keyboards, and mice - only USB for data transfer.Why you'd need to transfer data from 4 sources at once is beyond me, as is why they wouldn't support accessories. SMH. Returning.",Doesn't work with accessories - why bother?,Verified Purchase,39 people found this helpful,,277,84,592588,Public
sojourner,/gp/profile/amzn1.account.AEGS7PUG7ZVIKWU5OLKKIS2E6Y7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2014",1,10,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I was amazed at the quality of this unit, (and I'm a gadget freak). It has solid USB connections. Nothing loose and cheesy about it. I attached it to the face of my tower PC with mounting tape. Looks and functions very solid. I'm an amateur photographer and am constantly disconnecting one-to use it for something else. Having this has saved me a great deal of frustration. I can even leave the cables plugged into the hub and just power off the L.E.D. power switches, so now I don't need to hunt for cables. I'm using it full time now for a month and have had no problems whatsoever. I'm VERY glad I got over some of the ""if'y"" reviews and bought this.",High Quality and low price,Verified Purchase,824 people found this helpful,,89,29,322960,Public
Anonymous,/gp/profile/amzn1.account.AFPIJVLE7UDNOW73Y23TTPQYQP5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2015",4,2,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,A great little USB hub. I love the fact that it has buttons with blue light indicators to turn individual ports on and off. I was hoping to get the one with the power adapter hole and I did get that model! (Model HB-UMLS) BUT...The packaging and info included did not include any information of what kind of power adapter I'd need. The hole for it measures at 5mm but I'll have to look up what exact voltage and amperage I need.In one of my pictures (attached) I show it powering a Razor Blackwidow Ultimate 2013 keyboard and a Logitech G35 surround headset (and a scanner and a second laser mouse - which don't use that much power anyway, mostly data).Plugged my phone in with both of those going and it wouldn't even register as a data device. I disabled the other two ports with those devices in them and my phone came on as a data device and started charging. I guess it can only power one device that needs that much power. It can power more if I get the right adapter.,Got the model with the power adapter capability (YES!) and its great. I love the ability to turn the ports off indivigually. 5/5,Verified Purchase,94 people found this helpful,1680,558,583764,Public
Jonas Dohu,/gp/profile/amzn1.account.AFHHIGKXAZPWJGGBBDLM5LUUXNGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 27, 2016",0,2,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"I bought this USB 2 hub instead of a USB 3 hub primarily to connect wireless dongles that can suffer from interference when connected to a USB 3 port. The buttons come in handy especially when trouble shooting compatibility issues, or when devices need to be turned off and on to get to work again, or just to turn off a device you don't need at the moment.I have connected this hub to one of my mainboard's USB 2 ports via a   10' USB 3 extension cable          . Everything I have connected so far works well:- The   Corsair Gaming K70 LUX RGB           keyboard with any of its supported polling rates, including 1Hz- The   Logitech G900           gaming mouse (both the cable and the wireless receiver work, the latter also on the USB Pass-Through Port of the K70 mentioned above, connected to the hub)- The   Logitech MK270           wireless keyboard and mouse combo, without the connectivity issues I head when the receiver was plugged into the mainboard- The   HP PhotoSmart 7350           printer via an active 5m USB extension cableI deducted one start because in dark light it can be hard to see whether a port is active or not because the LED lighting up the neighboring button bleeds through. Wish they were better isolated. Other than that, it works well, has a great price, and I didn't find an alternative with individual buttons: would buy again!","Works well, LEDs should be better isolated",Verified Purchase,36 people found this helpful,,1184,101,4806,Public
William Harris,/gp/profile/amzn1.account.AEBLSDCRW52LF2CVO33PMR7MGUTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2016",1,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Your browser does not support HTML5 video.          I am a huge fan of the USB Hub. It works exactly as advertised, the price is exceptional, and the LSD function that tells you which ports are currently open is a God-send. I have had it for about one month, used it extensively, and been extremely impressed (especially at the low price -- the value you are getting is a significant one). Highly recommended, without any reservations!  Sabrent 4-Port USB 2.0 Hub with Individual Power Switches and LEDs (HB-UMLS)",I have absolutely no reservations in wholeheartedly recommending this product!,Verified Purchase,30 people found this helpful,,162,31,46182,Public
John Gerity,/gp/profile/amzn1.account.AFKR45IY6P5PITTNYRN3LUWYJ54A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 27, 2020",1,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"I was having problems with my wifi dropping out randomly, sometimes for a fraction of a second, sometimes completely (see photo). I thought it was my wifi adapter, so I bought a new one. Initially that seemed to do the trick, but then later I saw suggested items including versions of this very USB hub, except by maybe 2 or 3 different companies. Then my wheels started turning. I looked at the reviews for them and saw an issue come up again and again in the reviews. People using those hubs had trouble transferring large files to/from external storage (thumb drives, external hard drives, etc). So I did an experiment. I plugged the new wifi into this hub, plugged the old wifi directly into the computer, and ran a continuous ping with each (one at a time, not both at once). Sure enough, the new one gave results that look like the photo, and the old one was smooth sailing, not a single return slower than 25ms. So clearly this hub was the culprit. I didn't seem to have this problem when I got it in March, and it started acting up in mid July. I'd give this 2 stars but people aren't going to buy a hub unless they're going to be transferring data (wifi, HD, flash keychain, etc) and even at this price range that's not something you want to have working when it feels like it.","Good for mouse & keyboard, BAD FOR LAN, WIFI, HD, SSD",Verified Purchase,5 people found this helpful,,119,62,832665,Public
Eric and Nichole,/gp/profile/amzn1.account.AGUQ7EEMFY2E23JKWARY7FAZT4LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I've bought two of these now to fix the same issue that a lot of people experience these days when building a PC - lack of the older USB 2.0 ports on the case itself.  For my personal pc I bought an internal NZXT usb hub so it's out of sight and mind for a cleaner look for my wireless keyboard/mouse but i like using this for others that I build computers for as they don't want to have to open the case and would have no idea how to even unattach something from a board.  This little device is perfect for slapping a piece of velcro on the back and just plugging it into one of the USB 3.0+ ports available on the back of your PC thus changing it into a 2.0 and allowing you to plug in those little wireless adapaters for your keyboard, mouse etc.  So if you're frustrated from your wireless keyboard/mouse seemingly not working correctly, do yourself a favor and pick up one of these (it HAS to be the USB 2.0...they do make an identical looking 3.0) some velcro tape and just slap this puppy on the back of your pc out of sight and problem SOLVED.  Cheap and effective solution!  When's the last time anyone could say that?",Fixes wireless device connectivity issues when you only have USB 3.0+ ports.,Verified Purchase,5 people found this helpful,,352,217,1071089,Public
Anaelle Seide,/gp/profile/amzn1.account.AHH45E4M7CTCKUTUXFTNR7J5EHPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"For my PS4 I use an 4TB eternal hard drive to increase my system storage. But because I have a PS4 Slim, I only have 2 USB ports available for use. This was a major issue for me when i upgraded to a wirless headset and the Astro PS4 gaming controller.This multi USB port was a great tool for me to be able to use my extended hard drive, my wireless Astro PS4 gaming controller, and my Stealth 700 wireless headset all at the same time. I love the fact that this multi USB port has buttons that can switch the ports on and off so I don't have to constantly unplug when doing a maintenance check on my wireless devices. This makes the area for my PS4 much neater as well.Great investment for a low price!!",Perfect For My PS4!!,Verified Purchase,4 people found this helpful,,472,106,83600,Public
Monique J.,/gp/profile/amzn1.account.AENEPNYC6INXSD2UFII55HUTREZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2019",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,"UPDATE:It has been just a few months and I have now begun to experience disconnection problems with this USB hub. It started 2 days ago while trying to import pictures off of an SD card. I used it again a moment ago and had th re some problem while transferring a larger file. By larger I mean about 2 GB. I ended up having to use a different hub to transfer the file. The hub hasn't left our desk. It hasn't been pulled on excessively.  In fact, we have barely used it at all. We got about 6 months of LIGHT use out of this USB hub. I don't know if that would have been less had I been using this particular hub with my portable office.  At this point I can NOT recommend this hub to anyone. Look elsewhere. I am now going to replace this hub.Changed from 5 star to 2 stars. 2 stars for the pretty blue lights.I haven't had any trouble with this hub. Works as it should and the lights are helpful when I pay attention to them.",Updated review,Verified Purchase,4 people found this helpful,,44,57,26627,Public
Sharjons,/gp/profile/amzn1.account.AEP6VTYBNKHVVTJSAGTPIIPWL34A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2019",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"When I first plugged it in, my computer didn't appear to recognize it.  I went to device manager and it showed the hub, but everything said ""unknown driver,"" which confused me because I thought it didn't need a driver.  I only know enough computer stuff to be dangerous, so I went to Sabrent's website and put in the hub model.  It showed no driver downloads, but had a pdf manual download.  The first line under trouble-shooting states, ""To operate multiple hard drives and certain high power devices you may need a powered HUB most Sabrent HUBs can be turned into powered Hubs by adding a AC power adapter model PS-5V4A will work with most Sabrent Hubs look for a pin hole on the back of the HUB to verify if your model is compatible.""  (Yes, they left out the "".'s"") Sure enough, next to the computer cord on the hub is a pin hole.  I google'd the AC adapter and it looked just like the one that goes to the digital photo frame on my desk.  I plugged it in and wonders of wonders, it said it was installing drivers.  After it finished, I plugged in two USB drives and within a minute was transferring files.  (Transfer speed averaging around 7.7 MB/Second) One star off because I need to buy a power supply because I recently threw away all of my extra power adaptors to de-clutter my office.",You may need a power adaptor to get it to work,Verified Purchase,2 people found this helpful,,191,69,412361,Public
JK,/gp/profile/amzn1.account.AFHD6Z7NGMNBL7JK73O4KTUHAUVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2019",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I have tried multiple adapters and configurations, plugged into standalone USB ports, computers, etc. and this thing either does not charge or has the weakest charge.  When I plug my Galaxy S10 Plus into this I get a 7 hour until full message.  If I bypass this unit and go straight into a wall adapter, same cord, I get a fully charged in 1hr 49min message.  If I plug more than 1 item in then nothing charges.Unfortunately I bought 2 of these and neither of them work, so I know it's not just the unit I have.  I would not recommend.",Does Not Work,Verified Purchase,6 people found this helpful,,23,31,560895,Public
