author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Bill.A,/gp/profile/amzn1.account.AFJMVA5TJQABU4VAM4OHC663PANA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2020",1,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"I purchased the splashEz pool with My own hard earned money and this review contains my thoughts about it.Purchased April 2020I purchased this pool for my baby. I wanted a shallow pool for him to get used to water and splash around in.I thought this was an inflatable pool meaning inflate with air then fill with water. This is actually inflated with water. That is both a plus and a minus. It’s a good thing because it can’t pop and if it tears it matters less because it doesn’t need to be air tight. But its also not as good because it means in need to use water from the hose all the time. Water has to be running into it at all times or it “deflates”. Water fills the base through the little holes in the tube that create its water feature. This again is a con for me because I wanted to fill it up with water let it sit in the sun most of the morning so the water would be warm for the baby, but because it requires constant water, the water does not warm up as much. So its not as good for young children that are more temperature sensitive.I did end up figuring out the minimum water setting to keep it inflated and still allow the water inside to warm up some.My baby enjoys going splash-splash in it. Right now he just sits in the pool, but each summer as he gets bigger will -play more and can increase the water pressure to use the water feature.For a less than 1yr old baby not a great choice. But next year and the next will be great.",Good Pool but not exactly what I expected,Verified Purchase,3 people found this helpful,4065,564,226,Public
Karessa,/gp/profile/amzn1.account.AEEMMVHEEAOEZIPP4Z2GGN7Y5NTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2020",1,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I bought two, set up was easy, I had no leakage at the connection which is always a plus. Bold colors. Size was good.The water filled the inside of the splash pad and it slowly began to spray, you can adjust the water pressure to lower the spray which I appreciated.I am using for multiple ages:My grand-babies ages are 5mos and 7mos both sitters and toddlers ages 2 to 4 yrs. old, so this was perfect and my reasoning for buying two. So both ages can play safety and enjoy splashing and sensory play outdoors.Use ONLY with 100% adult supervision, infants and toddlers can drown in less than a couple of inches of water. There was a bit of pooling with the water hose continuously flowing, which was fine for the toddlers but not recommended for the infants. The water hose will have to be turned off at some point and/or start at a lower pressure from the beginning. I did not...I started both at the highest pressure and filled them up with gusto.lolOverall, wonderful fun product that we will enjoy this summer!The images are taken when I tested them, to see how they worked closer to the water hose bit. Day of, they were placed on the grass for a softer more comfortable surface.",Educational Splash Pad,Verified Purchase,4 people found this helpful,83633738,17,25,Public
JB,/gp/profile/amzn1.account.AEFBPWGJU4E2AWU4AHHLNDAKKHBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"This splash pad is perhaps one of the best purchases I have made for my kids.  The design is brilliant and it is no fuss,  You simply lay it out, hook it to a hose, and turn the water on.  THAT'S IT.  My 5, 3, and 1 year old all play it in together for a good 30 minutes before getting even slightly bored.  And I don't have to worry about my newly turned one year old drowning.  I of course sit outside and monitor, but the water is so shallow there isn't much to worry about.  Ours came with a few small holes and I contacted the company and they immediately sent me a replacement (free of charge) and have followed up to make sure everything is well.  Their customer service is top notch and has made me a loyal customer.  We also homeschool so I love that there are letters on this, we've already made up several games to review letters with my 3 year old and letter sounds with my five year old as we play.  It also makes the heat where we live tolerable for my kids in the dead of summer.  This splash pad was worth the roughly $20 to me within 10 minutes of using it.",Genius design and great customer service,Verified Purchase,3 people found this helpful,258271,290,144,Public
Theresa,/gp/profile/amzn1.account.AEIMYECLISLGEIQRPHV7TEYNXFCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"My dogs (Yorkies) wont go in a pool, but they like water. In the summer, the deck gets very hot and it is just a matter of time before their water dish heats up too while they are outside with me. I bought this as a mat that they could easily just step on and that has constant cold water. THEY LOVE IT!  So do my cats! They all will drink from it, step/walk on it, and one of my dogs will even lay on it. I don't have the hose turned up all the way so there isn't the sprinkler feature shooting up at them. I have it turned low and its perfect for keeping a fresh, cold, stream of water constantly flowing. And if my cats puncture a little hole on the outside, it doesn't matter since this doesn't fill with air at all. Its just another hole water trickles out of. I am SO HAPPY with this!",PERFECT FOR PETS!!!!!,Verified Purchase,4 people found this helpful,1963731,40,43,Public
"Gigi from El Paso, Texas",/gp/profile/amzn1.account.AHUK4UZHPKDCWHKWZZREXKEOYDCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,Perfect for my DD. She is 13 months and we were not quite ready for a small pool. The item took less then 5 minutes to fill fully with water and water shot out about 5-6 ft high. It creates a small pool depth of about 6” in the middle. What we liked was once full you can adjust water pressure and water level dropped enough for DD not to be afraid.Con:The part where the hose connects to the product leaks.,Great water play starter for infants,Verified Purchase,6 people found this helpful,55402,179,151,Public
Amazon Customer,/gp/profile/amzn1.account.AEGI2XXWCT53JMJVH65BPPYVTVLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,Product was used twice and the seams popped on it already.  Can’t return because the window closed after 30 days which is ridiculous because the weather doesn’t get warmer until May/June in Wisconsin.  Waste of money,Waste of money,Verified Purchase,38 people found this helpful,396430,71,63,Public
Karon Piper,/gp/profile/amzn1.account.AFRCFA62YQMRNRDN4KTLQAHGXIHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2020",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,Your browser does not support HTML5 video.           My little great grandson loves this splash pad. The vinyl seems to be thick and durable. It simply hooks right up to our hose. I was careful to turn the water on slowly and only to half pressure as it filled the ring with water. It entertained him for about an hour. The graphics are delightful. I emptied it as much as possible but am somewhat concerned about mildew or mold growing in the inflatable ring. I plan to rinse it with vinegar water after each use. If anyone has a suggestion please comment. Overall I really like this product and would recommend it to others. I did buy a second one for my 1-year-old granddaughter as well.,My 1-year-old grandson loves this splash pad.,Verified Purchase,2 people found this helpful,3577347,92,25,Public
tasha shaw,/gp/profile/amzn1.account.AEJMYVJMU5J7RNGGCAWVN3DD6JHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2019",3,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"As you can see my grand daughter got a whole 10 minutes out of this and it popped, very upset, just took it out of the box",Do not buy,Verified Purchase,39 people found this helpful,3822048,41,8,Public
C J Spencer,/gp/profile/amzn1.account.AFU25L2ODGT6HO7SIWKJE2KC3VZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 30, 2020",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"UPDATE:  After leaving this review, the seller reached out and sent us a second unit, which was very generous.  I've raised my review from 2 stars to reflect this.  We haven't had the weather to set up the SplashEZ again, but will try again once the weather warms up (presumably next year).The replacement appears to be the same unit, so not sure the design flaw is fixed. We will have to think carefully about where to place this when in use to avoid mud and slipping.  Maybe we can gerry-rig something around the pool to hold the water in so we can turn the hose off...Purchased this for our grandkids to enjoy over a hot weekend.  It was easy to set up and worked great ... until the wading pool was full.  It's design is flawed.  You have to keep the water flowing from the hose to make it work. First the hose fills the rim and then it shoots up the sprinklers.  If you turn the hose off, the rim collapses and the water escapes from the wading pool.  So the area around it becomes saturated with water, making it slippery and muddy, and the water inside the pool never warmed up in the sun.Overall, the boys had fun running through it, but it didn't work for the ""littles"" who aren't walking yet.  A sprinkler  and a wading pool would probably have made more sense for us (and better for our lawn).",GREAT customer service! Have to keep hose running to hold water in pool,Verified Purchase,,48826,216,113,Public
Lisa,/gp/profile/amzn1.account.AGKF46YPU7WWALZU4IDJXMWFYBOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,Purchased for the 3 for our Grandkids and 2 popped on the seond use. Returning.,Popped upon second use.,Verified Purchase,34 people found this helpful,474399,52,75,Public
bg,/gp/profile/amzn1.account.AG7K677UUSC4FERAHLK2YWCBGJOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"I am now on my second one.  I love the concept of this little pool, and my granddaughter loves it too.  However, the first one split down the side (even though we tried to monitor the water pressure), and this second one (that replaced the first one) leaked at the connection, and not just a little leak.  A solid stream of water.  So don't know what to do.  It is such a cute item, and she loves the letters and pictures on the bottom.  She lays in the water and is constantly reciting what she sees.  The spray around the edge is one of her favorites too.  But don't know if we will set it up again.","Love this, but...",Verified Purchase,3 people found this helpful,4145300,33,31,Public
Steve,/gp/profile/amzn1.account.AEZN4UIBL5FTLHKWNCS23PTGQHCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2020",2,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"2 issues I found with this product so I am returning it.1) Connection to hose mounted on top-side of pool lip.  This puts a lot of pressure on the pools plastic connector. While it didn't break for me, it is a concern I had and wanted to share. It would have been better to mount it towards the bottom of the lip.  This would reduce the stress on the connector and would allow the hose connection to stay more-or-less hidden.2) While the pool is shallow, it is very slippery.  My 1.5 year old slipped 3 times within the first two minutes of entry. The item would be better reviewed if it had a non-slip surface; after-all it is not a slip-n-slide.  Note: I setup the pool over a hard surface (patio). Perhaps it would be less of a hazard on a softer surface like grass.",Slippery When Wet,Verified Purchase,One person found this helpful,10209053,16,23,Public
Emily Miller,/gp/profile/amzn1.account.AGYQWA3P6MFNQI6GIQLFXPAJT7HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"My children only got to use this splash pad 3 times before it popped. I have 4 children ranging from 8 years old to 8 months old and thought this splash pad would be fun for them on hot days. It was fun, until it didn't work anymore and the seam split on the side. If you are only going to use it for a bit then this product is good. Super easy to assemble.----Splash EZ did send me a new 3-in-1 sprinkler/splash pad. It was perfect and arrived quickly. The company did refund me my money and sent me a nice note. It is a cute and feels made well, but my kids must be too active for it. The seam busted on the replacement. I believe the splash pad is great and cute and for my younger children enjoyed greatly. I will buy more products from this company.",SO BUMMED.... UPDATE 7/11/2019,Verified Purchase,2 people found this helpful,8575618,5,29,Public
Lauren,/gp/profile/amzn1.account.AGMQFYNK36YRYY7MT3EIIN7JQTPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2019",1,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"My son loved this splash pad, but it broke after just two uses. It was used in the grass on a flat surface and busted right along the seam when no one was even playing in it. Waste of money!",Broke after two uses,Verified Purchase,11 people found this helpful,26564938,11,1,Public
J. Elam,/gp/profile/amzn1.account.AELYM3RPHST44RLJHIQFQGQRNFMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"I got this for my 18-month-old granddaughter. Given that the sprinklers are the feature, and kids will tend to want to go in and out of them, the bottom of the pool is way too slippery. I really don't recommend use by the very young unless you're willing to hold their hands whenever they want to stand up and walk in and out. Certainly they'll slip if they run. Older children may do okay and may actually enjoy sliding around but there are better alternatives for that type of water fun.Construction is a bit strange -- the hose attaches on the inside of the pool rather than the outside, which leaves a weird crimp on one side and the hose at an odd angle -- which leads to tears when the hose scrapes the inside. I had a tear by second use.",Meh,Verified Purchase,One person found this helpful,381047,346,60,Public
Karen,/gp/profile/amzn1.account.AGEN6YRPEKY6OB3HPA3H5SL3LZRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2020",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Purchased the SpashEZ 3 in 1 sprinkler in 2019, for my granddaughter. Never took the opportunity to use it. Did receive an Email from them saying that some of the sprinklers we’re having issues.  A month ago the weather turned warm so set the sprinkler up. After a couple of uses, it sprung a leak.  It was so hot and my granddaughter enjoyed it so much that I ordered another right away, figuring after a year they would not replace it.  A few days later, I decided to contact SplashEZ to tell them what happened. To my surprise, they replied to my email within an hour. They apologized for the inconvenience and I received a new SplashEZ within two days. I returned the one I ordered and received my refund immediately. My granddaughter is still using it daily and we could not be happier with this company. My granddaughter suggested that bubbles would be fun so my daughter put bubble bath in where the hose nozzle goes. It worked great. Love this company!",The Best Customer Service!,Verified Purchase,One person found this helpful,83920369,1,8,Public
Patricia S,/gp/profile/amzn1.account.AGRR6QPNQDK4WKOKMA3YKAXKARPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2020",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Two kids both 3 &4 have their choice of water table, kiddie pool and this ring and they both love this ring the most! The water shoots out like a fountain which they like, the ring traps the water to make it deep enough to 'sink toys' but shallow enough to sit in, and the thing is refilling itself constantly so they have endless supply of water to dump out with their buckets which is some how endless entertainment for them.Also as stated in title- there's nothing you have to blow up. Attach it to a hose, turn on hose, done.",The water pressure blows up the ring so no air required,Verified Purchase,One person found this helpful,867593,70,34,Public
R. Cashatt,/gp/profile/amzn1.account.AH5UKTKKY2TVEATXO5I5FHOWOGAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I bought the A to Z splash pad for my 14mth old son to play in with my nephew (9yrs) and they had a blast! I love that you don’t have to inflate it with air, the water will do it for you! Drain out what water you can and hang it up to finish drying for easy storing (completely flat after drying and you can fold up). Stream height is easily adjustable based on how fast you turn on the water. Don’t want the streams? No Problem! Turn it down low to keep the splash pad filled with water and your set! Continuous water flow = always cool, never hot water which is perfect for a hot summer day! Especially when you don’t want the kids to overheat. I CANNOT FORGET to mention... y’all this splash pad is DURABLE!!! My son played all over it with metal toy tractors (and sticks) and it never popped or leaked! My nephew and several cousins (3 and 5yrs old) used it as the beginning part of a slip and slide and it help up spectacularly!!!! I cannot wait to see how many more games we can come up with to use with this splash pad, especially once my son learns his alphabet and names of all the animals! You will be glad you bought this. I am!I will be on the lookout for other products from this company to continue to add to our outdoor fun. Keep up the great work!","LOVE!!! Fun, Durable, Easy to Use!",Verified Purchase,One person found this helpful,83792982,1,4,Public
Lauren A.,/gp/profile/amzn1.account.AE3MBJ52EYCP2V7SVV4RA7RWRXBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"I bought this for my 21 month old to play in on our back patio.  We don't have any grass, and based on other reviews I thought putting this on the patio would be fine.Initially she was having a blast.  She was splashing and playing in the jets of water and having a great time.  Then she stepped in the pool and slipped.  She bonked her head on the patio and started crying.  She is fine, but now she is very hesitant to go on the pad again.This pad really should be played with on grass.  It's an ok toy overall, thus the 3 stars, but be careful if you plan to put it on a hard surface.","Fun, but slippery",Verified Purchase,One person found this helpful,5944034,11,10,Public
