author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Joshua,/gp/profile/amzn1.account.AHWUQ2WK3OMXZNFEP22PNTNA366Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2018",4,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I really wasn't expecting much with this rather cheap pool skimmer. I was enthusiastic to connect it and have it work fabulously. As soon as it was connected, the pollen and miscellaneous debris floating on top of my pool instantly began flowing towards the skimmer.I have a 3000GPH Intex sand filter which provides enough power to adequately pull in floating material; however, it has trouble reaching the far edges of the pool. My remedy for this: I have two intakes on my pool and found that plugging one intake allows for a greater suction and better performance.Prior to purchasing, be sure that your pump has adequate power - I'm not certain a cartridge pump (one that normally comes with above ground pools) would be able to really pull in much material.All in all, a great skimmer which does it's job. I have attached pictures of the skimmer, the hose, and the connections.I would recommend this product. I hope my review has aided you in your skimmer purchasing options.(Please ignore the green color of the water, I'm still in the process of opening it for the season)",Fantastic!,Size: OSVerified Purchase,10 people found this helpful,1493524,75,26,Public
Long Time Customer,/gp/profile/amzn1.account.AFG4PRXLRMNYMR3MZWNN6MH5O5ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2017",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Using this on a Bestway 22' pool.  Our pool has oval shaped frame poles and this skimmer was obviously made for round frame pole pools but it is working just fine.  Was easy to setup and works great.  Was really worried about buying a pool without an in-wall skimmer but this little skimmer has proven to work fantastic!  Using this along with the Intex pool bot and salt system for an essentially maintenance free pool experience so far this summer.Tips for hanging this on the pool.Dont over tighten the set screws.  If you do it will force the skimmer to ride up on the pole and maybe come loose.Use a small piece of a pool noodle (just cut a couple inches off of one) and wedge it between the skimmer hanger and the side of the pool to keep the skimmer hanger completely vertical so that it floats level.Make sure you have the skimmer properly installed with all the right pieces or it will not create the vortex properly and skim the pool surface. The instruction were pretty clear on how it works.I empty and rinse the trap every 3-4 days or so.,Every pool must have a skimmer!,Size: OSVerified Purchase,13 people found this helpful,2151461,83,27,Public
MrsToastyNotez,/gp/profile/amzn1.account.AGIGTJSBUGU4MIOGMNEVYEXCE4SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"This skimmer will not attach to any above ground pool that has an oblong frame. It only attached to round steal framed pools and those blow up round edged pools. We have the Coleman/Bestway 18’ pool and it does not attach to it. We have been fighting to keep it attached for a month and I’m about done with it. It is also not able to be used to connect a vacuum if anyone is wondering. I’ve searched high and low for a vacuum plate and intex does not make one for this slimmer. The wall attachment that connects to your intake is so funky shaped that you can’t connect a hose to it either. If the darn thing came with more versatile attachments it would be wonderful but as it is now, it’s a pain the arse!",Doesn’t fit oblong frames. Can’t use a vacuum with it.,Size: OSVerified Purchase,3 people found this helpful,84318155,158,58,Public
PatrickGSR94,/gp/profile/amzn1.account.AFGIYV5BROKHJNKOZWLOLMCENKUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2017",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"This skimmer works amazingly well for keeping the water surface clean.  Our 12-foot pool came with the 530 gph pump, which is junk.  We upgraded to the 1500 gph, and when paired with this skimmer, any and all surface water junk was gone within 30 minutes or less.  It's awesome to not have to go around every day with the skimmer pole to manually clean out everything.  Also some people report problems with the clamp coming off.  We haven't had that problem, and I think the secret is to make sure it's clamped over the top rail where the vinyl liner goes over it.  Clamping it over the liner helps keep it from slipping.The only reason I knocked off one star is because the upper floating portion does indeed move and shift around a ton when anyone is in the water.  If any junk is trapped on the surface inside the floating ""can"", it will likely get knocked back out into the water.  Also it probably helps to have a skimmer sock attached inside.  We didn't use one, but probably will for next year's season.","Keeps the water surface sparkling clean, when used with the right pump!",Size: OSVerified Purchase,7 people found this helpful,3888917,106,46,Public
WorkingMomOf5,/gp/profile/amzn1.account.AEG2MHQKSJSZSJFZ6T4WZP627BIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"If I could give this a half a star I would. As much as I hoped this would be like an inground pool skimmer, it did not work as intended. It was hard getting it to even establish some sort of suction oh, and when you went to remove the basket everything fell back into the pool anyway. On top of that anytime there was any type of waves or movement in the pool, the skimmer would rotate upwards and be completely out of the water. If I didn't notice before the filter turned on, then my filter only had half the suction and needed to clean the pool.",Disappointed in design by Intex for an intex pool,Size: OSVerified Purchase,4 people found this helpful,189832,83,63,Public
Jason Payne,/gp/profile/amzn1.account.AHBKMF3FKYNGCM2EXK2T4MTA7U2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2017",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,okay I have  mixed feelings about this item it works really well when it stays down. Unfortunately it tends to keep popping up on an angle because the mounting bracket or the plastic screws don't hold it down I tried putting rocks inside the strainer to keep it down into the water but it kept popping up I finally had to zap strap the arm to a pole on the side of the pool in order to keep it down so that it does not poop up works great now.,Likes to sit on a angle,Size: OSVerified Purchase,10 people found this helpful,1838597,100,93,Public
SillyBubbaChicopee,/gp/profile/amzn1.account.AHII6UF2EMRW2DCKVLQRVYEUJ2OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2015",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"I added this to our new 16' x 48"" Intex pool this spring. It works nicely as a skimmer, but the bracket is less than awesome at holding it in place. It kept wanting to float up and then it would detach from the pool rail. I solved that problem by hanging a 2-kilo weight on the bracket. It stays in place and works like a charm now.",Works well with added weight to hold it down.,Size: OSVerified Purchase,34 people found this helpful,1857972,132,108,Public
K. Browder,/gp/profile/amzn1.account.AFK6T6ONFKA4A6VWES75CVOQYO6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"Most of the other Intex products I've used have been great, but this one was a swing and a miss.  I don't have any problems with the overall rig floating up.  It clamps securely to the metal frame and stays there.My biggest complaint is that it just doesn't really DO much of anything.  I've got a 1,600 gph pump on a 12' pool so I should have adequate suction power - especially with one of the outlet holes using the included reducer to help maximize suction at the skimmer.  Also - the skimmer floats too high above the surface 90% of the time to be effective.  Most of the time it's actually actively directing surface debris away from it if anything.  And that's despite constant tinkering and watching several (of the many) YouTube videos trying to help maximize/troubleshoot this thing.  That's why the overwhelming number of positive reviews confuses me on this one.I'm sidelining this thing and just going back to manually skimming and using the Intex handheld vacuum (which is very nice.)  My pool's small enough to get away with it, but hopefully there's better options out there for people with bigger pools or who'd rather not have to deal with that.",Doesn't work for me,Size: OSVerified Purchase,One person found this helpful,3551340,67,34,Public
Amazon Customer,/gp/profile/amzn1.account.AHDCPIVDKJHVM7NC2OXT3LAIJ5KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"Worthless purchase, I have a 15' wide intex above ground pool with metal tube frame.  The skimmer doesn't come with a sock/filter and then when you install it, per other online reviews and videos I realized afterward, the plastic clamps don't hold the skimmer in a horizontal position.  It tilts around especially from angle of clamps not holding it secure, from any pool wake and even with the online video review fix of foam weatherstripping it still won't stay in position.  The other pool cleaning accesrory kit with bottom vacuum works a little better so try that first.","Won't stay clamped, save your $ and time.",Size: OSVerified Purchase,5 people found this helpful,12891320,6,7,Public
TDraper,/gp/profile/amzn1.account.AHORPWGAF4REW3AGGDYM6AKMRTHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2015",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"Your browser does not support HTML5 video.           I was worried that this was going to be a waste. We have a large 22x52 ft intex metal frame pool. It has been a task keeping the leaves etc put of it.It was fairly simple to assemble. .think maybe 10- 15 mins  and installed easily. The first day..items began appearing in basket and by the second day..my vaccuming time was cut in half.Maybe more  even after a storm.Considering a second one for the other intakeUPDATE: May 2016The skimmer is still intact, and works, but we will be increasing/changing out pump to a sand filter because its just doesnt seem to pull enough in.  Its not a perfect fit for our railing, its a metal bar and its almost too small.UPDATE: Aug 2016We have upgraded our filter system to a sand filter which works wonders. Anyone with a large intex pool should just go ahead plan on getting one.  We put the flow reducer on one intake and the skimmer on the other. I have attached a video showing how well it works.  Sorry its sideways..couldnt figure out how to flip it.To get the thing to stay attached, we fastened a pvc (grey) to the bar of the pool with zip ties so we would not have to drill into frame. The skimmer fits the pvc better and no longer moves or bounces off",Works well...,Size: OSVerified Purchase,17 people found this helpful,178626,235,123,Public
T. N.,/gp/profile/amzn1.account.AG5K4A77RS5BERRETJYP6UCUCVQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2018",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"Let me start by saying that this is really a nice little idea for the Intex pools but not practical. First of all, this Skimmer will not work if you have slower filter pump or the standard intex pump you get with your pool. You definitely need something faster. Without this Skimmer, I could put my fingers at the intake holes and feel the water being sucked out the pool. As soon as I install this skimmer, there is absolutely no suction of the water at all. I am sure it is sucking the water through its hose, but it has to be VERY VERY VERYYYYYYYYYYYY slow. Also, the instruction says you have to install the skimmer PERPENDICULAR to the surface of the water. If you do that, it won't simply work as I found out PAINFULLY. For this skimmer to work in your intex pool, you need faster pump and slightly tilt the skimmer. So, some of the pool water will always pour into the skimmer's bowl or basket and thus the stuff floating around on top of the water will slip into the skimmer and stay there until you clean the skimmer.",Okay I guess,Size: OSVerified Purchase,2 people found this helpful,87158,720,209,Public
Stuart,/gp/profile/amzn1.account.AFNNQCDPUIIV3OR4MLYRUM7DKH5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"Ok, so let me first start by saying I had high hopes for this skimmer. I installed it per the directions and actually capped one of the two inlet holes for the pump to give me maximum suction at the skimmer.Setup was easy, took about 5 minutes.Here’s my issue though. Unless the pool is being used, the skimmer just kind of sits there. The blue interior float stays above the waters surface so nothing can really have a chance to float into the basket, or just goes around it. Without water agitation it barely moves.When I think of a skimmer I think about the cutouts on the side of pools that allow debris into them with a trap door to keep them from coming back out.  This is really nothing like that.Honestly it was a waste of money for me. Maybe some of you have had success, and I really hate to leave negative feedback for a product, but this one just doesn’t earn it’s keep.I have had good luck with other Intex products, this one however needs to be redesigned.******* updateSo, it seems I judged too soon with this skimmer. After upgrading our pump to the 2800gph model and plugging one of the two return lines at the pool wall, this skimmer is working.I had issues keeping it level so I cut some pool noodles and inserted along the frame where it mounts to the pool. I also had issues with the plugged line sucking air through into the lines for some time, but it cleared itself up. I added a mesh sack or filter saver to the basket to catch dine debris. So far it’s working well. It’s not as nice as a built in skimmer, but it helps keep bugs and floaters out of the pool!",Works but takes effort.,Size: OSVerified Purchase,One person found this helpful,139191,904,87,Public
A. Spengler,/gp/profile/amzn1.account.AHRCLQRV26AY2C4VPC2J2ADLMGJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"Everything has to be juuuuuuuust right for this thing to actually work. When it works - it works - but it's super picky. 1> the wall nozzle bit that screws on is difficult to operate as the hose fits so tightly on it you can't pull it off, so as you screw the nozzle on, the hose gets twisted and kinked; you have to screw, turn the hose, screw, turn hose, screw, turn hose... and it screws on WAY too far and takes forever. 2> water depth has to be juuuust right. Too deep or too shallow and it won't work. Rain has filled our pool past the point of skimmer usefulness - it just flat-out doesn't work. 3> The screening basket lets too much small debris through, which then either clogs up inside that difficult nozzle OR gunks up your filter - again, requiring you to remove the blasted nozzle to put the cap on the intake and clean the filter. 4> You are supposed to REMOVE the skimmer when you use the pool??? That's a total pain - again, because the nozzle is so hard to deal with. 4> It just kinda ""feels"" cheap.I bought the skimmer unit when it was on a Deal, so got it for cheap - which is good. Don't pay full price for this thing, it's not worth it. I've taken it off the pool entirely now since we keep getting rain and it won't operate if the pool's too full. If your conditions are perfect, it's fine.",Persnickety Product,Size: OSVerified Purchase,One person found this helpful,63157,475,181,Public
