author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Anna,amzn1.account.AGTSJ736E23M7CU5J67O775WELYQ,"Reviewed in the United States on August 29, 2019",3,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"This air fryer is amazing and I bet this would be my best purchase on amazon in 2019! I've watched air fryer for a long time and hadn't decided until noticed this one. Most air fryers can only work manually to set up time and temperature, which is not suitable for me. I'm always trying to make my kitchen smarter and this wireless-connected air fryer would be the best choice for me! I can prepare meat or veggies in ahead and just put it in the air fryer. I only need to open the air fryer on my way home. Everything is super easy and the receipt book really helps to prepare.Notes for cleaning issues: put aluminum foil and get rid of washing it.",Best purchase on amazon this year!,Color: Black-WifiSize: 5.8 QTVerified Purchase,252 people found this helpful,310,16,Public,
bethbb,amzn1.account.AGQDQXSHMMTVQXFXA3T2AOEZFOWA,"Reviewed in the United States on July 6, 2019",0,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I set up the Cosori Air Fryer as instructed and placed it on the counter with plenty of ventilation for all sides. Initially the unit worked as described. After about a month, the unit started to shut down intermittently. I thought it was because it was getting hot. I was confused as to  why it would perform this way. I plugged it into different outlets to see if that would resolve the issue. This did not. Finally, it died. It was used less than a dozen times during a three month period.I called Amazon to initiate a return. The rep issued a return label less the cost of shipping, which reduced the refund by about $26. I asked why as the unit was clearly defective. The rep said that it was because it was after the 30-day return window. I said that the defect did not manifest until after a month, and that there was no way to know that it would be defective before then. I asked to speak with a manager, who basically repeated the same policy. The manager did offer to give me the contact information of the manufacturer. She made clear that they would not issue a refund, but would likely reissue another unit. I had lost confidence in the unit given how quickly it puttered out. The manager stated that the refund less the shipping was all that could be done.Left with two options, a) refund less shipping or b) risk another defective unit and another return scenario, I opted for the first option. I was, nevertheless, deeply disappointed and frustrated that Amazon came short on rectifying the situation. To be clear, I do not blame the rep or the manager. They were friendly and professional. They seemed limited to the policy.The policy is at issue. This is an electronic unit with electronic complexities. Customers of such units would be better served with longer return windows than 30 days, or whatever the scientific average is for electronic units to manifest defects.Amazon, if you are reading this, please consider variable return windows given unit complexities/categories. Perhaps, algorithms can figure out reasonable expectations.","Broke down in less than 4 months, Amazon solution less than stellar",Color: BlackSize: 5.8 QTVerified Purchase,253 people found this helpful,253,3,Public,4680921.0
Tiffany,amzn1.account.AFCRLKYHCCAYZHZNAIHRPO5OL3KQ,"Reviewed in the United States on January 28, 2019",0,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"We loved how the product worked the first two times we used it but it stopped working after we preheated it to cook with it our third time. After only having it a week we had friends over, tried to cook wings and the air fryer stopped working after a few minutes. It acted as if the timer went off and it completed the cooking process and would not restart. After troubleshooting it would turn on and immediately turn off. We even tried waiting a day and re try it but it did the same thing. Product is being returned and replaced so hopefully it will work next time around.***Update***We received our replacement quickly and absolutely love this airfryer! It does seem to cook a couple of minutes quicker than the recommended times for air fryers which is nice. It's been a few months and we haven't had any problems with it.",First one sucked Second one works great!,Color: BlackSize: 5.8 QTVerified Purchase,274 people found this helpful,316,22,Public,460658.0
Amazon Customer,amzn1.account.AGG5DSBLS4ZRDFZKHXBLW5OEODGA,"Reviewed in the United States on December 17, 2018",0,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I love how easy it is to use and the fact that I use it on a daily basis whether I'm making the kids cheese fries for a snack, potato skins, meatballs, potatoes,Chicken fingers, etc! I'm still finding new things to cook. The only con is I had to reconfigure some of my own personal recipes to make sure chicken or hamburger meat doesnt get dried out. I still love it.  Best money I've ever spent on a counter appliance.  It definitely has plenty of room for a family of 4. I made 4 good size stuffed chicken breast at one time. I can make 20 med/ large meatballs at one time just to give you a general idea of how big and deep it is. Buy it you wont regret it!",Love love love it!!!!,Color: BlackSize: 5.8 QTVerified Purchase,285 people found this helpful,287,4,Public,3652978.0
Amazon Customer,amzn1.account.AHW4DFOAVGUBTBSUVSLJBXUECTMQ,"Reviewed in the United States on February 10, 2021",1,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Please do not buy this product. I purchased it in June and absolutely loved it. Recommended it to friends and loved trying new things in it. Today I had it on preheat to warm up some pizza for my son and we heard a weird sound and then saw a spark from underneath it. Luckily, we were both in the kitchen and saw it happen. I quickly unplugged it and my son said that he saw a flame from underneath. I turned it over and sure enough there was a flame and a burn mark on my counter. I was able to put it out, but it was a very scary moment for the both of us. Amazon was amazing and gave me a full refund even though I was way past my return window. Please be cautious it you have this product. Don’t leave the room while using it, it could have caused a lot of damage if I wasn’t right there. I am now in search of a new air fryer because it was something I used frequently. I will be contacting the company also as soon as I get their information.",Caught on fire after 7 months,Color: BlackSize: 5.8 QTVerified Purchase,148 people found this helpful,148,2,Public,1553546.0
Jennifer H.,amzn1.account.AGD23NQVRXYDYUXON2KKLATNLO4Q,"Reviewed in the United States on January 21, 2019",1,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I ordered this a week ago after looking and reading tons of different reviews about air fryers, asking what friends thought about theirs and what kind they had on FB, and even signed up for consumer reports to find the ""very best one"". I have a 1930 house and anything that is going to ""take up space"" has to earn its spot, while doing all of this research I still didn't like the egg shape of the other air fryers....then pops up this beautiful Cosori!! After reading all the reviews and showing my husband we were sold!! I received it last Thursday and have used it everyday since. It cooks perfectly, noise level is low, and is it gorgeous on my countertop. I'm a person that doesn't like anything sitting out, but I love walking into my kitchen and seeing it. I am also not a person that leaves reviews and here I am leaving my first review. I would definitely buy this again and have already started tell all my friends and some strangers about this beauty. I wish I would have known about Cosori before I bought my Instant Pot. Thank you Cosori for a well made, and thinking out of the box (or egg) design.",I would buy this over and over,Color: BlackSize: 5.8 QTVerified Purchase,237 people found this helpful,237,6,Public,1380979.0
John,amzn1.account.AEJENPHVFSXEH7DKJ5UQNJ4GQM5A,"Reviewed in the United States on March 10, 2019",0,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"We have used this item several times and, as yet, have not had one item come out crispy and not burned. Seems like by the time the fries are done and crispy, the ends are burned. Am going to try just a little longer with other foods and if I'm not satisfied not sure what I will do other than send it back to Amazon (even if I don't get a refund). VERY DISAPPOINTED!!!!",Sucks,Color: BlackSize: 5.8 QTVerified Purchase,236 people found this helpful,247,15,Public,815040.0
alvinleejohnson,amzn1.account.AHQ7WTLHL7DQAGDW3W4PZY3EQBGQ,"Reviewed in the United States on February 5, 2019",1,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"I received this air fryer a few months ago as my wife wanted one.  She has tried a lot of ones on here but she always found fault with either them being too small or not powerful enough. She noticed many of them had baskets that the non stick flaked off just after a few uses so she has informed me that this one has a great coating. I think it may be ceramic but anyway she says it is a breeze to clean.She thought it was making weird noises so she contacted Customer Support and within a few hours she had a response. They asked her to video tape the unit in operation and once reviewing the video they got right back to her and said it was normal so we know they stand behind their products.My wife uses it every day making bacon, sausage and home fries for breakfast and many scrumptious meals.We get the frozen battered haddock fillets so on Fridays we make our fish fry and it cooks in half the time of the oven.She made bacon wrapped pork tenderloin and bacon wrapped fillet mignon and they came out crispy on the outside and juicy inside.I have posted a picture of our last nights dinner. She put a dry rub on the wings and cooked with fries and they too came out crispy and juicy and the fries were nice and crunchy but fluffy inside.I am so glad she kept trying fryers til she got the one that is the best available.I really do recommend purchasing this air fryer.  They do have a smaller version but we find this size is good especially if we get company.Great air fryer!!",Best Air Fryer on the Market!,Color: BlackSize: 5.8 QTVerified Purchase,188 people found this helpful,641,205,Public,12949.0
GEORGE,amzn1.account.AHYLZ66PDSDPLPV6HMT3PAOAKJHA,"Reviewed in the United States on December 5, 2018",0,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,I wrote and told them they need to make a better basket 2 years ago.  They have not done that!  Have my third basket handle crack and break and all off.  It is a unsafe product and needs to be recalled. Do not purchase this model or manufacturers products.,Have had three baskets all handles cracked and broke not safe,Color: BlackSize: 5.8 QTVerified Purchase,199 people found this helpful,274,81,Public,99163.0
Nathan,amzn1.account.AFNWGVFRQA5CSA4NB3CQNF4FC6FA,"Reviewed in the United States on March 23, 2019",0,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"My mom had wanted an air fryer for her birthday so I got her one.  Good reviews convinced me to go with this one - big mistake.After getting it setup and getting familiar with the controls, we preheated it and decided to make some fries.About half-way through (after we had shaked them and the heating resumed) it suddenly shut off.  The lights simply wouldn't come on, no matter what we did.  The basket was in fine, the outlet worked, no power issues; there was no explanation.  We waited a bit and tried again, but no luck.  The lights never came back on.I returned it, after it failed to even cook a single small basket of fries.  This wasn't just a broken air fryer - it was a major disappointment for everyone celebrating her birthday.",Stopped working half-way through first use,Color: BlackSize: 5.8 QTVerified Purchase,194 people found this helpful,197,3,Public,6975663.0
F. Marranzini Alvarez,amzn1.account.AF45YP323K5K4MN67IONZ4CCUJZQ,"Reviewed in the United States on April 27, 2019",0,,https://www.amazon.com/COSORI-Air-Fryer-Max-XL-100-Recipes-Functions/product-reviews/B07GJBBGHG/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"The product is a total piece of trash. The first time did not turn on. After about 5 minutes it did. And worked . The second time barely made it for five minutes. And the third , the third never did worked. Total waste of money.",I really don’t know how this is an Amazon choice,Color: BlackSize: 5.8 QTVerified Purchase,298 people found this helpful,298,1,Public,6144335.0
