author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Chris,amzn1.account.AFUIFE5NYGOLMACNIDQ62MAIVGFQ,"Reviewed in the United States on March 12, 2017",1,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,"1st off, cold steeped coffee is wonderfully flavorful and velvety smooth!... and, despite what i will explain below, this item is responsible for re-introducing us to the luscious experience of cold-brewed coffee… and, we are thankful…  ...now, with less ado, the review;a great cold-brew can be achieved, without this system, by putting finely ground coffee with h2o in a large mason jar, place in fridge for 24-36 hrs (shaking several times, periodically, throughout), and then filtering over a pour-over filter/carafe system......this is, effectively, what you must do with this maker, as it's filter cage does not contain the grounds, even when ground very coarse… by comparison, this filter cage releases considerably more grounds than with an economy french press......as such, if you purchase this, know that you will most likely need to filter the product after... again, even with a coarse ground.so why use your time & energy placing grounds in the product's filter cage to begin with, when post-steep filtering will be necessary? ......well, as such, we felt that is is inefficient to even put the grounds in the ground's cage... plus, you have to empty and clean the cage!... so, we discarded the filter cage and just use the carafe, with it's handle, sealed top, and pour spout, as our cold-brew sealed container;  we pour in our finely ground beans, top it off with h2o, seal the top, shake vigorously, place it in the frig for 24-36 hours (shaking periodically, as often as able), then pour it over our simple, standard pour-over filter & carafe system...and, viola!, you have a full carafe of filtered, wonderful, full-bodied, cold-steeped coffee... drink it cold or heat in your mug for a regular hot cup-o-joe, but a tasty, smooth, velvety one!here is a simple, lang-lasting pour over system, for filtering your cold-brew;   Melitta Coffee Maker, 6 Cup Pour-Over Brewer with Glass Carafe, 1-Count           and, these are get brown (unbleached) filters;   Melitta Cone Coffee Filters, Natural Brown, No. 6, 40-Count Filters (Pack of 12)          furthermore, we also use a tall glass mason jar, so we are cycling through a 2-jar system;  one steeping for 24-36 hours, while the other has completed the cold steeping cycle time and is ready for filtering… basically, just putting a new one in each evening ...  it really works great!  especially knowing every day is a cold-steeped day!  :-)  |  note:  tall glass mason jars are great; for the large volume, the sealed lid, and the small diameter mouth making pouring easier…and, likely better than plastic, as the glass and metal lid prevent any permeation of odors  |  |  bottom line  & summary  |skip this product, due to the filter cage releasing such an excess of grounds into it's finished product, even when ground coarse, and just use any large sealed container (like a tall glass mason jar, pic attached);  place in grounds, top off with h2o, shake vigorously, place in frig, continue to shake periodically for 24-36 hours, and then pour over your filter system…  it is just ""that"" easy and, again, negates the need for this coffee system with its filter cage…lastly and again, if you would like a full carafe of cold-brewed coffee every day, then do the 2-jar method, so you will always be cycling two(2) through your refrigerator; one always ready to filter and the other still in the steeping process to be ready for the next day!  :-)  it works!enjoy!  ☕️Thank you.","does the job, with a lot of grounds to then filter...",Size: 1 qtColor: BlackVerified Purchase,760 people found this helpful,"5,225",508,Public,3382.0
Johnny G,amzn1.account.AFCPFPECKGWLBUK7C4FPY4FTRU2Q,"Reviewed in the United States on June 13, 2019",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"Stop the LEAK!  Like many have reported... the product leaked on first use.  Luckily I checked on it after about 10min to find the puddle forming.  That said, I inspected the inner ring and saw a little extra plastic piece that was keeping the seal from working.  A clear production flaw but easily snipped off with a razor blade. After fixing it not a single drop spilled.  I’m still working on perfecting the amount of coffee to put in and the time to brew, but so far I like the setup and ease of use.  I may update later when I perfect my brew so I can share it with all you beautiful people.  Till then... I hope this review helps!",Read this to STOP THE LEAK!,Size: 2 qtColor: BlackVerified Purchase,39 people found this helpful,84,26,Public,1827141.0
electronmods,amzn1.account.AESNY2T4JJ3XI27RBMQABZAYW35Q,"Reviewed in the United States on January 5, 2018",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I am a HUGE believer in the Takeya cold brew coffee maker for several reasons. I have two, one that I use at home, and one that I use in the field doing Army work or on deployments. It requires no electricity to make my delicious cold brew (when I use my   JavaPresse Manual Coffee Grinder, Conical Burr Mill, Brushed Stainless Steel          , which I also reviewed), it is plastic, and it is water-tight. This means in a pinch, I can throw it into the vehicle or into a bag and run out to a new location with no worries about breaking, spilling, or leaking. I have tested this quite a few times with great results. The filter is discolored quite a bit now on the lower 1/4 of the mesh, because sometimes I just don't have the resources to wash it right away with soap but I do reuse it to make coffee over and over. That is just a cosmetic issue. I have had no issues so far with the O-ring seal at the top or any other components breaking down so far in the last year. I grind up about 1/4 to 1/2 measuring cup of Kona beans and put it into the filter with about 2.2 L of water for my ideal brew over 8+ hours. I love it when it's deep cold, but in a field environment there may be no fridge, so room-temp brew will work. It doesn't make me happy, but it works. Overall, awesome investment and no real gripes.",I'm a huge believer - Great cold brew anywhere I need without spills,Size: 1 qtColor: BlackVerified Purchase,48 people found this helpful,198,108,Public,166191.0
Jen,amzn1.account.AF32KXQ62LME5MBFIHUSCUQ2FBQA,"Reviewed in the United States on September 7, 2018",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"First, the pitcher leaks from the very beginning. I could not place it on its side as instructed because there was a steady drip, even after making sure the lid was on tight. Then, for the amount of ground that goes in to make the coffee, there is hardly any flavor to the coffee. I can get more doing what I've always done: brewing bold coffee and pouring it over ice. Definitely not worth even half of what I paid!",Leaks and coffee is weak,Size: 2 qtColor: BlackVerified Purchase,35 people found this helpful,"1,046",333,Public,50278.0
CM,amzn1.account.AFF5QWULCMNYL77ZKTXH7QXX6K2Q,"Reviewed in the United States on September 20, 2017",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"This is a nice, affordable option for making your own cold brew if you are hesitant to buy a fancy brewing machine that takes up a lot of space. It is easy to assemble and all pieces can be washed easily. The only downsides that I have experienced is leakage of grounds into the drinking portion (make sure coffee is ground to correct size consistently) and you have to wet the grounds in the filter BEFORE submerging it in the water- if you simply submerge the filter in the water pitcher, the top portion of the coffee grounds will remain dry despite shaking and inverting the pitcher.I like the small profile of this pitcher and ease of use, but if this pitcher were to break, I'm not sure I would buy it again. But it was definitely a great first foray into making cold brew for me.","This is a nice, affordable option for making your own cold brew ...",Size: 1 qtColor: BlackVerified Purchase,40 people found this helpful,238,82,Public,184445.0
LSG,amzn1.account.AHVQCRVXUHNA43WQWGFJKKCBNZHQ,"Reviewed in the United States on July 14, 2019",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"My first few attempts at making cold brew were...underwhelming. It wasn't to say that it was bad. It just wasn't the strong concentrate I wanted. For each of the batches, I followed the instructions from the takeya video, as well as the measurement instructions from the cold brew coffee companies I purchased from. And then with a little trial and error, I've been making steady improvements.First problem, cleaning. It warped slightly in the dishwasher, Not enough to be unusable, but enough that it leaks a little when I pour when I'm not careful. The pitcher was too tall to fit on the top rack, and I think having to put it on the bottom was what did it. Since then, I just put in a spot of liquid soap and water, screw the lid on, and shake it clean. Air dry upside down.Second problem, I followed the Bizzy coffee's recommendation of 3:1 water to grounds for a super concentrate. This will work in a French press, but not the Takeya. Three cups of water won't reach the top of the filter, and no more than a cup of grounds will fit in the filter. And if the water can't reach the top of the filter, it can't steep all the coffee, giving you weaker, rather than stronger coffee. Keep to the 4:1 ratio Takeya recommends (4 cups will take it right near the top with the filter in).Third problem, dry grounds. Even following the Takeya recommendation of swishing the filter about, I still had batches where I detached the lid, and the top grounds were dry.  As a result, my concentrate wasn't very...concentrated.And now, my process. I keep to the 4:1 ratio. However, I only put 3 cups into the pitcher. After putting in my cup of grounds, I slowly and carefully pour the last cup of water over the grounds, letting it trickle through the filter. This is my way of making sure all the grounds are saturated for maximum flavor. When I lower the filter into the pitcher, I'll even top it off with just a little more water to make sure it reaches the absolute top of the filter. I brew it in the refrigerator for 36 hours, doing the little filter swish 2-3 times. Even when the coffee company recommends room temperature brewing, I prefer it this way. Room temperature may be shorter, but colder makes it sweeter and smoother in my opinion.*edit* I should add that I couldn't tell you exactly how concentrated it is. I pour the concentrate over ice then add cold water until it's the shade of deep translucent brown that I personally like, and top off with unsweetened almond milk, which I believe is close to a 3:1 concentrate.","Some tries and experiments, I have my method.",Size: 1 qtColor: BlackVerified Purchase,13 people found this helpful,510,631,Public,6843.0
Cuesta Verde,amzn1.account.AFKISVUIQG4XMSGMABGW35KDKVKA,"Reviewed in the United States on September 21, 2020",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I had the same issue as the other one star reviewers. You cant’t fill it all the way and are supposed to store this on its side which is awkward and the coffee grounds leaked massively into the coffee. You are left with a nasty sludge in your coffee. The filter is so large, when you remove it the liquid drops and you find you only have half a pitcher of coffee, making the larger sized pitcher absolutely pointless. Save your money and get a smaller pitcher.",The Size is Pointless,Size: 2 qtColor: BlackVerified Purchase,11 people found this helpful,364,135,Public,291866.0
E McCoy,amzn1.account.AEBTKVC35ZUUXDYWCUKHIZAISYDA,"Reviewed in the United States on August 15, 2018",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I really liked this product, but it started to have a slow leak only after 1 week of use.  The instructions say to store it on its side in the refrigerator.  Unfortunately, it has a very small leak and after cold brewing for 18 hours, it'll leak about 4 ounces or so.  Otherwise it was a good product, the filter kept out most grounds if you grind course.",Product started leaking shortly after starting to use it.,Size: 2 qtColor: BlackVerified Purchase,25 people found this helpful,34,23,Public,3195081.0
W in Md,amzn1.account.AHI36IZCJYMINPZKNJN2W6YV7CZA,"Reviewed in the United States on December 28, 2018",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Like many other reviews, this leaks when placed on its side which is what the manufacturer recommends.  What as intended as a nifty gift for my husband has turned into major frustration for him. Very disappointed.To add.  Filling with water is challenging.  Since the filter displaces any water in the pitcher, if one over fills the pitcher, water pours out, if one under fills the pitcher, one must remove the soggy-dripping filter to add more.  I'll have to determine the proper amount and measure it.  An extra step which would have been obviated by simply providing a fill line.Poor design.",Beware! It leaks and makes a mess!,Size: 2 qtColor: BlackVerified Purchase,17 people found this helpful,76,40,Public,1595843.0
KSB,amzn1.account.AHCVRU73GKGPF5FH6OHUXMH4US7A,"Reviewed in the United States on July 13, 2016",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"I really love this thing, I used to visit Starbucks twice a day for cold brew and now I save cash and time. It took me a few batches to figure out how to get great coffee out of this thing, but once I got it I was very impressed.Couple things I noticed that may help you out.1) Use good quality medium to dark roast.2) Fill the coffee filter all the way with coarse ground coffee.3) Use filtered water.4) Let the water coffee mixture sit out for the first few hours, preferably in the sun, before placing it in the fridge.5) Let the coffee brew at least 20 hours, anything less will be watery and not greatPositives:1. Once you get the hang of it, amazing coffee results.2. Very quick to prepare, easy to use, and easy to clean3. The carafe fits in my fridge doorNegatives:1. As some reviews point out, even with a coarse grind, there may still be some coffee grounds in the coffee.2. The spout is finicky, and if it is not aimed just right coffee will end up on your counter when you pour.3.  You can only make 32oz at  a time (which on the other hand always ensures that you have relatively fresh coffee)",Saving my at least $5 a day from Sbux,Size: 1 qtColor: BlackVerified Purchase,152 people found this helpful,163,25,Public,12175476.0
Panda,amzn1.account.AGKNVBIQYNCHCKBUVJL6LOX7DMMQ,"Reviewed in the United States on July 18, 2018",0,,https://www.amazon.com/Takeya-10310-Patented-Airtight-Silicone/product-reviews/B00FFLY64U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"This coffee maker is my BEST FRIEND! I use this everyday, it's so easy to use! My coffee comes out perfect every time. I'm a cold coffee drinker and I put about 8-10 scoops of freshly ground coffee into the filter. I let it sit overnight and the next morning, I remove the filter and dump the grounds. It makes 4 days worth of coffee and I love that it's ready to go for me, especially since I wake up at 4:50 am and I need to make my coffee quickly! It's very easy to clean as well. Make sure to remove the rubber linings inside the caps so that you can clean in the crevices. I would recommend rinsing the filter thoroughly as soon as you remove the coffee grounds. If you don't, the gentle filter will begin to ""stain"" and be hard to wash by hand. If that happens, just throw it in the dishwasher and it comes out good as new!",MY BEST FRIEND!,Size: 1 qtColor: BlackVerified Purchase,17 people found this helpful,59,35,Public,1476089.0
