author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Amazon Customer,amzn1.account.AEUNEMPIEEUKC6VA46SLEBZLKWDQ/,"Reviewed in the United States on October 19, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Saves me $20 every time I get my furnace serviced (twice a year).  They would charge me up to $50 for the filter each call.  I can also replace these filters on my own several times a year as needed.  These filters aren't easily found in the retail or hardware stores.,Indoor Air Quality,Style: 210 CLEAN AIRSize: Pro Pack (8)Verified Purchase,
Deb,amzn1.account.AEYSRMNHEFRH2T7CMBGZCAWQWALA/,"Reviewed in the United States on June 1, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,"The powers that be will not allow a star rating only;  one must now write something in the ""Add a written review"" box.",4 stars,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Diana M. Merchant,amzn1.account.AFZU5B66EBD2T267ZPWBHETXRK5A/,"Reviewed in the United States on February 7, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,Love this replacement.  So easy to just slide in and be done with it.  Anything that saves time is a plus. The only one I will buy again.,Easy,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
mjkilb,amzn1.account.AHXXECT6VDFNAX45YTSFAXECQRDQ/,"Reviewed in the United States on May 15, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,This was purchased for someone else. Based on what they told me it was the right size and does what its supposed to.,Overall a good product,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
The Brooks,amzn1.account.AFOOTNH3ZIGMAUIYVKYDVI6SEUGQ/,"Reviewed in the United States on August 31, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,"I used the box from the prior filter I had purchased to buy a new one that said it will fit.  These filters are supposed to be changed every couple of months.  I tried to install it and it does not fit!  Because I bought it to have on hand, I am trying to figure out how to exchange it. Help!",Doesn't fit,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Mary,amzn1.account.AFLT3XKUIZ4JE27OH5ZTT4WD6AJA/,"Reviewed in the United States on March 29, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,The air filter is well made. It is hard to see any difference from it and the filter from the furnace installment store. The only difference I can detect is the cost of the filter. It is much cheaper but the quality is the same. The product fits well in the holder and working well.,Exactly as advertised,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
B. Huber,amzn1.account.AG6VCRJCPT7KRL7FYZNMZDPVVRWQ/,"Reviewed in the United States on July 24, 2016",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Buying the 2 pack was for a good savings and it easy to install.  I had no need to have it done by my a/c maintenance person also saving considerably.  The filter is effective.  Just remember to change it at least once a year.  For an asthmatic person like me it is very important and your a/c works more efficiently as well.,2 Pack Savings,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,3 people found this helpful
Vanna,amzn1.account.AE7R3ALUU3AUWRIKOIO4PUG5CWVQ/,"Reviewed in the United States on August 27, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,I was so happy to get to by the filters on my own.  I had been getting with the service contract from those that service my furnace etc.  Let me tell you I can buy 2 1/2 filters for the price I was paying for one .  I understand markup to make money but I life this version much better.,Save alot when you get and change yourself,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Jill,amzn1.account.AGDZAL75JMZZOJ6KK4G4XXYI4IPA/,"Reviewed in the United States on February 4, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"The product arrived on time and was easy to install.  I could have gone with a cheaper product, but stuck with Aprilaire.",Quality filter, quick service,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase
B. K. Wallen,amzn1.account.AH6JUMSNZKEHWW3KAYTPVET3G3JQ/,"Reviewed in the United States on October 18, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"Without anything to measure it by or compare it to, it is hard to say much else.  These fit our furnace.  I wish they were more affordable.",It fits,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
drummbal@yahoo.com,amzn1.account.AEYDCW6K4KGF6J7A6UXJJBWUZOIQ/,"Reviewed in the United States on January 18, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,4.0 out of 5 stars,"I have had my ""new"" Heater/Air Conditioner for about 4 years now. We have used these filters since replacing the unit. I have noticed a large decrease in dust and pet dander floating around the house. The bi-annual check up offers to replace the same filters at $90.00 each time; I believe that under $40.00 each is a good price. I change mine about once every quarter- at least 4 times per year...in my area, allergens are around 95% of the time though! Definitely a believer in Aprilaire.",Cleans air/priced well/happy customer,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
RyanMPLS,amzn1.account.AEOX3YEJ4FWGP3ADPP5ZTBHQW7FA/,"Reviewed in the United States on April 17, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,These last a long time.  I bought these to replace and after pulling the existing filter after 9mos I just pushed it back in as it was barely filled at all.  I have never had a failure of the glue as others have reviewed and these do have the staples as well as the glue.,Appear to be genuine filters,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
kenneth kirby,amzn1.account.AH2QPGSQAPUE5ZZCL3H7PNVPOH7A/,"Reviewed in the United States on May 21, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"Exact fit. Two pack will be handy in the long run. Use a pen to write on the side of the lable the date you installed it, so you know when you replace it the next time",Cheaper than having the HVAC guy do it,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
P. Grant,amzn1.account.AGHUYYIJJKF57SYFEXQZSLVT5KZQ/,"Reviewed in the United States on March 3, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"This item got really filthy in its 5+ months of use.It's high quality, great value and performs well even here in South Texas where there are lots of allergens floating through the air. I will continue purchasing this and similar filters.",Works well,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
pgraham1,amzn1.account.AEGLNZ6HAZAJLWJ6Y57WZUFVE6NA/,"Reviewed in the United States on November 23, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"WARNING! You will need rack to mount this in, sold separately.  Manufacturer has web site for produce, but is very slow to ship.  They will charge your credit card before shipping at the time of purchase.","Extra hardware needed, sold separately",Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Paul Wexler,amzn1.account.AEI4PVSXJOSDDCQYIRJEPEC7DM2Q/,"Reviewed in the United States on April 8, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,My new furnace uses these and this replaces the one that came with the unit.  Beets running to Home Depot.,Same as filter that came with new unit.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Stan,amzn1.account.AGP6L2XMWLF53AHABKWKGHMH7J7A/,"Reviewed in the United States on December 16, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"There are excellent filters, but they're also very expensive. However this was the best price I found for Aprilaire filters anywhere else. Still $75 for filters for my 2 AC units every 6 months is a lot to pay.",Excellent Filters but Very Expensive,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Kenneth Elliff,amzn1.account.AE4BDFR7URXAFGLUBMHICBK2XGVA/,"Reviewed in the United States on March 3, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Everything As needed. Does a good job picking up dust without impediment to air flow. Quick delivery in good box,Perfect fit. Sturdy. No problems of separation,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Jerry Eadeh,amzn1.account.AF34JYI4LSUNQDWCTVJ77CWSDXFA/,"Reviewed in the United States on May 8, 2017",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,"Stop wasting your time with those expensive, and thin, 3M electrostatic filters.  Change out your filter system to Aprilaire and you only have to change filters once per year. Having changing out my entire HVAC system in my cheapo tract house to Aprilaire is the best upgrade I have done.",Aprilaire is the best filter hands down,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,2 people found this helpful
KBowman,amzn1.account.AEW45JWM4HJWUVTPYZNFW66Y6MEA/,"Reviewed in the United States on April 30, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,"This work great for allergies.  My allergies stay under control with these.  We have all wood floors.  When my allergies begin to bother me, we know it's time to change the filter.  Relief is very quick once they are changed.  The filter seems to last about 2 months, but we have 3 dogs so it's working hard.  Highly recommend for allergy sufferers!",Works well for allergies,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
UKDIANE,amzn1.account.AE7S33RFGNADCRJMS2NZP6F2Z4YQ/,"Reviewed in the United States on August 5, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,"These are great filters.  We have a log home and live out in the country.  These last about 6 months for us before we replace.  Probably could last longer, but we like to replace at most every 6 months.  I would highly recommend these filters as they seem to catch a lot particles just by looking at the filter after use.",Great Filters,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Granman,amzn1.account.AF37CCPQFLDA7PIQFIW4NNFJY2WA/,"Reviewed in the United States on May 31, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,I have purchased these air filters several times.  They are the factory replacement filters.  No issues.,Factory replacement filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
J. Killians,amzn1.account.AHXXSZXG7CSXDZ3ABKHPD74VLJHA/,"Reviewed in the United States on September 11, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,These are great air filters. They really filter out every little thing. The next day house air cleaner and we do noticeably less dusting because of this. We use it with an American Standard Silver furnace. Strongly recommend,Nice filter,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Tessa D,amzn1.account.AEGUHDRTFVGJ2OWQ2EKZI7HPQNYQ/,"Reviewed in the United States on May 19, 2013",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,"Filters are fine and seem to work wonderfully.  Much less dust around the house.  So that's nice.  Only problem I had was the packaging of the two filters I ordered.  They were in a cardboard box with paper for filler.  The individual boxes with the filters in them were also only cardboard.  Problem is they were left on my house's stoop by UPS.  Which isn't the seller's fault, however they should probably have thought of that possibility when they decided not to cover the filters with any plastic.  It rained before I got home to get the package off the stoop.  Rain and Cardboard do not mix.  The water had penetrated all the way down to the filter since there was no plastic lining covering the filters.  They only got slightly wet and seemed to have dried fine so no harm/no foul.  However a $30+ filter, should be protected better.  Just my opinion though.",Packaging needs plastic wrap,Verified Purchase,
Amazon Customer,amzn1.account.AGTRADF2WCGZEGNTZT6AWFENISQA/,"Reviewed in the United States on December 4, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,"It is great to be able to order this filter when I need it.  Thanks Amazon,  you make my life a lot easier.  Such a good filter.",Good value.,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
InTexas,amzn1.account.AF7XGJNWZUBOBNSJNRSUC63B2YXA/,"Reviewed in the United States on June 7, 2016",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,"This is a perfect replacement for the one that came with my new AC air handlers. These really pull the dust and dirt out of the air. However, my wife has allergies and the next time I will upgrade to the 310. I understand the 310 is the same physical dimensions but has a greater filtration surface area to extract more allergens.",This is a perfect replacement for the one that came with my new ...,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,3 people found this helpful
JimD,amzn1.account.AGEXAMFOKANI65R5MI67N5TTYX3Q/,"Reviewed in the United States on November 17, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Delivered quickly at reasonable price. Easy to install with modified system. Packaged in separate box so undamaged.,What I needed.,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
CJ,amzn1.account.AHCSCPD73XWGBLGP22TYXPNDMNPA/,"Reviewed in the United States on January 29, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Once I purchased the converting kit this filter is sooooooooo much easier to install. Instead of having to arrange each pleat I just not remove the old one and slide in the new one!!!,What an improvement!!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Amazon Customer,amzn1.account.AGIWPCBLUCSMSNEWQES4FP2TD5TQ/,"Reviewed in the United States on December 20, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,"I've used these filters before and liked them a lot.  Even with our cats, they last a good 6 months.The last two times I've ordered them, however, I received damaged products.  The outer packaging had been crushed and retaped, and the filter was soiled where the box had been breached.  Amazon has been good about shipped replacements, but it's been a bit frustrating.","Good filters, packaging could be better.",Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Ralph Jr.,amzn1.account.AGJLIQUAZX5A3I54RSVOEO3TVR3Q/,"Reviewed in the United States on December 14, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Nothing to dislike.  These arrive promptly and install easily.  Make sure the air flow arrow is pointing correctly.  Look at the old one before it's all the way out; otherwise, hold a small feather, string, or similar and see which way the air moves.You DO NOT need to shut down the HVAC Unit to install these, at least on my unit.",Nothing to dislike.  These arrive promptly and install easily.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Maribethism,amzn1.account.AEPNTQWGDWSYTJBSSLROIC6RQR2A/,"Reviewed in the United States on October 25, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Good price on an Aprilaire filter. My local heating and cooling store wanted 50.00 to come replace it. 2 minutes to pull the old one out, make sure the arrow is pointing towardsthe furnace and slide it on the track-super easy to replace! Upgraded to the 213 from the 210 for $3.00 more. Totally worth it.",Fit my Aprilaire perfectly,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
WhiteSummerSky86,amzn1.account.AHCXSCWFNZCVSXZ3MHUKZ3E3E2HQ/,"Reviewed in the United States on May 20, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Good filter. I’ve had to purchase many more than regular with the age of the HVAC system.,Good furnace filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Martha Gillum,amzn1.account.AGFK6EZ27QRTTSBABFCLR5SSICAQ/,"Reviewed in the United States on August 2, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,This is the best filter for our HVAC system. I have severe allergies and this filter works much better than any other.,Works great,Style: 213 HEALTHY HOMESize: Super Value Pack (4)Verified Purchase,One person found this helpful
R E S,amzn1.account.AGXLTNDZ4OPKWPFPPOJAS7HAONCQ/,"Reviewed in the United States on July 2, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,"Bought these to have on hand for when it's time to change out the filter. Now it's time to replace the filter in our AprilAire 210 and this DOES NOT FIT! It hangs up about 4"" in to the filter holder and then is almost impossible to get back out. Now it's too late for a refund. Sucks!",Supposed to but Does NOT fit Aprilaire 210.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
sickmfer,amzn1.account.AEQFGINVY6K3Y3V32PH2JYOXM2OA/,"Reviewed in the United States on November 8, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,been using these for over 10 yrs now great too find on amazon don't buy from local dealer get 2 for a great deal.,great price,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
the wolf,amzn1.account.AGUIL4BKLNWECGMRJJQDD2I7S3YA/,"Reviewed in the United States on April 28, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Like that it is a two pack as it leaves a spare even thought its a long lasting filter.,replacement filter for home air purifier,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
KG,amzn1.account.AEPS7EQGD7CCG7JJHB25ASCLTUZA/,"Reviewed in the United States on June 11, 2016",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,"I like that you only have to replace your filter once a year, and this filter does seem particularly well made.  This has two advantages.  First, you don't have to remember to change your filter every 3 months.  Second, over the long term you will save money if you are like me and used to buy the high quality filters that filter pollen and other extremely pollutants, allergens, and contaminants.",Like the convenience of annual filter changes,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,One person found this helpful
F. Shoar,amzn1.account.AF2GQOP4OJFRXJNYQW3QGEINXNMQ/,"Reviewed in the United States on May 4, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,It is pretty easy to replace.  You only do it twice a year and boy what a relief it is.  The old types were pain to clean and they were very hard to find.,Aprilaire 213 Replacement Air Filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
jerryejohnson,amzn1.account.AH5IOHRLNNVBKPC3HTTDQXIMNZZA/,"Reviewed in the United States on October 2, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,I have used the heating pad daily since receiving it two weeks ago. I use it to relax muscles in my back and pain in my knees. I have not needed to go higher that setting #1 to get plenty of heat. The material in the paid is of very nice quality and I really like the auto shut off feature. I used to forget to shut the old pad off. This relieves me of that concern. I would recommend this pad to anyone seeking relief from heat.,Heating pad met all expectations,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Ahrsol,amzn1.account.AGU2UM7UG27NCA4CLIF2EAVYUGYQ/,"Reviewed in the United States on November 1, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,I’ve actually re ordered this filter for the second time. The quality is nice and we will buy again from them.,Easy choice now,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Jerry,amzn1.account.AHKLN7QZ5GM3VMK2B5BQ6WVGCEGQ/,"Reviewed in the United States on October 11, 2014",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"We needed a new air filter for the furnace in a house we moved into recently. The housing is an upgraded Space-Gard model 2200 unit (upgraded in 2011 per sticker on the unit). I identified that we needed AprilAire model 213 filter for it. This is the CORRECT one to use. (I had previously ordered a filter from one of the big box home improvement stores, and have even called their help desk for their online ordering site to verify, but their generic brand filter did not work.) Just get this real one be done with it.",This is the right air filter for Space-Gard model 2200 unit,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,3 people found this helpful
Amazon Customer,amzn1.account.AFLPJVW3HGMYYT3ZVG5NPZIVYRXA/,"Reviewed in the United States on May 25, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,This air filter pack (2 in a pack) is a better value than what was offered by my heating and air conditioning company. Good filters for the price.,Good air filter,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Amazon Customer,amzn1.account.AGZATJEVYKFJYKAZYGFFJMC3XY4A/,"Reviewed in the United States on November 9, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"Very efficient and easy to install.  NOTE:  If you have long-haired dogs, check the filter on a monthly basis because clean filters keep the air in your house cleaner and prevents less dust in the house.",Efficiency and ease of installation!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Keri G.,amzn1.account.AEZ6V4BORO2BJSM3DAUBH3ZFOYYA/,"Reviewed in the United States on August 18, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,"Use caution if you order open box item.  I ordered it that way, and it was listed as 4 filters.  I received 1 filter for 86+tax.",Careful when ordering open box!,Style: 210 CLEAN AIRSize: Super Value Pack (4)Verified Purchase,
Amazon Customer,amzn1.account.AF62YYTCVG23TNENFWLL7UNYEFGQ/,"Reviewed in the United States on September 2, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"The filters install easily.  Judging from the looks when we take them out, they do their job well.  A little on the expensive side but that is the result of buying a higher end a/c system.  Don't mind the cost given the performance.",Performance is Paramount,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,One person found this helpful
Diane Ziola,amzn1.account.AE7WRRBSROYGMVFP7RSVHY2XFMTQ/,"Reviewed in the United States on June 7, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"I have ordered these 2 years now.Very happy,easy to install.saves me $$I have my unit serviced twice a year.Good quality.","Saves money,good quality .",Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
