author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
KathiLong,amzn1.account.AFFP55YBQ4JUQMQCA2ZO6XRAEOBQ,"Reviewed in the United States on April 8, 2017",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"I love this cold pack. I also have a few packs with the gel peas as well as a larger clay cold pack (not as large as this FlexiKold).  There are some situations where the small packs work best, but for my back, hip and leg (I have sciatica), this FlexiKold is the best. It's a lot colder than the clay pack and is larger in size. It's a lot more comfortable too. There are any rough plastic edges like the clay pack.  I only wish I could figure out how to lay on my side, place the FlexiKold on my hip, and keep the contents up around my buttocks where I need the cold.  That's just an learning curve for me, not an reflection on FlexiKold. I highly recommend this cold pack for anybody who has to use a cold pack frequently.  It's well worth the cost!",I love this cold pack,Size: X-LargeVerified Purchase,46 people found this helpful
Em🐾,amzn1.account.AHOIWYJVHGFNVD6K4Y43CGL56IAQ,"Reviewed in the United States on April 17, 2018",1,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"I got in a bad car accident almost 10 years ago & my back pain progresses every day.I have fibromyalgia, a chronic pain issue, so everyday can be a struggle with the easiest tasks.🔅This cold pack is great. It stays cold for HOURS🔅I’m able to put it behind me when I lay on the chair or couch and it’s sturdy enough it won’t pop🔅I keep it folded in my freezer, so it doesn’t take up too much room, and I’ve never experienced the gel unable to go in some areas. Im also able to smoosh the gel aroundI’m very thankful I found this & Glad I bought it(with help from all the positive reviews!)👉PLEASE upvote my review if you found it helpful! Thanks😁",Perfect 5⭐️,Size: Large (Pack of 1)Verified Purchase,32 people found this helpful
lmf,amzn1.account.AHXYWUODXIEFTJWOXXL4QWR7VHPQ,"Reviewed in the United States on August 6, 2019",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"My husband had back surgery two months ago.  The doctor and physical therapists told us that ice packs would be ""his friend"" all through recovery.  We tried several different kinds that you get at the local pharmacy chains; those did not stay cold like the ones he ised in the hospital.  I bought three of these on Amazon and love love love them.  They get colder than any of our others, they stay colder than the others, and they get cold again faster and better than the others.  They are well worth the money!!!!!",Fantastic product!!!,Size: Large (Pack of 1)Verified Purchase,One person found this helpful
PatsyM,amzn1.account.AFIG557OQQSCF5VO3WLMIPJFCEUA,"Reviewed in the United States on April 2, 2019",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"This cold pack was fabulous for my husband’s knee replacement aftercare! No other “knee” pack measured big enough around to ice a swollen knee joint. We just used this with a towel ( either inside towel folded over it, or over a towel folded lengthwise) to keep his knee well-iced after surgery and through therapy. His PT was very satisfied with it as well. This also freezes up pretty quickly but can also be “rolled” around the knee etc.  We bought 2 so we could be sure to have a cold pad at all times, especially 2 weeks after surgery.",Really An XL Wrap!,Size: X-LargeVerified Purchase,One person found this helpful
billhigh67,amzn1.account.AEDAEWPOGCQQE73XTUGQGFQY2TRQ,"Reviewed in the United States on July 24, 2018",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"After having a TKR ( Total Knee Replacement) I needed another large ice pack. I have a pack that I purchased from my therapist. The only problem is it sweats too much. This does not sweat, it long lasting, easily folds in half which makes it easy to place into the freezer. I also like it because it wraps around my knee. It is very important to use an ice pack after a TKR, it helps to reduce swelling, eases the pain, and speed healing. If you are going to have, or already have had a TKR you should consider this ice pack.I really like the fact the outside coving is a durable nylon fabric rather rubberized shell.",Total Necessary for a TKR,Size: X-LargeVerified Purchase,One person found this helpful
magic mike,amzn1.account.AF2N2LO6GQTFUSMP4XZLD2Y44HFA,"Reviewed in the United States on November 12, 2019",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,1.0 out of 5 stars,"I wouldn't rate so low if it were sold as strictly a therapeutic item. It doesn't get very cold and it does stay flexible so I would say it would be great if you're looking to treat a strained muscle. However when I searched for ice packs to cool food this came up and so I bought it for that purpose. And for that purpose, it is lousy.  Not only that but Amazon will not take it as a return. You have been warned.","Do not buy this for food, Amazon won't refund",Size: Large (Pack of 1)Verified Purchase,3 people found this helpful
Dawn S.,amzn1.account.AGLCJWPZT7NWTD2JMEEPK63RP4AQ,"Reviewed in the United States on August 9, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,The quality of this ice pack cannot be beat. I’ve used others before this and they did not hold up. I now have three of these for my back and shoulder/neck and would never uses anything else. Excellent quality and love the double stitching.,Best Ice Pack Ever,Size: X-LargeVerified Purchase,One person found this helpful
Mary G,amzn1.account.AFKVMEGOUZVXEZGH2AKIF7ZQ4SRA,"Reviewed in the United States on August 13, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,3.0 out of 5 stars,"Don't let your eyes deceive you, these ice packs are smaller than they appear in the picture. At the time of purchase I wanted to buy the larger size but they were out of stock. These ice packs still work, but not as long (minutes) as the larger ones. If you're looking to ice down a thigh, hip, knee or back wait for the larger size to be restocked.",Smaller than I expected!,Size:  Medium (Pack of 2)Verified Purchase,
Rosie's Mom,amzn1.account.AFR7TDOL5MIRZLRE7YWFJKV4RI2Q,"Reviewed in the United States on June 27, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"I have looked for years for a product like this. I had settled for a bag of frozen peas because what I found froze solid or didn't get cold enough to be helpful. This is the best of both worlds! The only thing I'd change is to make ita but thicker. I have scoliosis & more curve than normal. A ticket I've pack would hell there, but isn't necessary. I've recommended these several times!",Flexible when frozen worth its weight in gold!,Size: Large (Pack of 1)Verified Purchase,
Colette,amzn1.account.AEQFPJRDBJ5CWHZX6MY4CUX5APGQ,"Reviewed in the United States on April 28, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,These are honestly the best ice packs I’ve ever owned. They were recommended to me by a friend & they are awesome. I just had total knee replacement surgery & I love how they fit over my entire knee. They also stay cold a really long time & don’t take forever to get cold once they’ve been used. This is honestly the best purchase I made on preparation for my knee surgery.,Wonderful,Size: Large (Pack of 1)Verified Purchase,
Randy from So Cal,amzn1.account.AGB5GJWLF7Z2YHHB4T4OXESUCF4Q,"Reviewed in the United States on June 20, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"I bought 2 of these large ice-packs for pain relief and to minimize swelling.  They are THE best ice packs that I've ever used or owned.  They cover substantially more area than most packs, and they are thin enough to be comfortable if I need to wrap them around a knee or put on my back or shoulder.  I highly recommend them--and they're very affordable.",Effective pain relief with these ice packs.,Size: Large (Pack of 1)Verified Purchase,
Blondie gma,amzn1.account.AFLF3LGNJYZEDI4ZNIBSWVLPYU7A,"Reviewed in the United States on May 15, 2018",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"The FlexiKold Gel Pack is just what I expected.  I love the oversize because I can wrap it around my foot or ankle; it also covers my entire lower back.  The pack isn't overly filled with fluid which is also nice when trying to work with it.  If it was too full it would be difficult to wrap it around my foot or ankle.  It only takes about 20 minutes in the freezer to be ready for another round of use.  This is great for 20 minutes on, 20 minutes off therapy!  I fold it over and leave it in my freezer when not in use so it is always ready when needed.  Great product!!",Great! I love it! 20 minutes to chill,Size: X-LargeVerified Purchase,2 people found this helpful
Cal,amzn1.account.AGWFDBSZBXOHSJIW5BF6T3MODF7Q,"Reviewed in the United States on August 6, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"This is actually the second cold pack I purchased off Amazon and I like it the most. There are some cheaper options, but they're basically three-chambered bags of the cooling gel. This one is more one big large, non-liquid ""slab"" and I like it a lot more because the uniform density means it cools much more consistently. I would buy again!",Works better than others on Amazon,Size: Large (Pack of 1)Verified Purchase,
"Bonnie ""Buff Puff""",amzn1.account.AF564BIH3KCVLMZ4R7YPKFOPHZFA,"Reviewed in the United States on June 17, 2018",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,2.0 out of 5 stars,"The good - the product was extremely well made and seemed to be very high quality.  The size was accurate and the gel was ample and evenly distributed. The item arrived super quick and the customer service is very prompt and excellent.The bad - the gel did not get very cold and therefore did not last long enough to give me any relief from pain.The pad also wasn't flexible enough to cover the area I needed which was my upper shoulder/arm area.If you had a large, flat area like your back or upper thigh, as pictured, this pad may be okay.But customer service was amazing and gave me a full refund.I wouldn't buy this again but the product is high quality and the company stands behinds it's products 100%.",Not cold enough and not flexible enough,Size: Large (Pack of 1)Verified Purchase,
PMW,amzn1.account.AHN7RX6YD2YASOBBME67MFFITKFA,"Reviewed in the United States on August 15, 2020",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,4.0 out of 5 stars,I bought this to help relieve the pain from tendonitis in my heel. Cold has always been my preferred method of pain relief but my usual ice packs are too stiff to bend around my heel.  This pack works very well & gives me some relief when I've aggravated it. I just wish I'd bought one that had a strap on it so I could secure the pack around my heel & ankle. But I can see this being very useful for my husband & I for various aches & pains.,Works Well For Me,Size:  Medium (Pack of 1)Verified Purchase,
Rachel,amzn1.account.AG4HDXHHL6V5LTCR7JC75E2VW5JA,"Reviewed in the United States on August 10, 2020",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,3.0 out of 5 stars,"This is a fairly big and bulky ice pad.  It’s bulky enough that you would expect that it would stay cold a long time.  Unfortunately, that’s not the case.  I used the pack on a knee following a replacement surgery and it stayed cold maybe 45 minutes, far shorter than any other ice pad I tried.  It was really disappointing.  The pros for the pad are that it’s easy to mold to the part of body you’re using it for and it’s incredibly durable.",Doesn’t stay cold very long,Size: Large (Pack of 1)Verified Purchase,
Amazon Customer,amzn1.account.AFLDZKJF43Y2DIKR3RZ2GPDJBX4A,"Reviewed in the United States on August 16, 2019",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"I got two of these to reduce swelling, and for comfort post hip replacement surgery. I keep one in the freezer, and use one. Great long lasting cooling that conforms to you. Isn’t hard as a rock, doesn’t melt and get you wet.",Perfect cooling pad,Size: Large (Pack of 1)Verified Purchase,3 people found this helpful
js4play,amzn1.account.AEVN3Q5HEVSNYA56N7ZEO4UK356A,"Reviewed in the United States on August 1, 2020",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,2.0 out of 5 stars,"I had a knee replacement, and wanted to get a ice pack that would stay cold for the duration of the time it would be on my knee.  Don't waste your time or money on this product.  It stays cold for maybe 10 minutes, and then it cools down very quickly.  I had read other reviews, which is why I bought this.  It would be nice if people would tell the truth, instead of saying things that are completely false.  It does not stay cold for 15-20 minutes.  I mostly used it directly on the knee without any type of towel or covering, and it still was not that cold.  The only time it was cold was when I initially put it on.  After that, it was such a waste.  Don't be conned into buying this product.",It's fair at best,Size: Large (Pack of 1)Verified Purchase,
laura,amzn1.account.AEPCG3UNIIVEIPQOGOOEM5YEWJDQ,"Reviewed in the United States on September 20, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=23,5.0 out of 5 stars,"My mother can’t remember to lay on her side. She wants to be on her back all the time which gets very hot. So I put this in the refrigerator, chill it, place it under her with a thin pillow on top and she cheers up! Sometimes i put it under her seatwith a cover over it. I can’t begin to imagin being stuck in the bed everyday.",For a bedridden mother,Size: X-LargeVerified Purchase,
Researcher,amzn1.account.AFWGGMU4FU4DLIGSXWVCUIWU747A,"Reviewed in the United States on May 18, 2016",1,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,1.0 out of 5 stars,"I own 4 of these and wrap them (with Ace bandage) on my knees (after basketball) 3-4 times per week.  Unfortunately, I've had two cold pack start leaking after ~6 months of usePros- Smooth fabric- Stays cold- Excellent support (from Natracure)Cons- Two are leaking and suspect the others will start to leak too (see picture)I love the product (and the company), but leaking gel is a deal breaker for me. It is not only a nuisance, but it gets all over the ace bandages I use and gets messy.What do you think?","Leaking after ~6 months, but amazing support.",Size:  Medium (Pack of 1)Verified Purchase,321 people found this helpful
Beach Guy,amzn1.account.AHWGMXPIOQHJYE7E3K5ASQPEPJFA,"Reviewed in the United States on March 7, 2020",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=24,5.0 out of 5 stars,"This product is the best cold pack I have used!  It keeps ""its cool"" for a good amount of time and is both durable and flexible enough to conform to the body part in need of treatment. Once it warms up and  is placed in the freezer. it gets cold quite quickly.  I purchased two to alternate and maintain uninterrupted cold therapy as needed.",Keeps you out in th cold!,Size: Large (Pack of 1)Verified Purchase,One person found this helpful
Elle,amzn1.account.AHENSE7F7BZYCTINLD232DKMDI6Q,"Reviewed in the United States on March 28, 2020",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,Very good to use for working home these days. I paired it with another cushion for the added effects. I’ve also shared this great tips with others. All seem very happy.I also get some bruises on my leg and they help as well.I also tested it by throwing it in the freezer over night. It didn’t freeze up. Very nicely made!,Great ice pack for sitting at a chair for a long time,Size:  Medium (Pack of 1)Verified Purchase,One person found this helpful
Jess,amzn1.account.AFQEIYGXQNZFJOK3RXGCE4KLFR3Q,"Reviewed in the United States on June 17, 2019",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"I honesty hate the feeling of a hard ice pack but who complains? I bought an xl one of these two years ago for the size alone without realizing it was so flexible and never hardens and was blown away. Thank God I did - last year I was in a massive car crash and spent the first month with these ice packs all over me. I bought four more, this most recently, because they stay so cold for so long but aren't rough. I still use it on my head, where I was hit in the crash, and the pack doesn't hurt me. These packs are incredible and I recommend them to anyone who will listen!","Amazing, flexible, and actually life-saving",Size: Large (Pack of 1)Verified Purchase,2 people found this helpful
"TM in Atlanta, GA",amzn1.account.AE4KVJS4KHW43AXYWWY2PLZDWDKA,"Reviewed in the United States on October 29, 2021",0,,https://www.amazon.com/FlexiKold-Gel-Pack-Half-Size/product-reviews/B008A6M34C/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"The 7.5”x11.5” half-sized FlexiCold pack is perfect for almost any area that needs relief: head, neck, shoulder, knee, ankle. It stays cold for up to 90 minutes when placed on a warm area of the body.  I use it mainly for migraine headaches, and both the cover and gel are sturdy but still bend enough to contour as needed. The cover feels like a heavy nylon canvas and is waterproof. FlexiCold brand far outweighs common drugstore cold packs in terms of quality and is truly worth the price. Advice: buy two so that one is always cold while the other is in use!",Quality Migraine Relief,Size:  Medium (Pack of 1)Verified Purchase,
