author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
Josh Watson,/gp/profile/amzn1.account.AEXO6XHZ6QIGVKOJNTYNZLZY4YTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2019",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Perfect little necklace!!!! My niece absolutely loved it!!!! Shipped fast !!! The little piece holding the necklace had a little saying in it ❤️❤️❤️ PERFECT GIFT!!!!,Great quality!!,Style: KVerified Purchase,42 people found this helpful,,1718106,44,9,Public
M C,/gp/profile/amzn1.account.AEOT7SNPNKVX4FMVISQLD5L2VJAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Ok, so let’s just start this off by saying I am a self proclaimed inexpensive, gold-everyday-jewelry wearing addict - and by that, I mean I LOVE inexpensive, simple gold jewelry that I can wear day-in-day-out to the gym or to work, in the shower, sleeping, etc. - but the most important part, it must withstand all of that WITHOUT tarnishing the charm/pendant OR the chain OR my skin, for that matter!This necklace has blown my expectations out of the water - it’s all of the above! Simple, quaint but yet so pretty! Charm is very small, not overdone - sits at just the right position on my neck with the chain hooked on its last link. So happy with my purchase! I hope to purchase several more items from this seller!! Thank you!BONUS: Super cute little added touch - by the clasp on the chain (which is traditionally the least attractive part of a necklace) is this cute little rhinestone/CZ charm that dangles next to it.. almost in an effort to jazz it up, but just the right added simple touch! Again, so pleased! Thank you again!",Blew my expectations out of the water! Buy!,Style: MVerified Purchase,20 people found this helpful,,136410,90,50,Public
Amanda I,/gp/profile/amzn1.account.AG2STTJOSVO4UNF56D6NF4EPD4PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2019",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"Paid for this 2x, and they messed up again!!!! I purchased this gift for my niece twice now. Both times they sent the wrong initial. I went ahead and just bought a second because she lives in another state, and the price seemed reasonable, and they had sent the wrong letter only to find they again sent her the incorrect initial! Then the icing on the cake was the picture of the product my sister sent me. Don't buy this product unless you are looking for a very cheap product. Pretty sure it is not gold plated. If my sister weren't out in the country in another state with a lot on her hands, i would bother her to ship it back, but I told her to toss them or do what she wanted with it. Not going to bother her over my purchase. But unless you want a poor quality necklace don't bother",Not worth it,Style: KVerified Purchase,5 people found this helpful,,5754179,5,7,Public
Caroline Madera,/gp/profile/amzn1.account.AH6JWEMJ5EFIE3YRDV73SJYQL2NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,I got this as a gift to my niece and it completely tarnished and the color started fading within a week. The necklace looks horrendous now and she’s sad cause she loved it. Terrible buy and I won’t be doing business with this company again.,Bad buy!,Style: ZVerified Purchase,10 people found this helpful,,2403809,18,20,Public
Michelle,/gp/profile/amzn1.account.AHLFQFC25YEBAGD66WGZTSMNXZBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"DISAPPOINTED!!!! EXTREMELY!!! Do not buy these, dont waste your money. We received our necklaces so tiny you cant even read the initial, its a joke! Dont buy you'll be disappointed extremely!!!",A joke!,Style: BVerified Purchase,9 people found this helpful,,6574170,9,11,Public
Pat,/gp/profile/amzn1.account.AHZG66MLQJ4M63JQHLCYMKPCNAEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"The pencil beside the necklace in the picture is there as a gauge of the size of the pendant. The necklace was on a card and sealed in cellophane and came in a bright pink cardboard box.  The following message was on the card --- ""I love You!  Make a wish and put on your necklace. You heart is so full of love. . . I thought you could use another one, I wear your necklace as a reminder of me, and everyone else who loves you.""",So tiny!,Style: RVerified Purchase,3 people found this helpful,,898665,42,63,Public
Tammi,/gp/profile/amzn1.account.AH7U6GHAMJKMAG4AGQF7NUORQTOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"Purchased for my teen daughter as a part of her Easter Basket.  Since I just received the necklace I don’t know about durability or wearability, but it is cute for the price.  My daughter has purchased much more expensive necklace and they have not withheld her swimming or showering, so if this one last a while I will be happy.  There are various misspellings on the card which you would not expect on a professionally marketed item, but the message is still clear and it doesn’t really matter because the card will be discarded.  Overall, happy.","Cute necklace, nice message of love, good price",Style: LVerified Purchase,15 people found this helpful,,53409,184,164,Public
Kirsten,/gp/profile/amzn1.account.AHZDDU4VDG3NMI6HMAX65RZ6M55Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2019",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"Much smaller than I thought it would be but I love it! Flips around on the chain a lot, but not a big deal.",Cute and dainty,Style: MVerified Purchase,32 people found this helpful,,929744,50,33,Public
tcurb1234,/gp/profile/amzn1.account.AGEGMWVZV2ILYYJSCQRSVSXTJPMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2018",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"It’s just as it stated, I just feel like the chain is too tiny and it may break but it’s really cute, I recommend as long as you don’t have a big neck",Small/tiny chain but cute,Style: CVerified Purchase,22 people found this helpful,,2987735,31,63,Public
Colton & Jayna,/gp/profile/amzn1.account.AH5JLIT4EURWFLFECQSXHQ2XUBXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2021",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Love this necklace!! Husband got it for me for Christmas. Really wanted a necklace with my baby’s initial. This is so cute and dainty. Very trendy since it is almost a choker length when on the shortest setting. Love that there is a range though with the chain. Also, it’s very cute that there’s a little “diamond” at the end of the chain. The only annoying thing is the chain does end up in the front a lot next to the heart so I have to fix it several times throughout the day. Not a big deal though since that happens with most necklaces.A big thing for me was a worry that this would tarnish or chip, as that’s happened in the past with other necklaces. This has done neither of those. I even leave it in the bathroom when I take hot showers with the door closed every night and still no discoloration!",Super cute and great quality!,Style: RVerified Purchase,12 people found this helpful,,114918,180,107,Public
bubs,/gp/profile/amzn1.account.AFS25GW7OT2E2XN5EBEVQ6T25Q4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,So let me start by saying it is adorable and I love it and I fixed it. But the extender was connected to the necklace the standard way except it was cut a little bit so I had to take some tweezers and put it all back together which was difficult because it’s so small but I got it done and it’s adorable. Fits like a choker on the smallest setting and I have a normal sized neck. It’s a manufacturing flaw. Hopefully they can catch it and fix it!,Broke out of the box,Style: DVerified Purchase,One person found this helpful,,23095,327,133,Public
Kate,/gp/profile/amzn1.account.AEOQYIIZ6F7RPLOMGIYKRUHHSV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2020",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"UPDATE BELOW:::I absolutely LOVE my initial necklace, it is very dainty and shines beautifully, even after weeks without taking it off or cleaning it. The only spot wear any tarnishing is slightly noticeable is on the extension chain, but it's only ~2"" and you can only tell close up. The rest of the necklace is still just as stunning as the day I received it in it's cute little box (which would be perfect for gifting) highly recommended for anyone looking for an every day staple:)EDITED FOR UPDATED REVIEW::: a few months of wear laterOK, so its still not a bad little necklace for the price, but it is definitely clear that it is only thinly plated as the entire heart charm is an ugly brassy bronze, even green in some places. Boo. It was nice while it lasted I guess tho, but it now lives permanently hung up with all my tarnished jewelry rejects.","**update added:: Sparkles even after a month of showers, makeup, lotion, and self-tanner",Style: KVerified Purchase,,,53152,256,47,Public
Sydney Pusselo,/gp/profile/amzn1.account.AHUUSU2H2KT6XYGH7YCFMJYYXF3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2020",2,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"FIVE WHOLE STARS!!!I’m super excited I stumbled on this necklace. I bought the letter “C” with CZ for $14. I’m honestly amazed at how well it is made. The CZ is beautiful!! I bought this for a 10 y/o as a Christmas gift and she absolutely loved it she loved that is was “reversible” you could wear it letter side up or CZ side up!!! My sister (29) thought it was beautiful and she ended up with one!My nieces have asked for this necklace for their birthday (7y/o) I’d say it’s pretty much a five star gift for any age!! For $14 it feels great! The chain holds up like my Kendra Scott necklace. It does not feel cheaply made and the clasp is durable. Overall, I love this necklace and I will be back to buy more!! I receive so many compliments on it!",Best purchase ever.,Style: C & CZ PaveVerified Purchase,13 people found this helpful,,4219533,18,9,Public
Natty,/gp/profile/amzn1.account.AF6IBO5E3KYLYHOCZ4VPQD7EGE2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"My daughter was so excited when her necklace came in,  but 2 weeks later it started to change color. The chain and then the pendant.  Im so disappointed",Not worth it,Style: NVerified Purchase,7 people found this helpful,,6403026,9,20,Public
IS,/gp/profile/amzn1.account.AGFB2KYEEZ4O4GYVJCZQWAWHWLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 29, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"UPDATE:After a 2 months of wearing the necklace without removing it, it started to turn my child's neck green. She was very upset because this was her all time favorite gift. I'm out of the return window, otherwise I would have returned it. Keeping 2 stars because it really is a cute necklace for a child.*  *  *  *  *  *  *  *  *I got this for my 7 year old and it is PERFECT. Ordered the one with the crystals on the back. She loves it!It is definitely too small for an adult. She's only worn it for about a week. Will update if color fades or discolors.",Turns the neck green. Child sized.,Style: G & CZ PaveVerified Purchase,,,286291,193,83,Public
Lily P,/gp/profile/amzn1.account.AFA2C6ZJCQUX3HSU5NXMOIGKOYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"Im not a fan of this item and I fault myself for that fact. It’s exactly as it is depicted—- tiny. I guess I interpreted “tiny” to still be viewable, but it hardly is. It really really really is tiny. If that’s what you are looking for, then this is for you. It’s packaged beautifully, and it was delivered on time, and the vendor is responsible and on point. I had purchased it as a gift, but I don’t think I’ll be able to use it for that purpose.  This is my opinion only, so if you like tiny and very petite, go for it. It IS cute!","If you like tiny, really really tiny...",Style: GVerified Purchase,,,2723477,6,45,Public
Misty D.,/gp/profile/amzn1.account.AHV3Z2HZCYGBH2LMYVKLQGCKWJ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 4, 2019",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"It is TINY! Also, the ill-written, typo-laden message on the card the necklace is attached to is ridiculous. It makes NO sense at all. Everyone has access to Google translate - they should try it. Also, it states “I ❤️ YOU!” and I could’ve done without that overt message. I don’t necessarily have that relationship with the person I’m giving it to so I’ll have to remove it from the packaging and come up with another small box...it shouldn’t be this much trouble....",To Seller: Use Google Translate if you’re making jewelry with a typed message so it reads correctly!,Style: SVerified Purchase,One person found this helpful,,1427354,43,35,Public
Ohkellygirl,/gp/profile/amzn1.account.AHGMD4VOGGXZ2UQYCWBWNCRNYQKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2021",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"UPDATE:I have attached a picture so you can see the quality isn’t so great after all. After only wearing this a few times the jump rings have completely worn off of the gold. It looks so cheap and dirty! Sadly I will be returning thisI was impressed with the quality and look of this initial heart pendant. For the price I wasn’t expecting much, but it is well worth it! I wear it as a layering piece And it goes well with my paper clip link chains.",Poor Quality,Style: DVerified Purchase,,,33912,280,277,Public
Kara,/gp/profile/amzn1.account.AGTUBA6A7ROA46LR2GFNCZR2CQOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,I bought this for a gift for my daughter for Valentine’s Day and I just gave it to her today to find it broke!! The back of the necklace was broke off and now my window has closed to return.  I would have never expected it to be broke when I received it.  Do not buy.,Broken,Style: HVerified Purchase,3 people found this helpful,,771863,26,54,Public
Micahh Thomas,/gp/profile/amzn1.account.AHVXZBE2LOOA7JWCWGD6G3J62EXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"It’s super small. Pretty, but super small. I do wish it were a little bit bigger. However, it is gorgeous. The chain is very thin as well. It doesn’t break me out (I have sensitive skin). It is a little too tight for my neck but perfect on my 8 year old’s neck. Doesn’t break her out either. I would say this pendant may be more so for children unless if a person likes very small dainty jewelry then this will be perfect for you! The color is beautiful and the gems are so bright and shimmery. I would recommend this product.",It’s very small but so pretty,Style: A & CZ PaveVerified Purchase,10 people found this helpful,,872313,37,42,Public
Amber Barrie,/gp/profile/amzn1.account.AFPQXYKKBFKVT52GHWAFAB5HGWJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,It’s a very cute necklace and my daughter loved it! She’s 3 so I wanted to get her a necklace that wasn’t expensive but still was cute. I really like it and might get one for myself the chain is short which I knew already and we haven’t had it long so I’m not sure about the durability but I don’t expect it would take to much to break it. The card that came with it is cute but written in poor English I wish someone would rewrite that. Overall cute necklace for the price,Cute!,Style: LVerified Purchase,,,800781,61,40,Public
Shelley S.,/gp/profile/amzn1.account.AGLGLLDVB5DUOSF7ZT6QOAFG7GEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,2.0 out of 5 stars,"The description was misleading. The pendant is so small, you can barely read the alphabets. The letters were not even raised and of same dull gold color, was impossible to see or even read. I had bought 5 and sent to different addresses for Valentine’s gift to my 5 grand daughters. So, I couldn’t even return them. But my grand daughters liked it because it had the shiny zirconia on the back, even though you could barely see.Amazon should properly describe it in the website. Even though it looked dainty, I was disappointed as I couldn’t  even read the letters. Well, one lives and learns.","You can’t read the letters, which was important to the kids to know it’s their name alphabets.",Style: N & CZ PaveVerified Purchase,,,4331507,6,20,Public
amrkanwoman,/gp/profile/amzn1.account.AHYOOOI3DFXVI65552GWXZYQ7ONQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,"this item is a lovely necklace but beware that the PENDANT with INITIAL on it is about one-third the size of a dime; or half the size of a #2 pencil eraser.  Image on web page shows larger than the item is when worn -- inaccurately depicted.If you're looking for a gift for a child, this would work for a 3 or 4 yr old.  Would not recommend it to be a gift because it is so small you cannot read the initial.  Chain quality is nice for price paid.",SMALLER THAN a number 2 pencil eraser or even more tiny than that,Style: IVerified Purchase,13 people found this helpful,,2551170,147,81,Public
