author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
RD,/gp/profile/amzn1.account.AETBPSOE6M3KLCM5CW2S6F26AYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2020",1,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"This is a”strike a pose” type necklace. Great necklace if you are sitting in one place, like a zoom or for a picture. It’s not really a necklace to wear if you will be moving around a lot. The necklaces tangle up with one another. This tangle, pictured was just walking around my house.  You get what you pay for. It will be nice to wear for holidays and cheap enough to throw out and buy another.",Strike a pose layered necklace,Style: 2PCS - Chain&Hammered DiscVerified Purchase,2 people found this helpful,,4098955,24,14,Public
Jen,/gp/profile/amzn1.account.AFJP75NKSXTF5W66Y6XBBBAEM7AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I love that these are 3 separate necklaces and each one is so pretty. They have a lovely shine to them and really are stunning. Haven’t had a chance to wear, yet, so not sure how well it will hold up, but for the price it’s an amazing value. Gold plated brass should last a couple of years before turning (based on the acidity of your body chemistry), so if it last that long, I will be thrilled for the price. My only wish is that the 2 longer necklaces were a tad bit shorter, but for the value, I’m not complaining!","Amazing value, beautiful necklaces",Style: 3PCS - Chain&Bar&DiscVerified Purchase,,,156345,95,41,Public
pagerc,/gp/profile/amzn1.account.AFFE76QAQL2KKN5L3LSEATGNCTRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2020",1,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,I like the style but the bar is a bit heavy so it can hang funny and get sideways.  and the gold on the bar and longer disc is kind of shiny. The open circle is the cutest of all 3. Not bad for the price though. If you saw these on an influencer’s story like I did - I’m guessing they have filters on that cut down on the shiny gold? Overall it’s not bad though. I’ve bought amazon pieces that are much cheaper looking but paid more? I wear these!!,Ok for the price but they look like what they cost,Style: 3PCS - Circle&Bar&DiscVerified Purchase,,,84172,103,137,Public
Laura Bray,/gp/profile/amzn1.account.AFNDUW36R6PRQHVHVLQ7SETBGX4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2019",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I haven’t gotten a good picture yet but I was pleasantly surprised the quality for the price. Another positive is it is actually three different necklaces so I don’t have to wear them all together if I don’t want. I got these for a certain outfit but these will be worn much more.,Pleasantly surprised in the quality for the price,"Style: ""3PCS - Pearls&Bar&Hammered DiscVerified Purchase",2 people found this helpful,,84001525,100,55,Public
Rachel Stopfer,/gp/profile/amzn1.account.AH7I325JUZ5RZTPQXIZNWFG3MUZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2021",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,I’m so happy I didn’t pay for this. I had received a refund for it never showing up until today when magically it was at my door. I put these on together and They kept twisting together . I decided to take the pearl necklace off and just wear the ring. 15 minutes later I decided to take a look at how it looked on my neck to not see it on my neck but instead I’m my shirt busted . This is going right in the trash it looked very cheap .,Cheap. Busted in 15 minutes,Style: 2PCS - Pearls&CircleVerified Purchase,,,2542361,100,30,Public
Carissa W.,/gp/profile/amzn1.account.AHTTSNRPJ5RLA4QO3KRYCGIMPGPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2019",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"I liked how sparkly the metal was. It looks nice, doesn’t look cheap. It’s also more of a cool gold, not super yellow, which I really appreciated.However, I did not like how long they are - all three necklaces in the set are WAY too long, they don’t sit on neck like in the product photos. I’m petite 5’2” maybe that’s why? You should double check measurements if considering buying.",Nice sparkle and quality but too long,Style: 3PCS - Chain&Bar&DiscVerified Purchase,One person found this helpful,,338057,37,42,Public
Carisa,/gp/profile/amzn1.account.AHZ5SZD7YGHTJPQEJTVUVV3CI2AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2020",1,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I love these they are excellent quality I wore them overnight I wore them all day I also wore a very long one that dangles between your breast and it’s a very very long and you can adjust it but even at adjusting it is still very long I still like it I just slept in my jewelry last night so the picture is me just with the other two on the other necklace is already been mine it’s a great quality,I’m impressed,Style: 3PCS - Pearl&Curved Bar&BarVerified Purchase,,,977223,169,188,Public
Kristin M.,/gp/profile/amzn1.account.AGYRBJ3VVVITAX3E2VAZLZFUALKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2021",2,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,Nice set but I gave only 4 stars because I do not think the finish will hold up for very long which is to be expected for the price. I do like how they come as three separate pieces (wrapped separately as well) so you can wear all together or each on thier own if you wanted. They are light and can be used to dress up or down. Overall it is a cute set for the money.,Good for the money,Style: 3PCS - Heart&Link Chain&LockVerified Purchase,,,2245542,17,35,Public
Kenyata Howard,/gp/profile/amzn1.account.AHMCMEAU7QHHT6MP5JAF6E2VURMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2021",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"The necklace is longer than it looks on the picture, so this is not what I wanted. I kept it, the quality is nice. If you are looking for long necklaces and not the trendy short style then these are for you.",Beautiful quality,"Style: ""3PCS - Pearls&Bar&Hammered DiscVerified Purchase",One person found this helpful,,316896,13,28,Public
northa w sanchez,/gp/profile/amzn1.account.AFYXDU5WZVPXWG5A5YG6YWHKN5MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Very cute necklace at an incredible price!! It’s exactly like the picture. Very dainty & trendy necklaces. I had to add an extension only because my neck is a little bigger than a teenagers, but I absolutely love this necklace! Have seen very similar necklaces at high priced stores that were 10 times the price!!!",#LOVELOVELOVE this necklace!!,Verified Purchase,,,11927660,155,149,Public
April,/gp/profile/amzn1.account.AEOUBBQHXDK5M7FY7LBPAA46OKTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2021",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I bought these for myself but I LOVE them so much I would definitely buy as a gift for someone else. The gold plating is the perfect shade. It wasn't orange looking or cheap. Both necklaces are dainty and have a really pretty jewel at the end of the chain that adjusts to size. You can wear them together or separately. I've only worn them out in public a few times, but have already received so many compliments.",Great Gift,Style: 2PCS - Chain&Hammered DiscVerified Purchase,,,232172,2,18,Public
Katie,/gp/profile/amzn1.account.AF67MBDECK44XU6TXVZPYIIBHBGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",1,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"They’re super cute but first time wearing them, they broke me out. I would test it on your skin first before a big interview.",Broke me out,"Style: ""4PCS - Bead&Bar&Hammered Disc&RodVerified Purchase",2 people found this helpful,,270049,14,23,Public
Shannon,/gp/profile/amzn1.account.AHONLU7RVMDIMOQFGWTGJSFHIRRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I like the quality of it, I've worn it quite often and it hasn't irritated my neck or turned. I do not get it wet or spray perfume on it as to preserve it since it's not solid gold. I really appreciate how the necklaces are separate so I can wear 1, 2 or all 3 whenever I choose and don't have to worry about tangling as with other multi layered necklaces. Worth the buy for sure!",VERY SATISFIED,"Style: ""3PCS - Two Circles&Bar&Hammered DiscVerified Purchase",,,128979,97,57,Public
Maya Gough,/gp/profile/amzn1.account.AFHCS7FMCAWUFJPPYBDNSQTDHHKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"Necklaces are very light, so they don't hang properly they are always slightly skewed, the triangle necklace flips up and the bar necklace never hangs horizontal.  After 6 weeks the gold color has noticeably faded in color to light gold and in some places it is no longer gold at all.  Over these 6 weeks I have worn the items maybe once or twice a week, if at all.  Very minimal wear.  But already I cannot wear these necklaces with any of my other gold necklaces as they appear to be a completely different color.",won't last long,Style: 3PCS - Triangle&Bar&Hammered DiscVerified Purchase,,,298184,4,9,Public
Susan Nave,/gp/profile/amzn1.account.AGKPV346ZLUMR6MLUVTWARLDSN5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"These necklaces are SO CUTE!!Today, July 24th is the first day I have worn them; unfortunately, one of them fell off at an outdoor restaurant. I was able to go back and find it right where I had parked my car. I was delighted to find it, but upon close inspection I could see where the clasp did not fully close.My window of return ENDED TWO DAYS AGO!  So, sadly instead of five stars, I am giving two.",Return window closed two days before my first wear, clasp is defective and it fell off,"Style: ""3PCS - Pearls&Bar&Hammered DiscVerified Purchase",,84093070,15,17,Public
Brenda  Riggins Segafredo,/gp/profile/amzn1.account.AFQRZOMFSLHA6VEJJ4PMR53IXX3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2021",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,I opened the necklace is so sweet. I got it for my grandaughter. We still havent opened our gifts from Christmas. My husband has been in the hospital. I never wrap gifts because he does  it much better . This past year has been a teaching year. The new year should be more normal.,Gift for a woman or youth.  I,"Style: ""3PCS - Pearls&Bar&Hammered DiscVerified Purchase",,,2642246,70,142,Public
DJV,/gp/profile/amzn1.account.AHKSSHY2UASCGZ66ZNLAGYJQ3UQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"These are nice..i wanted necklaces i could wear all 3 together but these are a little too thick and blingy all together for my taste. But i have ended up wearing them separately, or maybe 2 at a time. I especially like the shortest one and end up wearing that one most of the time by itself.",Pretty but all 3 together is too much,"Style: ""3PCS - Pearls&Bar&Hammered DiscVerified Purchase",,,464529,46,52,Public
Allyson Pendergrass,/gp/profile/amzn1.account.AFIPD5IIZQJA55O4M2IPQTJDA3YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I love the layered necklace look and this set is the best because they are four separate necklaces! You can wear one, a couple, or all depending on what works best with you outfit and they’re all adjustable length. I wear these a lot!",Great jewelry find,"Style: ""4PCS - Bead&Bar&Hammered Disc&RodVerified Purchase",One person found this helpful,,2613317,4,32,Public
littlepun,/gp/profile/amzn1.account.AGZ6JYWREBVWIKFOLXFL66MB2XBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,The amethyst stones do not look as vibrant as it shows in the picture. Not really purple...it’s pretty and sparkly but was disappointed in the color,Little disappointed,Style: 3PCS - Amethyst&Bar&Hammered DiscVerified Purchase,2 people found this helpful,,1138163,3,15,Public
Amazon Customer,/gp/profile/amzn1.account.AEOLDKKU62VRT5RMLZ5A7Z55TD2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2021",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,Very cute and wanted it to work.  Broke the first day I wore it.  The clasp on the middle necklace broke and then the clasp on the top necklace broke.  Thought it would be a cute little necklace for vacation.  Not worth the money.  Very disappointed.  I never expected it to last for the whole spring/summer but broke the first day.  Refunding it.,Not worth the money,"Style: ""3PCS - Pearls&Bar&Hammered DiscVerified Purchase",,,1917189,7,18,Public
Joe,/gp/profile/amzn1.account.AET4W2ISOT4PO5EJY5RVVTR3K3VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2021",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"These are very shiny and I'm sure they won't last very long without tarnishing but that's what you get for such a good deal.  The long chain with the disk is quite long, like below your cleavage long, but the two circles and the bar layer together very nicely with most v neck tops.",Super trendy and cute,"Style: ""3PCS - Two Circles&Bar&Hammered DiscVerified Purchase",,,83399905,27,31,Public
A. Chatman,/gp/profile/amzn1.account.AHGJVQVFFWZYWBWUPIHDA2NUDWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",1,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,"Love these dainty necklaces. Can be worn separate or as a set. Looks expensive, great price. Gave it 4 star because I wished the longer one could be adjusted to be a bit shorter so that they line up better. Other than that I’m a happy camper:)",Happy camper,Style: 2PCS - Small Disc&DiscVerified Purchase,One person found this helpful,,3815186,163,38,Public
S.,/gp/profile/amzn1.account.AE4O3SEEHZTUGVKTLNM3ZODK2UTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,"I thought they were one piece layed necklace they ARE NOT and it causes slot if tangles!! Yes I get compliments, but they are a pain in the ass to put on very very small loops to clasp and the tangling is terrible, but I wear them some they are cute but cheapo looking Soni don't wear often do they don't fall apart.",About a half and half happy not happy!! Certainly not what I thought I was getting,"Style: ""3PCS - Two Circles&Bar&Hammered DiscVerified Purchase",,,323006,93,184,Public
Mrs. Newell,/gp/profile/amzn1.account.AHAJXONQY2TVNUGQ2MDYCK3SA2ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2021",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Such a sweet little set. I'm so glad I bought them. It goes perfect with a bracelet set I bought. I wear them everyday. I was a little worried that something so small would end up breaking easily (I'm a rough person by nature) but its held up. AND it doesn't get tangled in my curly hair!!,Super cute,Style: 3PCS - Pearl&Bar&DiscVerified Purchase,,,84454757,7,32,Public
Ely,/gp/profile/amzn1.account.AHHI4HKUICTTFVRX2QIEA4Q3RH2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2020",0,,https://www.amazon.com/Turandoss-Layering-Necklace-Hammered-Pendant/product-reviews/B07YCQB3NJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,I had to leave a review these necklaces are amazing! I truly tested them out on my vacation I went to the river with them on and showered with them everyday and never took them off! They didn’t change color nor did they irritate me! I’m so happy with this purchase I highly recommend them and would buy more!,Thank you!! Love them,"Style: ""4PCS - Bead&Bar&Hammered Disc&RodVerified Purchase",,,84442070,48,72,Public
