author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Amanda Powers,/gp/profile/amzn1.account.AE6C5RSAC2CSVVYNCPXMU4JKZVAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2018",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,My Daughter is obsessed with this game (and always whoops everyone's butt!) It is a pretty large game! There are two sets for each picture. When we set it up it takes up half of our farmhouse table. The pictures are easy enough for kids to remember but there are so many pieces the memory aspect still applies. It is a great way to spend a rainy afternoon with the little one and it always blows me away that she seems to have a better memory than I do!,Get it!,Style: Disney Princess MatchingVerified Purchase,6 people found this helpful,49878,229,151,Public
Jared,/gp/profile/amzn1.account.AFW6HAMSRFR2PSG4ZVZTY5Z43VGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,My 3 year old absolutely LOVES this game! (Not to mention my 7 and 9 year olds will play with him and love it too!)The cards are sturdy. He has an old matching game with farm animals that are similar to poker card material. After a while they got all bent and it was easy to remember which cards were which based on the tattered backs. Not with this set so far!It also comes with 4 of each character and can be combined to make a really epic game of matching. Or you can split the deck for a shorter game. So worth every dime. This is my new go-to gift for kids 3 to 6.,Absolutely wonderful set! My kids love it!,Style: Marvel MatchingVerified Purchase,2 people found this helpful,210015,,,
Lily Solome,/gp/profile/amzn1.account.AEE4BI3CXLOPLLJH5S7US3NQ7LZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,"Got these for my toddler (18m at the time of purchase). We are slowly working on turning them upside-down to play memory, but she loves mixing them up and searching for the matches. She can identify all the characters by name (except the 3 fairies from Sleeping Beauty...I don't know them either).They come on sheets that you poke the cards out of. So we started poking them out, and found that she loves putting them back in and matching them that way.For an 18-24m old, there may be too many characters, but the boards solved that for us. We simply only pulled out matches for a single one, and let her put them in and poke them out. Then we would alternate characters. She loves it. And is getting better and better.","Lots of pieces, but amazing game",Style: Disney Classic MatchingVerified Purchase,One person found this helpful,796694,2181,283,Public
KellyC,/gp/profile/amzn1.account.AFO7MUFSQVU7BIX7WMWT5VGVKYZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2017",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,comes with a lot of cards so I split it in 2 and sent part home with my daughter to have at their house. I wanted to find an easy way to teach my 2-yrs old granddaughter how to play games and take turns. It is fun for teaching and memorizing.,Lot of Different Cards and Characters,Style: Disney Classic MatchingVerified Purchase,8 people found this helpful,78953327,19,49,Public
Maximum Verbosity,/gp/profile/amzn1.account.AF7TF3YWEUIXHBLMQ2QCF4EHKZ4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2016",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,4.0 out of 5 stars,"I bought this for a 4 year old which is the perfect age group for this game. They live sorting and matching at this age and the fact that it's Marvel Superheroes put him over the moon. He was one of the kids in my Christmas Adopt-A-Familybwith the St. Vincent de Paul Society, seeing him so excited & happy about such a simple gift made my entire Christmas season.",4 year old +matching game +superheroes = win,Style: Marvel MatchingVerified Purchase,9 people found this helpful,79014494,6,61,Public
Jeffrey,/gp/profile/amzn1.account.AGNTVRZQMT3RWWDNLRFXU3TW42RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2017",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,"My two nephews are at the age where they're learning the things in their environment.  I sent this go-fish style of memory game in order to help with their colors, names, and number recognition skills.  My sister absolutely loves their nightly games of memory as the three of them try to memorize not only the character names, but also the tiny details in the brightly lit images.  The cards are small enough to fit in the child's hand, giving them a tact sensation which is attributed to memory.  Being a teacher I know the importance of memorization when it comes to school aged children.  Spelling tests are memory tests, multiplication tests are memory tests.  Get your child started at a young age memorizing objects, colors and sequences of things in order to give them a head start to their peers this summer before the new school year starts.",I See You See,Style: Disney Classic MatchingVerified Purchase,3 people found this helpful,62878,,,
Time2Buy,/gp/profile/amzn1.account.AHSDWIRQGFP5UIOAJ2HRUBUBQUHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2016",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,5.0 out of 5 stars,Purchased for our 3 year old great-nephew who is currently obsessed with superheroes.  Mommy loves the matching game for memory activity and toddler loves the Marvel theme.  Transferred to zippered plastic bag  and it is now the perfect game to travel with.  A great buy!,Nice Game for travel,Style: Marvel MatchingVerified Purchase,11 people found this helpful,882404,,,
Angie,/gp/profile/amzn1.account.AFFDBZFMEDR6Q4L3V2XAVPX4ZAGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2014",1,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,5.0 out of 5 stars,"I love this version of the matching game. The pictures are adorable. I mean who doesn't love Disney? There are 18 different images making 36 matching pairs (a total of 72 cards), so yes there are doubles. If you don't like having 4 of the same card in play then only use half of them. That would still be 36 cards in play, which is enough for the little ones. As for complaints of the pictures of bows, I don't see the problem, but take them out if you don't want to use them. When I was purchasing this game, I wished there were pictures of all the cards, so now that I own it I decided to post a picture for others to see. I think the picture sells itself and I think this product is well worth the money. Hope this review helps you :)",Great matching game for all ages...love it!,Style: Minnie Mouse MatchingVerified Purchase,78 people found this helpful,3618942,207,98,Public
Rachel,/gp/profile/amzn1.account.AFR3RLT22STCMRHWCU55IUTHLVYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,2.0 out of 5 stars,"You get what you pay for with this - it is a medium sized box with a few cardboard pictures inside. I like the variety of characters to match, but this just looks very cheaply made. Actually, you have to punch out the cardboard cards yourself - they come on sheets. That was probably the most fun my toddler had with this. I matched up all of the characters first so I could give my son a smaller amount to work with, and I came up short one piece. He hasn’t touched this since.",Cheap Looking Game,Style: Disney Classic MatchingVerified Purchase,,2248995,,,
CL,/gp/profile/amzn1.account.AGXSGUBDGUXBALV4XPBQLHNG7Z4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,5.0 out of 5 stars,"This is much better than what I expected.  I purchased this in Feb 2020 and probably got a newer version,  unlike other reviews,  there is no repeat pieces.  True that they dont cover all popular avengers,  yet they include other characters that the kids get to learn something new too.Pros- very sturdy pieces- great value and giftable- no repeat pieces- combination of avengers,  villains and images- i like the set covers rare characters instead of the mainstream onesCons- can't find one yet ;)",Sturdy and not repeat pieces,Style: Marvel MatchingVerified Purchase,,189980,,,
Kendramatic,/gp/profile/amzn1.account.AF6YMNRWXJDPC2QHYL7BKZEMO5KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2015",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,4.0 out of 5 stars,"There are so many characters included in this game (some that I've never even heard of!). I bought this as a Christmas gift for my nephew. He just turned 4 and loves to play ""the matching game"" and with puzzles.It comes with 4 pieces of each character. When we play, we only use half of the pieces (2 of each character) and we keep the other set put away to use as backup pieces in case some get lost. The illustrations are (for the most part) well suited for children - less scary, less graphic, but there are still a few female characters in very revealing clothing and lots of cleavage to which he usually says, ""Eww, what is she wearing?! You can have that one.""The cards are of sturdy cardboard construction (perfect for preschoolers). It doesn't feel like they will fold or peel easily.",Lots of characters. Sturdy construction.,Style: Marvel MatchingVerified Purchase,10 people found this helpful,3816690,22,55,Public
Flores,/gp/profile/amzn1.account.AGWHI66XXJZ3YRIG7TXPPJZ6UNQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,5.0 out of 5 stars,This is a great game to stimulate the kids and our brains. My son loves to play this game with us. It’s two and does really well. We started with a just a couple cards and have build up to playing with the whole deck.... with a 2 year old! lol it’s interesting to watch my son play. It’s also super fun to play with the grandparents. The cards are thick and the box is cane with was great in the sense it had a lot of eye catching characters. This would also make for a great Christmas present.,A must buy and a must gift,Style: Toy Story 4 MatchingVerified Purchase,,89933,48,132,Public
JG,/gp/profile/amzn1.account.AEKUSWWEUMVLRZXAJFGKEGSCH55Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2020",0,1,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,1.0 out of 5 stars,"I am rating this review not on the game itself (the games great, my son loves it) which is why I’m buying another for a gift. I ordered the exact same one that I did for my son but for the second time got a different marvel matching game. The characters are not the same as the one advertised in the listing. I mentioned this the first time I requested a return and had another replaced only to receive the same wrong item. Quality check or change the listing picture and description.",Wrong matching game sent twice-not as pictured,Style: Marvel MatchingVerified Purchase,One person found this helpful,2149731,556,538,Public
Shelly,/gp/profile/amzn1.account.AG6W63SMHXUHY2X5WKE5H7OGLCBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 29, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,5.0 out of 5 stars,"Awesome little matching game, pretty straight forward. Pieces made out of thick cardboard, which is actually better then I thought it would be.",Kids love it.,Style: Marvel MatchingVerified Purchase,2 people found this helpful,18681,169,114,Public
Gary Christian,/gp/profile/amzn1.account.AFTZ7MXVQCZBD3NCHV4EOIXW4YNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2020",0,1,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,3.0 out of 5 stars,"My 4 year old granddaughter loves match game, this one has way too many tiles , we ended up only doing half of what we got, I should of read it more clearly how many images.  Fun Game","Fun Game,",Style: Frozen II MatchingVerified Purchase,2 people found this helpful,683965,133,92,Public
Mickey S,/gp/profile/amzn1.account.AFRD2HC5AHHOSDHOV7NLLJKLHEGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2015",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,3.0 out of 5 stars,"It's a matching game, what can I say?  Good quality cards and graphics, and way more pairs than you'll need for a basic game.  My major issue is for some reason there are 4 of most cards, I'm not sure if I got jipped or got more than I was supposed to, but it's worthless regardless as I just pull them out and set them aside when we play.  Also, something my 3 y.o. didn't really seem to have an issue with, is the similarity between characters, positions and color patterns got a little messy for me, with the background graphics as well.  We'll probably use the other matching games more frequently.","Decent game, not the best choice for just a matching game tho",Style: Marvel MatchingVerified Purchase,5 people found this helpful,29068984,,,
LEP,/gp/profile/amzn1.account.AEBPUGT5M3XAVXY3G7OZZ63PBQYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2019",1,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,4.0 out of 5 stars,"Since when do matching games have sets of 4 to match? I've only heard of finding pairs of pictures when matching and staying there's 72 cards, there should be 36 unique pairs, right? But, in this game, there's 18 sets of 4 matching cards. So the product is pretty misleading. I guess the positive is that should you lose one or two cards you have replacements!","18, not 36 pairs of cards",Style: Marvel MatchingVerified Purchase,3 people found this helpful,2161331,,,
B.Adams,/gp/profile/amzn1.account.AFOLG5IEW7IL7E4KQHE4PW263R4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,5.0 out of 5 stars,Bought this for my daughter's 4 year birthday gift. I have only used one of the 3 matching card sheets because there would be too many cards for her at this time.  She  loves them and I do too. Well made and pretty graphics.  I would definitely purchase these again for another child as a gift.  It was a good purchase- investment in my daughter's learning cognitive skills.,good investment for my 4 year old,Style: Minnie Mouse MatchingVerified Purchase,,78617229,1371,104,Public
Spazkatt,/gp/profile/amzn1.account.AGWCQJEXWLEO6WOJDHENQNJOWF7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,2.0 out of 5 stars,"This was recommended by another mom and I am disappointed by it. The tiles are much smaller than expected about 2""×2"" and made out of cardboard. Also there are no storage spaces in the box, since there are three different sets, it is extremely labor intensive to sort them if they get mixed up. I expect more from Disney and cannot recommend this game.",Disappointed in Disney,Style: Mickey Mouse MatchingVerified Purchase,,1027498,,,
Sherry Walker Mitchell,/gp/profile/amzn1.account.AGAEYGBGH6TEIFGRXPTRLA7YAW2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,5.0 out of 5 stars,"I purchased this to play with my 3 year old grandson, Asher. We had lots of fun just going through the nice, thick, cardboard cards and making piles of the matches. It would be for a little bit older child to actually play the game, a 3 year old’s attention span is not that focused. It was fun, I’m happy I bought it.",Fun Toy For 3 year old grandson,Style: Marvel MatchingVerified Purchase,,2606547,206,237,Public
