author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
***ME***,/gp/profile/amzn1.account.AE5DXGUBQ3UP5UOA3NTB7GDCMFJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 16, 2016",1,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"This was just as expected. I was originally looking for a colored jenga set for a shower, but they were all double/triple the price so I bought this plain one and just painted the edges with cheap craft paint. See attached picture.",Just As Exptected- thanks!,Size: ClassicVerified Purchase,32 people found this helpful,40,10,31600083,Public
Kalatraza,/gp/profile/amzn1.account.AG6ZV2JMRYFJYAM2MEEZGJMHXXIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2016",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"This one is the real thing -- Jenga as I remember playing it as a kid. (We'll assume my memory is still intact.) Just a box full of wood sticks, some of which aren't finished all that well and some not-so-great instructions. It's possible that this game was more of a Midwestern thing because people don't always know what I'm talking about when I mention my wish to build a gigantic version in the backyard.Don't let that be your or your children's loss or your grandchildren's. My brother, sister, and I played this game rather peacefully for at least an hour at a time. My mom would play it with us. Occasionally even my dad, and he hates games. It's a great solo toy, too, for the little ones who like to build. And while you could hide those markers, what will be more fun in 20 years? A perfect vintage Jenga set? Or one that your children ""decorated"" as toddlers? Maybe you should just put some nice markers in your cart while you're at it.I'm all nostalgic about this one, but more than many games and toys of my childhood, I believe this one is still worth playing (which is why I now have my own set). You don't plug it in. It doesn't have any lights, bells, buzzers, or whistles. There's no robot, no artificial intelligence, and not a darn thing anyone can control with their smartphone. It does have suspense, and if you're not paying attention, you do miss all the fun.","An excellent game from my childhood. Still fun, no wifi required.",Size: ClassicVerified Purchase,21 people found this helpful,1725,392,8107,Public
Fenicky Female,/gp/profile/amzn1.account.AFO3TTQS5TL7XA5CPWG34DSPDYMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2017",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"My 6 year old grandson requested this for Christmas and it had to be the ""Classic Jenga."" The family played and we all loved it.  This classic game never gets old.  My family played in teams, my son and his girlfriend, whom was having dinner with the family for the first time versus my daughter and her husband.  Couple against couple sounds about right?  Not according to my grandson. They had to switch it up.  ""Brother and sister versus the others"", lol. His words not mine, smiles.  He was the self delegated ""score keeper and ref"",  He had more fun rooting for everyone as a individuals and a team. He even made his own handwritten awards to give out. This was perfect addition for more  family bonding, an ice breaker, as well as competition with love, smiles. Thanks, Ms. Scott for your invention.",Family LOVED IT!,Size: ClassicVerified Purchase,15 people found this helpful,32,22,3279964,Public
J Zimmer,/gp/profile/amzn1.account.AGWUSDLKFRMJA5FT6BIL7ERO3HNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 24, 2017",0,1,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"Although I can't say it is entirely false advertising, using the word GIANT in bolder letters implies BIG, LARGE, OVERSIZED.  Nope.  The blocks are the size of blocks found in a nice wood building block set. See Melissa & Doug  Solid Wood Building Blocks w/ Wooden Tray (60 Ct) for $59.00.  BIG gripe is the cost of larger Jenga blocks that only stack 3 feet high.  Seventy-five dollars ($75.00) is slightly pretentious, and the pictures are slightly misleading.  However, it works like Smaller version Jenga,and my kids in play therapy get a kick out of it when it crashes.  The box is sturdy enough for storing the blocks.  Just don't get too excited, not a hot deal.",Be careful reading the description and Size,Size: GiantVerified Purchase,10 people found this helpful,553,119,274939,Public
Hello Minnie,/gp/profile/amzn1.account.AGWC2LUGLTFQ4LHALQKBR6SO7N7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2016",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"I got this game for my daughter for Christmas. It was exactly what I was expecting. My only complaint is that the box is much bigger than the game pieces, it would make storing it and putting it away much easier if the box were the same size, as it is it's nearly impossible to put away neatly. I gave up and put all the pieces in a ziplock bag. Not ideal and it's a pain to store it that way in our game cupboard but since the tower kept falling over and messing up in the box it was the easiest solution.Aside from that it's the classic Jenga we all love! My daughter loves it and it's a fun (albeit noisy!!) addition to our Family Game Night tradition. The instructions were easy to figure out and all of my kids have proved able to play it just fine. This is a must have in any Family Game cupboard!","Box is too big for the tower, makes putting it away neatly impossible.",Size: ClassicVerified Purchase,20 people found this helpful,153,110,715122,Public
Gina Central,/gp/profile/amzn1.account.AF4EDSTE4KEC5DTM5OB6VLYGPPGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2016",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,A fun classic game for the whole family. Except cats.... cats hate Jenga. I've seen a few that like it but they are rare. As soon as the tower falls they run up the wall and out the door. Its not rocket science which is what makes it fun. You remove a block and put it on the top and the next player goes. You can learn a lot about a person and the way they play Jenga. I bet you never knew Nana was such a cut throat. Its a pretty compact game to take on a family trip to not a ton so space. Not going to be an option in the car thought so road trips are out.,Great fun for the whole family.,Size: ClassicVerified Purchase,18 people found this helpful,2533,842,3230,Public
Z. YU,/gp/profile/amzn1.account.AHSXNUTOWJJ4Q2ZUG34J7GCJT3UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2015",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"If you are really into this game, you would care about the quality of the wood. Because if the wood is made of cheap compressed plywood or something, instead of dense hard wood, it would make a big difference when you try to pull a piece in the stack. The friction between woods will be enough to overcome the weight of the structure on top, thus causing the whole thing collapse more easily.Other than that, overall this is a good product given its price. I would recommend this product if you are a casual player and only play it sometimes as one of the many game you have handy.","It works, but cheaply made",Size: ClassicVerified Purchase,20 people found this helpful,513,119,697822,Public
Sarah,/gp/profile/amzn1.account.AF2W4JL4UFQVFYJW5LDRE2QBVCWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2020",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"So I bought this for a friends Christmas gift so the next time the two of us and a couple of our other friends got together we could play this. Yesterday we finally played this game and I give this five stars for the fun we had and the panic inducing anxiety we got from the sheer fact that we played some risky moves and made the structure unstable,but yet still stable and had not fallen over yet. When my one friend finally knocked it over and released us from our anxious, panic filled, sweat filled mood,we all felt a sense of relief as we started again. The second game was even more anxiety inducing as I pulled a ""risky"" move that one would call miraculous almost and pure genius. This game will keep you away from your phone and off social media. This game will give you and your friends the best memories and quality time well spent. This game will also make those prone to sweating sweat a decent amount. Don't worry you will recover. Thank you Jenga for giving my friends and I a fun filled 2 hours of sheer fun torture. I highly recommend this for you and your family and friends and if you have any enemies, I recommend you play this with them and make it as challenging as possible to not knock the blocks over.",Be prepared to have some anxiety playing this.,Size: ClassicVerified Purchase,2 people found this helpful,9,24,9680299,Public
o_happy_home,/gp/profile/amzn1.account.AEGUXXRZDDRPCOBY27UPFLJHSIOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2019",2,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Always a fun game but now with memories attached.  We used this at our wedding in place of a guest book.  Everyone just signed a jenga piece.  Now we play and we can read all the notes and guest who came to our special day!,We used in place of guest book at our wedding.,Size: ClassicVerified Purchase,7 people found this helpful,110,78,138039,Public
Zhill,/gp/profile/amzn1.account.AGI5BQX6QQJGNS24G7LHK4LJT5TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2019",2,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Update : I have bought 2 more sets of Jenga since the original review. During this lockdown, other than spending time in playing the traditional game, my child also loves using the Jenga blocks to construct endless structures big and small for her dolls. She loves themMore than her Legos. I reiterate that the blocks are beautifully made ( I learnt from India) and lightweight and never had any splinters or sharp edges till date. It’s just a solidly entertaining game which can be used in multiple ways. One of my best purchased toys on Amazon.I bought this as a gift for my 9 year old nephew who is a blocks enthusiast. I got it for just under 8$ and didn’t expect the quality to be so good. The blocks are well made from wood and have no chips or splinters at the edges. They make for loads of fun for adults or kids and helps in concentration and strategy. My nephew was more than pleased and I liked the set so much I bought one for myself and play with my 4 year old who’s loving it too. So worth the price and highly recommendable.",Super fun Amazing Quality,Size: ClassicVerified Purchase,2 people found this helpful,599,208,18668,Public
Nathan V. Packer,/gp/profile/amzn1.account.AHT6H7RSKQSXVYXKE2MFPGWPEODA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"Ok, as far as the game goes, it's Jenga, the blocks are fine quality, 5 stars there.  But as other reviews have stated, the packaging sucks, and I give it 3 stars.  For an overall rating of 4 stars. The problem comes when you want to store the blocks.  You have two trains of thought here.  Save the time of stacking them nicely when you are done, by just throwing them all in the box, and then set them up when you want to play next, OR stack them neatly in the box when you're done, so you don't have to set them up when you want to play next, because you can just slide them out of the box, ready to play.  Either of those options means you only have to stack them nicely once.You can't do EITHER with this packaging.  We tried the first scenario, just throwing them all in the over-sized rectangular box, thinking that must be why it's bigger, so it can accommodate all of the blocks when they're not stacked up nicely.  NOPE.  They won't fit if you just throw them all in.  Ok, not a problem, we'll just stack them neatly in the cardboard corner guide they give you and put them in.  While that will allow you to fit all the blocks in the box, there is nothing inside to hold them together, so they all fall apart anyway as soon as you move the box to a shelf and you have to set them up again when you want to play again!  So when you put them away, you have to stack them nicely, and then when you want to play, you have to stack them AGAIN before playing.  I mean you could solve this by either 1. Make the box square, so the blocks don't come apart in the box, or 2. Make the box big enough to accommodate all the blocks when they are just thrown in randomly.  There could be a 3rd option, which would be to just get a big gallon size ziplock bag, they might all fit in there.  However, then you have no place to store the cardboard sleeve which acts as a guide when setting them up.  You just can't win. Packaging fail.TL;DR The game is fine, but putting them away and setting them up sucks purely because of the packaging.Rant over.","Game, 5star, Packaging 3",Size: ClassicVerified Purchase,,56,31,2661563,Public
Kindle Customer,/gp/profile/amzn1.account.AH72LRPDKNWB6QV7WWXZG74KGPVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2019",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"This is a classic game that I loved as a kid and bought for my daughter for Christmas.  I want to make others aware, since there was no warning on the description (sometmes there is, but for this item there was not) there was no outer box, the toy was just shipped so that you see what it is.  I would recommend checked the ""this is a gift"" option if you need to keep the contents hidden. My daughter was right there when I brought it in. I think I managed to keep it out of her sight.  :-(.  however, it makes for an awkward Santa gift when there i an Amazon label attached. lol. Also it was raining and the box was left on my doorstep in the rain.  The box was soggy, but hopefully the contents are ok, I couldn't even check.",jenga game,Size: ClassicVerified Purchase,One person found this helpful,53,63,4871837,Public
Elizabeth,/gp/profile/amzn1.account.AGXWTFX5BX5PPLVHCJIAI6ZONT4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2018",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"So we love Jenga in our house and wanted a new set after we lost some of the other pieces. Oddly, however, this comes in a box that is not the same size as the game so you can't easily store it stacked up in the box. And the thing that is supposed to be used to keep it in shape in between games and to set it up right is no longer hard plastic but cheap cardboard, so it is not going to last very long (with a house full of kids) so there won't be an easy way to re-set the game up without the thing that keeps it i the right shape. Our old Jenga game had a nice plastic thing to keep the shape of the game and then a box that was the size of the game so it could be easily stored in the box in between games. For a game with a million pieces, it makes no sense to not think about how people will store it and set it up. I'm sure it is a cost-saving thing and marketing thing, but if you can buy one with a smaller box so you can easily store it and keep its shape in between games. Of course the game is great as always.","Great game, poor packaging",Size: ClassicVerified Purchase,One person found this helpful,6510,3293,213,Public
KL,/gp/profile/amzn1.account.AHEZN3T7XK7XJK24HIZ4GVH2NBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2020",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,"My son asked for Jenga for Christmas, and he's pleased with his new game. I think the wood blocks themselves are quality with smooth, flat surfaces and square edges. However, I expected to be able to stack the tower back into the box when the game is not in use. The description says it includes a stacking sleeve--which I didn't see the kids open the game so I don't know exactly what was in the rectangular retail package but packaging/stacking sleeve is lacking in my opinion. There is nothing to help keep the tower square as you stack the blocks into shape. And then you either dump them back into the rectangle-shaped retail package and risk them not all fitting as they pile up haphazardly, or you take the time to stack them knowing the stack won't survive into the correct shape next time you take the blocks out of the package to play. So, I guess that lends itself to the cheaper price.",Wood Blocks are Good--But NO Stacking Assistance,Size: ClassicVerified Purchase,,156,179,248052,Public
Michelle,/gp/profile/amzn1.account.AFVDMUTVPU7OFH6HQDR5HV5BTXIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2020",1,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,I love this game. We've gotten pretty good and most of our games end in stalemates where there are no available moves. We can keep playing by allowing two hands and attempting to restructure the tower so we can pull more blocks. We actually ended up just buying a second game and making the initial tower taller.I will agree with others that the boxes are stupid as all he--. I don't know why its a rectangle so the blocks don't fit without a struggle to center it. The cardboard cutouts used to fill in the spaces are flimsy and move around. It's so dumb so I took a star off for whatever twit designed the packaging.,Always loved Jenga,Size: ClassicVerified Purchase,,124,65,998871,Public
Chris Tyrrell,/gp/profile/amzn1.account.AGEJK3FP7X4NMXZPTSMMSQ7GG4OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2020",0,2,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,Ugh.  It keeps falling over!!!  What a defective solid block of wood!Jenga must be Spanish for unsturdy disappointment,Blockhead,Size: ClassicVerified Purchase,3 people found this helpful,640,80,38950647,Public
Jim,/gp/profile/amzn1.account.AERPATX76VJHQ7TAL3C52PJGWZ4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2019",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"What can you say about a box full of wooden blocks?  They're exactly what you would expect.  One thing I will say - I seem to remember years ago, when Jenga first came out, they gave you a nice plastic thingy that you could use to square up and straighten the stack of blocks.  Now, it's just a cheap piece of thin cardboard.  Not a big deal - you really don't even need it - but it is a change from before.  Anyway, it's still a fun game.",It's classic Jenga,Size: ClassicVerified Purchase,One person found this helpful,124,89,160164,Public
valentineslover,/gp/profile/amzn1.account.AFQFYZY23DTMM7CDKYFTMQMLK6XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2016",0,0,https://www.amazon.com/Jenga-A2120EU4-Classic-Game/product-reviews/B00ABA0ZOA/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"This box is rectangular, not square like the old ones so it takes some finagling to get the blocks back in. It's Jenga all right...simple as it can be. We took a permanent marker and wrote questions and phrases to complete on the blocks..""What is your favorite color?"" ""What do you want to be when you grow up?"" ""If you could go anywhere on vacation, where would you go?"" You can find questions and phrases all over the internet and you can skip if you don't feel comfortable answering something. We opted to do this because it takes a relatively short and detached game to another level--it really becomes a conversation and you get to know people better, even your ow family.",Classic game and you can make it your own,Size: ClassicVerified Purchase,3 people found this helpful,966,235,11732,Public
