author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Jessie Morris,/gp/profile/amzn1.account.AG4PKMQGRR7E5OR7NQKM4T3APWHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,3.0 out of 5 stars,I'm Tired Of Ads And Constant Lost Connection In The Middle Of Battles 😒 Seriously Considering Deleting The Game Altogether,I'd Enjoy It More But...,Verified Purchase,17 people found this helpful,,100,4,15529142,Public
Amber Power,/gp/profile/amzn1.account.AEKM5PVTEJEOZNH65T7QMQQXAEKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,15yr old plays it for hours everyday!,Teen approved!,Verified Purchase,11 people found this helpful,,327,92,83601051,Public
rosalinda1784,/gp/profile/amzn1.account.AE5OVY25AEWFFOJNNJULLUYXCCNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,This game is most i be playing it 247 like no joke I'm so happy I wasted my time on it.👌,Gamer2.0,Verified Purchase,27 people found this helpful,,27,1,45702333,Public
happymom,/gp/profile/amzn1.account.AH44PNLMO5EFCPI54WX2TCAVZDNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,I love this game and would give it five stars except it won't let me play tell I update  it and it won't let me.,Great but hard to update,Verified Purchase,6 people found this helpful,,31,6,82666800,Public
Naomi,/gp/profile/amzn1.account.AGDH4RMH22K6MEREPZTX6PFSN3UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Amazing game lol hope all you people enjoy it !,SFSB,Verified Purchase,7 people found this helpful,,7,7,39321560,Public
Andrea T. Bollmann,/gp/profile/amzn1.account.AGZYEQADFH3FTAWNHFOKGB6R2JSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This is just like sonic dash but with more characters,different music, and chests!It is really cool!",Awesome saus,Verified Purchase,54 people found this helpful,,91,4,24415881,Public
Tracy Edmonds,/gp/profile/amzn1.account.AE523BBO2HNSW6WQL53EB6BHQCWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,3.0 out of 5 stars,Good game but took quite a long time to load. The game got boring quite fast and the game itself is designed poorly. I would not recommend.,Not that great,Verified Purchase,2 people found this helpful,,2,2,66363806,Public
Mrs. Cawich,/gp/profile/amzn1.account.AFEHBVLNCWVFXFUJ3REMWUXIWXHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun to features All of the characters and some special ones,I like playing Sega games,Verified Purchase,19 people found this helpful,,117,58,83584221,Public
Sarah A Mickulesku,/gp/profile/amzn1.account.AHW2NA56TX7PW65HBFPU6HCLZTXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I love this game! It is one of my favorites!It is a great game to pass time!,My favorite game!,Verified Purchase,35 people found this helpful,,35,5,6159120,Public
So cool,/gp/profile/amzn1.account.AEARFSJKQUWISMKJGECVCQDDFNFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Super awesome,Awesome game ever,Verified Purchase,19 people found this helpful,,53,4,5487576,Public
kiara gonzalez,/gp/profile/amzn1.account.AHDW6M3BCKPUTJ2FN4IKHJLHB6GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,I love this game,Awesome game,Verified Purchase,8 people found this helpful,,8,3,52710277,Public
JH,/gp/profile/amzn1.account.AE7DYJOEQIE374CXV7JAKYIYC34A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,Awsome☺☺☺☺,Awsome,Verified Purchase,27 people found this helpful,,29,5,15958922,Public
erniefri82,/gp/profile/amzn1.account.AHU6HLW3KK3UUPUFRKVHBXTE566Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,My daughter loves the game.... she just can’t put the tablet down!,Just like the old sonic,Verified Purchase,12 people found this helpful,,12,12,11806007,Public
Mary,/gp/profile/amzn1.account.AF2G4BAUCCN6YOTUW4NTZPEEIDWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 14, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Good app,Good app,Verified Purchase,32 people found this helpful,,32,6,6105102,Public
Fat man,/gp/profile/amzn1.account.AEZY5D6YOVP2BM5SS46W5R54ZGEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game please get,Awesome game you get chest when you win,Verified Purchase,8 people found this helpful,,12,5,12761287,Public
Amazon Customer,/gp/profile/amzn1.account.AF3ATOWUYONKCNRVWJ6THMIJNM5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"Game was fun, but now ii won't play. Keeps saying i need to update. I've reinstalled the game 2x no luck",Updaate issue,Verified Purchase,34 people found this helpful,,36,5,7646755,Public
Michael Smith,/gp/profile/amzn1.account.AFMNMECEJXB4DSC2S6FFQPTEET6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Both me and my son enjoy this game.,Great and Fun,Verified Purchase,21 people found this helpful,,21,1,49370656,Public
Donna Burton,/gp/profile/amzn1.account.AF3RPQC6S475JJN2ZOYLKQTE3A6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,I couldn't open the app but I played this at 2018 and it was fun. Good memories!,Awsome,Verified Purchase,68 people found this helpful,,103,27,2112282,Public
Suzy Ballard,/gp/profile/amzn1.account.AGIAQRLPUYHQW5YAOL65HEHYENMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"I am a sonic can from PlayStation days, so I was ecstatic to find this. Here's why it's one star, I opened to play and it said newer version is available, clicked the link and in the app. Store there is no update. I totally deleted the game from my tablet and the cloud then downloaded game again , and again same thing, update available, and there is none. Hope they fix it. I really was looking forward to it.",Sad panda,Verified Purchase,16 people found this helpful,,250,91,83420161,Public
F Chute,/gp/profile/amzn1.account.AEYELRA6TFENAT7FOWU3YXWQ7KMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,My boys love this!!,.,Verified Purchase,3 people found this helpful,,3,2,82602848,Public
TL,/gp/profile/amzn1.account.AHDO5EIUDI2FI2QBPGI34DI6VBOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,My 4 yr old loves the game. My 10 yr old as well as myself enjoy the game also. Good clean fun and time killer.,Good game!,Verified Purchase,154 people found this helpful,,165,16,2192134,Public
Bambino,/gp/profile/amzn1.account.AGDJIBDKROVQ2IBCVV7YK4GNS53A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 10, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,Has said down for maintenance for several days. Was fun up until then. Tried restarting my device. Uninstalling and reinstalling app. Force closing app. Nothing works.,Down for maintenance,Verified Purchase,15 people found this helpful,,20,12,15072668,Public
Kimberly Reeder,/gp/profile/amzn1.account.AECWYPAYSN5BRGA2L2J74Y7LMYXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,It is amazing! Has all your favorite characters except for Dr. German (Dr. Robotnick).,Ice~cream's review,Verified Purchase,2 people found this helpful,,31,6,13047066,Public
Amanda Kosson,/gp/profile/amzn1.account.AECVNOIIR7KDY5PHCYHAUUC6722A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,Good game but needs to have more sicurity and multiplayer,3 star,Verified Purchase,7 people found this helpful,,8,3,3742609,Public
patricia,/gp/profile/amzn1.account.AFKZHGZLMRKSDQPFG3YDFDQQKQDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,This game is really fun it sort of has the same concept as clash royale though.,Sonic Forces Speed Battle,Verified Purchase,42 people found this helpful,,43,5,82989682,Public
Ish-Paul Peres,/gp/profile/amzn1.account.AHCHVGRGNYZUJPLKMBWRNSA7J2IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 4, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"This game is awesome win plenty, race plenty- the game is fun for my8 year old son",From a sonic fan,Verified Purchase,69 people found this helpful,,69,5,22999870,Public
Nixx,/gp/profile/amzn1.account.AH7UR2PHN7JJGZXL4F5A4UZMGWBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,"😭😭😭 Bruh, I don't care I don't care. I love this game, but I feel like it's rigged asf!!!",Man,Verified Purchase,2 people found this helpful,,2,3,27889870,Public
Brandon,/gp/profile/amzn1.account.AEXB2UH3ULV5V6BNLALCKRFZ4E5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,Kinda good but too much adds,Kinda,Verified Purchase,9 people found this helpful,,10,3,50190875,Public
Marina Hutchins,/gp/profile/amzn1.account.AHCH4TQ4ALNQYVSFDVI7MPVII6ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"Okay, kid rarely played it after installation.",Okay,Verified Purchase,11 people found this helpful,,38,44,83684802,Public
Gloria Moreno,/gp/profile/amzn1.account.AFTAPGQODXKVRWAFEHQTBZVWZAPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Liked,Good,Verified Purchase,31 people found this helpful,,746,293,377495,Public
romcomfan,/gp/profile/amzn1.account.AF77N5YNYPGM3ZSEIX424NQ6X2MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,"This is a really good fast paced game, but now it's not working. When you come on it says update avaliable. When you press update, it brings you to the Appstore and there's a button that says open. It brings you back to the game where it says update. You press update and it brings you to the Appstore where it says open. You press open... This just keeps on happening. If anyone knows how to fix this please write.",Good game but not working,Verified Purchase,7 people found this helpful,,22,63,82612502,Public
Alex Houck,/gp/profile/amzn1.account.AFIV56DM5HQP6FYNXF4OUUNDF4OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"I love sonic and this game blew my mind with all my fave sonic charters which are metal sonic, sonic, and shadow",Sonic is the best,Verified Purchase,7 people found this helpful,,7,1,47378458,Public
Andrea,/gp/profile/amzn1.account.AG2QOJJE6KPFIQMMVKL45QO2QE3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Love the game,Love,Verified Purchase,29 people found this helpful,,32,26,83176933,Public
Asiyah,/gp/profile/amzn1.account.AES25X2OO7IZMX66O26UN4DSPDNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Best game in the whole world 🌎!,I love it,Verified Purchase,25 people found this helpful,,65,10,2800152,Public
Daniel Kyle Crall,/gp/profile/amzn1.account.AHNC4NKDDZINAEOA32ZALW755UZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,2.0 out of 5 stars,I have had this game for a year now and it keeps updating. Don't like that it keeps updating. Great game horrible updation.,Always updating,Verified Purchase,2 people found this helpful,,20,5,82681909,Public
Branden Guldemond,/gp/profile/amzn1.account.AHVG64OOCASGFIKLVPPIRXI6TP6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,Seems pretty sure you canSeems pretty obvious to join them,Nothing,Verified Purchase,7 people found this helpful,,18,2,23733081,Public
Kindle Customer,/gp/profile/amzn1.account.AENQSZW3LTVG7OSMBCC7QTJOMWLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,Fun to compete against other players and not them with attacks. I do wish there were some sort of boss battle though.,Wonderful!,Verified Purchase,2 people found this helpful,,2,2,56831037,Public
Paula Brown,/gp/profile/amzn1.account.AEGDDDWEVYBUN3EMF4ZSAX2JY7MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,This is the most funniest racing game I ever played and I'm so in love😍😍😍😍,So fun,Verified Purchase,72 people found this helpful,,403,42,597412,Public
Amazon Customer,/gp/profile/amzn1.account.AE7QKFYA54NXDQ7LQI7JBG6GFC4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,This game is very fun but needs more characters,Very Nice,Verified Purchase,29 people found this helpful,,32,2,20952465,Public
Sansa,/gp/profile/amzn1.account.AEG44NNFD3CMWMFB7KIOSQSKSSFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,"I think this game is pretty good, all I can say that I wish the other classic characters such as mighty and ray should be added, but besides that I like it alot",very good!,Verified Purchase,6 people found this helpful,,6,1,52628864,Public
Scott,/gp/profile/amzn1.account.AGIFVMV4VOMRSMXELAOFKAP6MMTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,3.0 out of 5 stars,"I love playing this game. I just hate that you lose so many points for coming in fourth place. Sometimes by doing the five runs as the ""star runner"" or after a few terribly mismatched races, you lose all you have been working for.",Hate 4th place,Verified Purchase,23 people found this helpful,,187,4,5685699,Public
Amazon Customer,/gp/profile/amzn1.account.AGNNLJJQAEAVVS4ZPDZP5RR6O32Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 30, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,1.0 out of 5 stars,Please allow us to update I've spent money for my son on here now it's useless we can't get on,Sonic forces,Verified Purchase,24 people found this helpful,,24,1,10726459,Public
NikkiNatasha,/gp/profile/amzn1.account.AHTCC4YSMFZ6KCCHEKEA3CVIXKLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,It is awesome. Play it!!!,FUN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!??,Verified Purchase,42 people found this helpful,,82,51,1228140,Public
Melissa,/gp/profile/amzn1.account.AH2HGZ3XICTH3MGG7VPUTSVUQOPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 3, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,One of my favorite Sonic games ever also the actual Sonic Forces,AMAZING,Verified Purchase,58 people found this helpful,,205,45,639699,Public
Chris J. Caprio,/gp/profile/amzn1.account.AE2S6ZYHZAGL52KYARXUVTEK4BCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,2.0 out of 5 stars,"this is what i got from Sega support ""we have determined that this issue is due to the store blocking SonicForces updates from certain device models - including yours- and we are currently working with Amazon to allow the update for everyone."" Hope they fix it soon, it's been a month!",Update issue,Verified Purchase,5 people found this helpful,,5,2,82631501,Public
Amazon Customer,/gp/profile/amzn1.account.AFAZAC7EXNTFELP2SH2CVJJTSL2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,I love this game because of the graphics and how simplistic it is it is so easy to maneuver and if I was forced to complain about one thing it would be and a little bit more maps but that is just my opinion not yours anyways thx for reading this and bye!,10/10 Gameplay,Verified Purchase,23 people found this helpful,,23,1,47882149,Public
Rachel Whitby,/gp/profile/amzn1.account.AEKVSTUSCWNHQNHEYUTPXE3GYRKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,It's free download now!,I'm happy for the game,Verified Purchase,17 people found this helpful,,55,43,13882382,Public
Jonerrah Small,/gp/profile/amzn1.account.AFF74KZ2S3RDTJLGW3TMX5ULXE3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,4.0 out of 5 stars,I love it!But some times it kicks me out.,Awsome but glich,Verified Purchase,28 people found this helpful,,39,11,3440079,Public
Najee Bilal,/gp/profile/amzn1.account.AEXPC3DUXTU5OQCEI36Z4SGNIG7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 27, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome. barely has any ads. 😁😁,Best game ever!!!,Verified Purchase,30 people found this helpful,,30,2,3155627,Public
Steven Brown,/gp/profile/amzn1.account.AGJSTV7DHINHJNJK6WKLZDPLDKMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,3.0 out of 5 stars,"It's a good game. It would be nice if you guys could fix this update bug! Every time you update a new version of the game, something goes wrong!",Well...,Verified Purchase,122 people found this helpful,,122,4,28826579,Public
Tyler Pherigo,/gp/profile/amzn1.account.AHFJ5U4U2RZXECKG3GLWS4IFJOQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,Amazing cool 😎,Amazing,Verified Purchase,43 people found this helpful,,244,10,2783877,Public
