helpful_votes,page_url,total_review
74,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGVXU677BM27MR5LKUVIWH2QF5BQ,69
4,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGG7AKA2XRXXQFSKIDTBLAOWDAZA,4
7,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGS5XREC2FFXVUBIMNFJTSDHOMWA,23
34,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGN5AUE6VZRVPNZGULCXWQI2SRYA,30
11,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGLCRTCWMF5AVI5EEHHQWQJ44XTQ,23
1,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEJN5UXDPLRIERUX7RHDGQBNYX7A,4
57,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHMUAGKIPIHX6POLYIPQAQRVAOMQ,51
199,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AE2YYFUYZ7AD55DLQ3AUJCDT2TIA,100
116,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEAJGFWVC5JWRNPNENKBCSONA3NA,13
42,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AF52YXYB7VVEXBW7CT65MD3G4I7Q,62
9,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHCQYDKBQ57VQJELABXHW5USHTAA,23
59,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGZ2LCOHNFTXBNNXEIBIFFY2Q53Q,56
12,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFPQGEMVNQYDSIOVEVBY4ZWLA5FA,15
5,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHLQJHCUOW3KIC5RJ5JJBBUECQWA,7
4,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGBZI4YSKQUOOXH7VY7JYFPAV7LA,8
30,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEWDNEKPB2HK6CVII6GYFERTHXRA,46
1,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AF5ZMPFCOVXZEUNKAF3DOYI5NP6Q,5
8,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AE47BLNM3L42H4IUPJOETXD2P6BA,26
3,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGZ7TM3VERZZUREWVE4EXCJF6I3A,23
52,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AH56YCGK2K7KKKKIRTT2AD6XJLTA,27
56,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHDHTXHF2ZAYYZ5FA6USTJAS5ELA,150
53,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFHDFY2B57C5AHOCNWPQB55BU3IQ,142
86,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHMFF22GKEABKSR5SQBE22HGSD4Q,14
94,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGAXKMY7YRJVFFNL2JTCQXCQAJ6Q,127
4,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHEEB4ZDGVYF245VRNUWT3XQ2A7Q,4
10,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFO2N5T7PWU5SAYQFQG4KAMGHZJA,60
20,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGRB4HDI4G4ETYWJ4BA6FFE2MX6A,31
0,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFF46FULRVBNOMLIKJKKMV6FVQKA,16
84,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AE353XZ6BGXQQYSA4VIV5RQMDDXQ,64
49,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHXGTSABZGZMMDNVAIXRL2OYAAGA,18
1,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEXYP4ZQXXWPSNQSHZX54JADARUA,12
9,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFSOY66CM2IWLV7RY7S2QFMAC5NQ,74
60,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHQTQPPCVL76THFUIAIHCDU3PGHQ,107
42,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFF6PQ6LPW5HH4JCGDI2BI7O35CQ,126
226,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AENIUTTF3R52UR7RZR3SNMM3G37Q,276
33,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AG7BXZV7LNICOIC3J7U4COEQ5WCQ,92
569,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGNJ45WTNDTQUYA23PUK34AGEB4Q,229
28,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGWJKOOCODNKUYJK2BMSWETP4AAA,78
21,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEQGFN4MWHAMHDCT5ROPQGFX7XSA,73
337,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGYSRAKNSOWCGZIWH2WHMYL6LV4Q,221
6,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEQEHRVU7QKOHYVQ5HPANQBZ6S3A,13
31,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHBFAQ5TSSNSVYISHUMBYDGKNEXQ,82
1,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFQUVPQO527PJFXLBLGZFQ77LUUQ,6
21,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHT4JMPY56BINPTUCAOPOXEFKQ4A,33
440,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFXYZUL4ERAQ34OKJAK5SBVBNSTA,241
179,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEMA4XBC4MLWR346VFB7VDOVJLHQ,66
163,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AG2ARQJHTPMLN4IF5624J5QEBOZA,194
7,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHZBWLW7I2K4PSJUUGNGEDLAHA6A,16
14,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFQDHFASZ7HWDMN5WEROG7O6VINQ,51
"1,273",https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHERWWXD7F4FEVNFB5IGBO6RJMLQ,237
5,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AENBUHLWORDRCADZ6FEWKXQGW7IQ,25
13,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFV5WF5ILD3XPFTL6IJRKY32NK2A,6
83,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHJVWH3JDQB6QT3CTYFT5LT7ZMGQ,26
56,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFSDHCVH267L7EYSTELRQM6737RA,94
60,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGHZOM3XIELHEOITAOMWSZUS4PZQ,74
10,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFSV5G7RNRCFJHYXQEFTW4QAMQEA,48
140,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHSSEZMHIWSHDZN6WTHA4NOQKQIQ,109
1,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AF7YM7QYEYABZ3H434SUF55IRVDQ,16
7,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AH5TYL6B2IB2WX6KQX75C6OBUL4A,29
234,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFRSPAINNX5PJM5YAE4VVSNYEC3Q,93
2,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGNYR4GVJH6W5TQHW2N7EHA6DGSA,11
165,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFKSNCSCINVARPPYNPCTIITF26HA,57
11,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEDILUX3IMWOYKIEQGC2VDYNCGRA,40
107,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGSWO76USLYYUN3EZIXDC3BPWFDQ,83
14,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGEPWKXH7EO2TGELUJHQE2VOAPHA,27
16,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGFNKUPLGHJ7X5IRLMJBDIMCLMKA,21
5,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHGOAAUFYF352ZYWI4TGJLJJ6MEQ,39
115,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHTXTJ3TVBH3HGLTA2YYO7SED6DA,189
98,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFSTWC37NSPVSS7DN7HOIQ53CWNA,30
8,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGZSPXLJPXTOZ4W5EELKCTA5QAJQ,20
41,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFXVTYREE7Y2OGYW5EAQ4OCEXCVQ,71
8,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEFADW4SCIRFYB3B6U47LGK6MJAA,35
142,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGPMZJYF6QAIKLBFKXWICBA3NGOQ,128
707,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGNYFMS6OLLMFUWWSSR5AHC5WBUQ,390
173,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHMWLINQP2PJ7PHLY3LXS3GFFRLQ,108
211,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEC2ZTLYCFUHDEDVSCHIW2B76JJA,256
16,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHZ3CV4WHS7T722VIOBYS37MX3DQ,33
277,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHA4LEVZ7IP2EBCZMBVHRP3U5TUA,150
1,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGKD2DUX733JR2JTG7HZBY44FSXA,8
140,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHODTYFN72GV5MXJ2DIAH7TID7OQ,111
4,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEUJYFI5HQRO2PJBVS2FITNO7G6A,12
2,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHM6XIGSPMU74MT24QD5A3HEGKMQ,24
48,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AF42GFLQ74E7TNUGMHLPGUHI4ZTA,191
31,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFPIYBJDZ3T6QMDH5U4SKP4IXTYA,35
69,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AG3E4VCUF2L5J2UHCGCPQMZZQLEA,59
163,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AF7UO4N5UYGREFMGFL7NUUXLUC2Q,196
2,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AERHMI7ZRGAF56KXIGDQH5IHZUUQ,47
52,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFXOH7VREBYG2URB42QAIEMKTRAA,313
40,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AESK44DBURN6Q6VQ3OMQ7CLBR26Q,59
71,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFFWDWHL4V34N77EOZ2BBRSYUFLQ,179
0,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFXHTKBSFEQQPYNO2G7IQT2O2VGQ,1
38,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHTHIUIEI4QCQJXNUD3AVIEMNI3Q,45
35,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AGCCBXUPSG47A6RQSBYYJ3ANCJ6Q,61
6,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHBOXCF4UBCTUKDMEBNJF5LQIJFQ,54
21,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFUA442DDN5IEEHFEYVFCX2LMKVA,41
23,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AFOR4LIF2HMO4TETJILIK4VV3MDQ,60
0,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEACWPQ5VR72FRMTOCCC5ZQMZVAA,6
29,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AHWPMWZ5NRSYQEBGUR4BI762JLSA,46
8,https://www.amazon.com/hz/gamification/api/contributor/dashboard/amzn1.account.AEWORFC627GXQ2JEQM4YYQOZ6SXA,15
