author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
David T.,amzn1.account.AF2UEQ2LTNSRVDB6QIJNYQREEE4Q,"Reviewed in the United States on November 27, 2020",2,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Purchased due to TV advertisement. Have an arthritic shoulder. Applied for weeks without any noticeable pain relief. Started getting red spots with itching and scabs that leave an open sore when scratched. Returned for refund.  Four weeks later, rash and itching still occurring and will have to go to dermatologist. There are warnings about heart and liver disease and stroke and there are statements from authorities to recall the product. AVOID THIS PRODUCT  - LOOK IT UP!",Voltaren CAN BE DANGEROUS,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,59 people found this helpful,99,53,Public,201287
David W. Nesbitt,amzn1.account.AGFI2KQRYSFBUCTGFXOUNZZQT3ZQ,"Reviewed in the United States on June 7, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"As a pharmacist with almost 40 years of experience and a user of this product for about 6 months I thought I would add my thought on this. The is a topical prep of a oral drug (also called Voltaren but there other names and strengths made by different companies) that has been around since 1988. It is a nonsteroidal anti-inflammatory drug (more commonly called a NSAID by the docs - similar to Ibuprofen and Naproxen). The topical gel was approved around 2009. It was never used much probably because you have to apply it qid (short for 4 times day.). It still has  - in theory anyway - all the short comings of this class of meds - GI problems, possible heart problems, etc.Most docs will tell you that you can use with acetaminophen and other NSAID's  depending on your other health issues.It is used for the knees/ankles primary but is also fairly effective for the shoulder. It doesn't work very well for hip pain as that seems to be set too far from the skin's surface to get any meaningful amount in the joint. The oral version works well for hip pain depending on the cause. IF the back pain is due to osteoarthritis it might help  - at least some. I was very skeptical when the Gel was first approved but for certain types of pain - like osteoarthritis - but it is almost like magic (at least for some people).I've also tried the CBD  and shungite topicals which did help me some.This is - in my profession opinion - the only typical product that really works for most patients. However - it is messy and you do have to put it 4 times a day. IF It's your knee you can't put you pants back on for at LEAST 5 minutes after a application. IF you do put you pants back on the will stick to your legs, etc.Lastly, if you do try it make sure you family doc is aware of it - probably a good idea to tell you pharmacist too to avoid any drug interactions.i would rate this product 8.75 to 9.25 out of 10 - well worth giving it shot!!",A pharmacist's opinion,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2),87 people found this helpful,"1,810",773,Public,20858
KCC,amzn1.account.AHKVKEANXVLO5TMQMSRTU4X3IMZQ,"Reviewed in the United States on November 22, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"This Voltaren is a MIRACLE!! I’ve had osteoarthritis for more than half my be life, & have been taking pain pills for over 25 years, but nothing ever took the pain away.For years my doctor talked about a “arthritis ointment” to help with pain relief, but was only available in Canada. I was ecstatic when I heard this was now available in the US!! I ordered it immediately. When I received & first tried Voltaren I actually cried because for the first time in over 25 years I was able to walk normally & without a lot of pain!!! I’ve never been able to completely take away the pain, but this ointment combined with my prescriptions is nothing less than miraculous!If you are a nonbeliever in anything to truly help with your pain relief, PLEASE TRY THIS!! Just give it a try, what have you got to lose except for your pain? You can always send it back if it doesn’t work. But for me who has had SEVERE osteoarthritis for more than 25 years, which has caused irreversible damage to my knees...THIS WORKS for the pain!!!And NO, I was NOT paid to write this review, nor did I receive any free or discounted products in return to talk up this product. I am just a normal person who has had unrelieved pain for many years & was looking for a little bit of pain relief.",MIRACLE PRODUCT,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,49 people found this helpful,91,20,Public,654145
R. Andelfinger,amzn1.account.AGVJ2YXQ4JSAFYUHVULVT7VBTHAQ,"Reviewed in the United States on August 27, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,"Be aware that this product has significant limitations for its use! You may ONLY use it on hand, wrist, elbow, foot, ankle, or knee areas. You MAY NOT use it on back, hip, or shoulder areas. You should not use it if you are already using another NSAID such as Ibuprofen, Alleve, Celebrex/Celecoxib, or similar. The dosage is described with a card indicating the length of the stripe of drug you may administer at any one time, which is different for upper or lower body areas. Finally, the product may take up to 7 days to begin working(!) and is not intended for immediate relief, and if it doesn't produce any benefit in 7 days, you should stop using it. Altogether, this product was a disappointment and did not give me much relief. The fact that it may take up to 7 days to have any effect at all indicates to me it is not a very effective treatment, and the restrictions on usage made it even less desirable. Not recommended! If you need relief from arthritis pain, I recommend either Penetrex or BioFreeze Professional Gel (note, strong menthol fragrance with BioFreeze), both available on Amazon.",Not generally useful for arthritis pain!,Flavor Name: UnflavoredSize: 1.7 Ounce (Pack of 1)Verified Purchase,43 people found this helpful,480,49,Public,361407
Kindle Customer,amzn1.account.AER44XTBOLUMJGBAHLCF7L37WKLQ,"Reviewed in the United States on August 1, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Tube came in a plain orange box without any further guidelines. Tube states refer to box, dosing card and user guide for further information. None of this came with the box. Thought I was getting a reasonable deal. Buyer beware.",Did not come in original box.,Flavor Name: UnflavoredSize: 1.7 Ounce (Pack of 1)Verified Purchase,51 people found this helpful,51,1,Public,6677635
Cinamoon,amzn1.account.AF6ETLZDEGIJJT63JVMQ4FQHXQNA,"Reviewed in the United States on July 9, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,I had a very strong reaction after applying to my legs. My vision was so disturbed that I could not see or move around at all for at least 20 minutes. Afterward there is a strong chemical taste in my throat and mouth. I read  all instructions carefully before use and will never use this again!!!,Dangerous for  some people!,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,55 people found this helpful,83,36,Public,739194
deAnna,amzn1.account.AEG7GHMMTYMGKSBJBS33TLROTPFQ,"Reviewed in the United States on October 4, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I purchased this for my Dad who has a very bad knee. I had hoped this would help him out with the pain until he can have surgery. However upon receiving this product, we began to read all of the side effects and precautions and didn't feel safe using it.  While if may be safe for others, it wasn't for him.",Sorry but I can't recommend.,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,49 people found this helpful,81,59,Public,478822
Nancy B,amzn1.account.AGN2RGIKW7GO2LK2JGOLH2GWNPFQ,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,This does not come with dosing card or directions for use!!!!  Makes me wonder if product is genuine. Very disappointed with this lack of documentation and information.,Missing very important information,Flavor Name: UnflavoredSize: 1.7 Ounce (Pack of 1)Verified Purchase,43 people found this helpful,116,33,Public,984997
Deborah Talley,amzn1.account.AHEDBF6V2RVNMPPJ4P3ARBNCFHJQ,"Reviewed in the United States on November 6, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,Please review warnings. There are warnings about stroke and heart attacks.This product is banned in UK and Canada.,Warnings,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,43 people found this helpful,50,43,Public,677022
N. Miller,amzn1.account.AGI67NXYFMJXSSOTCMPXZ3ENHD2A,"Reviewed in the United States on August 2, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,Way over priced and non-refundable,Buy elsewhere,Flavor Name: UnflavoredSize: 1.7 Ounce (Pack of 1)Verified Purchase,38 people found this helpful,112,64,Public,1294479
Barry Harrell,amzn1.account.AGZNRH2IWC7H3I4GFML6BWWOL7HQ,"Reviewed in the United States on July 18, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"30 days ago when they cost 1/2 what they do now, they were OK for the money, but at this price, I will just get more Dr Wheatgrass Superbalm that they sell here on Amazon.  It works better, cost less because you get more, AND you are not limited to only using it on your hands OR your feet like with Voltaren.  You can only use Voltaren for 7 days at a time too whereas you can use Dr Wheatgrass Superbalm all you want and wherever you want.  It works better for most pain anyway.  One more thing, Dr Wheatgrass Superbalm is not thick and sticky like Voltaren.  It rubs in quickly and is not greasy either.  Hands, feet, legs, arms, body - doesn't matter with Dr Wheatgrass Superbalm and when you consider that, it is a much better value.","30 days ago when they cost 1/2 what they do now, they were OK for the money",Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,33 people found this helpful,628,185,Public,40853
darryl g. burkman,amzn1.account.AEXYKDWCU4TSXF3GWOE6I6JWGYAQ,"Reviewed in the United States on June 25, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,READ THE INSTRUCTIONS ON THE TUBE AND BOX. This works really great with very little product. DO NOT OVERUSE. A pea sized(give or take) piece worked well on my lower back arthritis. Give it a try and be amazed.,Best for arthritis,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,31 people found this helpful,101,142,Public,236726
Terri Britt,amzn1.account.AF5HOUJ7PZIP7MNZDX4YXJ2NIYZQ,"Reviewed in the United States on August 17, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I bought this product for my sister-in-law. We have used this product (diclofenac sodium tropical gel 1%- generic is Voltaren)for a long time and love it. When it arrived at her house it was not in the original box and there were no directions for dosing. The tube was punctured and had leaked all over the bubble wrap and envelope  in which it was sent. On top of this, it did not smell like the product we get from iur doctor. Our Voltaren strongly smells of rubbing alcohol , this product did not smell like rubbing alcohol. I question if this is even  Voltaren.",Not in original packaging,Flavor Name: UnflavoredSize: 1.7 Ounce (Pack of 1)Verified Purchase,27 people found this helpful,30,6,Public,2913539
Kindle Customer,amzn1.account.AFCVWRAPQCTQQNPT6MM53PLVYR3Q,"Reviewed in the United States on October 21, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"No mention of the serious side effects or warnings on the page where we ordered this!  We never would have ordered it if that was published in the description.  It is a lot of money for something we may not be using!On a product like this, that information should be presented before the product was ordered!",No mention of side effects or warnings on the page where we ordered this!,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,29 people found this helpful,144,38,Public,1591320
J. SIMMONS,amzn1.account.AFRX6HQQFNFVPZRCK3V7STUZYECQ,"Reviewed in the United States on June 4, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Please be advised that you should always follow the directions, or use as your doctor instructs you.  But, I'm one of those people who never follows a recipe so I have been using this stuff in ways and places not indicated in the directions.  First,I use it on my hands, lower back, hips, knees, ankles and the bottoms of my feet, usually at night because those are all the places that keep me awake and miserable.  I don't use it much during the day because ice and distraction helps during waking hours. Secondly, I often add a dab of the Aspercreme Lidocaine lotion to the Voltaren, despite instructions that do not recommend mixing it with others meds. Works better, and lasts longer that way.  Those of you who have paid full price or use it several times a day can appreciate the fact that a tube doesn't last very long.  I've not had any reactions and sleep better and longer when I use it. My ""insurance"" is through the VA and the co-pay is good, but they usually send generics, and the refill process takes awhile. So, I'm glad I can get this now from Amazon to tide me over between refills.",Best I've tried,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,26 people found this helpful,513,67,Public,737844
Lonnie,amzn1.account.AG3IGOLWV4SWODR3RL6OVGSM2SQA,"Reviewed in the United States on July 3, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"As usual, when I find something I can count on, it goes over-the-counter and, as usual, it is ruined. The prescription Voltaren ointment lasted all night and all day with one or two applications in the 12 hours. This one had no effect on my pain.I can't get the prescription one anymore. The insurance only covers the generic and unlike some generics, this one isn't as good as the ""original"".*sigh*",Not like the prescription,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,27 people found this helpful,320,289,Public,35697
C Gardner,amzn1.account.AFKX4DKNQIEX2JLYSMPM5MF6M63Q,"Reviewed in the United States on July 26, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,This is a let down just like lidocaine. It works great for tissue inflammation of muscles and surrounding skin.. but nothing I mean nothing stops bone on bone pain! It’s false advertising to insinuate that this relieves serious arthritis pain as nothing topical can reach your bones. It might help with some inflammation but not arthritis inflammation. It’s not worth the money at all!,Don’t waste your money! It’s a let down like lidocaine an way more expensive!,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,27 people found this helpful,39,33,Public,955046
JaytheGeek,amzn1.account.AEEFZRYXHBRH6BVKQSS4F4S7BXAA,"Reviewed in the United States on September 5, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Oral anti-inflammatories disturb my stomach.  Voltaren is topical, it soaks in through the skin and muscles, and the effect goes directly to the inflammation, not through the cardio-vascular system, and there are no side effects.",Topical anti-imflammatory,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,26 people found this helpful,216,149,Public,199449
JOE & DIANE FITCH,amzn1.account.AHDA6DGBDR3QSXH4KKJW2M2Q35YA,"Reviewed in the United States on October 26, 2020",1,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,I bought this product without knowing of the warring on the cancer causing dicloflenac.  The product works but beware of the warring on the cancer causing dicloflenac. Will not buy this product again.,The product has a warring that it can cause liver cancer should be on the page description.,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,26 people found this helpful,33,17,Public,1985532
Roseanne M. Pickering,amzn1.account.AHJOD3KSO3QO4ROADJTIUY2V2FVQ,"Reviewed in the United States on June 15, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,I don't often find pain creams that actually do what they so they'll do and the few that I have found that work have such a strong menthol odor! This cream actually works on my arthritis pain with no smell!,In a word: AMAZING,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,27 people found this helpful,"1,414",452,Public,3988
Lisa Swiger,amzn1.account.AE4OZ32N7EWDLYR7KYX6VEYQ6XYQ,"Reviewed in the United States on August 2, 2020",0,,https://www.amazon.com/Voltaren-Topical-Arthritis-Relief-Ounce/product-reviews/B084ZMMVQS/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,This product was recommended to me by several friends who are nurses are otherwise in the medical field and I am happy to report it works amazingly well. Very pleased to find it on Amazon with faster than expected delivery and excellent results on the product. I used sparingly on my lower back and knees after a fall where I was unable to take PO pain relief or muscle relaxers due to interactions with my other meds. This topical did the trick for relieving the ache. Would recommend!,Great pain relief,Flavor Name: UnflavouredSize: 3.5 Ounce (Pack of 2)Verified Purchase,25 people found this helpful,551,202,Public,13941
