author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
BimmerBE,amzn1.account.AHIQYDR42GTEOXAOKBWGF3TTFZ5A,"Reviewed in the United States on May 21, 2020",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"First, this is a great heating pad. It is very large - covers the length of my back. The covering material is very soft, and the temperature control is great. I also like the 2hr auto shut-off which makes it worry free. I bought this to replace a very old, plastic pad and this one is a vast improvement. In fact, I liked the first one so much that I bought a second!Now here’s the icing on the cake:  I had a little issue with the second unit, and called customer service. To my amazement, I was off the phone in 5 minutes, having the issue completely resolved to my total satisfaction.There are companies that have good products, and there are companies that have good customer service but rarely do you find a company that has both. This is one.What can I say - if you want a great heating pad from a great company, look no further. Just buy it.",Great product AND customer service - the winning combination!,Color: GrayVerified Purchase,,40,33.0,Public,2601801.0
John,amzn1.account.AHPM2GYSINUP7J2FFQTFSV4QE43A,"Reviewed in the United States on January 31, 2020",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"This was a Great Heating Pad. My Wife, Who has (End Stage Renal Failure ) Used This Device Daily for Relief from the Discomfort of Dialysis. She was Sure that this Device was not very Old and was very Disappointed when it Failed to Heat Up any Longer Yesterday.(1/30/2020). In My Search to Locate another Heating Pad, Sure Enough Amazon Informed Me that I has Purchased the same Item Almost Exactly one year ago. Even though She Feels it should Last Longer than one year, I'm going to replace the Broken one with the Same Product.( Pure Enrichment read the review ,wrote Me a Letter and Offered to Replace the Pad at no Cost or Refund Me the Cost of the Pad. This Made a Great Heating Pad Even Better. Thank You Pure Enrichment!!",Should I Purchase Again?,Color: GrayVerified Purchase,One person found this helpful,3,23.0,Public,7508947.0
mike,amzn1.account.AEBUBYZ3Q3XAUWYSZ2YGPNBEWAMA,"Reviewed in the United States on February 18, 2021",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"I purchased this heating pad on December 11, 2020 but within 2 months the controller stopped working.  The heating pad has a good sized pad, nice color and a remote that features a 2-hour off and Stay-on functions. It is a very nice heating pad.  Once it stopped working I reached out to the compay and told them of the situation and without hesitation they said they would make it right.  Within 2 days of contacting them I received a new heating pad with controller via UPS.  Remarkable customer service and very pleasant young men I talked to that handled the replacement.  I'm impressed with the service they provided.  Thank you very much.",Nice heating pad coming from a company with great customer service,Color: GrayVerified Purchase,,164,104.0,Public,1033050.0
Jordan Stewart,amzn1.account.AHP5PRNE7V7IUGL3ZCREPINKZCRQ,"Reviewed in the United States on March 21, 2021",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,3.0 out of 5 stars,"I bought this for my boyfriend bc he has arthritis in his back and heat helps him relieve pain and relax some.This would be used every day, sometimes multiple times for short periods of time. Gets unplugged almost after every use.He loved this thing and says it worked perfectly, but it shorted out only after a few months of use.Unfortunately, I’ve come to the conclusion this product’s life is just short because I’ve purchase 3 of these and each of them stopped working after 2-4months. :(",Amazing but short life span,Color: GrayVerified Purchase,One person found this helpful,21,24.0,Public,1110980.0
Shannon,amzn1.account.AFFIQGA4RQTXCOSX5MHTW6DBGC2A,"Reviewed in the United States on December 18, 2020",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,1.0 out of 5 stars,"I searched for “heating pad for Europe 220v” to send to my mom in Switzerland. This was the first one to pop up. I am LIVID. It’s a regular prong and it’s not what o searched for. In the photo the prong looks European but it’s not. Don’t advertise or allow KEY WORDS to misrepresent and then the customer is screwed. I have to return it, I won’t get my money back until it’s received for a certain amount of time and now my mom’s Christmas and birthday gifts aren’t going to be sent out and to her ON TIME because of this crap. If I could give no stars or go back to a physical location, I would. Thank you greatly for ruining my setup, plans and timeline. Insert middle finger here.",NOT AS ADVERTISED,Color: GrayVerified Purchase,,24,47.0,Public,1264863.0
Chuck the mailman,amzn1.account.AHB7ZGKDRLZAAYFEFR67DCRZJQZA,"Reviewed in the United States on December 6, 2019",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,This is the best heating pad we have ever bought. Others we had were a plastic bag inside a slip cover and the plastic bag would get crumpled up and you would have to strain to get it flat so you could use it. And the cover was some generic material that was flimsy at best. This pad heats up quick and on high puts out a good amount of heat. It’s very soft to the touch and won’t get bunched up like the plastic ones. It has a timer which is wonderful that shuts off after 2 hours so you won’t wake up sweating from it being on to long. Or if you plan on  watching tv or reading a good book just switch the timer off for uninterrupted heat for longer time. Thanks again for an awesome product!,Great product,Color: GrayVerified Purchase,One person found this helpful,113,64.0,Public,86396612.0
MissH,amzn1.account.AHWJHGT3LPIR4ULD6YKTHUWXSNVA,"Reviewed in the United States on June 15, 2020",1,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"If you are looking for a heating pad look no further! The best thing about the Pure Heating Pad besides it’s plush softness and quick heat, is that it is one piece. There is no hard plastic insert with a flimsy fabric slip cover. The heating element is inside this wonderful heating pad. I bought my mom 2 this year for her sciatica. One for home and one for her lake house. This resulted in her ordering one for my dad for his back! Truly the best heating pad I have ever owned. If anything goes wrong with it, contact them! They are friendly and helpful! ❤️❤️❤️❤️ This  is the best heating pad I have ever owned.I have bought them as gifts for other people because they are that great. I own four of them. Their customer service is also amazing. Trust me you will not be disappointed.",You should just buy this heating pad!,Color: BlueVerified Purchase,,3,38.0,Public,7120279.0
DG,amzn1.account.AFRVDGRMHEWBANEJEWZSNZMBHYWA,"Reviewed in the United States on February 27, 2021",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,4.0 out of 5 stars,great size.  easy to use.  love the controller.  but I feel it's hard to keep consistent heat.  sometimes it's either too hot or not hot enough.  it's pretty stiff....so don't expect it to wrap easily around an arm or leg.  most useful for back.  doesn't go over shoulder easy.  a great way to use it:  during winter when my kids get cold.  put it over their lap.  while I'm there to supervise just in case.,7 out of 10,Color: BlueVerified Purchase,One person found this helpful,138,408.0,Public,173184.0
E.E.,amzn1.account.AEVE55W76NHJ4LFCGWXY2VHZPL6Q,"Reviewed in the United States on December 11, 2020",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"I purchased this heating pad in June. I liked how wasm it got and the temp control which when set to,, will turn off in 2 hours should the heat lull you to sleep. Well it quit working in just a few weeks. I let it lay, disgusted at the fact that now I have no heating pad. But then I got on the ball and contacted the seller and a day ago, I received a replacement. I really appreciate the fact that they replaced the defective one and they told me...""no need to return the other one"".  Thank you again. If you need a good heating pad ..buy this one the price is right and their service is great!!",Great heating pad and wonderful customer service...,Color: BlueVerified Purchase,One person found this helpful,11,18.0,Public,2647575.0
Shauna Barnum,amzn1.account.AEGCT5272ESHMUXWFHQP6H7FNMJQ,"Reviewed in the United States on December 5, 2018",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,1.0 out of 5 stars,Great size and material/cover. Good heat and settings. But it gets one star with me because it stopped working after less than a year. The other day i was using it and noticed it went cold. I looked at the little screen and it had a flashing F and would not come back on. Tried unplugging and plugging it back in. Tried a different outlet. Still nothing. I am very disappointed in this heating pad as i have arthritis in my lower back and have days where i depend on it for relief. Feels like they are designed to stop working after a short time to get you to buy a new one. I have another heating pad i bought at Walmart five years ago and it is still going strong. Not sure if there is a warranty as i threw away the packaging months ago. I would advise going elsewhere for a heating pad.,Stops working after less than a year!,Color: GrayVerified Purchase,5 people found this helpful,5,1.0,Public,53090601.0
Bailey Boo,amzn1.account.AHNB35I6ZACJC57WWKRXKA43VMYA,"Reviewed in the United States on October 4, 2019",1,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"After only using store bought heating pads I was getting tired of them breaking so quickly. My husband found this heating pad from PureEnrichment and it had changed the heating pad game for me! Not only is it soft and durable, but it is nice and hot! With Sunbeams I normally needed to have them set at their max temperature to get the heat I needed, but with this heating pad a level 2 or 3 is more than sufficient. It is also machine washable and does wash up very nicely. If you are in the market for a new heating pad definitely try this one you will not regret it! There is also a 5 year warranty and if you need to use it they have FANTASTIC customer support!",Most Definitely the Best Heating Pad!,Color: GrayVerified Purchase,One person found this helpful,419,91.0,Public,69025.0
Darren K,amzn1.account.AELDFOUCGFMDBQ2TAQAUPFGO2KLQ,"Reviewed in the United States on December 6, 2019",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"I received the PureRelief XL Kingsize Heating Pad today and have very impressed.  The control pad has 6 digital adjustment levels that are on a small display that is backlit and easy to see as well as a two hour shutoff that I appreciate for safety.  There are just enough functions and not too many as to make the control hard to use in low light.The material on the pad itself is very soft and it’s nice to know that it’s washable if the time comes where that is needed.  Also, the time to heat up is quite fast and high heat is a comfortable temperature, not too hot or too cold.The cord is quite long which is good as my bed and/or couch where I would be using it is a fair distance from the nearest outlet.  When I store it, it’s nice that they have included a bag as heating pads with cords can be quite an eyesore, just one more nice to have detail that they have thought of!Overall, the product is well thought out, effective, and high quality.  I would definitely recommend this product and would not hesitate to order additional products from Pure Enrichment.","Great, well designed heating pad for a great price!",Color: GrayVerified Purchase,One person found this helpful,3,10.0,Public,18054917.0
Read2Relax,amzn1.account.AGOQZ5RDDVUL4B6J4UW3TYFCVJZQ,"Reviewed in the United States on March 1, 2018",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,1.0 out of 5 stars,"I was concerned when I read the reviews about the pad catching fire, but so many other reviews were glowing I decided to try it.Had it for months now and used it daily in my recliner for my lower back and worked great.  Liked the heat setting that allows for 6 distinct different levels.  Love that I have a choice between having it on for 2 hours (then it automatically shuts off) or ""stay on"".11Apr2018 UPDATE:  Got a burn blister about the size of a quarter.  OUCH!  Fell asleep in a recliner using the ""stay on"" mode.No longer recommend.  Disappointing and dangerous.",Using it Daily,Color: GrayVerified Purchase,4 people found this helpful,103,50.0,Public,3171045.0
J. Phifer,amzn1.account.AEQFUD5BSPIP6ZGBL6RODMMOULEQ,"Reviewed in the United States on June 12, 2020",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"I purchased this as an upgrade from my previous heating pad that only has three temperature settings.  It’s definitely been much nicer.  I like the fact that it has the option to  automatically turns off after 2 hours.  I am also enjoying the additional temperature settings.I would also like to take a moment to brag on Pure Enrichment’s customer service. Unfortunately, after only two months, something happened with my heating pad and it is no longer working.  I hopped on Amazon to look at some suggestions on how to fix the issue. I was not able to fix it, but I did find the contact information for Pure Enrichment.  Within less than 20 minutes they had called me back and are sending a new heating pad.  Seriously stellar customer service.",Love this heating pad & Great Customer Service,Color: GrayVerified Purchase,,233,105.0,Public,360606.0
Memento Mori,amzn1.account.AFH5WXSBKB5HSK6L23PHPUIDDNXQ,"Reviewed in the United States on November 3, 2019",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,3.0 out of 5 stars,"Absolute trash. It lasted less than 9 months. I'm about to see if they honor their warranty but I suspect there will be shipping involved I will have to pay for. Will update with results. Do not buy this. I have degenerative disc disease and have been through quite a few heating pads. I have never had one last less than a year.UPDATE: The replacement process was smooth and didn't cost anything. Was thrilled they stand behind their warranty. Received a new pad in about 10 days after my initial filing, so I am very happy with customer service. Fingers crossed this one lasts a little longer.Always register your products, people.",Trash. Do not buy. Updated with return results.,Color: GrayVerified Purchase,One person found this helpful,205,45.0,Public,893772.0
Gazing Guy,amzn1.account.AHQTJR7J3732GKBRGDJPYE6BPS5A,"Reviewed in the United States on April 1, 2019",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"I have lots of problems with arthritis and muscle cramps. I have used a heating pad in bed and my recliner for many years and always have problems with them crinkling up as well as having various connection spots in them that get very very hot. I have been looking for a new heating pad for quite a while, but all seem of them now seem to be advertised as having automatic shutoff. I have been looking for ones that don’t have auto shutoff. The description of this pad only says it has a 2 hour shutoff, but when I read the reviews, it was given high praise because it has the ability to disable that feature when you turn it on. A while back I decided to get one to try and fell in love with it. I have not found anything unfavorable about this pad. It is large, well made, versatile and has 6 heat settings. I used it almost 16 hours a day, counting while I’m in bed, and then decided to order a few more so I don’t have to move the one every time I move to a place where I use it!  So now I have 3 and feel like I am in heaven!  I have several children and grandchildren that want me to get more for them to use. It also can be used for moist heat, but that isn’t something I don’t like to do, so I can’t rate that feature.  I highly recommend this heating pad.",Best Heating Pad I have ever had,Color: GrayVerified Purchase,,25,40.0,Public,5381720.0
Archidude,amzn1.account.AH4N2OUCQ4LTT7SEPN4WPKRNIXPA,"Reviewed in the United States on August 27, 2020",0,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"The PureRelief XL Heating Pad was delivered on Sunday morning, August 23. I assumed that it might be years before my wife or I would use this heating pad. Yet, it is important to have a heating pad on hand. Coincidental with the Sunday delivery of the PureRelief XL Heating Pad after a brisk walk of 4 1/2 miles, my lower back began aching and shooting pain into my upper legs. I had not experience back pain for many years.  During a sporting event on Sunday afternoon which aired on TV, I kept this new heating pad on my lower back for about 3 hours. The PureRelief XL Heating Pad is a perfect size, nice material, and is not “crinkly” as some heating pads are. The PureRelief XL Heating Pad conforms well to the body. I like that it has an on/off button and the 2 hour automatic off feature which can be turned off. After 3 hours of using the PureRelief XL Heating Pad my back discomfort was markedly diminished.",Great in many ways,Color: GrayVerified Purchase,,87,19.0,Public,14809917.0
SunBlue,amzn1.account.AGIUCYQ2GGPCWYEZYIGFCWM4I5SQ,"Reviewed in the United States on August 7, 2019",1,,https://www.amazon.com/Pure-Enrichment-PureRelief-Heating-Turquoise/product-reviews/B01KVYTV7M/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"The best part of this heating pad is the heat regulation. Previous ones I've had, I would put it on a high heat and the heat would start to dwindle to low/nothing after a few minutes. This pad stays HOT until you turn it off! It has an auto-shut off which is perfect for falling asleep (although not recommended, but I'm guilty). I have serious cramps and I wouldn't survive without it, it relieves the pain so I can fall asleep. It's a cute shade of teal/grey, I love how soft it is and its big enough to cover my entire midsection. It comes with a little bag for storage too.I had an issue with my pad suddenly shutting off so I called customer service and explained the issue, and they are sending me a new one. I got helpful tips to elongate the life of my heating pad too! The customer service alone is worth the price, I wouldn't hesitate buying this product for a friend. I've wasted a lot of money on different heating pads and I'm here to tell you, this is it, buy this one.",Best Heating Pad Ever! Superb Customer Service <3,Color: BlueVerified Purchase,,305,56.0,Public,740313.0
