author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Amazon Customer,amzn1.account.AG7AHVJGYEPUQLP4WAMWDIXB5ERQ,"Reviewed in the United States on January 4, 2019",4,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"I’ve been searching for women’s socks like these forever! These socks are what they say they are. Their perfectly cushioned, great thickness,soft, heel tab, right amount of stretch, hug your foot but don’t squeeze the foot, super comfortable! Most important they fit! Their sizes are like no other. I ordered the large which says fits women’s 11-13. Thought they might even be big but their perfect! Even if they were to shrink a bit after washing they would still fit. Did I mention their super comfortable! I’m on my feet 10-11hrs at work and am hoping these socks along with my good sneakers will  cushion the hard floor. You also get 6 pairs of socks for an excellent price! The ONLY reason I didn’t give 5 stars and I am very saddened 😔by it, is 1 sock came damaged. I’m going to try and sew it as best I can and hopefully will get use out of it. I have included pics.",Finally a sock that actually fits a women’s size 10!,Color: BlackSize: LargeVerified Purchase,29 people found this helpful,106,76,Public,448711.0
Richard R. Muller Jr.,amzn1.account.AE7UG2GT4XRV5TUUQV4E6G4426IQ,"Reviewed in the United States on March 18, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"These socks are not cotton, they are hot and after a single washing, small beads and pills form.",Not cotton as advertised,Color: WhiteSize: X-LargeVerified Purchase,38 people found this helpful,47,7,Public,4106410.0
CMose,amzn1.account.AEZVFFNX2JSTTJ5QK34GRI7EZINA,"Reviewed in the United States on December 28, 2018",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I’ve never seen socks quite like these. The material is soft, comfortable, and excellent quality. I imagine they will last a long time. They are very comfortable and fit perfectly. Bought a set for the whole family!",Best Socks Ever!,Color: WhiteSize: SmallVerified Purchase,29 people found this helpful,89,59,Public,2005680.0
J Diehl,amzn1.account.AHL523CRO6OZUTB66EH45YLPVBEQ,"Reviewed in the United States on January 2, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"For me, this was a terrible choice.  After years of simple good socks that work as expected, to now all of a sudden find myself fighting socks that don't stay on your foot was a bit of a shock.  Could be they are just sized small.  I'm going to return them.",Do you like socks that crawl down the bottom of your foot?,Color: WhiteSize: LargeVerified Purchase,30 people found this helpful,37,66,Public,1580222.0
Sara Shehi,amzn1.account.AF7MLW3IJHVYC74ML2U3O4QJZ7ZA,"Reviewed in the United States on December 7, 2019",2,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"The sock is nicely made and has a lot of cushion on the bottom but it is way too big.  I wear a women's size 11 shoe and I bought the medium and there is way too much room.  When I tried it on with a shoe it bunched up in the back by my ankle.  The pictures are after washing 2 times.  Not very comfortable in the shoe.Update:  I did contact the seller and they told me to wash them a couple times because they will shrink, and that I did buy the right size.  The smalls wouldn't fit.  So if I understand correctly, if the socks you buy fit, they won't after you wash them because they will keep shrinking?  Not very happyUpdate:  The manager of the company contacted me about the prior service and has refunded my money.  Since I received good service I have updated the stars.",Nice sock but too big,Color: Black&greySize: MediumVerified Purchase,13 people found this helpful,14,15,Public,5396539.0
Dingo 883,amzn1.account.AGVWNB4VIBAHGKDMU6SRNFHWEGLQ,"Reviewed in the United States on August 12, 2019",1,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I wear a men's shoe sized 10 and the large barely fit. After washing, they are about as long as my hand. I have somewhat small hands for a man.  They are also low-fitting, coming just to the ankle but not over. Not suitable for a high top shoe. Quality seems quite high. Good, thick material with good elastic.UPDATE 9/26/19 (Sock is on my hand and turned inside out to display the seams in the attached picture)The company was kind enough to send me an extra large pair, so I feel obligated to revise and give them a more thorough review. I took the new pair out for a test hike today, and this is my take. As I stated previously, the material on the bottom is quite thick and offers a good deal of cushion. Something I hadn't noticed the first time is that the top of the sock is a bit thinner and employs a mesh-type weave that allows heat and moisture to pas through for a cooler, more comfortable feeling than if the entire sock were as thick as the bottom and sides. Quite clever I think. The extra-large should fit perfectly once washed as they do shrink. I would not recommend them for anyone over a men's size 10 or 11. Another nice design is there is no heavy seam at the toe like many socks have, so nothing rubbing against the toe tips. I've gone through many low-top socks over the years, and these are probably the best designed/manufactured I've owned. I'll have to look and see if the same company makes a higher top sock as well, because I like how they make their product. Highly recommended, but men should order 2 sizes bigger than they think they need.","Really nice sock but runs small, especially after washing",Color: White&greySize: LargeVerified Purchase,20 people found this helpful,"1,132",543,Public,9222.0
nmzkaufman,amzn1.account.AHBBLBLDO5NIYTUAHGOVJKMCJRAA,"Reviewed in the United States on October 7, 2020",1,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"UPDATE: Seller wrote me and said that the holes I talked about were basically for breathability. They sent me another pair and asked for a better review before we could even test them out. Yeah, they’re still doing the same thing. After a month they will fall apart. Save your money and go elsewhere!These were so great in the beginning. Big and comfortable for my husbands size 13 feet. But now when stretched you can see tons of micro holes like moths ate them. Just falling apart.",Falling apart!,Color: BlackSize: X-LargeVerified Purchase,11 people found this helpful,215,218,Public,78523.0
Yup its me again,amzn1.account.AGRZL4M4AOGOAZQFBMVPPUSG7YAQ,"Reviewed in the United States on February 24, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I am on my feet all day for work. I usually just buy the cheap colorful brand name sock packs at Ross or Marshalls but grew tired of always needing to find the matching pair and they never fit quite right. Too stretchy, thin, & tight. Not only are these socks nice quality but sooo soft! and padded feeling without being too thick. They fit perfectly in my shoes. I really like the extra flap at the back. It adds a bit of comfort and cushion to the back of my shoes.They do not shrink after being washed. I ordered 2 sets of solid black. No more time consuming searching for the matching set! So much easier to keep looking clean. I will order more!They are packaged in a nice thick frosted plastic zip closure type bag you can save, conveinent to keep items in when traveling.They arrived fast. I do recommend!",Most comfortable socks ever!,Color: BlackSize: SmallVerified Purchase,24 people found this helpful,508,97,Public,10016.0
Chinojos,amzn1.account.AFECCUK6A6NILW4PJA4LVSRTT7NQ,"Reviewed in the United States on February 14, 2021",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I tried ankle running socks by Feetures, Bombas, CelerSport and VWell.  The Feetures were my favorite: cushioned, supportive, no sliding down my foot into the shoe. But that comes at a cost: the Feetures are the most expensive of the bunch, costing $15/pair.  The Bombas running performance socks were nearly as good as the Feetures, about 90% as supportive and cushioned.  Bombas are also expensive, but you can get them with a coupon or on sale for about $12/pair.  The Celersport cost $15 for 6 pairs, or $2.50 a pair.  For that price, these Celersports are about 80% as good as the Feetures at a fraction of the price. Consequently, I have more pairs of CelerSports than Bombas or Feetures combined, my ""daily drivers"" for everyday casual use.  The VWell were OK but not as supportive or comfortable as any of the above mentioned socks.I use the Feetures or Bombas for long walks or runs, but the CelerSports for everything else.  True, the Feetures and Bombas are better products IMHO, but it is a case of diminishing returns.  One can spend a whole lot more money (6x more for Feetures than CelerSport per pair) for not that much better a sock.",Feetures > Bombas > CelerSport >VWell,Color: BlackSize: X-LargeVerified Purchase,14 people found this helpful,125,43,Public,598832.0
Sam O.,amzn1.account.AF5EMSXZZLDOU7YDXQTQQZ3IFCMA,"Reviewed in the United States on June 16, 2020",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"You get what you pay for. All of my socks have formed holes after 6-8 months. I don't wash in hot water, or use any weird cleaners. The company will send new socks if you leave a bad review, but it's not worth it anymore. I've gotten 2 new packs, and they all get holes quickly.",Not worth it.,Color: WhiteSize: LargeVerified Purchase,14 people found this helpful,23,20,Public,3021253.0
Blankenship Fam,amzn1.account.AE6MBPPQ4A4MV4B2HRE65J3FNIRQ,"Reviewed in the United States on September 6, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,It took me over three tries to buy socks ... both on Amazon and at the nearest Belk.  I finally found a sock that fit my size 12 foot. All of the others that stated from 10 to 12 size were always too small. The XL size fits a size 12 foot perfectly.  I don't know what the others giving mediocre reviews were meaning when they said they slide down on the heel or the sock is too thick or that they are too hot.  I never experienced any of those problems with these socks. Will buy again and again as I wear them out (I do an hour of cardio a day so I put a heavy load on them). So far ... GREAT PRODUCT and GREAT JOB!!!,Awesome socks ...,Color: Black&greySize: X-LargeVerified Purchase,19 people found this helpful,84,13,Public,6044923.0
Adam Dewing,amzn1.account.AGEP7KG7AOT6JI4V4VCHHC2SYO4Q,"Reviewed in the United States on June 18, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"So I've been trying to find a good white sock replacement for the ugly haines crew socks that I used to buy (per my female friends) at Target.  I have tried several different types including some expensive under armour ones.  Of all of them, these are by far the best white socks I have ever owned.First they fit nice and low and look nice.They are the softest, most comfortable socks I have worn, with extra padding on the bottom half.The top half are thinner and way more breathable, making my feet less sweaty.They have an extra thick layer on the top of the back part of the sock, which prevents the socks from sliding back down into your shoe.Seriously, did I mention how comfortable they are?  I didn't realize socks could be this comfortable.  I actually bought a second pack and threw away all the rest of my other white socks!",Best White Socks Ever!,Color: WhiteSize: MediumVerified Purchase,16 people found this helpful,127,88,Public,352950.0
otravez,amzn1.account.AHRJP2IR3MIIC533SZOZH7GNQ5NQ,"Reviewed in the United States on February 1, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I first complained that there was no information about the materials in the socks.  That problem has been addressed and solved by CelerSport.  From now on that information will be included in all of their shipments.  Now that I know the material used in the socks I'm extremely happy to report that it has the cotton content I was hoping for.  Thank you, CelerSport!",Improvements made,Color: WhiteSize: X-LargeVerified Purchase,16 people found this helpful,37,28,Public,2153121.0
Skip lowe,amzn1.account.AEWLPS2ABERKQH4DZ6G7YQJRAQ6Q,"Reviewed in the United States on March 12, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,The socks did not appear to be as described by the ad. The sole part of the socks were not any more cushioned than the normal socks purchased anyplace else.  Not please at all,NOT AS ADVERTISED!!!,Color: White&greySize: LargeVerified Purchase,24 people found this helpful,24,1,Public,20937536.0
Smart Consumer,amzn1.account.AGZFP3LBFTCS4SR6ND3U6R5UJXQA,"Reviewed in the United States on June 2, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"First, I want to thank so many of you who took the time to answer my question. Your input was invaluable.It shouldn't be so difficult to find ankle socks, but I wasted a lot of time and energy a few years back ordering and sending back packages of socks.  They all either slipped down the back of the heel or they had thick, uncomfortable seams at the toe or across the toes. What are manufacturers thinking? I resorted to buying crew socks, which isn't what I wanted, but at least they didn't have these issues.These socks are a dream! They're very comfortable and there's no slippage at all. You can't at all feel the seam that goes across the top of the toes.I'm happy. I'm very, very happy.",LOVE These Socks,Color: WhiteSize: MediumVerified Purchase,17 people found this helpful,"1,142",133,Public,37285.0
SunLover,amzn1.account.AECEZYB3IV45U3WVTTTKWC2LLSUQ,"Reviewed in the United States on December 26, 2018",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"These are terrific socks for golf or running. Cut just right and seemingly well made. I’ll buy more. So much better than Nike, Adidas, etc.",Buy these socks,Color: Black&greySize: X-LargeVerified Purchase,19 people found this helpful,84,84,Public,535354.0
MCS Shopper,amzn1.account.AHZ7PFMVNLXPB2Z7XNJIEUW6UEFQ,"Reviewed in the United States on June 29, 2021",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"The socks I received were very elasticized--much more than 1% spandex-- and they did not feel at all like 88.3% cotton. The size Large were short and tight on my feet. (I wear size 8 women's shoes.) Also, to me the socks had a sharp chemical-like smell. I returned them for refund, disappointed because they seem very well made, and I like the cushioned soles, the tab at the ankle, and the mesh on top.",More spandex and less cotton than advertised,Color: WhiteSize: LargeVerified Purchase,5 people found this helpful,306,76,Public,511762.0
JB,amzn1.account.AEUMI6M7DSUIPENNAJNCZP4NVUNA,"Reviewed in the United States on September 25, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"I'm rather disappointed with these after all the positive reviews here.First, if you're counting on any semblance of actual cushioning for your heel or the ball of your foot, keep looking. The supposedly ""cushioned"" areas are simply the thickness of normal socks, where the rest is quite thin.Similarly, these are advertised as having arch support. They do not. And a simple change in the fabric pattern doesn't mean they provide actual support. Again, this seems to be an issue due to how thin the socks are in general.I'm disappointed because the old cushioned running socks with decent arch support I've always liked were discontinued, and these - on the surface at least - sounded like a good replacement. Sadly, they're not. If you like a very thin sock, these might be great for you. But if you plan to put them through even moderate use athletically or you rely on real arch support and targeted cushioning, pass on these.","Too thin (not ""cushioned"") and no actual arch support",Color: Black&greySize: LargeVerified Purchase,7 people found this helpful,901,131,Public,5336.0
Nugget,amzn1.account.AE354GLV6HVMRXPUOGP5XGOFZUPA,"Reviewed in the United States on May 8, 2021",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"The socks are soft, they don't cut into my ankle like other socks sometimes do, however I do not believe that they are 88 % cotton, as advertised.  I only wear cotton socks, and my feet immediately felt hot and sweaty when I put these socks on.  So if it does not matter to you that those socks are not cotton, they are otherwise comfortable, but if it is as important to you as it is to me for the socks to be actually cotton, you will not like them.  I will unfortunately not be able to wear them, but since I washed them already I cannot send them back.  I will donate them.",Not cotton,Color: White&greySize: SmallVerified Purchase,4 people found this helpful,66,74,Public,86764269.0
daisy lani,amzn1.account.AH3WIKRQ2YYBG6MCNE3THLINLOHA,"Reviewed in the United States on October 3, 2019",0,,https://www.amazon.com/CelerSport-Ankle-Athletic-Running-Sports/product-reviews/B07G98R2NT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"I wear a mens size 7 and got the medium socks.  Finally a sock that fits me.  These are perfect sized.  All socks should come in sizes, one size does not fit all.  They fit very well and do not bunch up in the toes or side down the heel.  I would consider these medium as far a cushioning goes, there's a little bit of cushion on the heels and toes but I prefer more.  Since these are not thick socks they will not crowd your feet if your shoe is snug.  They seem comfortable enough, but I did notice that the bottom does not seem to have much grip and my toes seems to slide  around in the shoe.  Good for walking and casual use but not for running as your feet can move more then usual.",perfect fit,Color: White&greySize: MediumVerified Purchase,5 people found this helpful,600,"1,159",Public,5582.0
