author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
V,amzn1.account.AEF2TXGFK4BICUV2KUCSLAXZ62TQ,"Reviewed in the United States on April 9, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Like another recent reviewer, the socks I received (sold and shipped by Amazon.com) say Made in Turkey on the package, which presented a red flag. This labeling is puzzling, because anyone who bothers to look into Balega can easily find out that the genuine socks are only made in either Hickory, North Carolina, or Cape Town, South Africa. Whoever is producing this counterfeit even went through the trouble of making that ""hand inspected"" sticker, even convincingly using the name and likeness of an apparently Turkish sock inspector. As expected, this individual does not appear on the Balega site's page for sock inspectors.I'd suggest buying these socks on sale at a running store or direct from Balega rather than taking a chance with Amazon.",Beware: Counterfeit Made in Turkey,Size: LargeColor: Mid Grey / CarbonVerified Purchase,9 people found this helpful,12,12,Public,5976927
Kanstey,amzn1.account.AEXRRGJTHBQLQ3TFW6JLZNMSTXHQ,"Reviewed in the United States on November 13, 2018",1,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,In this attachment 3 pairs of socks are shown. 2 small ones are previous Mediums I've ordered. Larger one? That's the Medium most recently received. I've ordered several pairs of these aka my favorite socks. This pair was marked medium but no way in the world were these correct. Proof? I gave them to my big foot husband and they fit him perfectly. Now I still need new socks though. Feel like I can't trust getting correct size sight unseen so it's off to big box retail.,Huge! Mismarked Size,Size: MediumColor: Mid Grey / CarbonVerified Purchase,14 people found this helpful,206,205,Public,369078
Robert Frost,amzn1.account.AFF4FP3BCVWV3AZY7UARDPFQYRZQ,"Reviewed in the United States on February 28, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"As for the socks, they deserve 5 stars. They are comfortable, durable (as far as a running sock can be), and fit as expected (Large for my size 11.5 feet). I use the Hidden Comfort socks for shorter distances, in cooler weather, and for work, where I am on my feet 6+ hours a day. I really have no complaints re the socks.That being said, my last order of two were counterfeit (Sold by: Amazon.com Services LLC). The packages stated MADE IN TURKEY (both on the box and the UPC label). Both Balega's website: ""We proudly produce Balega running socks using American yarns in Hickory, North Carolina and Cape Town, South Africa. Both our Ultralight and Hidden Contour socks are made in Hickory,"" and their CSR at (800) 446-7587 confirmed Balega socks are NOT made in Turkey. These Hidden Comfort socks should be labelled, as all my others have been, made in South Africa.",BEWARE OF FAKES,Size: LargeColor: BlackVerified Purchase,7 people found this helpful,69,7,Public,12857978
T & T Foley,amzn1.account.AFO53NPUTLHRCBA5AZ24VPU5QXQA,"Reviewed in the United States on November 2, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,3.0 out of 5 stars,"I was looking for a cushioned sock when I found the Balega brand. I originally ordered Balega Blister Resist No Show Socks For Men and Women (1 Pair), Legion Blue/Grey, X-Large. I tried them for a few days and really was impressed with the cushioning they provide and their fit, they don't bunch up or slip down over the heel. I wore them with my Hoka shoes.I then ordered Balega Hidden Comfort No Show Socks for Men and Women, Legion Blue/Teal, Extra Large and Balega Silver Antimicrobial No-Show Compression-Fit Running Socks for Men and Women, Midgrey/Neon Lime, X-Large. They are both 'no show'. Both pair kept slipping down over my heel and bunching up, so I returned them. I don't know why they slip down; I would think that all of the 'no show' socks would be made the same  (I wear XL men’s). My advice is that these two socks both run a small.I then ordered Balega Blister Resist Crew, Orange, X-Large Unisex-adult. I absolutely love them. The fit is perfect and the cushioning is superb! I ordered 3 more pair.",Nice cushioned socks but they run small,Size: X-LargeColor: Legion Blue/TealVerified Purchase,2 people found this helpful,308,108,Public,469680
Jessie M. Williams,amzn1.account.AG3TX2ARPMX7MYWMGJONIV6AHRZQ,"Reviewed in the United States on July 29, 2019",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I've been wearing the same Balegas for years - same cut, same size, same color.  YEARS.  Never an issue - until this order.  The ""mediums"" I received are massive!  They are labeled that size on the package and the sock, so not a case of mistakenly sending the wrong size.  I tried putting the in the dryer on high heat, hoping they would shrink up and be the correct size, but sadly they are still WAY too big.  I tried wearing them with my cross trainers, and they slipped all over and bunched under my feet.  I've worn a medium in this same exact sock and never come across this problem.  Unfortunately, both pairs have already been washed and dried, so I am unable to return them - and have wasted my money on enormous socks that I can't wear.  Almost $25 out the window.  Not sure why these are different than all the others I've ordered through the years, but I won't be purchasing anything from this seller again.",NOT the same sock as the last few pairs I ordered?,Size: MediumColor: BlackVerified Purchase,7 people found this helpful,10,14,Public,14042766
Rice,amzn1.account.AFS6XFH6K4MCRUCCXS3MBUPYFFJA,"Reviewed in the United States on August 19, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,"Already have performance shoes, looking for socks that might reduce friction and feel good on my feet for long workouts and walks. I dropped $100usd on a few different brands on Amazon and these were the worst pair.Worked out with them 3 days and can't say I like them. They are super thick, and make my loose shoes tight, they fabric just feels like cotton (regardless of whatever it is), and in general has none of the properties of the other socks I bought (and love).However, I have started wearing them around the house, as they feel a bit like soft bunny slippers.If you're looking for some great socks for workouts, performance, comfort - look elsewhere, these are big wads of cotton with no discernible padding on bottom, they're just padded all over. More like a pair of winter socks.. A big meh.. from me.. If you're curious about my fave pair - https://www.amazon.com/gp/product/B07D41R39S/These have a nice compression feeling, my feet feel cool (temperature not hip) ;) - they're a little slick so they're no risk of blisters, my shoes fit properly, and any additional padding I need I can put in the shoe..And no, I'm not a shill for those socks. Just a fat dude trying to extend his workouts and walking in the most comfortable way possible.",A lot like house slippers... (sigh),Size: MediumColor: BlackVerified Purchase,One person found this helpful,514,304,Public,58429
Q,amzn1.account.AFNACJYPLAOUHTJJ4QWYXMJ57E5A,"Reviewed in the United States on January 27, 2021",2,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"Back in my college years I decided to purchase a quality pair of running shoes for all types of terrain. A friend recommended this local shoe store geared towards runners and I came in an got fitted.  I never thought I would buy a pair of socks with my purchase but the employee that helped me recommended these Balegas. Back then I could only save up so much and I knew shoes were going to be pricey but didn’t account for a pair of socks that cost equal to a pack of regular socks I could get at Target. (at the time it was $12/$13 but that seemed expensive just for one pair especially being a a poor college student!). She told me I wouldn’t regret it. And I’m so glad she sold it to me!!!These are the most comfortable, dry and downright durable socks I have used for all my fitness activities and for walking everywhere while on vacation or around the city or my neighborhood.I’ve tried other socks over the years but none have lasted as long as these babies! I’ve used them for mud runs too and (as shown in the picture of the pair on the left) they still kept their form and quality!! The grey color looks darker in the picture but it’s actually lighter than it looks. I hand washed these thoroughly after every mud run event I ran and although the whiteness didn’t stay, it was still comfortable and lasted a long time. Only recently it started to wear down in my heal area and now has a small hole on each sock, which is why I thought I should finally buy another pair.I probably could have bought other pairs in the past, but before Amazon and online shopping was big, I could not find these socks  because I thought the brand was called “Bak Ga” lol. The logo on my old socks made it look that way so the last few years I’ve tried searching and came up short, until now that search engines are smarter and can pin point me in the right direction at least and then finally found the brand!!!I HIGHLY HIGHLY recommend these socks if you do any physical activity, even if you walk everywhere. It’s so comfortable and obviously long lasting! I want to say my old socks are about 15 years old! I’m probably going to wear it around the house still on lazy days. It’s still that comfortable even with the holes lol.",Lasted for years before I ordered this new pair!,Size: SmallColor: WhiteVerified Purchase,One person found this helpful,20,44,Public,4808417
Jodi,amzn1.account.AES7Q3QLNI4D3G4A4NOWLZWUWA5Q,"Reviewed in the United States on March 7, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I've tried several brands and several lines from various brands recently, and of all the socks I've tried, these were the only to have slipped into my shoes during my workout.  They have great cushion but they're not nearly as snug on my feet as the others, nor is the tab thick enough to prevent the sock from slipping too far into the shoe.  I wish I had noticed the reviews speculating these might not be genuine Balega socks.  I'd be willing to try these socks again if I could be sure these were a genuine product and not a knock-off.",Sock Slip!,Size: MediumColor: Electric Pink/Sherbet PinkVerified Purchase,5 people found this helpful,94,31,Public,459626
Danica,amzn1.account.AHYGPUDFAUA7MZV3FETI2QAMQT6Q,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"I wanted to love these socks more than anything and tell everyone in the world about how much I adore them! I kept the packaging they came in; it was very impressive, informative, and was fully recyclable.  This company supports underprivileged individuals in Turkey by providing jobs, and using cotton spun and made in the USA. They also give a portion of proceeds to multiple great charities.  The products that they use are fantastic, the people that do the work literally even sign off individually on each pair. I loved that my socks had a picture and signature of the person who approved them. They are soft, comfortable, beautiful, and are even pre-washed so you can wear them right out of the packaging!!  I love the added thickness in different areas to provide extra support, especially the little bit at the back of the ankle.  Never had I ever experienced so much thoughtfulness and care going into a product like this.However, after just one wash they pilled up worse than any article of clothing I've ever owned. Obviously not worth scraping pills off of socks, so they look pretty awful after the first wash.  Like socks you've owned for a decade.  If that doesn't bother you, then I would 1,000% recommend these. The comfory, quality, materials used, etc. surpass all others. And I know it's ""just socks"" but we wear them everyday (sometimes more than once a day in hot months or when exercising!) and these characteristics are important.","Superb quality, comfort, and support!",Size: MediumColor: BlackVerified Purchase,One person found this helpful,278,153,Public,26527
Candice,amzn1.account.AGIO5E7BZ2QKF6FVA7EHNXLBLWJQ,"Reviewed in the United States on March 4, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I must be one of the luckiest people on Amazon, I never have issues with fraud.  I've bought these socks a few times at various times of the year (through the years) and not one issue.  Wanted to point that out as I've read all the negative comments on that and it takes away from the review on the socks themselves.  Which are some of the best socks I own.  Wash up nice.  Wear nice.  Age nice.  I have zero complaints about them.  If anyone were to ever ask me for my opinion on buying socks I'd have to bring these up since these are probably some of the only socks I've actually researched for a breast cancer walk I did and wanted to ensure I had the best socks possible for the walk.  Held up perfectly after 60 miles!  Not very often I get anyone asking me about socks though.Can't go wrong with these guys!",Real deal for me,Size: MediumColor: BlackVerified Purchase,One person found this helpful,104,38,Public,206384
MTC,amzn1.account.AGHFTYVIIXL3FJF6OPQYJ5SUJRZA,"Reviewed in the United States on July 6, 2019",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I had read allot of good reviews on these socks and I was looking for ones that came in selection of size ranges as I wear a 12.5 shoe and some of the other socks I had tried came in one size fits all which meant I was always on the tight side of the fit. These socks feel great and the fit is right on. Nice cushioning but not too much that they feel bulky. Really like the rear tab on these socks as it keeps them up and seems to protect you from getting a blister in that area when breaking in a new pair of shoes ( at least that has been my experience). Only been using them for a couple of months but they wash up great and do not seem to be shrinking at all. They seem quite  durable as well, but time will tell on that and I will update this review if I have any issues (but I suspect I won't). I have not experienced any issues with moisture so they must breath well. Overall been very happy with them so far, they have graduated to being my favorites and are the only ones I am wearing on my runs now. I bought the black and grey and the look great with my running shoes. Great product. If you found this review helpful please clink the button below to let me know as I do my best to write honest reviews of items I actually purchase and use. Thanks.",Great running sock probably the best I used so far,Size: X-LargeColor: BlackVerified Purchase,One person found this helpful,"1,076",68,Public,18337
Keighlar,amzn1.account.AEAVDHWOUUMJ56WX6OUWIMRJLJMA,"Reviewed in the United States on May 7, 2019",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"I've been needing a good exercise sock and decided to purchase several brands/styles to compare.Models Compared:* Rockay Accelerate Anti-Blister Running Socks*** Balega Hidden Comfort No-Show Running Socks* Balega Blister Resist No Show Running Socks* Thirty 48 Running Socks for Men and Women -CoolMax Fabric* LITERRA Women's Hidden Athletic Cushion Single Tab Running SocksThese right up there at the top:Pros:1.  Comfortable to wear.2.  Some compression.3.  Moderate cushion.4.  During my hour+ workout on a striding machine, there was little to no slippage.Cons:1.  While there was some compression, they could use a tad more.2.  The moderate cushion could be increased a bit.",Very Good in Comparison,Size: SmallColor: CupidVerified Purchase,3 people found this helpful,229,160,Public,319568
Tammy,amzn1.account.AH7GXJHARPFNKIY2N4BRXBE54FBQ,"Reviewed in the United States on June 18, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I have Balega socks that I've had for a few years and they are great.  This pair of socks is not the same.  I wear the socks once a week.  In less than 2 months of wearing them once a week, they started working down my heel and into my shoe as I walked.  It got to the point I was stopping to pull my socks up every few steps.  That's when they became worthless.  I can't recommend anyone spend $14 on a pair of socks when you can get better socks on the dollar store.",Work down into shoe,Size: SmallColor: WhiteVerified Purchase,2 people found this helpful,71,83,Public,889566
Thundar,amzn1.account.AHOKTM23Q5IR45NX3IP66IU3TBOQ,"Reviewed in the United States on April 15, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"My rating for these is purposely set at one because of all the "" made in Turkey are fakes....""(i want others to know what i learned) I contacted the company and they say they manufacture in Africa and Turkey!!!!  please pay head if you are thinking from all these "" must be fake because label says made in Turkey"" reviews.For my review i will say that they are excellent for my use which is to use as slipper in the house as i do not allow outdoor footwear indoors. They are very comfy to my VERY wide foot and they have JUST the right grip around the front of my foot and the nice collar on the back. They stay put as well as a sock can and have a better feel on foot compared to other cheaper flimsier feeling socks i have tried. Again i do not wear them in shoes, but after reading all the ""there fake if turkey"" , I had to research and report.",I write this after contacting manufacture company,Size: LargeColor: WhiteVerified Purchase,One person found this helpful,7,25,Public,3661940
J. Hallahan,amzn1.account.AF77IH5NW4LLCC3SRON7AJB5MHKQ,"Reviewed in the United States on March 27, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"First: some reviews expressed concerns about whether these are actual Balegas. The ones I received are: no spelling errors, made in South Africa, even has a card with a name and picture of the woman who inspected them. If you're on the fence, remember you always have free returns.  I've tried a lot of padded socks for running, including distances from a few miles up to a marathon and even 50 miles. These socks are padded, but also very light and not super thick, so they don't make your feet feel tight in your shoes. Weird thing to consider, but they also feel soft, more so than the average sock. I've worn these for up to 12 mile runs so far and they prevent the bottoms of my feet from getting sore or burning slightly. They also keep my feet comfortable and dry. They're expensive (compared to bags of off-brand running socks), but these really live up to their reputation for quality. If I have any issues with longevity, I will be sure to update here.",Genuine Balega,Size: LargeColor: Legion Blue/TealVerified Purchase,,"1,712",293,Public,14427
Amazon Customer,amzn1.account.AFK7U7R3LOSLGPUJKUL2QH3VXHFQ,"Reviewed in the United States on April 27, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"The Hidden Comfort socks from around 2015 were much more comfortable than these.On this new pair, the ankle was tight for me. The interior of the sock, rather than feeling soft and plush, natural, feels synthetic. My feet sweat more in these socks than the older ones. I don't know what makes them so different, but I don't plan to purchase another pair of these unless I can feel them in person.All that said, after stretching the ankle opening out some the sock are rather comfortable. I just don't use them when I expect to sweat so that means mostly only for morning and evening walks.",An OK sock but Not the same as the socks I bought years ago,Size: LargeColor: Legion Blue/TealVerified Purchase,One person found this helpful,25,33,Public,1368761
