author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Nividia009,amzn1.account.AH5V2SSRVA7R7YE6N42YDZAVDCEA,"Reviewed in the United States on July 31, 2018",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,Much better deal than auto renewing with the macafee app!,Five Stars,Platform: Download CodeEdition: 3 DevicesVerified Purchase,26 people found this helpful,42,24,Public,2827173
Kirby,amzn1.account.AEQ4ECW4EWWZAZ3RHESDQPJDOG6Q,"Reviewed in the United States on July 24, 2019",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"While visiting my 94 year old uncle we found he was having computer issues.  To assist our elderly uncle I purchased the Mc Afee Total protection with a download feature.The download from McAfee did not work. We called the McAfee customer support number.  Customer support asked permission to go into the computer remotely to try to resolve the download problem.  They were not able to download the software and suggested we had a network security problem that they would gladly fix for $250.I contacted Amazon for a refund, as the product is unusable.  Amazon denied us a refund saying it is the responsibility of McAfee.  However we paid AmazonShame on Amazon",Amazon will not assist us. We lost our money,Platform: Download CodeEdition: 3 DevicesVerified Purchase,17 people found this helpful,24,13,Public,4976196
Larry Seligman,amzn1.account.AEU2CAAIMP3GGPP4QMMBQ55AXMJA,"Reviewed in the United States on May 12, 2019",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I had already had this very same product for a year.  When my one year license was about to expire, I purchased this to renew for another year because it is much cheaper through Amazon than renewing through the options that the McAfee software provides.  Amazon immediately provided me the activation code, so it SHOULD have been a simple price of finding a place to enter the code and renew my license.  Searched for 20 minutes and couldn't find a place.  Called McAfee customer support.  After thirty-five minutes, two customer support people, and a session in which I had to grant one of them remote control access to my computer, I am now licensed for another year.  I hope McAfee enjoys this final year that they have me as a customer.",Took an hour to use this to renew my McAfee license,Platform: Download CodeEdition: 3 DevicesVerified Purchase,15 people found this helpful,94,26,Public,4849796
Mac,amzn1.account.AEUU7HXUSJIGSWUWXS3ZOWXD5KIQ,"Reviewed in the United States on January 14, 2019",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"This product does not load properly.  I've installed it twice and cannot get to the program in my computer to personalize it.  I'm not sure whether or not it's working on my computer.  Anybody know who I can reach for help?  I'm really not interested in reading pages of ""helpful"" (not) suggestions.  I just want results.  I bought McAfee last year from Amazon and did not have any problems.I should have come back to here rather than adding a new review.  I called McAfee, talked with a very nice gentleman about getting a refund.  He suggest I first talk to a tech which I did.  She was able to install the program and get it up and running.  If you're having trouble with this upgrade, give McAfee a call.  I've used their programs for over 20 years and so far as I know, they work fine.  It's frustrating when a program won't load and you don't know why or how to get it to work.  Too often you have to pay to get any help.  This was free.",Be careful ...,Platform: Download CodeEdition: 3 DevicesVerified Purchase,14 people found this helpful,67,39,Public,3282135
Shop till you drop,amzn1.account.AEVOUYTBACACNTRWLBU22CKF4DAA,"Reviewed in the United States on January 8, 2020",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I first installed this on my PC a year and a half ago. All went well with the security side. But the True Key password protector began as a nice option but quickly turned into a nightmare. Rewriting and overwriting my passwords without prompting, causing me to create endless new passwords and also making me dependent on this crap to access my accounts. When it came time to renew I didn't. I went to Windows Defender for free. It works great for protecting my PC.  Then True Key no longer allowed for new password additions. I had to use it manually to launch accounts.  I could edit them manually. I was okay with that. But then my computer updated and True key asked for my Master password.  I could not remember it. So I contacted their support line. That resulted in three nights of hour plus long calls with someone in India constantly apologizing for not having the authorization to help me reset my password.  When I prompt the software to reset. It would eventually send a new password reset after the 10 minute time limit and then would not allow me to reset. So bottom line. Good luck.  McAffee accepts no responsibility for this software.  If you buy,  disable the True Key. It has made my life hell. I repurchased the software and hoped to get it working but now I am uninstalling everything. Never want to hear from McAffee again. Their customer support is nill.",Stay away. The True Key app that it installs has created password hell. No support at all!,Platform: Download CodeEdition: 3 DevicesVerified Purchase,9 people found this helpful,89,53,Public,772742
Lisa Whitt,amzn1.account.AEQS6ZGDDGUWGVS6XZSLZY7GXGXQ,"Reviewed in the United States on April 16, 2020",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"When I went to McAfee to ask why they took 127 from my bank account 10 days after installing their product he said oh you now have two protections.  I explained that I did not authorize second protection.  Why do I need two protections? I just installed your product (which was only 19 dollars) 10 days before you took my money?  He eventually told me he couldn't help me online I had to call 1-866-622-3911.  That automated system told me to go online and hung up on me before I ever spoke to a real person.  I did go online and filled out what is supposed to be a refund request but it didn't ask for my account number or sign in or anything.  I don't know how I am going to get my money back.  I'm so disappointed.  You can do pop-ups in the corner of my computer for months and months that say my protection is expired but nothing that says hey we are going to just take some money from your bank account!!  Really, McAfee, do you think with everything that is happening right now people have extra money for you to take?  I feel like I have been hacked by the company that is supposed to be protecting me.  I don't even know if any of this stuff is working.  Maybe I need to cut my losses and just go to Norton or something free from C-net.","Don't buy, 10 days after I installed this McAffee took 127 dollars from my bank account.",Platform: Download CodeEdition: 3 DevicesVerified Purchase,7 people found this helpful,8,12,Public,5129734
Ohhh That Todd!,amzn1.account.AHUUPW6XWZMOZWHKI65C55K3774A,"Reviewed in the United States on May 28, 2019",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"If your running this anti-viral already then your going to probably have an online account showing your subscription. When it expires, you simply purchase the downloadable version from Amazon and it presents to you what looks like a typical alpha-numeric license key.You log onto your McAfee account and where it says, ""redeem a retail card"" place your license key in there, it registers you for another year and runs you through the install process. It may go a little faster if you don't have any McAfee software installed on your system, otherwise it will go through an uninstall process first. Once completed, it will go through a fresh install of the current software. When your done, your good for a year.>>>Important <<<Nothing against McAfee but i'd prefer to order the software on the cheap from Amazon yearly. If you install this software but leave the auto-renew on, if you have a stored credit card, next year McAfee might grab up to $90 bucks for the renew.Anti-viral software is a necessity but I'd rather pay less then $25-$30 then $89.That's a big difference!",Easy install! Cheaper to renew through Amazon!,Platform: Download CodeEdition: 3 DevicesVerified Purchase,5 people found this helpful,140,43,Public,1104967
Topher,amzn1.account.AH44QUMRUCURP4TY5JODPL7C22WQ,"Reviewed in the United States on October 27, 2020",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I switched from Norton to this as I wasn't going to do their auto-renewal garbage.  For the most part I've been happy with the change, but the amount of pop-ups this does is what gets it a much deserved 1 star. Been sitting here working from home for the last 4 hours and I've gotten at least 4 pop-ups trying to get me to install their safe search and use Yahoo as my search site... I don't want to click on anything for it so I don't accidentally make the switch, but you can't exit out of it unless you go to the task manager and end the task.  But my annoyance level has peaked and if this continues at this rate I'll be searching for something else.  For a paid product, you shouldn't be getting pop-up ads like this. Garbage work by someone...",Pop-ups like crazy...,Platform: Download CodeEdition: 3 DevicesVerified Purchase,4 people found this helpful,117,80,Public,280436
Amazon Customer,amzn1.account.AFH4AT6OZD362F5EDBWH45O4HZLA,"Reviewed in the United States on January 26, 2020",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"The software displayed an install error code, gave number of tech support. I called the number and had a tech named mark, based in Texas according to him. He was very nice, wanted to chit chat about things where I lived. He remote accessed my computer to run a check on my system. He the said it was that my firewall was shut off and I had 50 plus connections, from around the world attacking my computer and stealing my data. He then said he would clear this problem for me. After running some programs, he said that I would need to buy their firewall service program to get rid of the problems. (Keep in mind, I wasn't having computer problems. I was just shopping for anti virus software) Then came the hard sell fore the firewall software. He told me for a price range of 199.00-499.00 1-5 year sub. I could be protected and insured. I was also told the antivirus software could not be used without it. Also it should be noted, that the tech said ""your computer has been running slow and poorly right ?"" I said no, I don't have any issues. He then said ""I will reset some things so it will run better"". When he found out, I didn't want his $200.00 plus firewall software. He then said he could not help me any further would disconnect and my computer would be returned to its original state. After that, my computer started running horribly ! I checked and many drivers where rolled back, hard drive had many fragmented files and so on. Also had mcaffee stuck in the computer which needed special removal to get rid of. The process took a day, also had to close ports that left access to my computer again!!! avoid this product or you will end up sorry' with no way to get your money back !!!!!9","wont install on newer ccomputer, large firewall upsell from tech support. AVOID THIS PRODUCT!",Platform: Download CodeEdition: 3 DevicesVerified Purchase,6 people found this helpful,12,9,Public,7476293
Savyasachi Singh,amzn1.account.AHWWMP7BBVGJO6IEWCSJF4P3R3CQ,"Reviewed in the United States on March 29, 2019",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I have been using McAfee for past 3 years. It has been becoming worse over time compared to its competition. I have a high end desktop (Core i7 Skylake enthusiast + M.2 SSD + 32 GB DDR4) with this abomination installed. This antivirus runs several services and some of them use a lot of cpu. It causes my PC to slow down considerably even under light loads. They have not fixed this issue despite several complaints from me and others (e.g look at the google search results for ""mcafee management service host high cpu""). Their firewall and UI have many annoyances. After months of torture by mcafee I have given up and uninstalled it. Don't waste your money on this crap. There are other superior antivirus suites available for similar prices.",Do not buy! Very high cpu usage,Platform: Download CodeEdition: 3 DevicesVerified Purchase,9 people found this helpful,16,9,Public,4028983
LMG,amzn1.account.AHE5MH7UJZWEYI252GZJ7BULLS4Q,"Reviewed in the United States on July 7, 2021",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I'm pretty computer savvy yet I spent at least a day with tech support trying to get it to work.  Despite their false advertising claims:1. It does NOT come with a VPN.  They DON'T have a VPN which works on Mac2. Installation was a nightmare.  Days later, it still throws errors and the firewall stops working.3.  Their firewall requires extensive support to set up.  And then it stops working!4. Their support appears to be based in India or Pakistan.  Clear communication and getting them to understand what I needed was very difficult.  If it wasn't in their scripts (which they repeatedly read from) it really threw them off and they had to keep asking other support people.5. I was told TWICE that a higher level support person would call me a a specific time.  Neither of those calls occurred!5 This particular version DOES NOT COME WITH IDENTITY PROTECTION. The Ads said it did.  I had to purchase this separately and THAT appears to work well.I ended up yelling at people when they would not provide me with someone to complain to. It was incredible.  I NEVER yell at people.  It was so incredibly frustrating.I only went with it because McAfee Total Protection was rated highly  online. BIG MISTAKE.",WARNING - DO NOT BUY THIS VERSION OF MCAFEE !  DO NOT.,Platform: Download CodeEdition: 3 DevicesVerified Purchase,2 people found this helpful,24,22,Public,5390842
Video User,amzn1.account.AH2QXRNWBKRAAP55G5ESYENKB7RA,"Reviewed in the United States on September 13, 2019",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I've used McAfee products for many years. Every next one release seems to be getting worse than the previous one. And they care less and less about the users of their products.What is wrong within the product? :* It installs so many services that it practically hijacks my laptop.* It incorrectly reports intrusion attempts. How? Every TCP/IP connection has a standard way of termination by both sides which takes time according to applicable standards. Such termination involves packets going in both directions to indicate connection finalization. McAfee product uses smaller (substandard) timeout values and prevents proper closure of TCP/IP connections and then reports packets beyond those incorrect timeouts as intrusion attempts. Those are not real intrusion attempts, it is just incorrect McAfee implementation of networking standards.* 60 days before subscription expiration, the product starts showing popup messages which take 1/4 of the QHD (2560x1440) screen! They are shown 2+ times a day every day! They even show up while I am sharing my screen with customers.* Their customer support is in India and does not even understand the basic layout of the windows desktop. When I reported to them the issue with ad popups that ask me to buy their _McAfee_ products, they tell me it is a malware within the web browser. They are totally incompetent. I kept explaining to them that I don't use web browser and that popups are shown on the system tray of the desktop and ads are about their products. They don't understand and completely clueless. And the product does not have settings for almost anything, it is like it is not intended to be adjusted to user's needs.* The previous version of that product had a problem that you cannot uninstall it unless you allow within the firewall connectivity to google-analytics.com. I am thinking, why is it a security product will be sending my information to google-analytics? In other words that McAfee product doing some spying on me. They did not eliminate it, it just now the product forwards that info to their own servers. Windows allows to opt-out of such behavior, but McAfee doesn't.In conclusion, I'd say, some time ago McAfee security products did a good job. But over the past few years, the quality of protection and support is so low that it makes extremely difficult to trust McAfee with protection. It is in the bottom 20% of security products available on the market. That is what I see, unfortunately.",Low quality security product full of adware,Platform: Download CodeEdition: 3 DevicesVerified Purchase,4 people found this helpful,35,15,Public,2560120
road_warrior,amzn1.account.AGFHEKNBTOYVFOOTTAUCLYHLOIBA,"Reviewed in the United States on March 20, 2020",0,,https://www.amazon.com/McAfee-Total-Protection-Device-Download/product-reviews/B07BFS3G7P/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Of all the antivirus products used for decades, this McAfee version was by far the EASIEST and QUICKEST to install on a windows 10 laptop i5 processor.  Very straightforward and quick installer screens, simple and efficient.As for the Apple macbookpro install, that requires several system administration grants that fortunately my apple-conversant user knew what to click as it would have frustrated me and I work in IT!  Something has to be improved for less intervention on the apple installs but once it was installed, no issues so far.Returned to McAfee brand because its pricing is low and straightforward, whereas my other vendor had a first year intro price and keeps touting automatic following year regular price renewals and that scared me $$$.",Returned to McAfee for price and it was easy to install,Platform: Download CodeEdition: 3 DevicesVerified Purchase,2 people found this helpful,570,405,Public,20910
