author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Layne,amzn1.account.AF63TR256J23BSAUDBW5LLDZHTKA,"Reviewed in the United States on March 21, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,"I paid $60 up front for this product. At the end they charge me another $25 to file state taxes. Then they try to charge you extra $45 to upgrade to premium so I can pay the $25 out of my tax return instead of a credit card. This seriously pissed me off so much I wanted to throw my keyboard through my monitor for a second! If you want to charge an extra $25, then put that in the up front cost. Don't hold me hostage right at the end for more money, after I already paid for the product and went through the whole process for filing everything! What am I gonna do? Just say ""Nahhh"" and start over from scratch using another program?Yes, it's not a lot of money, but it's the concept that really makes me mad. You see this all the time with DLCs for games where you pay up front for something, then they try to charge you more and more for stuff that should have been included already. Can we just agree this kind of business practice needs to stop already?",They charge you extra right at the end. Shady business practices.,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,6 people found this helpful,189,49,Public,3013053
Janson,amzn1.account.AHB5OGJ55J6F73AKN4ORYG3YG7UA,"Reviewed in the United States on March 4, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"WARNING!  There has been an ongoing issue where Turbotax application will delete your return when it updates. The updates can be as small as a mid-tax year update. I was 80% done with my return and Turbotax deleted my file when it forced me to update. Please save yourself the trouble and either use TT online or another service.Dont trust me, do your own research.. Google ""turbotax update deleted my return"" and see for yourself.I have an advance computer skillset due to my career and can assure you this is no joke. What is more appalling is the fact that this has been an ongoing issue for multiple years and not addressed by TurboTax. Some people have said that they have even admitted to knowing it.Lastly, the software is archaic. It is like working with a pc program from the 90s. The program doesn't adapt to your display size and causes extremely small text or oversized window that goes past the edge of the display.  I have always used TT online and never had any major gripes. I saw a good deal with this app and purchased it but now realize I am losing more money than ever due to having to redo my return from scratch.I will never use TurboTax again.",WARNING! TurboTax deletes your return when it updates!,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,5 people found this helpful,205,119,Public,252932
House Boy,amzn1.account.AHXHNH7X3QLEO6ARWCQ5AIIPTVTA,"Reviewed in the United States on December 11, 2020",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,3.0 out of 5 stars,"Here it is three weeks after Thanksgiving and Turbotax has not yet updated the Retirement module.  They blame it on the IRS, but the entire module is disable and users are not even able to make an estimate of their tax liability.  In the past they have include the previous years' module until the IRS approves the new one so that at least an estimate could be made. This year all we get is a crippled program and they seem to be in no rush to update it. Very disappointing!",2020 Turbotax Deluxe is Crippled,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,6 people found this helpful,232,124,Public,880890
Jenny,amzn1.account.AGN55B3KED3XY3JQPXOIFETPQQUQ,"Reviewed in the United States on March 1, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I usually alway use turbo tax to do my taxes and somehow I always forget what a scam they are. So I paid the extra $10 for the one included State return, which I only need because my husband works in a different state then we live. I go to actually file my taxes where I’m met with an additional fee of $20 to e-file the state return. However, when you go to a payment screen I’m actually charged $25 plus tax, not the $20 I was told in the software. So you pay an extra $10 for the state just do the software transfers the info and then another $25 plus to so they will electronically transfer your taxes to that state website, what a rip off. I’m so done scamware like this, the software isn’t even that good. Do yourself a favor a look for better cheaper stuff. Plus intuit the company who owns TurboTax lobby’s against legislation to help Americans file their taxes easier.",Buyer Beware,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,5 people found this helpful,132,38,Public,1931474
"Eagle,Wi",amzn1.account.AEXV2VRPJBT5AEVSTGNUB7C6CYCA,"Reviewed in the United States on March 3, 2021",1,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Download from Amazon, easy peasy. Install, simple. Start software, must reboot first. Yeah ok, whatever. Try to run again, starts the crap in the image and never ever runs properly. Tried remove and re-install as per Intuit support. Same exact thing happens, worthless garbage.  How to get a refund now!!!Update:Called TurboTax for support. After 20 minutes on hold connected with a guy who was clearly working from home and had a super strong Asian accent. Heard lots of kids and such in the background. After about 3 or 4 minutes the connection was broken.Called them again, and after 10 minutes on hold connected with a woman who was also working from home and had lots of noise in the background. She had phone/computer technical issues too and was disconnected. She apologized for this via email and said she would call back, which never happened.Called them again. After 5 minutes reached an awesome person (Leandra) who was technically competent, very pleasant to deal with, no background noises, and easy to understand. She sent me a link and license code to re-download the software and viola, now it works like it should. Thanks LeandraSo at this point I have mixed emotions about the process. It had nothing to do with my computer, it is 100% on the software download from Amazon, which is to say Turbotax/Intuit. It really shouldn't be so difficult...You pays your money and you take your chances.","Pure garbage, DO NOT BUY!!!!",Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,3 people found this helpful,81,53,Public,2203512
Staatz Family,amzn1.account.AEYJIE5EZ7ERQBC45FUX7PNCLD4Q,"Reviewed in the United States on January 23, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,I have been using this program for ever and this years program is a joke!! When trying to do the state return it wants me to pay for the state which comes free with the version I bought. This must be a reoccurring problem since in the pay window there was a button saying click here if not getting free state. Then when you call the company you get an automated service that gives you the run around and never helps. After 15 minutes of asking for customer service and pressing random buttons I finally got to a sale rep. The sales rep had no idea why I was getting charged or what was going on. After 1 hour and 20 minutes on the phone with the sales rep they were finally able to get the state part to work. The program automatically set the state to South Carolina. They have lost a long time customer because I will not use this program again if the program doesn't work right how do I know my taxes are being calculated correctly.,What a joke! Want you to pay for free state!!,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,5 people found this helpful,10,22,Public,2410604
Shirley,amzn1.account.AHG6JAVSFPLOCAUQB42TEWGO7GTQ,"Reviewed in the United States on March 1, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"First let me say that I have used this item numerous times in the past without any problems. But this year is a whole new ball game.  I have submitted my taxes several times and is rejected and tells me that I need to put in my AGI (Adjusted Gross Income) in which I have done. I know how much we made last year and we have copies of the files from last year with the same info. And it transferred the info from the software from last year.  Yet it does NOT put in my info and the loss that we had from a few years back that we are still claiming.  So that is why it keeps giving an error.  I used to like this software it was so easy to use and not being an egghead even I could do my taxes easily.  But this year and I know laws change etc etc. But it shouldn't be this hard to file out the taxes.  And from some of the other comments I have read about this years software I am not alone.  I am out the money on this software which makes me mad to know end. Especially with the conditions being the way they are we need the money more than ever.  So we lose out on that and on top of it have to pay an accountant to do our taxes at an even higher price. So we have lost our all around.  Save yourself some money, stress and an ulcer and pay someone else to do it for you.  And the reason it got one star I couldn't give it less.",HORRIBLE ITEM,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,3 people found this helpful,104,120,Public,836482
Delmer W. Groves,amzn1.account.AGROD33UW6YBDA272M5E3CPUUFNA,"Reviewed in the United States on December 30, 2020",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I downloaded the TurboTax Deluxe program on 12/29/2020.When I try to install it I had the usual Update screen and it apparently updated the program.However, it stops there. A screen appears that says Activation but nothing is on the screen other than that.Sometimes a blue dot will appear but nothing happens.Your records indicate I ordered it twice which I did not.Either correct the problem, replace it with a workable program or refund my money for this worthless program.Delmer W Groveswaynegroves@comcast.net",Software Will Not Open,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,6 people found this helpful,8,6,Public,12924157
Bluejay,amzn1.account.AGBOXSXKRGV5JQDWNC7FCUU47G5A,"Reviewed in the United States on January 23, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"What a farce.  I have never had so much trouble trying to get a program to my computer for use.  First, Amazon doesn't give good instructions for downloading. Then Turbotax keeps asking for an order confirmation number that I don't have.  And NEITHER on give me a phone number to call and get help.  DON'T DOWNLOAD PROGRAMS from AMAZON!!!!!!!!!!!!",NEVER use a DOWNLOAD,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,6 people found this helpful,74,166,Public,544909
Laura,amzn1.account.AFCP5I3QULMEP7W3OHQJLL6VLCSA,"Reviewed in the United States on February 2, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"I have used Turbo Tax for almost 10 years.  I can usually do my taxes in about an hour from gathering to entering the information.  Today, after gathering my information it took me over 4 hours to complete then finally send it off.  Turbo Tax demanded I complete investment forms (I have no investments), complete forms regarding exceptional transactions (??), enter financial information regarding my home sale (been here 10 years / dont plan to sell) enter information about my 2020 entry for solar panels compared to 2019 (there are no panels) and then to top it all off, I had to answer some questions several times because my ""clicks"" didn't save.  And, I have never had a problem in the final review but this time there were 9 due to the issues I mentioned.  What in the world happened to the old Turbo Tax?  I will not be using it again.  I purchased the pc download version and I had no trouble downloading so that is why there are 2 stars rather than 1.",What happened to the Turbo Tax I have used for years?,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,3 people found this helpful,92,127,Public,215179
Frankie,amzn1.account.AEZ4WNWQ2OYGO6XRDT35Z7VEDDWQ,"Reviewed in the United States on January 30, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I don't like that you need to pay extra for a state e-file, and if you don't use a credit card and let it come out of your refund it's an additional $40 on top. You have to pay extra for audit defense. The software also wants reviews, and if you fill out the review sheet, it could kick it back because you have an adblocker like I do.I would not recommend buying turbo tax to anyone, simply put, it's full of ""buy more"" - they don't want people to understand that they can file for free. It's a scam.",State E-File Charge + Broken Review Model,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,5 people found this helpful,6,2,Public,9517021
Twogoody,amzn1.account.AEAKPSHN4T6EJPUPRFY5YJENXEEQ,"Reviewed in the United States on January 4, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"After trying to install, I was able to locate several online resources that indicate previous issues installing on Windows 10 Professional.  It simply does not install.  After talking to Turbotax support and trying multiple troubleshooting processes for over an hour, I was told it will not run.  I have been using Turbotax for decades and I will be returning this product.  This is the first time I have ever had an application not install when the system meets the manufacturers specifications for OS, memory, disk space, etc.  With the same issues reported for 2019 version, I am disappointed that this was not fixed for 2020.  I installed my 2019 version on Windows 7, so I did not have this issue last year.",This will not install on my Windows 10 Professional Operating system.  I will be returning.,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,4 people found this helpful,4,1,Public,20429188
JohnSC,amzn1.account.AELJD2EDMH6PQBXJTF7CLJ25NF5A,"Reviewed in the United States on January 15, 2021",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"UPDATE:  After my Quicken Starter subscription lapsed, I was able to get the free year through the TurboTax redemption link.  Quicken required me to purchase a new subscription but discounted it to zero.  A perfectly good credit card produced a ""Sorry we are experiencing difficulties processing your order.""  But I used Paypal to get around the bug.  My Paypal account does not show a charge, so it worked.  Quicken needs to fix this.TurboTax Deluxe includes a one-year Quicken Starter subscription, or a credit for existing Quicken Starter users, but the imbedded redemption link does not provide the credit.  The link from the Online pulldown seems to provide the same link and does not work, either.  This was a key to my decision to pay the premium cost for TurboTax Deluxe, and it's a deal-breaker going forward if this cannot be resolved.",Update:  Credit finally worked for Quicken Starter,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,2 people found this helpful,80,17,Public,1396128
Marc K. Torrey,amzn1.account.AELILETEQOZ6HZBTXNWMDHBKU6UQ,"Reviewed in the United States on December 13, 2020",0,,https://www.amazon.com/TurboTax-Desktop-Software-Exclusive-Download/product-reviews/B08HSKNTCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I have been using TurboTax for years, although this is the first time I have used their Windows version. It downloaded, updated, and ran smoothly, including importing my prior year taxes in Mac format. If you have ever used TurboTax before, you will have no problem with this latest version, which is a definite plus for me. Finding all the info to input is hard enough; I like not having to learn new software. It is too soon to tell how it works as all the tax forms are not released yet, but I have confidence TurboTax will help me finish my taxes as soon as possible.",Reliable solution for doing taxes,Platform: PC DownloadEdition: Deluxe + StateVerified Purchase,2 people found this helpful,26,31,Public,2042112
