author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Kathleen F,amzn1.account.AFONL3IDR5LCXDY3PN47FM3ULVGA,"Reviewed in the United States on March 7, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,I have purchased several New Balance shoes in the past which have always held up well.  I have only had them a couple of weeks so it is early to see how everything works out.  I expect they will be the same for me as in the past.  We live in a small town now so shopping is very limited.  I really like Prime Wardrobe as I was able to try different sizes to really see how they would fit.  Great service.,Still happy with the quality of New Balance,Size: 7.5Color: Black/BlackVerified Purchase,18 people found this helpful,84,122.0,Public,623913.0
Yamit,amzn1.account.AEF6YTGTPL5MIZPDOYMC5W3NGGBA,"Reviewed in the United States on December 4, 2020",4,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"Ordered via Amazon wardrobe and decided to keep them. I was looking for white sneakers to wear with jeans, leggings and sweatpants. The first thing I love about them is that they are a bit chunky. Second, they are true to size. I’m a size 10 and it was a perfect fit for me. I can wear it with thick socks and it will still be comfortable. They oooked great with the black Jeggings I also purchased on Amazon.I’m satisfied with my purchase, and I find the price to be reasonable and fair",Perfect white sneakers,Size: 10 WideColor: White/WhiteVerified Purchase,13 people found this helpful,223,104.0,Public,20251.0
mickey62,amzn1.account.AHKSSAKVU6AP4XKI7XQ2BQCS6EUA,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,I ordered this sneaker because I actually have the same pair that I bought last year. Same model(411) and same size(9). These fit like an 8 1/2. The tip of my toes were killing me after just wearing them one day at work. I am  walking/standing on a concrete floor all day.  I've always gotten a size 9 in any style of New Balance that I've had in the past. Very disappointed. I guess I will just have to go to a store to try them on first!,Too small!!,Size: 9Color: White/WhiteVerified Purchase,16 people found this helpful,21,19.0,Public,2440074.0
Mary,amzn1.account.AE26IQVEAEEM2GN3OM4ODDASGPBA,"Reviewed in the United States on August 18, 2020",1,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,"It was nice to find a new balance shoe that fit again.  I've had these shoes a sort time ( I received them on July 7, 2020. only had then a bit over a month and the stitching is coming apart a the toe end of the shoe. to say the least I am disappointed. I didn't realize the shoes were seconds when I bought them.",Stiching,Size: 6.5Color: White/WhiteVerified Purchase,13 people found this helpful,13,5.0,Public,6307063.0
Bella,amzn1.account.AFCJ367OM65LVGJ4TB3ABFYBCTDA,"Reviewed in the United States on May 5, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,I wore this sneakers 5 days a week for 8 hours. My job is mostly sedentary. This sneakers were great. I decided to wear them to go for a walk. I walked about two miles. The results were horrible. They lack arch support. I ended up at the chiropractor's office because I injured my hip & knee walking in these sneakers. I do not recommend this sneakers for someone with flat feet and needs arch support. The New Balance 990 series have better arch support.,Disappointed,Size: 9 WideColor: Black/BlackVerified Purchase,12 people found this helpful,25,17.0,Public,3388191.0
E. Ryan,amzn1.account.AGLEYJZZQRZBSOML75C2TTQ5MUJA,"Reviewed in the United States on August 25, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I wear New Balance walking shoes all the time. These shoes seemed like a good buy. Unfortunately I assumed they would fit nicely like all my other New balance shoes. So I did not try them on and walk in them until well after the return date. They are very tight and stiff. I even loosened the ties to see if that would help but it didn't. Incredibly uncomfortable. So my ""good buy"" didn't turn out to be so good.",These shoes are very tight and uncomfortable,Size: 9Color: White/WhiteVerified Purchase,12 people found this helpful,67,23.0,Public,2572554.0
Dana S,amzn1.account.AFM2AZX47VEWEFUSQ3VWPTO5HNIA,"Reviewed in the United States on April 28, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Terrible for all day on your feet wear. My feet ache horribly, even after a 2 week break in period. These were rated as being so good for all day comfort but they absolutely are not. Consider other shoes before these.",Awful for all day wear.,Size: 6Color: Lynx Blue/Vintage IndigoVerified Purchase,14 people found this helpful,134,37.0,Public,1181836.0
Toni Snyder,amzn1.account.AGJMSJCBLP3GUY4V4VF455PWBHZQ,"Reviewed in the United States on November 17, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Very disappointed. New Balance have always been good to me but this particular style is no good on my feet.  At first I was in heaven but After one week they have stretched out so bad there is no support & by the end of an 8 hour shift on my feet, I can barely walk due to foot & back pain.  And the oblong heel cushion felt like a folded sock, was difficult to get used to.  I simply Don't recommend this style & they don't deserve the One Star I HAD to give it just to post this review.",Don't waste your money,Size: 10.5Color: White/WhiteVerified Purchase,7 people found this helpful,27,43.0,Public,520054.0
Valerie,amzn1.account.AG3ZNEFURFSEMASLYCT476S7JCPQ,"Reviewed in the United States on July 1, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,I have to say I am very disappointed by this item. The inside of the left shoe actually feels like it is a right shoe so needless to say it is uncomfortable and making my left foot hurt. I figured I would wear it for a day to see if it would mold to my foot but it hurts it too much to wear and I doubt since I wore them I can send them back or try a different pair to see if it’s the same since I really like how the sneaker looks.,Messed up,Size: 7.5 WideColor: White/WhiteVerified Purchase,10 people found this helpful,10,43.0,Public,1599433.0
Lynda,amzn1.account.AH6N6VABGSVOLY7F5O3RWWMPHCOA,"Reviewed in the United States on July 10, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I love these shoes--have always worn Easy Spirit before.  Lower back and foot issues getting tougher as I age, so I asked my podiatrist and he recommended this  brand.  I am extremely pleased.  Puts a spring in my step.  Foot feels supported and well protected from impact.  They are great, with nice thick soles and well  padded tongue, heel and toe box, which is not too narrow.  I wear a 7 medium, and fit is true to size.I can feel my body realigning itself.  Some new muscles being used as I adjust to a shoe which is much better for me.  Yet after a couple of weeks of use, less back pain after my 40 minute session.For the price, excellent value.For some reason the laces are skimpy--thinner than usual and don't really allow for a ""double bow"" to prevent loosening during longer walks.  Not an issue--I just took the sturdier laces from my old Easy Spirits and laced up the new shoes.",Energizing,Size: 7Color: White/WhiteVerified Purchase,4 people found this helpful,250,30.0,Public,393672.0
Joan H,amzn1.account.AEICDFGWRQMYCG6FB4GCLUOME76A,"Reviewed in the United States on November 2, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,These are NOT a wide width. I bought these two weeks ago. Tried them on for the first time today (or attempted to). Shoe is narrow and uncomfortable. Compared them with an older pair of New Balance sneakers and they are almost 1/4 inch narrower.They also seem cheaply made.  I'll be returning these for a refund.,Not a Wide Width,Size: 8.5 WideColor: White/WhiteVerified Purchase,6 people found this helpful,188,153.0,Public,102795.0
Brenda W,amzn1.account.AF7QWHEYLPX6FZZVN5FWLYW4DURA,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"These shoes are made in Indonesia, and are like putting on Concrete!!!!  Get a more expensive shoe made in USA with arch support, and good comfort for your heels and feet.These are going back tomorrow.","Pay more for a better brand shoe, and you will love wearing them.",Size: 9.5 NarrowColor: White/WhiteVerified Purchase,9 people found this helpful,30,79.0,Public,3240056.0
Janet Deaver-Pack,amzn1.account.AG4LLKSNOXFSIRR5BLSYM7ZU354Q,"Reviewed in the United States on February 28, 2021",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"Since I walk dogs and care for pets, I sometimes walk miles per day, especially in good weather. I've been looking for a pair of good shoes for a reasonable cost that will wear well. The support in this pair is good. The seams appear to be well done (which was the problem in the last pair of Fila shoes I bought). For some individuals, the toe box may be too small. The thing I don't like about these shoes is that the ankle padding is not tight enough, so both shoes slide up and down a little as I walk. That is easy to fix with additional padding.",Good shoes,Size: 7Color: Black/BlackVerified Purchase,2 people found this helpful,44,41.0,Public,870713.0
M,amzn1.account.AH6ITOSHCZSFCQYMQ6VS7HFWJSHQ,"Reviewed in the United States on December 27, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"Yet another pair of shoes that are fake leather being sold as real leather.  Shame on New Balance, once a great company, for stooping to this.  I don’t understand why Amazon does not put a stop to the widespread false advertising on its site.  It’s a waste of Amazon’s resources to let me order “leather” shoes which I will only have to send back because they are obviously not what I ordered.  These shoes are well built otherwise and I would have kept them if they weren’t so hot.  Also, the insole is not soft and would need to be replaced, as would the silly shoelaces.","Synthetic, not leather",Size: 7.5 WideColor: White/WhiteVerified Purchase,2 people found this helpful,65,75.0,Public,798091.0
A. Wilson,amzn1.account.AE26T43QCNWR5VUMX2DQ6YGUUXEA,"Reviewed in the United States on August 28, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"UPDATE: I had to return them. That small toe-box was causing tremendous bunion pain. It's too bad because of then the small toe-box, the shoes are nice.First time trying this style of New Balance. The toe box is DEFINITELY on the small size for a Medium width. Good support and comfort especially in the heel area. Someone else commented that a they didn't like the thinner flat shoe laces; I love them!I am wearing them without socks (Summer and all) and hoping by the time is cools off enough to need socks, the toe box will have stretched enough. Right now, for me at least, it would be painful (impossible) to wear socks.",Good but not great,Size: 8.5Color: White/WhiteVerified Purchase,2 people found this helpful,"1,497",175.0,Public,10939.0
Andrea Matthews,amzn1.account.AF6ZPAL7V5U5WZMH3BITUJMS234A,"Reviewed in the United States on June 9, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I've bought these before, but they seem to be even more comfortable right from the start than I recalled. I bought them in black, and was happy to see they're now available in blue (and not just WHITE), so I ordered another pair. Would love to see some other colors, especially non-neon types (sage, brown, or such) that would blend in better with nice, casual clothes. About the fit, in case you're between sizes: I wear size 7 shoes, and find the ""wide"" fits me better than the ""regular,"" although I don't think my feet are especially wide. There's adequate room for my toes, but not a lot extra. [This was my review for the black shoes, so I've just repeated it for the blue, which are equally good!]",Comfortable support for walking feet,Size: 7 WideColor: Black/BlackVerified Purchase,3 people found this helpful,317,81.0,Public,869543.0
Maya Gabrieli,amzn1.account.AETZR444YHBSDMKQ7RCYQUV5KFJQ,"Reviewed in the United States on February 22, 2021",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"On Jan. 5, 2021, I purchased NB sneakers WA411 - Well, this is the worse imitation of a New Balance Model.My previous was - WX409 - and the sole was well done. This model is a curse. The soles can't be cleaned and retain small particles that carry disgusting dirt from outside to inside. Every walk I need to scrub and clean in between the tracks - that takes 20 minutes, and still cant be cleaned. Not only that the quality is poor, but also the practicalityof those is ZERO. I used them 7 times, but I curse the manufacturing of this pair - 77 times.Hope you advise me on what to do with this misfortune.Sincerely,Maya Gabrieli",This model is a disaster- WA411,Size: 6.5 WideColor: White/WhiteVerified Purchase,4 people found this helpful,5,4.0,Public,16038871.0
Mater Lea,amzn1.account.AGVK5BBLAH2XN6RA2MZ2BQEHESIQ,"Reviewed in the United States on July 6, 2021",3,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"Returned the shoes.  Amazon was terrific about it.  Decades long NB wearers have all commented on the NB's decision to change their fit and sizing--as though human feet have also changed the same way in the past ten years?!  I bought these on Prime Day, hoping NB regretted their bizarre resizing changes and I would get shoes that fit.  When these didn't fit, I decided to measure the sole and do a comparison.  You know, to make sure my foot problems weren't in my head, as it were.  The white sole is from the 411s I returned.  The other pictures are my current NB shoes, same size and width as the new ones--except they're not.  The rubber/plastic sole on the new shoes is 1/4-1/2 inch narrower than older NB shoes.  I can tell myself the tight leather top will stretch out.  I cannot tell myself the sole will magically widen.  These shoes will never fit the way NB used to fit.  Like many other reviewers, I can either limit myself to NB shoes that come in x-wide or continue to buy Saucony in my normal size.  Saucony seems to be the new home for ex-NB wearers.",Not Same Size,Size: 9 WideColor: White/WhiteVerified Purchase,One person found this helpful,89,30.0,Public,4628476.0
binn,amzn1.account.AENH7BMFHUKH4HWJTX3DUGPWSVLA,"Reviewed in the United States on January 14, 2021",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"I've been buying New Balance walking shoes for years and thought these would be the great product I've received in the past.  I was wrong!  I order my 'regular' size - my New Balance size is 8 1/2 wide.  These were a bit tight and the tongue was very shallow - not enough to grab and pull one to adjust your foot inside the shoe.  After wearing them for several hours one day, I noticed that the next day my feet hurt a bit.  I had never ordered New Balance on line before; I had always tried them on in a brick-and-mortar store.  I assumed getting them online they would be the same great shoe. . . I was disappointed.  I didn't send them back, but I also don't wear them as my 'go to' shoe for walking.",Disappointed,Size: 8.5 WideColor: Black/BlackVerified Purchase,2 people found this helpful,27,50.0,Public,3005502.0
Sierra,amzn1.account.AGHCDNOFPWGBJD62SSG3FZ64KFDQ,"Reviewed in the United States on October 20, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"If you get these, you'll need to buy insoles that provide support. There is no support what-so-ever. After inserting arch-support foam insoles, these shoes are fantastic. Very comfortable and light weight. I bought them for nursing school, so I love that they're pure white and splash-resistant. Would recommend, but factor in an extra $10 for aftermarket insoles.",No arch support,Size: 9.5Color: White/WhiteVerified Purchase,3 people found this helpful,260,140.0,Public,93169.0
Peggy A,amzn1.account.AGTZMX7FFFKV6IG7LVCSCLQATUOA,"Reviewed in the United States on March 22, 2021",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"Most of the time it takes a while to ""break in"" a shoe.  These were comfortable from the very first time I put them on.  I use orthotic inserts which sometimes means I can't always use the insert that comes with the shoe.  But I wore it at first without my inserts and it was so comfortable just the way it came.  I still use my own, and feel energetic, there's strong support, and comfort that made me take notice, and will buy this again when I go to Disney World  and need to walk a lot. As it is now, I walk about 4 miles a day (5 days a week) and other than my age related aches, I have found the perfect shoe for walking!  Highly recommended!",Comfortable from the first wearing,Size: 12Color: White/WhiteVerified Purchase,One person found this helpful,25,26.0,Public,1865826.0
London Merczak,amzn1.account.AG4CBPNEN6QZW3VH26O554XJDGQQ,"Reviewed in the United States on July 3, 2021",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,"One of these shoes fit a little larger than the other, which is unusual since I don't experience that same issue with any of my other shoes (including the white version of these).I bought these to wear at work, and while they hold up pretty well, they're simply not as comfortable as I'd hoped they'd be. My feet ache just as much as they do when I wear my boots, which is a shame since I wanted these to be more comfortable (like my old pair of sneakers).They chafe against my little toes when I wear thin socks but feel too tight when I wear my thicker socks (and yet doesn't resolve the issue of one shoe feeling too large).They're sturdy and fine shoes, though, and work just fine for walking, even if they're not great to wear at my bakery job.",Not quite right,Size: 9Color: Black/BlackVerified Purchase,,38,41.0,Public,566310.0
Wendy osborn,amzn1.account.AERX3PXR2CKHWVQBAP3T3AGS7OZQ,"Reviewed in the United States on April 20, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,Fit very weird..this is my usual size..do not waste time ordering,Fit,Size: 10 WideColor: White/WhiteVerified Purchase,9 people found this helpful,34,43.0,Public,1181191.0
Karen Ladanye,amzn1.account.AEUPFUDRXLZMQOZAMYESM6SGSFJQ,"Reviewed in the United States on July 11, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,2.0 out of 5 stars,"The shoes seem good, but, even though I always wear size 7, these were too small.  The worst part was when I returned them, I was charged a fee. That’s why I rated the item two stars.  Charging a fee for a bad fit doesn’t encourage me to buy things online. I guess I should have gone to a store where I can actually try on shoes.","If they don’t fit, you have to pay to return them",Size: 7Color: Lynx Blue/Vintage IndigoVerified Purchase,3 people found this helpful,157,78.0,Public,919687.0
lindy432,amzn1.account.AGTRWI7ECMZNTZGMIEIDWUMQAJLA,"Reviewed in the United States on September 8, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,4.0 out of 5 stars,"I tried this one based on a review that said that it was one of the few shoes that fit her custom orthotics. A first for me: A shoe that fit my orthotic, had enough room in the toe box yet was still uncomfortable. One issue: it didn't seem to breathe well for a leather shoe. And, another first for me: I agree with another reviewer who said the top of her big toes somehow kept hitting the top of the shoe. It's almost like my toes needed to try to grip the bottom, like a flip flop. Odd fitting for me.",Just not comfortable,Size: 7.5 WideColor: Black/BlackVerified Purchase,2 people found this helpful,157,24.0,Public,1421194.0
MemZar,amzn1.account.AHNKA3KAVX2IWTOGNEZCWPR3ZCQA,"Reviewed in the United States on June 1, 2021",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,4.0 out of 5 stars,"The shoes are a great price, and there are some noticeable cheaper features that bother me.  The shoelaces are very short and thin - I would recommend buying some better ones.  The shoes feel very cheap, but once I put them on and went for a walk they were comfortable and supportive.  If you are looking for a once in a while pair for short walks these are for you - if you are looking for long lasting heavy use I would spend more money on a heavier duty pair.",ok for the price,Size: 10Color: White/WhiteVerified Purchase,One person found this helpful,66,191.0,Public,409035.0
Lori,amzn1.account.AGRHV4YIO6G5SWJUW4SCMQ67VDFQ,"Reviewed in the United States on October 26, 2020",0,,https://www.amazon.com/product-reviews/B07X9HRL6S/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,4.0 out of 5 stars,"I had two pairs of size 11 in my closet.  One had been ruined doing dirty jobs so I threw away.  The other was new condition in the box.  I ordered 2 more pairs.  The new 11's were much too short.  I returned them and ordered the 12's.  Yikes! that is scary, as it is the last size made.  They are the same length as the 11's in my closet yet a bit wider.  I don't really want wider but too short is not good either.  I am keeping the 12's.  This is the first time New Balance has disappointed me in sizing consistency.",Size is inconsistent,Size: 12Color: White/WhiteVerified Purchase,One person found this helpful,113,92.0,Public,602780.0
