author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Camper513,/gp/profile/amzn1.account.AFX2KVLWK5BP4MHPSJG3IHLOT52A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2019",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=10,3.0 out of 5 stars,These didn't last any longer than some of the cheaper ones I had purchased. I will go with the cheaper ones next time as I didn't notice anything better about these.,These are ok,Size: 6 Count (Pack of 1)Verified Purchase,2 people found this helpful,,,360847,
Frank Castle,/gp/profile/amzn1.account.AHH6KD7JSMPTDLO3B6T2P7S5YQAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2018",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=10,5.0 out of 5 stars,"Fantastically packaged.  I almost called Seal Team 6 to help me extract these little guys.  They are well-made and last longer than any other battery except maybe Duracell batteries--which seem to be about equal.  Although, Amazon Basics is making a good quality series of batteries you may want to search for as well.  That said, these Energizers are dependable and long-lasting, so a buy here is a secure decision.Enjoy the power.",Power.  Pure Power.  POWER!,Size: 4 Count (Pack of 1)Verified Purchase,One person found this helpful,1305,176,51076,Public
Chsmom,/gp/profile/amzn1.account.AEPB2KNQUKZ2EEZ63BCXHCTOZLKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=10,5.0 out of 5 stars,"This battery seems to be out of stock everywhere so if it runs late, give it at least an extra week before requesting a refund. Mine actually arrived eight days after original expected delivery date. These batteries are the best for car key because they last at least two years even when used daily.",Great battery,Size: 6 Count (Pack of 1)Verified Purchase,,,,280868,
Vin,/gp/profile/amzn1.account.AG2BWLDO772RLDSLEVCDOUMLQZFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2020",0,1,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,2.0 out of 5 stars,Seriously don’t understand what’s happening to batteries lately. Seems like I keep ending up with crap. 2 of the 4 didn’t work. This seems to be a huge problem with battery purchases lately whether it’s Amazon or Home Depot. One of my medical devices has a charge meter and it’s rare to buy good batteries lately.,Chinese crap? Poor quality lately,Size: 4 Count (Pack of 1)Verified Purchase,,,,1650,
Jared and Jenny,/gp/profile/amzn1.account.AFD4SDQQA7CY4FUHK4LAWRDBHG2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2019",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,1.0 out of 5 stars,This is the second time this has happened to me and I won't purchase CR2032 batteries through Amazon again.  I put one of these batteries in to replace a dead one and it showed the battery was already halfway depleted.  It was enough of a charge to get me through the day but I'm not doing this again.,Old right out of the box!,Size: 6 Count (Pack of 1)Verified Purchase,2 people found this helpful,,,78903863,
bingo51,/gp/profile/amzn1.account.AEAZPLLD6XRND2MG4JSAQTNNTZBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,5.0 out of 5 stars,"I received the package within the delivery time window. I took out one for my Lexus key fob. It works as expected. I don't know how long it will last until it fails.  However, the battery looks exact the same as the Energizer battery that I bought from Home Depot for another device so I expect it will last at least a year since I use the key fob very often. It's a very good price for this package. I highly recommended this product.",Would these battery work?,Size: 6 Count (Pack of 1)Verified Purchase,,,,151951,
Auswak (Prime Since 2006),/gp/profile/amzn1.account.AEJDRNUJYZEAWYY277QQJVHY6OUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2019",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,5.0 out of 5 stars,"Had many aging computers that were all of a sudden failing, beeping on boot, not booting or would shut-down and start beeping.........first option to check everything connected and plugged in inside the system....check.....next step replace the CMOS Battery......problem solved.If your computer is over 5 years old, I highly recommend you replace your batteries on the motherboard with these Energizer CR2032 batteries",Perfect for Replacing battery on computer motherboard,Size: 6 Count (Pack of 1)Verified Purchase,,89,47,790267,Public
Will B. Outlaw,/gp/profile/amzn1.account.AHYHO47YKNOHZSRCWPBXDXGCNGBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2020",0,1,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,1.0 out of 5 stars,"Seeing the good reviews for this product in March 2020, I bought a package mainly to replace my car key battery.  Twice I went through the hassle of dismantling my car key  and putting in one of these batteries.  Usually my car key battery last circa 18 months or even more.  This time twice the battery gave out in less than two months!  And, by the way, the expiration date for these is 03/2029. So I find it hard to understand the good reviews. Perhaps I got a bad batch.  But I have never had this experience with 2032 batteries before.  I would stay clear of Energizer, and I am going back to Duracell despite the wait time.",Used for Car Key Battery & Twice Went Dead in Less Than 2 months,Size: 6 Count (Pack of 1)Verified Purchase,,,,226358,
charlie bridges,/gp/profile/amzn1.account.AHVI2FINMJPVFEUDEGETE5NPXN6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2019",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,1.0 out of 5 stars,"This is a retraction of the earlier bad review that I gave these batteries, after going to my local big box store and purchasing more key fob batteries I am still having the same problem. My key fob is eating batteries at a pretty good clip so my apologies to the battery seller on this one",My retraction of the previous review,Size: 6 Count (Pack of 1)Verified Purchase,2 people found this helpful,,,13505094,
Steven M. Simpson,/gp/profile/amzn1.account.AH5TYH3M5NBFJE3ZK7JPYKEMDMWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2019",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,5.0 out of 5 stars,"Definitely a better value to be able to purchase a multi-pack.  I need '2032's for my vehicle fobs, a watch or two, and my Anemometer to measure wind-speed. So multi-pack makes much more sense.  The energizer buttons work well in all of my devices and will keep them going for a year or better under normal circumstances.  So I would definitely recommend Energizer buttons, and buying in multi-pack for better value.  Thanks Energizer",Perfect fit for device that requires CR2032,Size: 6 Count (Pack of 1)Verified Purchase,,,,432218,
Frazier Van Velsor,/gp/profile/amzn1.account.AEDQBLAAMMWP66MK46Y7FWH63NFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2020",0,1,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,1.0 out of 5 stars,As I say one gets what they pay for. Simply not worth it. I use them for my small kitchen scale . Battery might last a week . Recently I used the scale to weigh salmon after I cut it into 6-7 oz pieces. A new battery was installed as the previous one went to the battery cemetery. That was 4 or 5 days ago. I tried to use the scale today and the battery was also ready for the cemetery .,Longevity,Size: 6 Count (Pack of 1)Verified Purchase,One person found this helpful,,,17155,
NaranjaPelada,/gp/profile/amzn1.account.AFERJ2CKGPUWKQIRXJAFBF3DQJ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,1,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,1.0 out of 5 stars,"I purchased this set and kept in 'shelf' no longer than six months.  I replaced the low battery on my ecobee sensor with one and it only lasted about 3-4 weeks...before receiving low battery warning. .ok that's odd usually this last months so I changed again same results. Used Duracell but this time no low battery warning going strong 3 months now. Don't get fool by the 10 year shelf life battery, it didn't hold capacity not even a year...skip this set go with Duracell.",crappy performance on my ecobee remote sensor,Size: 4 Count (Pack of 1)Verified Purchase,,,,30384365,
Redsky42,/gp/profile/amzn1.account.AFFPCNOFUVUOJAJQLE4DWYXT7XEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=11,5.0 out of 5 stars,"I bought these because we trust Energizer batteries and they were a good price. They were used in some led votives over the holidays, so the power demand wasn’t that great. That being said, the votives were lit up brightly for about 6-8 hours a day for about 3 weeks and never died. Took them out for storage and am saving them for next winter.",Value and Reliability,Size: 6 Count (Pack of 1)Verified Purchase,,9,12,7688676,Public
Frayed Knot,/gp/profile/amzn1.account.AGFSE663TQKEHQXB5KYTRZF32B3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,1.0 out of 5 stars,"They fit, but no only did the Tile device say replace battery on installation, put in my tester and it immediately went to Red!1.20.2020 Guess they just won't sell good batteries at Amazon",Dead on Arrival! 1.20.2020 2nd Try MORE DEAD BATTERIES!,Size: 6 Count (Pack of 1)Verified Purchase,One person found this helpful,,,78626943,
AD,/gp/profile/amzn1.account.AESMLDNKTXXR3ICXUNSXCPS3MXUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2017",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,3.0 out of 5 stars,"These batteries seem to be just a hair smaller in diameter than spec, or at least compared to a Panasonic battery. Bought these to replace the original battey in my Misfit fitness tracker, but had to ""shim"" the battery with a small piece of paper to get it to remain in contact with one of the leads which is meant to contact the outer edge of the battery. Despite this, batteries seem fine re: power delivery, etc.",Diameter Perhaps not Spec,Size: 4 Count (Pack of 1)Verified Purchase,2 people found this helpful,,,30338,
D. E. Bryan,/gp/profile/amzn1.account.AEWPZOTSUTX5NUXXI3ICKIHUADSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2019",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,5.0 out of 5 stars,"Not much to be said about lithium batteries. My wife's auto remote fob was getting intermittent in its operation. Upon measuring the battery voltage, it was getting lower. We found that this pack of four that we purchased to be a decent price and ordered it. The delivery was quick and upon insertion the remote control began working perfectly.",In My Power,Size: 4 Count (Pack of 1)Verified Purchase,,,,701220,
KJ,/gp/profile/amzn1.account.AFCZ2S3WXUGVGIYCATSAWO7WWA7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2019",1,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,5.0 out of 5 stars,"Almost bought a 2 pack of these at a food store for over $7, decided to hold off and look on amazon. Glad I did.""Use by"" date for my pack I bought off here is 03-2026.",Genuine Engergizer.,Size: 6 Count (Pack of 1)Verified Purchase,2 people found this helpful,,,86110,
Ray NY,/gp/profile/amzn1.account.AEYTD45DTHXM2H5LZ6IRF7FUNBJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,4.0 out of 5 stars,The batteries did not come as pictured. They were all individually sealed with expiration date 3/2030. I put 2 batteries into my scale and it seems to work fine. I will how long the battery life lasts. I dinged off a star because it arrived almost a week late.,Seems fine.,Size: 6 Count (Pack of 1)Verified Purchase,,,,1731972,
TheFixer,/gp/profile/amzn1.account.AEUOCKLIJMRVPZ5GY27PIWTAVDNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 20, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,1.0 out of 5 stars,"Insufficient charge to operate most devices.  Replaced battery in key fob.  Old battery lasted over 3 years.  I replaced with battery from this pack twice in a month and then just bought fresh pack from local store (those batteries are still going).  This pack of batteries also used in home thermostat.  After every power blip, the thermostat has an alert to replace the battery.",Dead on Arrival,Size: 6 Count (Pack of 1)Verified Purchase,,18,24,3276325,Public
McLuvinSD,/gp/profile/amzn1.account.AHLH4LEWWALHG4Q7D53JN2NG7CWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,1.0 out of 5 stars,"So far we’ve gone through four batteries from the six-pack. Two didn’t work at all from the very beginning, and the other two lasted through three one-hour shows on Apple TV. Never again!  Most likely counterfeit.",Worst batteries I’ve ever purchased,Size: 6 Count (Pack of 1)Verified Purchase,One person found this helpful,,,8687920,
Mrs M.,/gp/profile/amzn1.account.AGP4M2MFSBTR5EBXMKQ3HZIALVDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,5.0 out of 5 stars,Using these for some flameless candles. They are working great and have lasted all month just now starting to get dim signaling the batteries are running down. They are alittle pricey but I only use them for holiday decorations. Good batteries over all.,Good batteries,Size: 6 Count (Pack of 1)Verified Purchase,,,,224677,
Elluminati,/gp/profile/amzn1.account.AF2IWMFPFGY4WCCZMUOXUSMGQKIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 2, 2019",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,5.0 out of 5 stars,"I mean they're batteries... It's tough to say how long they should last for me... I use them in connected motion detectors all over the house and they are always ""detecting"" motion, temp, signal... I can say I change them infrequently enough where I don't remember the last time I changed them... It always seems sooner than it probably is...",They're batteries,Size: 6 Count (Pack of 1)Verified Purchase,,,,2929,
Christine Mei,/gp/profile/amzn1.account.AH3UTKDV77V5GIWCODMIZT5HN3UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 16, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=12,1.0 out of 5 stars,"I am using these batteries for my bluetooth tracker, but when I install a new battery it immediately shows up as low power and they die in 4 months versus over a year with other batteries that I have gotten.  The batteries expire in 2029 so there's plenty of time left.",Low Energy Even though they're new and have 9 years before expiration,Size: 6 Count (Pack of 1)Verified Purchase,,,,338361,
-:★:-,/gp/profile/amzn1.account.AFKTX4CFZWI7RXEVYBC7LZCARADA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2020",2,1,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,1.0 out of 5 stars,"Note: Left Front and Rear packaging in photos are of the genuine packaging, Genuines were ""Sold & Shipped"" by Amazon. Right-hand side cards are the fakes. Notice the poor, mottled printing on both sides. The packaging shown on the listing (with the ""10-Year Shelf Life logo) is missing on the packages I received. Not as represented in the listing page. Purchased these for my ""Tiles"" in November 2019. When I went to replace the batteries (now June 19 2020) I did a pre-install battery check, and one-by-one, all 12 were DEAD.  ( Package was dated for 2029 expiration, so I had no reason to doubt freshness ) BAM!",BEWARE - COUNTERFEIT BATTERIES!  SEE PICS PURCHASED 2 PACKS - ALL 12 DEAD ON ARRIVAL!!!,Size: 6 Count (Pack of 1)Verified Purchase,,,,18980843,
dogwood,/gp/profile/amzn1.account.AFYQXJ4LA7SFDMNTVJ7B2UTTBLDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,5.0 out of 5 stars,"Not much else to say about the batteries. They arrived on schedule and they work in my key fobs.However, a tiny little product like this was shipped in a box that was easily 100xs its mass.Wasteful packaging. This happens a lot at Amazon. They need to size the packaging to the product and reduce waste.",Batteries work,Size: 6 Count (Pack of 1)Verified Purchase,,,,1824069,
Robert S.,/gp/profile/amzn1.account.AFHJDP4APKWTZPOEHSW4FQ7CVV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,5.0 out of 5 stars,Couldn't believe the low price for batteries.  And they're Energizer!!!??? Get the Frick outta town.  What can I say besides a high quality battery with a low price.  Whats not to love.  Just keep them out of reach of little little ones.  Lithium is no joke.,Cheap Bunny Keeps Going and Going.....,Size: 6 Count (Pack of 1)Verified Purchase,,40,64,1855774,Public
Kevin,/gp/profile/amzn1.account.AGMY4VYL4VFSVS7AT7CRQTP2VOUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2017",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,1.0 out of 5 stars,"Be sure this is the right one.  I searched for 2430 and didn't double check that Amazon would just give me a bunch of similar items in the search that I don't want.  Now I am stuck with batteries that I don't need and Amazon wants to charge me more then the batteries are worth to return them. Returns used to be free, but now they want to go out of my way to drop them off at an Amazon location.  I am a long time prime member and I am very unhappy with this experience.  Amazon is becoming too greedy.",Double check the product number because Amazon is no longer on your side,Size: 4 Count (Pack of 1)Verified Purchase,6 people found this helpful,,,38791038,
Mixed Blessings,/gp/profile/amzn1.account.AFL3623U3VPLOMIVSBBHR6E4Q5YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2018",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,5.0 out of 5 stars,"I was surprised by all of the bad reviews of these I saw.  Yes, mine did not come exactly as pictured, either, but they are Energizer and the one I have used so far powered my scale, so I am happy.  Mine came in individually sealed packs (not from one pack, but cut into four - each battery is in a ""blister pack"" if you will).  Like another reviewer, I got the Lo message on my scale at first, but I had it installed incorrectly, and once I remedied that, it worked perfect.  I am happy with my purchase.","Did not come exactly as shown, but it works!",Size: 4 Count (Pack of 1)Verified Purchase,,,,5237,
WARD,/gp/profile/amzn1.account.AFM4PIEY3O2NJEYU4UO6IIKVI7OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,5.0 out of 5 stars,"well...use these in my auto darkening welding hood.  had two on the pegboard, measured 3.3 volts, old batteries were down to 2.8 volts.  before i bought new Energizers i checked date on batteries hanging on shelf, they were 12 years old and still good so i bought more of the same",review without use,Size: 4 Count (Pack of 1)Verified Purchase,,,,1976202,
KtnWin,/gp/profile/amzn1.account.AETFBYJD4WBS3H3QNFXGLQBIEWWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2019",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,4.0 out of 5 stars,"Good part: quick delivery when you need it ASAP. Not so good: you can get 20 of theses batteries from eBay for the price of 6 from Amazon but need to wait a few weeks (good if you don't need right away)No idea about battery life. I used to buy from eBay and 10 batteries last a few years for me. Used on most chromatic guitar tuners, on some guitar preamps.",Good if you need these within 2 days.,Size: 6 Count (Pack of 1)Verified Purchase,,,,18753,
Michael,/gp/profile/amzn1.account.AE6543BDEBMDZILJ4VLHBZNNL2NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,5.0 out of 5 stars,"I went with the name brad as I had too many duds with the different off brands. My only complaint would be that they took a long time to come. Stuff like this usually comes within a week, or so. But these took at least two weeks. But they all tested full so I am happy with that",Good replacement batteries for car/garage remotes,Size: 6 Count (Pack of 1)Verified Purchase,,,,294251,
charlestongirl,/gp/profile/amzn1.account.AHERDTAVCS5GXAVQFJIU57MLZ4FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2020",0,1,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,3.0 out of 5 stars,Would not have purchased if I knew they were not like they are shown in the photo. I received strips with the batteries on them taped to pieces of paper. Looks nothing like you would purchase in a store. I just hope these are real and will last. Otherwise I will try to revise my review. I don’t like wasting money.,Not Original Packaging,Size: 6 Count (Pack of 1)Verified Purchase,,,,78761237,
Morgan Scherer,/gp/profile/amzn1.account.AH4UEBDM24Z5NAKBHIJN3YX6LBWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2020",0,0,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=13,5.0 out of 5 stars,I got these for my Honda CRV because my battery on my key was running low. I really like that this comes in a pack of multiple so that if it were to die again I can just replace it with another one.  I really like the price of this since I am on a budget.,Budget friendly,Size: 6 Count (Pack of 1)Verified Purchase,,,,62593673,
Buckeye911,/gp/profile/amzn1.account.AHSLY3QA6MQLUKYQC3AEIK7FH7XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=14,5.0 out of 5 stars,"What can you say about a battery?  It works or it doesn't, right?  Well this one works the way it's supposed to.  It returned my digital bathroom scales to life.  I bought the pack of four so I have a few spares for other gadgets I own that use the same battery.  Thank you Energizer.",It Works As Intended,Size: 4 Count (Pack of 1)Verified Purchase,,,,990289,
VBowers,/gp/profile/amzn1.account.AGUXDF2TIARFYX4DAKEVCNOHRSWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=14,5.0 out of 5 stars,I noticed my Bose for our TV wasn't working I thought well it the battery because I had changed it out in the remote the only way to turn the system on so I order these thinking it was the answer well nope it was the component its self died,My Bose ended being dead,Size: 6 Count (Pack of 1)Verified Purchase,,586,407,17965,Public
Susan Whitsell,/gp/profile/amzn1.account.AF2MPIGOKU3WFBBBRJJALF2H4VNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2021",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=14,4.0 out of 5 stars,With batteries these two issues - 1) how long does it last? These replaced one that came with glucose meter that dies 1 year after I got it. - brand is Panasonic.. And 2) recycling. Has to be recycled as hazardous waste in my community.,"Hazardous waste, unsure how long they last",Size: 6 Count (Pack of 1)Verified Purchase,,,,5428784,
Kris G,/gp/profile/amzn1.account.AGQPSIHNIQ4UVZ2XTZ4V3SABUICQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=14,2.0 out of 5 stars,"I purchased these mid-April 2020. It is now mid-June 2020. I purchased them because my car key fob batteries were dead. After two months, they are dead again! AND I've hardly driven my car because of the virus. How can they be dead already? I thought the price was good for the quantity, but they just aren't worth the money!",Bought these for my keys. Died within two months!,Size: 6 Count (Pack of 1)Verified Purchase,,,,1698295,
O.G G-MAN,/gp/profile/amzn1.account.AEYQ22Y6SDLKBIOUBNJS2E3LVC3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=14,5.0 out of 5 stars,Energizer  brand packaged with care unbeatable price .They are practically giving item away. Detailed battery seal to avoid battery loss. I willbe ordering more from  this seller.  Powered up my device with no issues to report.Great product!,Perfect!,Size: 4 Count (Pack of 1)Verified Purchase,,9,45,2860490,Public
Debra,/gp/profile/amzn1.account.AF7SDB4XS6AC7FAATARALG2IJF2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,,https://www.amazon.com/product-reviews/B08K3FZ314/ref=zg_bs_7586146011_cr_2?ie=UTF8&refRID=E5NJDQ9GKKXQCXXDPSHW&pageNumber=14,5.0 out of 5 stars,This is your basic garage door opener batteries. Energizer is known for its long life of batteries and they never disappoint. They don't expire for over a year. This pack was very reasonably priced and I will purchase again.,Just Batteries,Size: 6 Count (Pack of 1)Verified Purchase,,127,116,271967,Public
