author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Jamie,/gp/profile/amzn1.account.AHQRUMMBNH5Z4EVFKPHDC4GJG3UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2018",1,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,5.0 out of 5 stars,"I hate Crocs. My husband wears them and I think they look absolutely ridiculous. When I was pregnant, I bought all sorts of adorable leather shoes for our son and couldn't wait for them to fit. Well, at about 9 months, I tried a pair of the Frye sneakers on that I'd been so excited about and guess what?! I couldn't get his fat little foot in there. Same thing with the infant UGG booties I'd bought. Finally my husband suggested Crocs and I reluctantly ordered a pair. They went right on my son's chubby little foot and I hate to admit it, but they're adorable! While I still vow to never buy a pair for myself, they're the perfect kids' shoe...you can't deny it!",I said I'd NEVER buy Crocs...,Special Size: Toddler (1-4 Years)Size: 5 ToddlerColor: BlackVerified Purchase,195 people found this helpful,241,69,154271,Public
Jenny K,/gp/profile/amzn1.account.AH4Z6IBCYGDAUNED5HBZ3ZQUOOTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 25, 2017",4,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,4.0 out of 5 stars,"My 13 month old daughter (18.5 lbs, 30"" tall) wears a size 4 shoe. We have the Crocs Littles Clog in a size 2-3M   crocs Littles Clog (Infant/Little Kid),  Ballerina Pink, 2-3 M US Infant           which fits my pre-walker perfectly with no room to grow. So I bought the Kids' crocs classic in a size 4 and although its a little bit bigger, she will outgrow it pretty soon. See the pics for size comparison. Other than that, the shoes are awesome, no blisters, seems comfortable and my baby is always excited to put them on.",she will outgrow it pretty soon. See the pics for size comparison,Special Size: Toddler (1-4 Years)Size: 4 ToddlerColor: PepperVerified Purchase,150 people found this helpful,1669,395,4220,Public
Stipping,/gp/profile/amzn1.account.AEGUYFBC7UZF3CJTVR5CO23IQEBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2017",2,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,1.0 out of 5 stars,"I ordered a size 8. When they arrived I immediately noticed how small they looked and compared  them over to my daughters other  size eights Crocs that she's had for a while.  They are at least 1  size smaller than her current size 8. When she tried them on she said @ there's something stuck in there"". I checked and there was not.  They were just too small. Everything on the shoe looks legitimate like it's real Crocs ( not that I would know the difference) but there's something definitely wrong. they are way too small and absolutely not a true size 8.",Not true to size! Returning ASAP!,Verified Purchase,85 people found this helpful,304,92,118212,Public
Sarah,/gp/profile/amzn1.account.AGXHNMRFJ5YWNJQA4DTWYPYIRWUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2019",1,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,5.0 out of 5 stars,I can’t believe I waited so long to buy these shoes for my little one. I bought them primarily for wearing to and from her swim lessons. They have such a nice grip on the bottom I knew I wouldn’t have to worry about her slipping walking around the pool. Little did I know these would become her FAVORITE shoe. We can’t leave the house each day without her asking where her pink shoes are. I sized up when purchasing so she could grow into them. I purchased them in March. She’s been wearing them for four months and could still keep wearing them. I love crocs for kids.,You Need These!,Verified Purchase,65 people found this helpful,136,65,408006,Public
xtopherous,/gp/profile/amzn1.account.AHA4D7WBJU2N3PWEYODMPIPM6XMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2020",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,5.0 out of 5 stars,"These run a little large on my daughter who has big feet, but not wide. She wears a 13 sneaker and was still fitting in her 11 Crocs though they were finally getting small. I probably could have gone with a 12 and been fine but I want her to grow into them since the other pair lasted 2 years and that's rare for kids shoes! They're big on her but I love the ""Croc locks"" that keep them on her feet and the color is vibrant. These are my 2nd pair, great for gymnastics, slide on and off easily and she wears them outside often and I can just hit them with the hose or the faucet when they get filthy. Her only complaint is that her feet get sweaty, especially when they are new without socks on.","Run a bit big, but great quality",Verified Purchase,39 people found this helpful,108,19,364237,Public
Jenny K,/gp/profile/amzn1.account.AH4Z6IBCYGDAUNED5HBZ3ZQUOOTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 25, 2017",4,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,5.0 out of 5 stars,"I love these shoes. They stay put, don't hurt my daughter's feet and she's always excited to put them on. For ref: my 13 month old daughter who is just learning to walk wears a size 4 shoe and the 2-3M fits her perfectly with no room to grow. I also purchased the next size up in the Crocs Kids' Classic K Clog size 4   crocs Kids' Classic K Clog, Pepper, 4 M US Toddler           and the size difference is pretty slight. Please see pics for reference.",I love these shoes,Special Size: Infant (0-12 Months)Size: 2-3 InfantColor: Ballerina PinkVerified Purchase,56 people found this helpful,195,93,78653849,Public
Amber,/gp/profile/amzn1.account.AFR4WTNALGGLFEGN7LPYJHJEO6OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2019",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,4.0 out of 5 stars,"Ordered the lavender and they are super cute BUT my daughter is 10 and wears a big kid size 5 and these are huge on her. They fit more like a size 7-8 women’s, definitely size down!!!",Sizing runs big!!!,Special Size: Big Kid (8-12 Years)Size: 5 Big KidColor: LavenderVerified Purchase,25 people found this helpful,304,92,118212,Public
JoMag,/gp/profile/amzn1.account.AEDY5WNISW4CCPZ5NIIUQILJKEZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2018",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,5.0 out of 5 stars,"I have been wanting a pair of purple aka amethyst clog Crocs for a long time. I have many other colors of clog Crocs plus their look-alikes. I could not find the purple aka amethyst in any stores where I live. I saw them online. But, I was unsure about how to choose my size because could not find the size numbers as the same on the soles of the Crocs I have. I happened to go to an Outlet Crocs store recently which did not have what I wanted. But, the very nice saleslady in the store told me how to choose my size from the online size charts.Anyway --- I am VERY pleased and satisfied with my purple aka amethyst clog Crocs. I may (not sure) order a pair or two of the other colors that I do not have.Many THANKS for having the color & size of clog Crocs that I have been wanting.  Sincerely --- JoMag",the very nice saleslady in the store told me how to choose ...,Special Size: Little Kid (4-8 Years)Size: 3 Little KidColor: AmethystVerified Purchase,44 people found this helpful,38,21,1794175,Public
Matt Prime,/gp/profile/amzn1.account.AE23YGQQZQ7OZW3FTLF27T32PHHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2018",1,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,5.0 out of 5 stars,I loved this shoes! Color and the size are same as it described. look like it will last since the quality is good. I also like that you can adjust the strap when her toes gets bigger. Good  protection from toe scracthes and great for her to use at the beach!,My daughter loved it. Very cute and comfy to her feet.,Special Size: Toddler (1-4 Years)Size: 5 ToddlerColor: AmethystVerified Purchase,29 people found this helpful,46,13,1314017,Public
notoriousnyc,/gp/profile/amzn1.account.AHI65PZH253KBJHSV4J46RUGCA3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2018",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=1,5.0 out of 5 stars,"We purchased these shoes for our beach vacation but have been using them all summer long at home! They are really the best water shoes for young children. I appreciate how this clog has a wide, sturdy base and comfortable sole. The plastic is legit and holds up to normal wear and tear. The shoe itself is well made. Our friends purchased an imitation brand, but the plastic has worn down so quickly, while our crocs still look brand new with daily wear. It's definitely worth paying more for the actual ""crocs"" brand.  We previously tried Natives but they were not suitable for my child - too snug and not wide enough, not really adjustable. The classic croc clog also allows for more ventilation and easier water drainage than Natives (prevents stinky feet/shoes and blisters).  The back strap also allows for some give and stretches a bit.  These shoes are great for playing in the park, pool, home, waterpark or at a water table!  Highly recommend them!",Great water shoe for toddlers!,Special Size: Toddler (1-4 Years)Size: 4 ToddlerColor: Candy PinkVerified Purchase,18 people found this helpful,38,54,586005,Public
Enrique Santiago,/gp/profile/amzn1.account.AGL7JDGZSBKG646I77TZVNLFABRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2020",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,5.0 out of 5 stars,"I bought these for my little cousin who loves wearing their normal shows and refuses to take them off which makes her have little stinky feet. I bought theses crocs as a gift for her 6th birthday and she can't stop wearing them, also she doesn't have stinky feet as there are holes which are perfect for ventilation especially for this upcoming heat that we are going to have. I bought her the pink ones since she loves the color pink. Definitely going to buy more for the kids in my family!",Little cousin absolutely loved them!,Special Size: Toddler (1-4 Years)Size: 9 ToddlerColor: Electric PinkVerified Purchase,25 people found this helpful,241,69,154271,Public
Mayllen,/gp/profile/amzn1.account.AE62WN3CN43FETN7QYY6EQWJ5UXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2019",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,5.0 out of 5 stars,These are SO cute! I have had a pair of crocs since they came out (or at least they were newly out) back in 06/07 time frame. They are fantastic outside shoes & being the avid garden I am these are my outside shoes. Well my 1 year old daughter thinks its fun to play with my crocs so I ordered her a pair yesterday on a whimp. Less then 24 hours later and they arrived at the doorstep.  Tried them on snd they are adorable! Highly recommend if you've got little ones,So stinking cute!,Special Size: Toddler (1-4 Years)Size: 5 ToddlerColor: AmethystVerified Purchase,27 people found this helpful,44,52,733581,Public
Kellie,/gp/profile/amzn1.account.AGGOALM6WGQUFUHYD4B5TWIO3A5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2020",6,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,5.0 out of 5 stars,"I love crocs. Been buying them for my 8 yr old son for years. But Crocs sizing is annoying! If your child grows out of a pair, ONLY get one size bigger. Two sizes bigger will be huge!! In my first 4 pics, I showed the difference between his last pair (size 11-12c) & his new pair (size 1). The new- size 1 pair is much wider & roomier! Which makes them difficult to stay on. I wish crocs' strap was adjustable, so it'd help to keep new & bigger pairs on a child's foot! They stayed on my sons feet through the summer, but barely! They'll fit better this summer.The last 2 pics are a comparison of these 'classic crocs' & the 'crocs coast clog', both size 1. The crocs coast clogs have 'crocs' written on the top near the ankle. They're more narrow than the classic crocs. BUT, they're slightly longer. So be careful of that. I found the classic crocs to fit my son better. The strap on them held his foot on better.So if you're planning on getting your child a pair, get their current size. These are so big. Or if your child grew out of a pair & you want to get bigger ones, wait till they absolutely can't fit in them anymore & only go one size up!",Perfect kid shoe! But sizing is annoying...,Special Size: Little Kid (4-8 Years)Size: 1 Little KidColor: NavyVerified Purchase,9 people found this helpful,331,135,43488,Public
KatNtheCity,/gp/profile/amzn1.account.AE5AMZQPFF6MKKRLXVIPEXHTVHVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2018",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,2.0 out of 5 stars,"My son got these for Christmas.  I ordered a 3, bc he is not even a 2.5 yet and I thought getting him the size 3, he would be able to wear these for a good while.  When I received them, I thought they looked small.  I held them against a size 3 vans.  The size was off by at least 1/2 inch.  When I went to order a size 4, they were sold out and so I gave him these for Christmas, bc orange is his favorite color.  He foot has very little room for growth.  Eh, I am disappointed, bc he loves crocs.  I guess the moral of the story here is, DO NOT BUY CROCS online, the sizing is off.",Runs small,Special Size: Little Kid (4-8 Years)Size: 3 Little KidColor: TangerineVerified Purchase,15 people found this helpful,66,46,1529913,Public
Carol Weller,/gp/profile/amzn1.account.AH3YG6KVVV5KADWU6VOS3NVRTM3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2020",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,5.0 out of 5 stars,"Last bought my 9.5 year old son Crocs nearly 3 years ago.  He wears sneakers to school and otherwise Crocs.  I was surprised when he told me how long the Crocs had lasted before he wore through the bottom of them.  Nothing lasts that long with kids.  His old shoes were a size 2 and we wanted a size 3 now.  I was confused by the sizing because ""Big Kids"" starts at a 4 and I assume that he is a ""Big Kid"".  The sizes in order of the pull-down menu are: ""Little Kid 1, 2, 3, 6, 10, 11,12, Big Kid 4, 5, 6"".  But that is not the correct size order.  I think the correct size order should be: ""Little Kid 6, 10, 11, 12, 1, 2, 3, Big Kid 4, 5, 6"".  So, a ""Little Kid"" 3 is larger than a ""Little Kid"" 12.  After thinking they didn't have his size, I finally figured this out and bought the ""Little Kid"" 3.  The shoes fit and are even a bit large.  We are happy, but hope to help others who might be confused.  What is called ""Little Kid"" 1, 2, and 3 are really ""Big Kid"" sizes - that is, they are larger than ""Little Kid"" 12.",Confusing Sizing - But Can't Beat the Durability of Crocs,Special Size: Little Kid (4-8 Years)Size: 3 Little KidColor: Slate GreyVerified Purchase,8 people found this helpful,10,15,26232346,Public
C. Peters,/gp/profile/amzn1.account.AEIKAP4H5J2GWYMHFEBRNWLJUY5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2020",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,1.0 out of 5 stars,"UPDATE: 6/14/2020 I am absolutely livid. We couldn’t figure out why my son complained about his one croc. The girls two pairs are fine so we assumed he was just being picky as he has special needs. HOWEVER, upon closer inspection, the blue size 8 that we bought are CLEARLY different sizes. They both say size 8, but when you hold them up together, the one is an entire size smaller!!! It won’t let me post pictures, so I can’t show it. So now we have a pair of crocs he absolutely cannot wear. I should’ve realized this sooner- it must be a defect. I’m angry because I can’t do anything about it. Like I said the others are fine, but his aren’t. Whatever you do, check the sizing as soon as you get them or else you’ll be stuck like we are. I’m so disappointed myself that I didn’t look closer. I just saw they both said size 8 and assumed his disability was causing the issue. Shame on me! Downgraded to one star rating because he can’t wear them and I expected better from Crocs. Seriously!Original review: The kids love their crocs. I love them because no matter how muddy they get, I can just hose them off and they look brand new. Super comfortable for the kids also. They have no problem running around in them. Definitely recommend.",One pair out of 3 is defective,Verified Purchase,3 people found this helpful,152,191,86300,Public
KMAC,/gp/profile/amzn1.account.AGAZVM5LXIKY3F6MEI4FPUQHTMCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2018",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,5.0 out of 5 stars,"I was hesitant to buy these because of fear of them falling off and being too expensive, but they are worth every penny!  My very picky two year old LOVES wearing these, they stay on her feet, and are great quality.  They are perfect for running around outside all day, especially when playing with water stuff.  She measures an 8.5 and the 8's fit nicely, so it's best to size down.",and are great quality. They are perfect for running around outside ...,Special Size: Toddler (1-4 Years)Size: 8 ToddlerColor: Candy PinkVerified Purchase,10 people found this helpful,64,75,581930,Public
Marina G,/gp/profile/amzn1.account.AGZ5AXU4G3R6BSDVOHVFGPG2RYSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2020",2,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,5.0 out of 5 stars,"This mountain girl really loves her crocs. They are so multifunctional: from hiking, to riding bikes, to walking in the creeks, using as water shoes on beaches or any water parks. Easy slip on and off. Super comfortable and I love that the colors stay bright. Yellow is my daughters favorite color and we were so happy we found these. They are also super durable. My younger daughter usually gets the hand me downs, then after her we give it to yet another kid. Fantastic value for the money.",Durable and multifunctional,Special Size: Little Kid (4-8 Years)Size: 1 Little KidColor: LemonVerified Purchase,4 people found this helpful,196,343,55636,Public
Chelsea,/gp/profile/amzn1.account.AEJEV6AUHJALRG2KRPQ56YPF27ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2020",0,,https://www.amazon.com/product-reviews/B08Q1C9V3N/ref=zg_bs_7147443011_cr_4?ie=UTF8&refRID=T3HYBXH9624H931D54J8&pageNumber=2,5.0 out of 5 stars,"This is it. This is the shoe. Throw all your kids socks and other shoes for the summer away. Pop these bad boys in 4-Lo for beach play, a day at the lake, or firefly chasin. Great for walking. Hiking. Swimming. (They float, hard to lose!) AND THEYRE DURABLE. I hate the look of these things but I've never had any brand of shoe hold up to my kids like these fugly things! 20/5 stars. Would forcibly recommend.","mom of 7 here, please read.",Special Size: Big Kid (8-12 Years)Size: 5 Big KidColor: LavenderVerified Purchase,4 people found this helpful,7,25,3553495,Public
