author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Ian T. Cassinos,/gp/profile/amzn1.account.AG55XIFJ57FMBYC44I4CYDQZCT5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2019",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"I was super excited to get this drill to tackle a few projects. I wanted a mikita or dewault but settled for this mostly because of the price and the great reviews. I know for the price point I shouldn't expect a Lamborghini on a Kia budget, but I was thinking with all the rave reviews it would be ok. The drill works...ok. Into soft wood, screws go good. Drywall? anything harder? Click Click Click Click Click. No power. I got halfway into studs on a full charge and couldnt sink the screws into the drywall. They went in, but didn't sink down. I'm going to keep it as it is lightweight and should handle some light duty work, but I'm still looking at a bigger drill for future use.",So-So for Light Duty but weak,Style: 20V Drill/Driver KitVerified Purchase,6 people found this helpful,267,74,117207,Public
Marsellus Wallace,/gp/profile/amzn1.account.AEQUGPCTAJKZXTOUDDSTV3TL3GAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2019",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Okay, this drill is well worth the acclamation it currently has. I bought it with the drillbit set for about $75. I needed to drill holes through a metal beam behind my car's bumper to screw on mounts for musical horns. At first, this little drill started to sweat. I was thinking buying this was a bad idea... but... I didn't give up. So first off, I made sure the battery was fully charged... which by the way, takes a LONG time to do, upwards of 3-4hrs. Well, it got fully charged, and boom, huge difference.Also, you have to make sure you're using the right drill bit... there's three types: The multi-purpose drill (which is what you should use for metal), the masonry bit, and the carpenter's bit (forgot the name). I switched to the appropriate drillbit, and... in a big facepalm moment, realized I had the drill spinning in the UNSCREW direction. Be careful, since it's really easy to accidentally press down the button that switches the spin to reverse . So, now, with:1. Full battery2. Appropriate drill bit3. Making sure the spin is set to FORWARDI was able to drill a hole through 1/6"" cast iron in less than a minute. And yes, like others have mentioned, this is not a heavy duty drill, but keep in mind heavy duty drills run at the very least $150, while this one was half the price with drillbits included. In conclusion, this is a purchase I certainly do not regret making. Hooray!",Yes! It drills metal.,Style: 20V Drill/Driver KitVerified Purchase,4 people found this helpful,17,27,78990075,Public
Andarton,/gp/profile/amzn1.account.AETJWSWJX7ZXGTMCQQX7H4UUMF7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2020",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I had a tiny cordless drill from Ikea and it was working fine for my needs. But then one day I had to repair a roof and ended up borrowing a neighbor's cordless drill. After that, the Ikea drill just didn't really feel like it was enough for the things I'd been using it for before (such as repairing fences). So I looked around for an affordable but heavier duty option.This was a bit of an impulse purchase. The reviews looked good and the price was right. So far I'm very pleased. I've done fence repairs quickly and painlessly with this thing. Battery life has not been an issue for any of my projects thus far. And it comes with a decent array of bits! My only very minor complaint is that the screwdriver bits are very loose in the attachment for them. I lost one in the grass while carrying it around. Luckily there was a second, longer one and I just put that one directly into the drill instead of using the screwdriver adapter and it worked great.I would say that this is a good drill for the price!",gets the job done,Style: 20V Drill/Driver KitVerified Purchase,2 people found this helpful,81,93,78766236,Public
Peter Q,/gp/profile/amzn1.account.AF2QCWKMMXXCW64WWHNNNIUFEDIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2018",1,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,Nice drill! Was able to drill holes on my ceramic pots with a drill bit I bought. Well worth the price.,Gets the job done,Style: 20V Drill/Driver KitVerified Purchase,25 people found this helpful,52,97,349253,Public
BOOKEM,/gp/profile/amzn1.account.AHY6UMK3FGLF6HDYKOFCZOOJMVOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2020",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"The drill is very plastic and cheap looking, I was very surprised at how cheap things are made these days.  I can see that this drill isn’t made to last, one drop and the plastic will break apart, I’m very disappointed in Black + Decker and their diminished quality.  PROS:  The drill works and is adjustable.  CONS:  Very cheap looking drill and certainly not worth the price they charged.  The bottom line is that you might be better off spending a few dollars more and get a drill that’s more durable.",DISAPPOINTED IN THE QUALITY - VERY CHEAP PLASTIC,Style: 20V Drill/Driver KitVerified Purchase,3 people found this helpful,241,214,78982893,Public
Reg,/gp/profile/amzn1.account.AE6K4TP4ICTYIRS3XRCEZAIW567A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2020",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"As a woman, I like this drill vs our previous ones.  Never noticed how heavy those were until I lifted this one!  Seems to have good power - at least for what I will use it for - light household use.  Can't comment on the battery life, since we just got it.",Not too heavy,Style: 20V Drill/Driver KitVerified Purchase,4 people found this helpful,87,154,695406,Public
R. Miller,/gp/profile/amzn1.account.AGAPDJIHEZYEPJ7HGVSRNXQOOOZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2019",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"Ok, I bought this on a deal-of-the-day or some special like that.  I thought it seemed like a deal even if it didn't really hold up over time.  My initial impressions were mixed at best.  I was using it to drill some large'ish holes through pressure treated pine.  It did ok, but it seemed to me the chuck was a little wobbly.  Every time I would reverse the direction, the chuck loosens up and the bit falls out.  Ok, I can remember and work around this issue, but it's a little pain.  Then I decided to use it to install a metal roof.  I was driving 3.5 inch screws through 2x4s into rafters.  Plenty of torque to drive the screws and battery held up longer than me.  Then I was screwing down the metal to the stringers and it just kept going.  I developed some respect for this thing.  Yes, it is not a dewalt, but it does pretty good for a fraction of the price.  This may not be commercial grade or even hardcore DIY, but it's way more than enough for a casual DIY'er in my opinion.  Oh, and the bits that come with it are junk, but overall I would probably buy this again if it was a daily-deal.",Decent Value,Style: 20V Drill/Driver KitVerified Purchase,One person found this helpful,530,225,31955,Public
ehansen,/gp/profile/amzn1.account.AGVRVIWP2QPQNI5OARCNTDSXVO3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2018",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,I returned this item. It has little power. Better to spend a bit more money on a better model.,No power,Style: 20V Drill/Driver KitVerified Purchase,14 people found this helpful,268,33,211480,Public
Dan and Renee,/gp/profile/amzn1.account.AGNGZMPFBNDVPAI7DLD5467KIQDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2019",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"This drill with it's accessories has gotten a fair bit of use in the few months I have had it. I am not a very handy person but having such an easy to use tool has emboldened me to try some new projects and fix some stuff I had been putting off. The battery life I have given a 4 out of 5 stars as it is very good (but not perfect). It is fairly easy to use and not too heavy which, once again, encourages reuse. Sometimes complex tools sit unused since using them can be a daunting task. This has not been the case with this drill.My only wish is that there was a case to hold all of the accessories. There are a lot of little parts and I imagine they will be easy to use once I stop using the cardboard box they came in. This complaint is minor though as I was aware this did not come with a case and that would increase the price.This has been a great product for the few months I have had it and I would recommend it to anyone like me who can be intimidated by home repair projects.",Gets the job done!,Style: 20V Drill/Driver KitVerified Purchase,One person found this helpful,47,25,663210,Public
mandl2012,/gp/profile/amzn1.account.AGYRFM7L2ZFPF3RO7JBPV5DNDVBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2020",0,,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"My first use of this tool was to drill holes in drawer fronts for new hardware. After 14 drawers, my forearm was absolutely killing me. I had to work pretty hard and the drill was less powerful than I expected. The drill bits were not that intuitive to secure in the drill and I rarely got a decent hold. The drill bit would come out of the drill every third hole I drilled. The second use of the tool, it drilled one hole and then stopped working. Full stop. We only had a month to return the item but as an average homeowner, how many times am I expected to use an item like this before realizing its defective? I'm overall very disappointed with the drill, and annoyed that the return window is only 1 month.",Broke the second time we used it,Style: 20V Drill/Driver KitVerified Purchase,2 people found this helpful,4,11,31500587,Public
Rob and Mark,/gp/profile/amzn1.account.AH3GVQXK5H4NGJSIA5VZGBAZTQRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2018",0,0,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,"Well - I thought we were getting a crazy deal cause this was an Amazon prime day deal.  Turns out Walmart sells this same item for the price we got it on Amazon.  So buyer beware.  It works just fine.  If you are planning on doing heavy drilling and you are using a Black and Decker product it's your fault it isn't as powerful as you thought.  Don't be dumb and think this is ""heavy duty.""  It's not.  Its a black and decker product.  However for light work its great to have around.",Ehhhh.......,Style: 20V Drill/Driver KitVerified Purchase,5 people found this helpful,138,141,129623,Public
suchdisappoint,/gp/profile/amzn1.account.AFNOIOPTC7X2TT4C4PH72ZBOFA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2020",0,0,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,"I bought this because I wanted to drill 2 holes into a wall stud that were too far away from an electrical outlet for me to use my plug in AC drill. Unfortunately, due to inaccuracies on this Amazon listing I bought this weak electric screwdriver by mistake instead of buying an actual drill made by dewalt.When trying to drill into a stud in the ""drill"" setting, it wobbled like crazy and no matter how firmly I tried to press straight into the wood, it would just go in an angle and would rather chew up the surrounding drywall than go through the wood. After 30 minutes of unsuccessfully trying to make the holes and having to patch the wall with wood filler, I gave up and got an extension cord. 2 minutes later, there were 2 perfectly straight holes made in the wall by the plug in drill. After screwing in two long screws into the 2 holes in the studs, I thought I would test this electric screwdriver to see whether it could unscrew them. Shockingly, they could not.Unfortunately I had to return. I hope they edit their Amazon listing to be more accurate so customers won't be misled. If they're reading this, this might help: please find and replace every instance of ""drill"" with ""plastic toy electric non-functional screwdriver"" as other customers may also be in my situation and could be misled. 3/5 stars.",An excellent toy electric screwdriver,Style: 20V Drill/Driver KitVerified Purchase,,80,31,1872535,Public
Ahmed Eldawy,/gp/profile/amzn1.account.AFODHD6ALWUW5CW6BWCQCPPORQXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2018",0,0,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,"This power drill/driver works fine for light use. However, I felt that it is not very sturdy. For example, when I put one of the drill bits shipping with it, I can easily see that it wiggles a little bit when the drill is working. I tried as much as I can to make sure that it is placed correctly but it always wiggles. Also, all the screw-driver tips are not magnetic which might make it harder to use with screws as they might fall down. Nonetheless, given its price, it is OK for minor use for small house projects.",This power drill/driver works fine for light use,Style: 20V Drill/Driver KitVerified Purchase,5 people found this helpful,52,31,3168086,Public
bitterswtmocha,/gp/profile/amzn1.account.AH3BD7FCYHTEB6FHIGFU2AKWLVYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2020",0,0,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"I’ve never owned or even used a drill before, and this one was pretty easy to catch on wirh. I think good for beginners. Comes with everything  you need except a carrying case which would have made this above and beyond- but still this is quite good.",Great beginner drill,Style: 20V Drill/Driver KitVerified Purchase,3 people found this helpful,45,48,1849422,Public
Reviewer,/gp/profile/amzn1.account.AEQMCJ5MYIQRJDRUK7U26CMFIMVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2020",1,0,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"I am not a handy person. I bought this on sale and it sat on my shelf for a couple of months because I was so intimidated. For perspective, I literally had to watch 3 youtube videos on ""how to use a drill"" before even opening the box. Now that you get where I'm coming from, you can believe me when I say that this drill is easy to use. It's also powerful as I was able to drill a small hole into a stud. So far I have used it to stabilize a cabinet with an extra piece of wood. I have created holes for hooks. I have tightened screws on my door handles. It's amazing and incredibly time saving. If you are looking for something you can easily use around the house that is not heavy or overwhelming, this is the tool for you. Its the tool for me anyway!",Even a newbie can use it!,Style: 20V Drill/Driver KitVerified Purchase,One person found this helpful,27,17,2595226,Public
Adam,/gp/profile/amzn1.account.AF6PA7BXZT4VZAESPW4ROJTLOUAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2020",0,0,https://www.amazon.com/DECKER-LD120VA-20-Volt-Lithium-Accessories/product-reviews/B006V6YAPI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"I'm no handyman, but this drill is good enough for me.  I'm not doing any serious work, just some small home projects here and there.  It worked out well though, because I had just purchased a new weed trimmer and leaf blower combo from Black & Decker and the batteries are universal, so that's the best part.  Now I have four batteries always ready to go.",I'm no handyman,Style: 20V Drill/Driver KitVerified Purchase,2 people found this helpful,36,93,1643724,Public
