author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Ardena,/gp/profile/amzn1.account.AG2E5QID3Q6H6W5YA3BCZOCQCK6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2019",3,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,I bought these for my brother as a house warming gift for his bachelor pad and he loved them! I tried them out to make sure they work  before gifting them and the lights were great! With the remote you can select so many different color options. They even come with brackets to hang them. He loves them and put them under his kitchen cabinets to add additional lighting when using the countertops or to select different color settings when having people over for mood lighting. These are great lights!,Fantastic lights with awesome customizable settings,Verified Purchase,229 people found this helpful,6751,480,394,Public
Isabella,/gp/profile/amzn1.account.AGMNRLCKA62MKZQU3VNILOROFHTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2020",1,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,Your browser does not support HTML5 video.           Just like the ones seen on tiktok! These are super light weight say on pretty well and are easy to take off without any paint coming off. The only problem I see is the cord it comes with is a little heavy to hold the lights so I have the plugin box on a shelf but other than that I do recommend UPDATE: This device is on the same frequency as my Vision tv,Same as seen if tiktok! Good overall recommend,Verified Purchase,336 people found this helpful,336,14,62593673,Public
Rjames,/gp/profile/amzn1.account.AFTJNTODUDD6DYQPQJ6WOAEZYFSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2019",0,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"Ordered two boxes on Monday and Successfully installed the lights. The first boxes had black connectors on either end allowing me to chain two strips from each side of the power pack. Ordered two more boxes and delivered on Wednesday and there are no connectors on one end. They just make them this way now as we found out. You need to use additional little white coupler connectors (sold separately) In order to connect twoBoxes worth of lights to one power pack. Seemed a little frustrating at first, but using these little white connectors looks a lot better than my original install with the lights that had the black wire on both ends. The seller bent over backwards to let us know this is not a manufacturing defect and sent us a lot of correspondence to get us set up properly. He even paid for the additional white connectors we needed.",Lights are awesome and they seller is top notch- bent over  backward to help us!,Verified Purchase,131 people found this helpful,132,2,2165968,Public
Maribel,/gp/profile/amzn1.account.AFWGITIRIALTNTVL73G4ZH7LHS6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 21, 2019",0,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"Your browser does not support HTML5 video.           The same day these came in the mail I set them up. It was really easy for these to stick to my wall which was really great since I feared that I might need a staple gun or some type of glue but I didn’t which was really good. I guess the only “problem” I faced was the fact that, that black box connector thingy needed to be taped to my wall because it was heavy enough to pull the lights out of the white adaptor. So I taped it to my wall. Also I noticed that the lights adaptor that connects to the white box kept falling off easily so I connected them together and now they don’t move. So In conclusion some tape would be handy, lol.Ps. I bought one box and it obviously wasn’t enough to go around my entire room so I put in another order so depending on your room size I would suggest putting in two orders just in case.","Worth buying, let’s see how they work in the long run!",Verified Purchase,121 people found this helpful,121,2,3263455,Public
Hannah Lillian,/gp/profile/amzn1.account.AGRX3QJY6BGH6E4RIBIGLWLVRIXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2019",1,0,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,4.0 out of 5 stars,"Your browser does not support HTML5 video.           I really like how they look, they’re super bright and there’s a lot of colors. HOWEVER as you can see in the video my remote for my tv/cable has an effect on the lights, turning up or down the volume changes the colors. They’ve also randomly changed to flashing colors possibly also due to my remote I just haven’t been able to get that on camera. The only other issue is I didn’t realize both strips had to be plugged into the power They do not connect on the ends. Over all with the money If it’s they look you want.",Random color change?,Verified Purchase,3 people found this helpful,5,17,8425832,Public
Stephen L.,/gp/profile/amzn1.account.AFA6PAM72V7DJ5RRGL4MGI7OUJAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2019",11,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"My wife and I recently had a screened porch converted to a sunroom, and my wife wanted to add some sort of mood/celebratory lighting.  After considering a number of options, we found the Daybetter R5032 at a terrific price, and placed an order for one package.  Once we received the R5032 package, and started considering how we could mount the LED strip(s) we decided we would like to mount the light strips in a trough near the ceiling and use them to provide indirect lighting for the room.  The two 5 meter LED strips would allow us to place lighting along two walls of the sunroom.  Not being able to decide which two walls should carry the lights, it seemed to make more sense to place the lighting all the way around the room so we considered ordering a second R5032.  This would mean that we would have two controllers, and two IR receivers possibly placed in two different locations in the room.  The LED strips come with connectors on both ends making it seem like they could be connected in series, but this is not supported by Daybetter.  The controller has two separate leads each of which connects to one of the 5 meter LED strips.  Connecting both LED strips in series to one of the controller power leads would burn out the controller.  In order to place both IR receivers in the same location, but have one of these controllers control lights that were 5 meters away, we needed extension cables that would allow power from one controller to run to a LED strip 5 meters away.  I contacted Daybetter customer support to ask if they sold such extension cables.  The next day I received an email that said they did not carry any such cables, but they did provide a link to a company that sold such cables through Amazon, and they were willing to help offset the cost of the cables.  Thanks to this quick response, I ordered a second R5032 package from Daybetter, and a set of 4 four-conductor 3 meter extension cables from HUALAND.  Connecting two of the extension cables together gave me enough length to reach an LED strip 5 meters away.  The next issue became how to build a trough in which the LED stips could be mounted.  I found a solution at my local Lowes where I discovered a vinyl door edge that was a bit larger than the 0.5 inch width and height needed to conceal the LED strip.  The size was perfect (UnmountedTrough.jpg), and the price was a tenth of what wood trim would cost to cover the same length.  Since the trough was vinyl, I needed to insure that the LED strips did not generate enough heat to melt them so I laid out the LED strips and turned them on to full brightness to evaluate the amount of heat generated by the circuitry on the strip.  The heat through the resistors on the LED strip was barely detectable.  I painted the door edge trough and installed it at the bottom edge of a 1 x 2 trim piece that already went around the room (Trough+IRsensors.jpg).  I ended up installing the LED strip along the back edge of the trough rather than the bottom of the trough because I did not think the horizontally oriented LED strip would bend nicely around 90 degree corners (LEDinTrough.jpg).  Bending a vertically oriented LED strip around the room's 90 degree corners was no problem.  Once the trough and the LED strips were installed, I then needed to place two power packs and two controllers somewhere hopefully out of sight.  An attic is directly above the sunroom so I decided to drill a hole in one corner of the sunroom ceiling, and route the 4 conductor power cables through the hole into the ceiling where the two power packs and the two controllers would be mounted.  The power pack cords were long enough to allow them to be installed almost anywhere convenient in the attic (PowerPacks+Controllers).  The two controller modules had to be installed right next to the hole in the attic floor so that the IR receiver cables could pass through the hole and be aimed out to the center of the sunroom (Trough+IRsensors.jpg).  One remote control sends a command that is received by both controllers so all light strings react in unison.  The results are highly satisfactory as I hope can be seen from some of the included pictures (LEDsunroom1-7.jpg).  The light strips provide a wide range of colors at about 5 intensity levels, and the adhesive backing made mounting in the trough super simple.  The product works great for us, and the customer support was outstanding.",Works as described...Support is terrific!,Verified Purchase,"1,121 people found this helpful",1154,5,569539,Public
Jon G.,/gp/profile/amzn1.account.AGFESCYTWKGABCMMPUM5ZXBHLLYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2019",3,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I bought these lights to place above my cabinets in the kitchen.  Leaving the walls white, I can change the color and vibe of the entire room just by changing the color.  I like that you can cut the lights to fit a custom space.  I will be buying more of these in the future.",Vibrant accent lighting at a cheap price,Verified Purchase,648 people found this helpful,803,98,38059,Public
Nat,/gp/profile/amzn1.account.AGM23IP7YN45SXDYIWRUTFVKX2WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2020",0,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Your browser does not support HTML5 video.           So happy that I took the time to compare all the products to determine which is the best LED strip lights out there, and this is without the doubt the best one! It sticks well to the wall. If you need to adjust after you already applied it, you just peel the strips off slowly (so that the paint doesn't come off), and reapply it where you want it! I do want to point out something that would be helpful for y'all. -- If you're looking for connectors to connect separate strips, DAYBETTER suggests ""5050 4Pin Non-Waterproof RGB LED Strip Connector Kit includes 2 x Female Connector Wire, 2x L Connector Cable, 3x L Shape Connectors, 3x gapless Connector, 10x LED strip light clip,5x 4-pin Male Conne "" on Amazon! Do not purchase these connectors ""TronicsPros 10pcs 4 Pin Solderless Waterproof LED Strip to Strip Connector RGB Flex LED Ribbon LED Rope LED Tape Light Gapless Adapter for 10mm Wide Waterproof SMD 5050 RGB Flexible LED Strip Light"" that is seen as ""Frequently Bought Together"" with DAYBETTER LED strips. These waterproof connectors don't work as they aren't compatible with non-waterproof LED strips.","Fantastic, Durable LED Strips & Only Non-Waterproof Connectors Work!",Verified Purchase,514 people found this helpful,578,12,4160243,Public
Shayleigh Orr,/gp/profile/amzn1.account.AFZ6P3WV46VZEAYHB355M53TW7EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2019",0,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,Ummm why the heck would u sale a product that's 32.8ft but it's broken up in 2 parts with NO CONNECTOR u can only use one roll.....,Add a connector!!!!,Verified Purchase,197 people found this helpful,332,88,62464,Public
Rachel E. Buckingham,/gp/profile/amzn1.account.AGIABGK6Y6BAYSGMUB6M26XRLMZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 21, 2019",0,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"I ordered this product and it came missing a connector piece meaning that I I couldn’t connect the two strips together. I returned it and asked for a replacement. When the second box came, I again had the same problem. It was missing a connector piece. It’s fine once if it has a missing piece, but it happening twice is unacceptable. DO NOT ORDER THIS PRODUCT",DO NOT ORDER,Verified Purchase,47 people found this helpful,47,6,6103308,Public
V,/gp/profile/amzn1.account.AG7TMBZCQWYKGECTD7LZRCILCIIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2019",0,,https://www.amazon.com/DAYBETTER-Flexible-Changing-Bedroom-Decoration/product-reviews/B07SPZ2HGT/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,Just wanted to add custom lighting to a room. Set it up and only one of the strips (out of 2) worked. Read the reviews and learned that this is a common problem. Tried to remove it gently and it removed the paint from my walls. Now it looks terrible. I should've never tried this product. I hope you read this review and don't try this product.,Not only does it ruin your walls. It doesn't work.,Verified Purchase,166 people found this helpful,166,1,62593673,Public
