author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
James,/gp/profile/amzn1.account.AF2PBMFTI7EBFMEFEPQEXZIKH5PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2018",2,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"We have been using the TubShroom since November 2017 and haven't had a clog since then.Our drain uses an old rubber style stopper so we have an open drain when the stopper isn't in use. The TubShroom only works if you have an open drain. If you have an attached metal stopper, then you will need to remove the stopper. Most just unscrew from the drain.Most drains have a metal cross across the hole just a few inches or less from the service. This stops large items from going down the drain but also helps secure the stoppers in place. When we use the TubShroom that metal cross only allows the the Tubshroom only to go down about halfway.Because of this water flows easily around the device and hair and other debris collect on the TubShroom. If your drain does not have this metal cross Only install the device halfway. This will keep your drain flowing freely.I would suggest cleaning the TubShroom after each use or at least once a day. It does collect a lot of hair. Its easier to clean out with only a day or so of use.If your drain doesn't have a stopper and you are constantly getting clogs due to hair and other debris I would suggest picking one of these guys up. They work well and I suggest this product to anyone that has a tub drain issues.",It Actually Works!,Color: BlueVerified Purchase,17 people found this helpful,697,191,34076,Public
Treesa,/gp/profile/amzn1.account.AHH7BPD754YWPDYFGNAJHU2SRLWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2019",0,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I tried the tubshroom today for the first time. I used it while washing my hair in the shower. Within a minute of turning the shower on, the tub was filling with water faster than it was going down the drain. At first I thought it was because the holes in the trap are kind of small and as hair gets stuck, it might slow the draining process.After my shower, I had the wait for the water to drain out. Mind you, the water was up to my ankles by the time my shower was over. I didn’t leave the water on the entire time of my shower which I thought would help, it did not. When I went to take the shroom out, I noticed it didn’t catch much hair at all and there were strands I could physically pull out of the drain. I’m positive I had more hair go down the drain than I was able to catch.I do not recommend this product.",Did not work,Color: WhiteVerified Purchase,14 people found this helpful,19,20,3476789,Public
CSantoya,/gp/profile/amzn1.account.AGEXOPGBRDJNEERMRINX7L7YC43Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2019",0,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I bought it for two reasons:1) I don't like standing in water while I'm showering. This happens when the ""T"" shaped part of our drain collects hair. I then have to use needle nose pliers to pull it out (disgusting). Once I've cleaned it, the drain keeps up with the shower flow & I'm not standing in any dirty water.2) I hate using needle nose pliers to pull the disgusting hairball from the drain.The advertisement of this product made it look like it was exactly what I needed to solve these two problems. However, as soon as I installed it, the tiny holes weren't big enough to allow the water to drain as fast as the shower was spraying. So in essence I was replacing the hairball with a silicone blockage instead. This happened while the shroom was brand new and I was using clear water to test it.PROS: Soft durable silicone, easy to clean, inexpensiveCON: Holes are too small to allow water to drain freely",Threw it away within a week!,Color: OrangeVerified Purchase,12 people found this helpful,49,57,649200,Public
C. Walther,/gp/profile/amzn1.account.AGJTF5FXQRUMUGBRFI5YWYG6ZGEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2018",0,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"The TubShroom is supposed to be placed so approximately 1/2 inch is above the top of the drain to facilitate draining.  It kept going down into the drain to where its top edge was flush with the top of the drain.  In that position, the TubShroom won’t let the water drain out very well and the water would stay a long time in the tub.  Unable to use.",Bathtub drains s l o w l y when using it.,Color: WhiteVerified Purchase,18 people found this helpful,19,14,2317770,Public
Pat K,/gp/profile/amzn1.account.AHH3RZSCJQADQNYHD6DZYHOAW27Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2020",0,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"We just recently cleaned out our bathtub drain because it was draining slow.  Wow what a lot of hair.  Anyways, I always see this advertised and thought, why not try it.Pros:  It does catch the hair that goes down the tub.  It's easy to clean, although it's yucky with the hair, conditioner and what ever else was used.Cons: It sticks up about a full 1"" to  1 1/2"" from the drain.  It's a older tub but didn't realize it would stick out that much.  Pushing it into the drain, the bottom rubber gets bent in all weird ways and it starts leaning to the right/left of the drain, although it is in there.  So there may be a little gap where hair can still go through.Great idea and was planning on getting it for the sink, but I think I'll find something else for that.  I wish it was a bit shorter for the older types of tub/drains.  I did measure it and it seems to be the right size opening, but I think mine is one size on the opening and then starts to get a bit smaller, plus there is a bar there that prevents this from pushing in more.I'm a bit torn between the giving it a 3/4 star because overall it does what it was intended and a great idea, but just not the right size/style for my tub.  I guess things can't all be universal, but I wish it would fit a bit better and not look too weird (leaning to the side) of my tub drain.",May stick out a lot depending on your tub drain.,Color: GrayVerified Purchase,4 people found this helpful,515,308,16215,Public
steven meadows,/gp/profile/amzn1.account.AETCTBVQ2I5SLB43EUHVVGAN3YFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2018",0,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"This product would've been a great idea if it would've fit my drain properly. I removed the stopper to place the tubshroom in it's place, but there are a couple of metal protrusions that keep the shroom from seating properly. The metal protrusions are part of the drain structure and the stopper assembly. I could make the shroom seat properly by cutting the shroom to allow for the metal tabs to bypass the sides, which would destroy the integrity of the product's purpose, to stop hair from going down the drain. Other than that, it is a good concept, but does not fulfill my needs because it is not as universal as led to believe.",Not completely universal,Color: GreenVerified Purchase,14 people found this helpful,14,14,4105680,Public
alisha b.,/gp/profile/amzn1.account.AFRDJ6WQ2PWT2OEKUM3DQJYYBBJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2019",0,1,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"Let me start off by saying I'm pretty sure the piping in my roommates house is bad to begin with. The shower drain would get clogged every month or two. I would use products like liquid plumbr that would help but the problem would come back in about 1-3 months. I bought this product in Sept. 2018. It worked great for about 6 months. It caught all the human and cat hair from going down the drain. It also catches a lot of soap scum and at times can slow down water drainage because of this. Doesn't happen with all soaps, but certain soaps and shampoos kind of get stuck in the holes and cause water to drain slower. I noticed back around May/June of this year, my drain started clogging up/draining slowly again. I think it's because all of the disgusting black build up that is on the inside of all the holes and the entire bottom of the TubShroom. I think this has slowed water drainage enough for me to notice a puddle while I'm showering. As time has went on, the build up has gotten worse. I would clean this every week  why is it getting so black everywhere? There is no way to clean off this black grime, I've tried, and it's disgusting. I think i'll be replacing this with a metal hair strainer instead. While it works for a time, the amount of time it takes to clean this thing in order to avoid build up isn't worth it in the end. It is that reason that I would not recommend this product. This product is only good if you are planning on throwing it away in a few months to a year, but not good for long-term use due to the grime build up.","Works, but hard to clean",Color: BlueVerified Purchase,4 people found this helpful,40,29,2828019,Public
wackerman,/gp/profile/amzn1.account.AHZ5LISDVBFR6VX2ZTR4JRVEQJQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2019",0,1,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"Put this in the shower, and the first shower quickly realized it does not allow proper drainage while taking a shower. Totally gross to stand the entire shower in a puddle of water full of all the stuff you just washed off. Not to mention how gross that is for your shower curtain. No hair was collected- it was brand new. Took it out immediately after the first use. There just aren’t enough holes to allow clean, fresh water to drain out normally.",Doesn’t allow proper drainage brand new,Color: WhiteVerified Purchase,11 people found this helpful,58,34,1100981,Public
InPinkClover,/gp/profile/amzn1.account.AFXK4HFIDA3QL5S3UP7N3GSBKITA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2018",0,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"We've had these in our showers for about 2 years now. I think they will last pretty much forever and do catch a lot of hair. We have to clean ours every other shower. I don't think we shed anymore than anyone else and we all have very short hair.My biggest issue with this, and why I will only give it 2 stars is that it's hard to clean and you cannot completely clean it easily.While that say to let the hair dry before taking it off, that isn't always an option.  Still, taking wet hair off the outside works okay.  Kinda gross, but okay.  lol  The major issue is getting the hair & gunk from the INSIDE.  No matter what we have tried, there is stuff stuck up at the top, on the inside that we cannot remove.  THAT is gross.I'm here looking for something easier to clean.  I just wish I hadn't spent over $20 to find out these don't work as well as you would think, with all the positive reviews (did anyone wait to review until they had these for a long while, or did you just review right after you bought it?).",Cannot Completely Clean,Color: BlueVerified Purchase,5 people found this helpful,1569,276,10684,Public
Mirage Kai,/gp/profile/amzn1.account.AFJNWSUPRHCZF7QCOOKO7UPONJ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2017",0,0,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I have had the Tub Shroom for a little while and I feel I have had enough uses with it to write a objective review. There are far more pro's than con's and if I could I would have given this product a 4.5.Pros:~ IT LITERALLY CATCHES EVERYTHING. It grabs all hair including cat hair, dog hair and body hair.~ We use it both in the hand sink and the tub. Works flawlessly to catch facial hair.~ It's really easy to clean. A simple wipe with some paper towel or toilet paper and it's clean. Occasionally I do wash it with soap as it gets slimy and gunky.Cons:~ Perhaps it's my drain size being too small or me pushing the tub shroom in too deep, but since the tub shroom fits so snuggly in the drain the water pools around my ankles. It's not just a small amount either it literally goes up past my ankles if I take a 30 min shower. It's something I can live with but my boyfriend hates it.~ Because of the water pooling there is a lot of soap scum that is left from the water draining through the tub shroom; all around both the tub and the shower curtain. This means more running water after I leave the shower to rinse off the tub.Other notable mentions is that I have had to clean it in the middle of bathing the dog and cat simply because it gets so clogged up.I would post a picture but no one wants to see that nastiness. All in all I am really please with it and I would definitely but it again. Hope this helped!",More Pro's than Con's. Great Product!,Color: BlueVerified Purchase,7 people found this helpful,449,81,264566,Public
AZ 50 woman,/gp/profile/amzn1.account.AHCBM2ZLW3NVJ4BB53YLJ4QJVNCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2019",0,,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,"I was really excited - at first. Every day we pulled out the mushroom, fought with the design to get all the hair unwound/untangled, rinsed and replaced in the drain. After approx. 3 months of use, it turned black (originally lime green) and could not be sanitized. My only thought is it must not be able to be left in the drain 24/7. That kind of defeats the reason I purchased it. Super sad because I really wanted it to work. BTW I have long hair (past mid back).",Went in trash after 3 months,Color: GreenVerified Purchase,8 people found this helpful,178,60,348557,Public
Chi-burbian,/gp/profile/amzn1.account.AEL3AHR2WUFFX4DRO7OYOYF3TSKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 5, 2018",0,,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,"i've seen similar reviews about the same issue(s). Overall, this product is great at doing what it says, catching hair in the tub. However, it backs up so frequently that we have standing water happen about twice a week. While we can quickly get the hair off of it to fix the water back-up problem, my ""green"" tub-shroom has quickly turned more like a darkish black/forest-green/mold color in the holes themselves. I have sat and banged it against the tub, ran it under the tub faucet, hit it with the power stream from the hand-held shower head, just about everything, and those mold rings in the holes themselves cling as powerfully as ever. Because those are IN the drain, it's not a huge deal or eye-sore, it's just the knowledge and frustration that they are there and cause it to back-up so much faster. I think I will run it through a dishwasher cycle in the top-rack and see what happens.","Great at catching hair, not great at being cleaned",Color: GreenVerified Purchase,4 people found this helpful,277,125,241555,Public
Amazon Customer,/gp/profile/amzn1.account.AGL7SVU47YMVSW54K2MKGPVQYFCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2019",0,,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,I'm able to soak my feet with every shower now!  The tubshroom provides enough material to prevent proper flow to and through the drain so you don't have to choose between a shower or a bath.I received the package on the same night the recycling goes out to the curb.  Based upon all the great reviews I didn't think I'd be returning it and got rid of the original packaging.  By the time the next morning's showers turned into showerbaths the packaging was gone.The one-star rating is mostly for making my husband right when he told me it'd be a waste of money!  😣,Works like a drain plug with high pressure/flow showers,Color: GrayVerified Purchase,9 people found this helpful,9,4,9699562,Public
maisweets,/gp/profile/amzn1.account.AFLNDW7CO5WNS5PMASTUIFHWHWJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2019",0,,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,I hardly write negative reviews but I’m on the fence with this product. It’s a great product & does exactly what it says it does. But i honesty can say i’d pay $14 again for another one when I can get a cheap couple-dollar metal hair strainer from Home Depot. I’m not sure how long this rubber will last either vs I know a metal strainer will last a lot longer. It does catch my hair & it’s totally cool how they thought to make this product. It can move a bit to the side if you accidentally hit it. On the positive this strainer does catch lots of hair while still allowing the water to flow freely so you don’t have to take the hair out of the strainer for a few days if you want. For me one shower & it’s about 1/3 full of hair. It’s easy to remove & install. The hair is also pretty easy to take out (some pulling is required). Overall I wouldn’t buy this again unless you’re looking for a strainer that catches hair with free flowing water & don’t mind the price.,Good concept but not for this price,Color: GrayVerified Purchase,One person found this helpful,147,101,116050,Public
Dogs Rock,/gp/profile/amzn1.account.AEG4IT3MB3TELEDR6BSDZIH3XUOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2019",0,,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,"Had been using a screen type strainer for a couple years, kept the drain from clogging. Switched to this, it clearly caught SOME hair, but after a couple weeks, had to plunge the drain. This went into the trash and the metal screen strainer went back on. No more problems.It's EASY to clean, but if it allows too much hair to get by, it's not effective. The metal screen strainer is just more difficult to clean and has to be cleaned after every shower someone takes, but it works.",Didn't work well,Color: WhiteVerified Purchase,5 people found this helpful,804,277,4345172,Public
