author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Regular Online Shopper,/gp/profile/amzn1.account.AHOD5KYCOLHFHT2FTT4X2TCSSSYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2019",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,"I needed a new liner that was not made of fabric (because my fabric one seeped/leaked) and that didn't billow from the steam.Found this for just $9.99, and I'm really happy with it. The material is sturdy but light. The magnets at the bottom of the liner are weighty enough to keep the liner from billowing but not huge and obnoxious-looking.I ordered the frosted version, and it's just right in terms of how ""frosted"" it is and the way it looks.The bonus: My package (can't guarantee what will be in yours) included a flyer for free samples of other products. I completed a 30-second-ish survey, was required to give NO credit card info, didn't have to sign up for anything, and didn't have to leave this review. Just rated the shower curtain liner ON THEIR SITE (again, not required to review on Amazon), gave a couple of lines of feedback, and entered my shipping address (for the free samples). Great customer appreciation. ""Tell us what we can do better, and we'll send you something free with no catch.""5 stars.",Great liner at a great price.,"Size: 72"" W x 72"" HColor: FrostedVerified Purchase",628 people found this helpful,1079,52,18867,Public
tln,/gp/profile/amzn1.account.AFNEC377EK2VUWFDTHFQ7XH5BUXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2018",3,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,Not too thick that it's hard to move around and not too thin that it creeps up on you in the shower.,Perfect thickness,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",747 people found this helpful,9007,921,33836,Public
Homer's Mom,/gp/profile/amzn1.account.AFEEVTVK2KAA4BUU5NXMWPZDDGGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2015",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,I have waited 6 months to write this review and my original liner looks as good as the day I hung it. No mildew or rust. The magnets have weight and stick well to the bath. So I replaced the liner in my other bathroom with another one of these. Excellent value and quality.,Bought another one ...,"Size: 72"" W x 72"" HColor: FrostedVerified Purchase","1,015 people found this helpful",465,30,114250,Public
D. Mikels,/gp/profile/amzn1.account.AHLGHDTNSAM4ADJ5YIFIOQ4UQMOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2017",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,"My previous shower curtain was disgusting.  Purchased from the infamous ""W"" store (whose door I never darken again), I allowed it to accumulate mildew and soap film until it was physically revolting to take a shower.  I loved the many positive reviews for the LIBA SHOWER CURTAIN, so a few weeks back I purchased this item, and enthusiastically hung it in my tub.  I shower daily (sometimes more than once), and after several weeks the LIBA is just as clear, clean, and fresh as the day it was hung.  Plus I love that it's totally clear and lets the bathroom light in.  Talk about illuminating!Time will tell if this curtain will continue to repel bacteria and be mildew resistant.  But so far so good!  I really lather up when I shower, so plenty of soap goes on this liner; thus far it looks as clear as the day it was delivered.  Clean and clear:  That's what a shower curtain should be.  Looks like the LIBA SHOWER CURTAIN is right on the money.~D. Mikels, Esq.",You Shouldn't Be Disgusted When You Take A Shower,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",574 people found this helpful,,,12522,
m.r.,/gp/profile/amzn1.account.AFMAX6N7BDX5ONIJOOCJV74KHDSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,4.0 out of 5 stars,"This is a fairly heavy plastic vinyl, with none of the toxic scent of most vinyl shower curtains.  No scent out of the package and none while showering.  I would give it 5 stars except that it only comes with 3 magnets and they are not strong enough to prevent billowing of the curtain while you are showering.  I sort of ""paste"" it to the tub by running the shower head the length of the bottom of it and this does a fairly good job of keeping it from coming lose and sticking to you (yuck!!!).  It was a good price, but definitely needs more magnets.  I asked the company if they made the same curtain with more magnets, or ANY curtain with more magnets, and, alas, no.",Strong plastic, no toxic fumes, not enough magnets,478,28,102388,Public
Happy Camper,/gp/profile/amzn1.account.AFQK7ECESXBWWOOLAUQ4VRZ4R7FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 15, 2019",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,"I prefer woven fabric shower curtain liners.  When I opened the packaging, I was happy to see that it was well-made.  I'll update this review if anything changes, but it looks very durable, with clean edge and buttonhole seams - definitely not slipshod.",Nice quality,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",403 people found this helpful,998,92,24658,Public
Amazon Customer,/gp/profile/amzn1.account.AF2XGSDLAZOJKZQD5RML6UJ2INWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,"This is a great heavy duty shower liner. For the price, you get great quality, I only need to replace this about once a year and they stay in awesome shape. Would recommend.",This is a great heavy duty shower liner,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",421 people found this helpful,,,92362,
Peter,/gp/profile/amzn1.account.AHJNQTOM6J3HPOZWX6GJDP6K72EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2019",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,It’s just what I expected.,Just what I expected,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",370 people found this helpful,,,1421932,
BT,/gp/profile/amzn1.account.AEKQ64UZXXE3TVWPCTVWIZANCSTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,1.0 out of 5 stars,"Bought based on positive reviews but was very disappointed in quality and feel.  This shower curtain liner is very rigid and not flexible and also seems short as I have installed on a standard height rod and it is only about 2"" tops into tub which may lead to water leakage.Will be returning.",Very RIGID and not standard length,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",105 people found this helpful,413,18,171545,Public
Kat H.,/gp/profile/amzn1.account.AFGDCHJIDKCMGGKCO2UL3VR3YTQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=1,5.0 out of 5 stars,"This product does what it says. I've had another brand of a mildew resistant shower curtain before this one. I kept throwing the old one in the washing machine to find that I've had to wash the curtain every two months due to mildew buildup that caused the area by my shower to smell awful. I finally had enough and looked for mildew resistant curtains on Amazon to find this one. I have had this curtain in my shower for over six months now, and I haven't run into any issues with mildew or mold. The curtain stays clear, due in part to rinsing it after every shower. Overall, I am very satisfied with this product.",Perfect. No more funky smells.,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",406 people found this helpful,351,14,433154,Public
Timothy,/gp/profile/amzn1.account.AFLMK7DVEY33SV7BF3PR3ONPHD3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2019",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,5.0 out of 5 stars,Best shower liner I’ve had,Great buy !!,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",348 people found this helpful,182,24,198629,Public
Amazon Customer,/gp/profile/amzn1.account.AH7LUSZBKDXVHEREO6LITJRDJGZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,1.0 out of 5 stars,"The plastic  is so hard!! Also, it has 15 holes on top for hanging..  Most shower curtains and packages of ringshave 12.  Wish I could send back but I through out the packaging.","The plastic is so hard!! Also, it ...","Size: 72"" W x 72"" HColor: ClearVerified Purchase",100 people found this helpful,,,78170,
Lauren,/gp/profile/amzn1.account.AFWZR3YRW3QJYXAW4ST6A7BHCOHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,1.0 out of 5 stars,"I’m constantly fighting this liner in the shower. It sticks to me at every turn. The weights do nothing to hold it down. My non-weighted shower curtain from Walmart worked better than this. I bought two, returning the unopened one, wishing I could return both. Save your money.",Liner Sticks To You,"Size: 72"" W x 72"" HColor: FrostedVerified Purchase",90 people found this helpful,1467,107,388982,Public
Lynda M.,/gp/profile/amzn1.account.AF2HICFGNL2NO7VHFB6HTFXAMXTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2016",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,5.0 out of 5 stars,"I have been buying those mildew free shower curtains from [...] and had to replace them constantly. I'm excited to have this curtain liner... it is a whole lot sturdier and well I haven't had it that long but I'm sure it's going to last way longer then those cheaper ones.I love that it is thick and does not billow. I previously had thinner ones and when my elbow would hit them while washing my hair, it would billow inward and then cling to my arm and body. Since I have long hair and it takes a while to lather, condition, and rinse, the billowing and clinging was very annoying. This one stays where it is supposed to! I just throw it into the washer with a couple of towels. Then I throw them all in the dryer for just about 5 minutes (just till the vinyl is warm) and then hang the liner back on the rod to dry. One edge of the hem seemed to collect a tiny bit of water and mildewed. I put a drop of chlorine bleach down the hem and it vanished. I love the clear curtain because it lets in light and I don't have a light above the tub. I hang a decorative shower curtain outside of this liner!!",Very Durable!!!,"Size: 72"" W x 72"" HColor: FrostedVerified Purchase",555 people found this helpful,,,1277035,
Amazon Customer,/gp/profile/amzn1.account.AFUYKXPSGHZLCYYVWNNVCF6KTXAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2019",1,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,1.0 out of 5 stars,The product is water resistant but not mildew resistant. After one month of use I noticed the bottom spotting up. I washed it with bleach and it would not come clean.,Not mildew resistant,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",192 people found this helpful,,,46971,
Melody K. Smith,/gp/profile/amzn1.account.AH3E6ACSAOE44QYYQGJ74OQQSWFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,1.0 out of 5 stars,This plastic is so stiff it could stand upright on its own. The result is a shower curtain that keeps popping off the hooks because it is not the least bit flexible. Why is it so hard to make a thin flexible shower curtain? I feel like this is a civil war era antebellum skirt for my shower. I guess I have to go to Walmart and you have no idea how sad that makes me.,Too Stiff - Loosen up!,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",67 people found this helpful,,,634662,
Laura J,/gp/profile/amzn1.account.AEDRLEVCRSUIQOMFXSM6ZXWSMA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,1.0 out of 5 stars,I replaced a clear shower curtain from Walmart I had gotten a year ago. The LiBa one was thinner and was extremely stiff. It never softened up. I purchased another one a month later from target and threw this one away. Don't waste your money on this thing.,Very stiff and thin,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",60 people found this helpful,,,78876996,
N B,/gp/profile/amzn1.account.AF3X7E3KBGSFQXU3KGN3FKGHKNYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2016",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,5.0 out of 5 stars,"Writing a review today because it was time to replace the shower curtain finally. Looked up my order history to find the same one, and saw I bought it in August 2015. It started finally getting moldy last month, I've just been lazy. It lasted a year in a bathroom that has fairly bad mold issues, plus that's way longer than I've ever had a shower curtain last ANYWHERE, so I'm pretty pleased with it and happy to buy another.I wish the little metal eyelets didn't rust -- I don't know WHAT they're talking about claiming it's rust-free, because uhhh, NO -- but it's not a big enough deal for me to dock a star or anything. Never had any rust get on the cloth curtain I keep over it, it just stains the plastic hooks it hangs from.",Took a full year to get moldy! Impressive,"Size: 72"" W x 72"" HColor: FrostedVerified Purchase",421 people found this helpful,,,454617,
CHASTITY,/gp/profile/amzn1.account.AHGFPERY3YIEMFCISHWZCRMIGPAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2019",4,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,5.0 out of 5 stars,Exactly what I needed. As described and on time. Now my Marilyn shower curtain is protected too. Also bought here one Amazon.  😉Pictures are a few monthes and it's like new. Sure it will last many years. And to the new house . Where I can actually benefit from metal magnets. But the none rust grommets are like new and we have dont ALOT of showering since we got it.Hope this helps.,A BEST BUY! JUST DO IT! 😁,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",254 people found this helpful,,,1894,
KB,/gp/profile/amzn1.account.AHMYPOBPCZET4T5RFX7S6CHHBZKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2018",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=2,3.0 out of 5 stars,"Pros: No odor upon opening; the company offers an email address -- support@libausa.com -- for folks that have issues with the product (I didn't contact them, but they state they will ""provide a replacement, or facilitate a return.""Cons: Mildew appeared after the first five days; magnets are weak; material is cumbersome and doesn't lay flat (so it touches you) for the tub size I haveBottomline: It's functional and serves its purpose, but seeing mildew within the first week after the advertising states ""no more mildew"" and ""mildew resistant"" is a bit extreme. I have never had this experience with other ""natural"" liners. I can note that it was the onset of summer when I received this and mildew doesn't appear as quickly during the colder months. Buy with this in mind and make use of their 90 day money back guarantee or their 12 month warranty if not satisfied (I don't know if these are two separate offerings, but my packaging materials state them as such). My rating of this product is a 2.5.","No odor, mildew quickly appeared","Size: 72"" W x 72"" HColor: ClearVerified Purchase",51 people found this helpful,,,30570,
Christopher Andreae,/gp/profile/amzn1.account.AELJY2MMXXMHPKKTZVZIZZ66QW2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2015",0,1,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=3,5.0 out of 5 stars,"My experiences hanging shower liners has not been exactly pleasant over the years. They are often pungent, unwieldy and poorly crafted. Installing this shower curtain, I'm pleased to say, was nothing like past experiences. This item is very well made, making it an excellent value when you consider price, and had the exact number of grommets as the curtain it was protecting. This could be mere coincidence, or there was some sort of consensus or standard set in the shower curtain/liner industry, but it made me a very happy customer. I often hung these things only to realize I ran out of rings halfway through installing the liner, leaving the rest to hang into the tub like a depressed relative of Gumby. To top this off there are no harsh vapors when you open the bag and the magnets to an admirable job keeping the shower liner moored to the tub wall instead of allowing it to do that creepy, floating ghost curtain thing...you know...where it tries to stick to you? Anyway, even if you're unfamiliar...rest assured it doesn't do that. Great product.",No shower ghosts!,"Size: 72"" W x 72"" HColor: FrostedVerified Purchase",437 people found this helpful,717,157,5038649,Public
CJ Champagne,/gp/profile/amzn1.account.AFH5H5LAAHTSDVLP43OY7OEEYSCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2018",0,1,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=3,2.0 out of 5 stars,"I've had it for a couple months now. To advertise the grommets as rust-free is 100% false. 50% of the grommets on the one I received are already rusting. Thought it was my hooks but after taking a closer look, its definitely the grommets. If you don't mind changing your curtains periodically because of rust/damage, then this is a decent buy. Otherwise, spend a few more bucks and get a higher quality product that isn't falsely advertised.",Grommets are NOT rust-free.,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",41 people found this helpful,,,58421,
Kitty,/gp/profile/amzn1.account.AEBPL7GDJLL5KZOZXVFKCUF3IRIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2018",0,1,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=3,3.0 out of 5 stars,"The liner itself is good, so far held up against mildew forming and sheds water well. A bit disappointed with the magnet though, it's not really working, The steam from the hot shower keeps blowing the liner up, sometimes the magnet can help keep the liner in place for a few minutes, but most often not. I hope there will be more magnets or stronger magnets, then the liner will be perfect.","The liner itself is good, so far held up against mildew forming and ...","Size: 72"" W x 72"" HColor: ClearVerified Purchase",46 people found this helpful,,,4147731,
T,/gp/profile/amzn1.account.AGTEGL2KKAKZFJZDPPXJOKEW5IMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2018",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=3,1.0 out of 5 stars,"The product doesn't even hold up on the hanging rings, and the magnets are not as strong as the advertisements stated. I am very disappointed as it is annoying to have to take down and send back and put another curtain up. I purchased the last one, which was the first in my new apartment as one of the bathrooms didn't have shower doors. The previous curtain purchased from a major retail store didn't have any issues. This product didn't even hold up for a day before it started falling and the magnets weren't even strong enough to hold the curtain to the tub.",Inferior Quality and Not as Advertised,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",24 people found this helpful,250,133,115140,Public
