author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Reader410,/gp/profile/amzn1.account.AFKPDG7OIZ3P3UVFRFZBUL52UTHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Loved this book! The characters and setting were finely drawn and the book kept my interest all the way through. A nice mixture of women's fiction and suspense.,First Read of the New Year,Verified Purchase,24 people found this helpful,1013374,75,33,Public
msmamabear,/gp/profile/amzn1.account.AFL4HAYNRJBLSYZC7H4HC3WFMCJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2020",1,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Kate discovers her pregnant sister has been murdered besides the empty frame of a famous artwork.  Everyone suspects the cheating husband, but as she delves into her sister’s life, more suspects are added to the list.  You’ll be trying to guess who did it until the very end.",A Real Page Turner Mystery.,Verified Purchase,23 people found this helpful,282877,226,38,Public
Katherine M.,/gp/profile/amzn1.account.AH2Y6LZK3HAGUV5K2MQRVQPS53NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"I was really hoping for more from this book. I enjoyed the haunting scene that was described at the beginning of this book which I read using the Look Inside feature and that’s why I chose this book but it’s just downhill from there. I still held out hope for at least an ok procedural but this book really falls apart towards the end, and I saw where it was going so I don’t say that because I was at all surprised. Unfortunately the author chose to have this story play out with multiple POVs which do nothing to serve the story but instead make this much less interesting. It was far better served in the beginning with the POVs left to the grieving sister Kate and the detective Owen on the case. As the POVs shift between friends and family of the deceased Beth we don’t actually learn anything but instead the author’s trying to draw out the reveal of the killer by leaving different ideas for the reader. Unfortunately most of the people are not at all compelling and again it doesn’t serve the story. If I finish a book I usually consider it an ok read and rate is 3 stars so I’m usually a pretty generous reviewer but this book is a mess! 1 Star for me is usually a book I couldn’t finish so this 2 star review is probably still too generous for this book. I may have read this for free with Amazon First Reads but it’s still not worth your time so I’d recommend strongly that you choose a different book.",This book is a mess! Skip this one!,Verified Purchase,17 people found this helpful,60888,302,66,Public
RBrads,/gp/profile/amzn1.account.AHR6DMRG55Z2RKDD2XHC32455B5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"I stayed up late to finish this book, and am now staying up later because I feel so cheated by the ending that I am writing a review. The author wrote a page-turner, which is really an art. However, the characters and their lives just never rang true to me.  Why was the detective working with no oversight?  And he had been stalking the victims?  The second suspect was a long-shot and I still don’t understand why on earth the detective honed in on him. In last few chapters, the author completely changed up the style, added in the dead victim’s voice, seemingly picked a killer at random, and didn’t bother with a realistic motive.  I’m left wondering what happened: did the author’s publisher ask for a different ending and she rewrote it?",No motive at all makes a confusing mystery,Verified Purchase,17 people found this helpful,3539541,25,9,Public
Northern CA customer,/gp/profile/amzn1.account.AHSQ66B5WQXGSC2CQ2CCLRYKPK5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"From the previous reviews I thought this would be an interesting murder mystery. Instead it was an attempt to bring a ""ghost"" into the plot so we could get her viewpoint  while she died. And this was on top of giving every other character their own viewpoint too. That might have been acceptable if the characters had maintained their main qualities, but oh no. One chapter they're nasty goldiggers and the next you're supposed to feel sorry for them because their daughter is accusing them of murder although they did love their wife. It's a big mashup with mostly one dimensional characters and the person who committed the murder has no real motive. So don't waste your time. I sure hope the best-selling books by this author have more coherence.",Waste of time,Verified Purchase,14 people found this helpful,7090452,29,7,Public
KC of Indy,/gp/profile/amzn1.account.AHMFQOHOMT3TWLPEWBFYZOAXYNVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"I would love to know what book the 5 stars were reading.  This book was horrible and so drawn out.  I stopped reading at chapter 25, skipped to the end to see who killed Beth and I was right. The who done it was to easy to figure out.  The book contains a pregnant women who has a teenager, but the women's sister acts like a teenager herself.  There is a detective who has stalked these 2 girls for 25+ years and they never figured it out? Everyone had to be the best and number one in everything.  The author went way over the top describing how the people they ran into were the best.  A lot of descriptions that did not need to be in the story.  The one part that was relevant didn't get enough time to leave an impact on how horrible it would be. a few hours in a basement and scarred for life?  I think this should have been played up a little more to make it more important.  Save your time, and pass on this book.","This was a free book, I feel I paid to much for it.",Verified Purchase,12 people found this helpful,2808300,347,29,Public
mac,/gp/profile/amzn1.account.AHQZQO2LX55G2EJBVMWXSEGVXD3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"Found myself skimming through the expositions...not very memorable characters no matter what generation was under examination...too many jets, Porsche’s, Jags. Not very believable plot...too much circling between murders...",Too many indistinguishable female characters,Verified Purchase,20 people found this helpful,4358,2135,497,Public
LooziAnna,/gp/profile/amzn1.account.AHPUBGN3BXZWSSY52OQF7JBBXEDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"...and the beginning ...and the middle. I read the first few paragraphs, not really understanding what was going on, so I put it aside for a few days. On my return, it captured my interest and I read thru to the end. The point-of-view changes and the relationships between the characters and events was a little confusing. But the conclusion .. OH MY! What's with the ""dead"" writing her own chapter? --And the totally irrelevant rabbit? --And the killer?? --Totally not believable. Until the last chapter or two it was at least 3-star-able; the ending killed it.","Yeh, the ending was really bad...",Verified Purchase,12 people found this helpful,2537263,33,14,Public
Patti Post,/gp/profile/amzn1.account.AHFFABYZFDNOSJH756BKJYIMNS5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"I received this book at a discount price from Amazon Kindle, as part of the Prime First Reads program. This is my honest and voluntary review.I only gave this book a 3 because I figured there are probably many that wouldn't mind reading about all these art pieces & places mentioned that are described in the book. I'm not into art and I had no imagination as the places that were mentioned probably because you never stayed long enough in those places to get enough of a visual. At least that's how it was for me.Beth was pregnant when she was murdered. Of course the baby dies too. Then the hunt is on for whodunit. Could it be...her husband? She WAS cheating on him...so was it her lover? Some guy that has really nothing to do with anything be the one? Then there's her Daughter, Sam. Her sister, Kate. Her best friends Scotty & LuLu. Who would do such a thing?Personally? I could've cared less. Because nothing is really fully explained. Everything comes out in spurts & nothing ever seems to be fully explained (at least to me it wasn't) and that includes who DID do it. Yes, you find out who did it, but the reason that person killed her? I'm still scratching my head over it. And that my dear friends was The End. LOLI wouldn't recommend this book. I thought it was boring. I just kept reading just so I could find out who the killer was. And when I did find out? I sat here & went ""what?"" I didn't really get or understand it. I wanted or needed to understand the reasoning more about the WHY she was killed. I didn't get that, so this book fell very flat for me. It was already boring..so the ending obviously didn't help the story or plot of it all.",Huh? I read it and I still don't get it...,Verified Purchase,13 people found this helpful,36650,685,243,Public
Joanne M Inzinna,/gp/profile/amzn1.account.AGG26KGWABUAQZGIJKJ4QYVWAX3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"This is the first book of Luanne Rice's that I have read.  It won't be the last one.  A compelling read of friendships, family love, betrayals, and secrets. The characters will stay with me long after this book has ended.","A Beautiful story of friendships, family,  love,  and secrets.",Verified Purchase,12 people found this helpful,719374,138,38,Public
Kindle Customer,/gp/profile/amzn1.account.AEIKF4IVSXLBOJ5YKUROJUJC4UTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"I actually really enjoyed almost three quarters of this book.  Interesting characters and a plot that kept me guessing....but then all off a sudden, it was like someone else took over the book. Suddenly it was a ghost story, and when the  murderer was revealed, it was just, lame. Ultimately a big let down. Would not recommend.",Choppy,Verified Purchase,12 people found this helpful,1761336,35,23,Public
Charles Hill,/gp/profile/amzn1.account.AHTNOXXRTU5ARMU6GN4AQUWLZCTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"Last Day by Luanne Rice is marketed as a mystery thriller. It is that but at its core, it is women’s fiction. The central characters are all women, with the men in their lives mostly peripheral.The story is primarily concerned with Beth and Kate Lathrop, and Beth’s daughter, Samantha. Rounding out the characters are Lulu and Scotty, Beth and Kate’s lifelong friends.The story starts out with the pregnant Beth lying in bed with descriptions of her bedroom and the house and garden. Her sister Kate, who’s a private pilot, is worried because her sister hasn’t been answering her phone calls and texts. She calls the police who help her break in, only to discover that Beth has been murdered and the valuable painting, Moonlight, has been stolen. The description of Beth lying in her bed without disclosing her death sets a tone that’s repeated through flashbacks of times with her sister, Kate, and the other members of their all-female clan.This is a disturbing replay of a crime that occurred while Kate and Beth were teenagers, resulting in their mother’s death. The girls and their mother were tied up in the basement of the family’s art gallery and the painting, Moonlight, was stolen: the same painting that was stolen from Beth’s bedroom. Also complicating things is that the police officer who released Kate and Beth from their bonds that day is also the detective who helps Kate break into Beth’s home only to discover her dead body.The initial suspect is Beth’s husband, Peter, who despite having what appears to be an ironclad alibi, has fathered a child with one of the gallery’s employees.Even though Beth’s husband is the immediate suspect, Rice does a good job handling other possible perpetrators, holding out the solution until the very end, which turns out to be a logical surprise. While I found some of the dialogue could have been improved by contractions, that observation doesn’t detract from some of the beautiful passages the book contains. Particularly poignant was the scene where Kate visits her father in prison for the first time. He’s serving a life sentence for the murder of his wife, Kate’s mother, and Kate has sworn she would never visit him.The driver of the story is the relationship between the four female friends and Beth’s daughter, Sam. An enjoyable read.",A mostly engrossing read,Verified Purchase,3 people found this helpful,181860,292,262,Public
Kindle Customer,/gp/profile/amzn1.account.AFLSP7TCPSKPBEIYMETIKJLTAMBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"At first I enjoyed this book, then the author added some Coast Guard backstory, and that's where I started  to lose interest as the infomation was just wrong. And then it just dragged on and on. Well written, just boring. I didn't relly read the last 20 pages, but skipped thru to see who the  muderer was. No real shocker. Didn't really care. And I think that was the problem, the story just wasn't interesting, wasn't invested in the  characters enough to care. Sorry I read it.",Boring,Verified Purchase,9 people found this helpful,376790,129,81,Public
big reader,/gp/profile/amzn1.account.AHF673YZOXFUALPDUHOCB24IGGMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"The first chapter of this book grabbed me; unfortunately it was the best chapter of the book.  I definitely wanted to know who the killer was, and if my guess was right, but getting to that point, was a bit of a mess.It had a lot of potential, but didn't come near to fulfilling it.There was not a single likeable character—including Beth.  Kate annoyed me to no end with her attitude of entitlement, and Conor?Some of the scenarios seemed forced to me—especially the resolution. Not much of a reason, and just too far-fetched. Kate seeing her father was another sore spot for me.The Beth chapters were another reason this book didn’t work for me. The first one was just suddenly “there” and took me out the little bit of flow I had going.For all the eye rolling, sighing, and head shaking, two stars are all I can manage.I’ve read other books by this author and enjoyed them, but this one just didn’t click for me.",Didn't work for me on any level,Verified Purchase,6 people found this helpful,2628023,37,97,Public
jatintx,/gp/profile/amzn1.account.AH4PLDRGTZ3TRANW7BUTFJSBB3KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"This was my first Luanne Rice book, so I can't compare it to anything else she's written in terms of character development or plot. After reading Last Day I am surprised at the number of 5 star reviews it has received. I did think the characters were mostly well developed and as a reader I was drawn in to how they became the people they did - the trauma the two sisters, Kate and Beth, had when their mother was murdered, why their father hired people to rob the art gallery and in that robbery was the cause of their mother's death, why each of the daughters went down the paths they did as adults, why Beth married the kind of man she did who wasn't all that different than her father, why Pete, the husband, cheated on Beth, why Beth cheated on Pete, the lifelong friendship of Kate, Beth, Lulu and Scotty. What I had a hard time believing right from the beginning was the obsession the detective investigating both the sisters' mother's murder and Beth's murder had over the sisters. It had been 23 years since their mother's murder and he still drove by the daughters' houses regularly. Of course Detective Reid believes Pete, Beth's husband, is the murderer. As a reader, I wanted to believe he was, too. His alibi is airtight - or is it? Without trying to give the ending away the reason I've given this book 2 stars is because the timelines don't make sense. The first timeline and the events around it is Beth's pregnancy and who the baby's father is. The second is of the murderer's actions on the day of the murder especially since the husband's actions are corroborated by the friend who picked him up for their sailing trip and there's no mention that the murderer lay in wait for him to leave. (The murderer admits to being at the house earlier.) If the murderer's rage was fueled by being drunk, how was the staging possible?  If those two timelines fail, and I believe they do, then things could not have played out as presented. It's impossible. Yes, it's fiction, but if I can't believe the events played out the way the author presents them, then the book fails for me. I may not ever pick up another Luanne Rice book again.",Unbelievable Plot,Verified Purchase,5 people found this helpful,27357,919,60,Public
katewickham,/gp/profile/amzn1.account.AGTML4QJSOJGBUSX3C7PNOJ3WUDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2020",0,,https://www.amazon.com/Last-Day-Luanne-Rice-ebook/product-reviews/B07R3QYGHY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"As a mystery, I really enjoyed the book. Don't recall ever having read a book by this author.Purely as a mystery and study of family/friends dynamics, I'd rate 5 stars. I took off 1 star because for me personally there were 2 things that bothered me.1st thing that was jarring for me, and won't be for most others, is Kate's memory of Matilda teaching Kate to fly when Matilda was 82 and they were in a chartered plane. Because I had experience insuring planes, I know that Matilda would have had to be teaching Kate in a plane Matilda owned.The Mensa thread was also initially unbelievable. Mensa membership is limited to those in the top 2%. That's 1 out of 50 people, not really extraordinary. Most attorneys would qualify. Eventually it became clear that the Mensa references were mocking Pete's sense of superiority. I'm guessing most Mensa level people have known someone in the 99.9 percentile and recognize the vast difference.",Good story with some oddities,Verified Purchase,4 people found this helpful,558485,141,61,Public
