author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Beverly Drake,/gp/profile/amzn1.account.AFM24TQ6QDXF7427QPMDNAJTDQ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"Kristin Hannah has long been my best loved writer but this book was such a disappointment.  I found it tedious, repetitive, and downright ddepressing.  The storyline plodded along and i found myself skipping whole sections..... how many ways can you describe dust, drought, wind  and floods?  Important time in history but this book was as dry as the Dust Bowl itself.",The Four Winds,Verified Purchase,235 people found this helpful,,237,2,1475741,Public
Nancy Nurnberg,/gp/profile/amzn1.account.AE27NVG3IJRYPLZ27C6V6WYZI6PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"I agree with other reviews about her take on Communism, depressing, and not what we need to read right now.  I've been a fan of Hannah since her first book and recent ones also.  Our bookclub has read her last 3, but although historical in nature like Nightingale and Great Alone...this one had no hope.  I've read other more accurate Dust Bowl accounts, and although tragic, it showed the strength of hard working Americans who found solutions and were hopeful for a better America...",Too depressing for the times...😥,Verified Purchase,210 people found this helpful,,212,1,1414426,Public
ashley,/gp/profile/amzn1.account.AGV5UM7KF4CWMJ4HJIC34TA6HXWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,One of her worst books. Just when you want to get away from reality you have propaganda being shoved down your throat. Very disappointed.,Don’t waste your time,Verified Purchase,208 people found this helpful,,227,22,640323,Public
L Hernandez,/gp/profile/amzn1.account.AG3KFUGIWTPWKI2N2VSVZQ5FL5EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2021",1,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"Was so excited when the book arrived.  But why, the book club decal. It ruined my beautiful jacket cover",Didn't disclose the marketing of jenna bookclub,Verified Purchase,130 people found this helpful,,155,15,83036738,Public
Bridgett,/gp/profile/amzn1.account.AGFHHZIEFIIXJZKWRCLKISPPFGWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"Kristin Hannah novels are so hit and miss for me.For instance, I absolutely loved Night Road...it's probably one of my all-time favorite books. Yet, I really hated the The Nightingale.And here's why...Every time I read Hannah's historical fiction, I end up feeling as though she researches like a mad woman, jots down every tragedy she can find during that time period, and then destroys her main character by making her suffer through every. single. calamity.It's too much.This book was so horribly depressing, and was so full of misery and death (animals included...it's bad, friends), that I couldn't wait for it to end. There was zero enjoyment while reading this. Yes, it's well-written, and yes, Ms. Hannah knows how to ratchet up the tension...but man, balance is a good thing. The constant darkness is overwhelming.The conclusion was completely predictable and emotionally manipulative. I know I was supposed to break down into devastated tears, but instead, I let out a huge sigh and rolled my eyes. Does that count? I think I just need to stick to her contemporary books and skip the historical options.I'm once again in the minority here, so read it...you know you want to.TRIGGER WARNING: CONSTANT ANIMAL SUFFERING AND DEATH2.5 starsAvailable February 2, 2021Despite my less than enthusiastic review, I'd like to thank NetGalley and St. Martin's Press for my review copy.",TRIGGER WARNING: CONSTANT ANIMAL SUFFERING AND DEATH,,166 people found this helpful,,8937,1206,362,Public
Phoebe,/gp/profile/amzn1.account.AFSHTDZBVGY76J2I377NJVQB4YFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"I had mixed reactions to The Four Winds. I enjoyed the first part of the book, and learning about the dust bowl years of the depression. The writer brilliantly develops her characters, and seems to understand how rejection of a person by their family can contribute to the development of  the character traits we see in Elsa....the longing for love, fear of rejection in personal relationships, the hard work ethic to 'earn' her right to belong.  However. I agree with the other reviewers who pointed out the communistic spin of the book.  While I understand how the poor treatment of refugees in the 30's had to lead to the formation of worker's unions for their protection, I felt like I was being subtly conditioned to accept Communism as a good thing, and that the author was getting into some dangerous stereotypes. In the book, all the capitalists are evil, greedy people, the communists and refugees seem as pure as the driven snow.  Why is it that when thousands have come to America in the last century to escape their oppressive and failed communistic countries, we now have modern day authors seemingly promoting this ideology? Other comments by reviewers about the somewhat depressing nature of the book are also correct. There are some fine moments in the book, and the message about how love triumphs over all trials and matters above all else is a great one, but there does seem to be a lot of unrelenting misery. While I have loved the author's other books, I wish I hadn't bought this one.",Political Propaganda Undergirds Book,Verified Purchase,129 people found this helpful,,183,40,262648,Public
Nancy MerrilKindle Customer,/gp/profile/amzn1.account.AGZ3MOIGRNFD3D6ZP6PBQXIKICVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"Khristin Hanna is one my absolute favorite authors. Having said that, I was so disappointed with “Four Winds”. I just didn’t need liberal guilt about the homeless in America. This was a different time and different circumstances. Yes, homelessness is tragic. However the folks in this book were not the same as today’s homeless. Think about all the government help folks now days get. It was just TOO subtle political for me.",Not what I needed right now,Verified Purchase,144 people found this helpful,,145,3,1655502,Public
jessi holcomb,/gp/profile/amzn1.account.AGGC6UKTLL6BHI2HS2QFV4V75NAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,Absolutely hated this book. So depressing and almost TOO depressing for these times we are in. It didn’t take me long to read because I wanted to finish it and get it over with. I really like the author’s work but this was HORRIBLE.,Worse than I expected,Verified Purchase,165 people found this helpful,,166,5,848056,Public
Tessah Behlings,/gp/profile/amzn1.account.AFFEV46VSGZGD4OI3WZPBZO4TRJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"This book was incredibly depressing and pro-communism towards the end. It also ended extremely predictably. The characters were one dimensional, and not very likeable. The first few chapters were decent,  and it just got sad, boring, and repetitive through the rest. Wish I could get my time and money back.",Depressing pro-communism drivel,Verified Purchase,151 people found this helpful,,159,11,288033,Public
Kathy,/gp/profile/amzn1.account.AFZPVYB3OC3PPRYQYPOZFBML7TIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"I love Kristin Hannah's books.  Not this one.  What started out promising, just faded.  Characters are one dimensional.  Gaps in the back stories are never explored or non existent.  There are just too many gaps in this story.  The best part of her past works was the rich stories surrounding each of her main characters.  I didn't care for any of the characters in this book because you never felt you had a chance to know them.I can't tell you how many times I have reread each of her books.  This will not be one.  I'm embarrassed that I recommended the book prior to reading it.",Disappointing,Verified Purchase,140 people found this helpful,,140,3,1030185,Public
Emily,/gp/profile/amzn1.account.AEQY3DJARK5UFKVKB3TQDH7B4ZCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,Communist propaganda that isn't evident until you've been sucked into the story which had potential until you realize that it's trash. Save your money. I wish I had. Never again will I read this author.,Communist Propaganda,Verified Purchase,139 people found this helpful,,145,9,533341,Public
Thomas J. Smith,/gp/profile/amzn1.account.AGIYMI45FFHP72VPBFRPTONWMJPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,I have been an avid reader of Kristin Hannah’s novels for years!  But the author’s latest novel is a huge disappointment!  Hannah’s advocacy of Communism in the story line is disturbing and full of inaccuracies.  It will take a lot before I pay to read another one! Save your money!!,Very Disappointing,Verified Purchase,145 people found this helpful,,145,1,1809502,Public
Eileen L. O'Brien,/gp/profile/amzn1.account.AEZFALSQ5AANKY7IGJ4EARQGSENA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"I just finished The Four Winds by Kristen Hannah and feel as if I’m living in the old Soviet Union. This book reads like a propaganda piece. It literally romanticizes Communism using one of the worst times in American history to bestow Communism’s great illusions. Kristen Hannah owes it to her readers to write a book about the food shortages, food lines, rations and corruption of the communist elite. She needs to write about Soviet lives, Cuban lives, Chinese lives, Venezuelan lives that have been taken by the Communist governments. If you want to read a book about the Depression and the Dust Bowl, stick with Grapes of Wrath by Steinbeck.",Propaganda,,148 people found this helpful,,164,10,932338,Public
OkieAggie,/gp/profile/amzn1.account.AFAN2PMC5I6ARR576T4ZYEBYU3MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"My Okie family suffered through the Dust Bowl but came through with deep love for our country as a whole --California , not so much! And if Hannah thinks Communism will cure poverty and greed, she should visit Cuba or North Korea!",Disappointed,Verified Purchase,101 people found this helpful,,190,34,359355,Public
Christy Jacobs,/gp/profile/amzn1.account.AH5YBGA3FQHZKPGBOWGVX2L2TEEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"Sad, depressing, story never took us anywhere. Teenager angst drove me nuts. Pro-communist rhetoric prompted me to stop reading 3/4 through. I’ve loved all of her books, but this was a political activist sellout. So disappointed.",Sad and depressing,Verified Purchase,116 people found this helpful,,117,3,2010357,Public
rori benjamin,/gp/profile/amzn1.account.AEXBGHT6ZVNACW2MM5YACV4MVUJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 20, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"Would loved to have read an honest description of the migrants from the dust bowl to California. My father was one of them. However this is just political, pro-communism propaganda. Yes there were calls to unionize as depicted in this book, and justifiable so. The unions were needed for a limited time to get attention however the communists were just as dangerous and abusive as the big growers. This book depicts communism in a positive light and leaves out all the horribly negative aspects. Horribly disappointed in this author.",A piece of political propaganda!,Verified Purchase,101 people found this helpful,,101,1,2294384,Public
readaholic,/gp/profile/amzn1.account.AHWO7UYDRQ7JC6EJGRS5PPBLZZ7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"This author turned what was a very good story into a promotion of communism, as if that is the answer to poverty. Her next book should take her to countries where communism has taken over, destroyed lives, and caused millions of deaths. She might actually learn something.",Totally Ignorant Author,Verified Purchase,80 people found this helpful,,296,53,158826,Public
Christine,/gp/profile/amzn1.account.AFK63EA5WTMDFYA6N7CJ5RLDM2CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"I enjoyed learning more about what life was like in the Dust Bowl during the Great Depression.  I loved the Italian culture of the family and I could appreciate the main character’s longing for love.All that being said, Communism is portrayed in a positive light, and I have an issue with that.  I wish the author had not taken that bent but had continued the story some other way. I’m 3/4 done with the book and am not going to finish.",A shame that communism is promoted,Verified Purchase,92 people found this helpful,,160,15,815065,Public
BigReader,/gp/profile/amzn1.account.AEFJEOYIO5Y7TIKTKH7ISIUZKGMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 9, 2021",1,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I say The Four Winds is better than the Grapes of Wrath for two primary reasons:  1) the main characters are women for a change and 2) the writer seems to have a deeper understanding of the economic, climatic and social factors creating such pain for the main characters.  I was deeply moved by this novel.  I actually cried out and sobbed at the end.  I can see how Kristin Hannah was inspired by Dorothea Lange's photos of the Great Depression, especially by The Woman of the Plains.  Her descriptions of the relentless dust storms on the family's farm and the dangerous drive from Texas to California will rivet you.  Reading about the cruelty of most of the Californians already living there and the abuse of the big farm companies reminded me of our current mistreatment of immigrants in this century.  If you were a migrant from Texas, Oklahoma, Arkansas, or the Mid-West you were considered dirty, lazy, ignorant, contagious.  The assumption was that migrants were draining state funds and taking away jobs.  Hospitals wouldn't treat them.  They couldn't find...or afford...housing.  Eventually the state withheld relief funds altogether.  Sound familiar?  The migrants were forced onto disease-ridden plots of land to live in tents or in their old trucks.  This happened to hundreds of thousands of Americans in the 1930s.  And we didn't seem to learn much about how to treat our fellow citizens, much less our fellow human beings.  Nonetheless, the main character, Elsa, and her fierce daughter, Loreda, refused to stay silent.  Despite how painful the story is, you will not want the book to end.  I hope Hannah continues the saga through future generations of this courageous family.",Better than The Grapes of Wrath,Verified Purchase,52 people found this helpful,,71,34,278460,Public
Liz,/gp/profile/amzn1.account.AGIEYMJNP5CBMIEGTCYXAKWTACQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"If I had to read one more chapter about how downtrodden and virtuous the migrants and unionizers in 1930s California were, and how evil and greedy everyone else was, I was going to scream. I finished the book because I kept hoping the last third of the story would start moving beyond how awesome Communism in America in the 1930s was, but no such luck.I started reading this because I kept hearing how good Kristin Hannah's books were. If she's this overwrought with all of her stories, I'll pass on the others. I'm giving two stars instead of one because the first quarter to a third of the book was actually pretty well-written.",A cross between The Grapes of Wrath and The Jungle. And not in a good way.,Verified Purchase,91 people found this helpful,,205,14,2196087,Public
M. Hirsch,/gp/profile/amzn1.account.AF77QY2UIMXO7JQMDPU2E7HHRCYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,3.0 out of 5 stars,"This is a book set in the 1930s Dust Bowl. If you know history, you know this is not going to be a happy book, although  I did not find it depressing. Also if you know history, you will know that many people leaned toward Communism as a potential solution to an awful situation at that time.  I don’t think Hannah is promoting Communism at all, she’s imagining what her character would do in that context. What is sad about this book is it is a very pale imitation of John Steinbeck’s masterful The Grapes of Wrath, if you’ve read that book, reading this is a bit of a waste of time. Hannah comes so close to the same themes but not with the power or punch of Steinbeck.Loreda’s language is all wrong for the time period, she speaks like today’s kids. I liked Elsa but don’t think her transformation was realistic nor her relationship with Jack.",Compared to Steinbeck this is dust in the wind,Verified Purchase,51 people found this helpful,,60,12,1038759,Public
Julie V,/gp/profile/amzn1.account.AEF6APKG3KTDLN45DWDDTFVZKVMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,2.0 out of 5 stars,"I know I’m in the minority here, but I have to write this review.  I rarely write them except I finished the book a few days ago and it’s nagging on my mind to express how utterly disappointed I am with this book.  This is my first time reading this author’s work and I only did because I am a history addict.  The hype pulled me in as well, darn it!  I’ll be brief.  The characters were so dull and one dimensional that I thought I would lose my mind trying to discover even the smallest evidence of something more from each one.  Yes, even the long suffering Elsa was painfully dull.  The author used repetition unceasingly; did you know there are tumbleweeds in Texas?  The only reason for adding an extra star is because I learned a handful of interesting facts about the Dust Bowl.  I’m not even going to really complain about the ending because it was predictable and I was so glad to be done with the book.  I felt cheated and robbed of my $14.99 when I finished the last sentence.",Not Worth the Hype,Verified Purchase,68 people found this helpful,,243,74,156608,Public
Michelle H.,/gp/profile/amzn1.account.AFBERMSB3AH3DP5NSLOJ26FVXEKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 20, 2021",0,,https://www.amazon.com/The-Four-Winds-A-Novel/product-reviews/B0882VNQKS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,"Nightingale is my favorite book of all time,  so I've subsequently read all of Kristin Hannah's other books, which range from absolutely delightful to pretty good.  I was so excited to read another historical drama from her that I bought it new, in hard copy, something I've never done before.  What a monumental disappointment then to discover it was way more political than historical.  I find the politics of the last couple of years to be most unbearable, so having it in my escape, my fiction novel was a frustrating betrayal.  I pushed through reading,  thinking she would restore her craft,  but it was wasted time.  Wouldn't recommend even for the politicos - they can read the news,  for the rest of us... just stick to Baldacci...",Not Typical Hannah Quality- She Has an Agenda,Verified Purchase,78 people found this helpful,,131,45,93235,Public
