author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
science writer,/gp/profile/amzn1.account.AELITAGESXQRM7PR3FSQ4EKRH4BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 7, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,3.0 out of 5 stars,"Based on all the rave reviews, I had high hopes for this book. It’s certainly a couple of notches above other science fiction novels I’ve read lately (all of them with rave reviews). If Mr. Weir’s editors had leaned on him to cut 150 pages out of the text, this would have been a stronger novel.PROS:1. The characters are individualized and (mostly) likeable. It’s really nice to have a male protagonist in a sci fi book who’s compassionate, caring, and human.2.  Plot twists and turns kept me reading in spite of some long tedious sections.3. Alien life forms are creatively and imaginatively rendered.4.  A bit of humor here and there helped enliven the story.CONS:1. The author is mainly concerned with engineering solutions to survival problems–one after the other after the other. Some of these are exciting, but there were just too many.2. The plot drags on and on as one technical problem after another takes center stage. If you’ve been dealing with computer, electrical or mechanical problems in your own life, you might find the endless series of equipment disasters a bit frustrating to read about.",Three and a half stars,Verified Purchase,153 people found this helpful,1937,221,1653019,Public
Mr. Doug,/gp/profile/amzn1.account.AFMG5VCVWE2C3J5DHPEF3FP77OCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,5.0 out of 5 stars,This book is simply outstanding. There you go. A 5 word review...but I’m not wrong.,I’ll keep it simple.,Verified Purchase,123 people found this helpful,202,32,1341396,Public
Majst0r,/gp/profile/amzn1.account.AHQQF6TBL2AHU24V4K5FDDS6GXJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,5.0 out of 5 stars,"A spiritual sequel to The Martian that had me grinning throughout the entire book.Made my inner nerd squeal with delight on many occasions.Has everything I ever wanted in a sci-fi book, just didn't realize it until now.Read it. That is all.",Andy does it again!,Verified Purchase,80 people found this helpful,125,17,3741786,Public
DisapointedReader,/gp/profile/amzn1.account.AHKDIMIEUSE3XQ5BKIOYVNGQADKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,5.0 out of 5 stars,"A previous reviewer said: '""The Martian"" was a great story. ""Artemis"" was a great story. This one is better than either of those '.  WRONG!  This one is MUCH better than either of those!  Instant classic.If you mixed Asimov's ""The Gods Themselves"" and Heinlein's ""Citizen Of The Galaxy"" and added in a few gallons of Clarke and Niven it would be like this.  I'd write more, but I'm off to re-read the novel.","Stop reading this review.  Read ""Project Hail Mary"".",Verified Purchase,58 people found this helpful,141,25,814553,Public
Serenity Base,/gp/profile/amzn1.account.AETU5C6RL4HRAFVMYV6WVCBYTSWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,2.0 out of 5 stars,"There is some pretty clever science here, and a lot of sophomoric fantasy about saving the world with sacrifice and universal cooperation that must have been absorbed from some over-zealous Sunday School teacher.We have this interstellar infection that eats the energy of the sun and causes it to get dimmer. We have to save the world from an imminent ice age so we scoop up some of this amazing stuff and figure out that it absorbs, and can be made to emit, incredible amounts of energy. Hey, I have an idea! Let’s use it to power a star ship to near light speed! We’ll build the ship by utilizing universal love, cooperation and sheer human ingenuity and send some suicidal humans to Tau Ceti to figure why that star isn’t getting sick, although also infected. (Well, one of them isn't suicidal but we bully him into going anyway.)Wait!! We have a source of amazing amounts of energy and we use it to send our two-and-a-half heroes off to save the world? What about using all that incredible love, cooperation, ingenuity and boundless energy to keep the earth warm while we figure out how to kill the bug? Well, that won't fit our little trolley-car moral dilemma plot, will it? Can't use that.","Well, there's some good and some not so good here",Verified Purchase,32 people found this helpful,67,19,2244953,Public
RedOneFish,/gp/profile/amzn1.account.AHOTAEKL7DX6NSUCMSPKUF6HUJNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,4.0 out of 5 stars,"I have just finished Andy Weir's newest novel Hail Mary and it certainly does not disappoint. It is a romp full of twists and dangers, with a strong main character who is facing it all, and a decent respect for the science behind it all. Nice Science Fiction with no fantasy. All that was missing was 'a maze of twisty little passages, all different.'",Great Sci-Fi Romp,Verified Purchase,26 people found this helpful,56,52,827154,Public
NXD,/gp/profile/amzn1.account.AHSV3JXT77Y3AK2HLLQ3Y4YBK3YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,2.0 out of 5 stars,"I am surprised by all the rave reviews. While I really enjoyed Andy Weir’s “The Martian”, I thought the writing in this book was very juvenile. Fun/interesting storyline, but the quality of the writing is so weak that I won’t be recommending this to any of my friends.",Juvenile,Verified Purchase,25 people found this helpful,89,80,2244953,Public
Kindle Customer,/gp/profile/amzn1.account.AHHNPIBW2YPPCSSMALQQV37ZDROA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=1,5.0 out of 5 stars,"A great read, full of sound science and good characterization. finished in one sitting. Now for the next book from Weir!","A great read, I finished it in one sitting",Verified Purchase,20 people found this helpful,72,44,827154,Public
Erik Schuit,/gp/profile/amzn1.account.AH3FUSQIBAPQA2S4LVASOON7UBPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=2,2.0 out of 5 stars,"This book is written for kids. The language, the characters, the science, it's all very simple. It felt like it was written in the 50's. Very disappointing.",A children's book,Verified Purchase,21 people found this helpful,48,11,38467496,Public
John M. Grohol,/gp/profile/amzn1.account.AE2IUHBHFUK7RJB7SRJ66SUHESOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 27, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=2,2.0 out of 5 stars,"I love science fiction. I love reading new science fiction. And I loved the premise of this story -- everything I would be interested in reading.However, this book was a struggle from the onset. It needs an editor, as it's way too long, with endless descriptions of ""figuring stuff out,"" especially with an alien. That's cool, I'm sure the author spent a lot of time thinking about these things, because it shows in the writing. Endlessly describing a problem, then figuring out the solution. It helps that the protagonist is apparently a bit super-human in his knowledge, especially for everything needed exactly fitting within the nice confines of the plot.Will I finish it? I'm trying, really I am. But midway through, the plot seems to be stuck with endless communication sessions with an alien and I've virtually lost interest as to whether they figure it out or not. Just not enough happening to keep my attention (unless you think action = endless talk about radiation and planetary mass and atmospheres and coming up with new words for new concepts).",A struggle to finish,Verified Purchase,13 people found this helpful,280,37,12727198,Public
D. Smart,/gp/profile/amzn1.account.AEPDG2RUYWDXSG6JCEGU5NVMJPOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=2,2.0 out of 5 stars,The Martian was science fiction based on fact and largely character driven. Hail Mary is absurd science fantasy trying to drive a character. Science fantasy so very bad it is totally unbelievable. Character development so bad it to is unbelievable. Actually painful to read.,Its NOT The Martian,Verified Purchase,15 people found this helpful,213,57,1082810,Public
Jeff Gomske,/gp/profile/amzn1.account.AHJED44JHCW4ATDA2K2MQRWPZQ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=2,5.0 out of 5 stars,"I consider The Martian my favorite fictional novel of the last 15-20 years. The movie was incredible in that they actually followed the book closer than 99% of other films based on books. It remains my favorite movie of the last 15 years or so as well. I don't know anyone (personally) that loves either of them as much as I do.With that said, I was REALLY looking forward to Artemis. It was good...but, it was certainly not in the same caliber as The Martian was (at least not for me). I enjoyed it a lot, however and appreciated how author Andy Weir chose to go in a completely different direction and not just rehash another similar story, which I am certain would have been great as well.As a result, I was cautious regarding Project Hail Mary. It sounded a little too close to The Martian, but yet, also different in that the circumstances simply could not be more opposite and the stakes so much higher. I'm trying to figure out the best way to summarize without giving too much away from this utterly compelling novel. As I read several reviews, I noticed a recurring theme: SCIENCE. Lots and LOTS of science. Holy cow, they were right. Many years ago I read Apollo 13 and Jim Lovell and his co-writer, try as they might, simply could not dumb down Orbital Mechanics anywhere near enough for me to have even a minor clue as to what they were attempting to say...I just skipped 90% of it and hoped that the sentences written afterwards, would help to make sense of what I had just skimmed over. I'm a lot of things, but a math wizard is definitely not one of them. Michael Crichton (Jurassic Park) had an amazing talent for dumbing-down the science of what he was trying to explain in ways that genuinely made sense (most of the time). Not everyone has this talent, and I would say Andy Weir falls squarely in between. He's certainly better than Jim Lovell, but not quite as good as Crichton. But then again, outside of a science textbook, I haven't really read anything with quite as MUCH science as Project Hail Mary. So maybe he's just as good, but he just puts more science into his books than Crichton, maybe that's it...? Either way, be prepared for a lot of astonishingly interesting science within the pages of this novel...and I DO mean a LOT. I don't say this to make you wary or steer you away...on the contrary, Andy Weir has a special talent for making hard science truly entertaining.The book opens with an absolutely amazing and frightening premise: an astronaut awakes from an induced coma to find the only other two people on board have died at some point along their journey...but it gets worse. He has no idea who he is, or why he's on the ship, and oh yeah, they look to be a long way from home. A really, REALLY long way from home. In fact, the sun he sees isn't actually OUR sun at all. He's managed to leave our solar system entirely. And he has no idea why.((Minor Spoilers)) The book goes through some clever flash-backs, which set the stage for why the mission happens, and slowly, carefully explains how they managed to get so far away from earth in such a short amount of time. Basically, earth's sun seems to be dying. At the rate of decay, we have maybe 19 years left before the gradual cooling has catastrophic consequences resulting in the death of billions (best guess). Why the sun is dimming is quite the conundrum in the first place. Turns out it really isn't dying, it's being killed by an outside source...which turns out to be easily the greatest find in history. It's alien life, and they are using the sun for food, essentially. It's alien life, but not intelligent life. But still, wow! ALIENS, right???After this monumental discovery, and some tremendous research done by the most improbable scientist, the investigation into what is happening and why and what to do about it expands exponentially to other nations in order to pool all the resources possible to hopefully save the sun, and by extension, the human race as well. They learn. A LOT. A plan is put together, and with the help of the newly discovered microscopic alien life, which can also double as a power source (along with a few other nifty surprises), they begin to create one last, Hail Mary that could very well be the last chance we might have to save earth. It's audacious. It's dangerous, and it is absolutely critical that it succeed.As our astronaut's memory slowly unravels, so does his identity: Ryland Grace. He's a teacher on earth. Just a science teacher. Not even a college professor. He's amazingly smart, though. But he's no astronaut...and certainly not one who would volunteer to go on a one-way mission to another solar system to ""try"" and save humanity. Yet here he is. Alone. light years from earth, trying to solve the biggest riddle in all of human history. Ryland accepts his situation, such as it is, with relative indifference (for the most part). It doesn't matter HOW he got here. He's here now and he may as well use that time to be as productive as possible, right? Along the way, he unravels even more information regarding the microscopic alien life which is slowly dimming our sun during some additional flashbacks. The aliens, dubbed, ""Astrophage"" are quite the galactic plague as it turns out. Stars all over the galaxy are also losing their light, all due to the little buggers. All that is, except one particular star named, Tau Ceti. Now why would that one star be unaffected by Astrophage, when every single star around it has been affected to some degree. The plan is to go there and figure it out and send the information back, hopefully in time to save the sun before the damage to earth is beyond repair.There is an incredible amount of stuff going on. The story switches from Tau Ceti to flashbacks of how the whole mission was planned and implemented (which is VERY entertaining, especially Director Stratt, who may actually be my favorite character in the entire novel). Weir is becoming quite adept at building tension, and abruptly switching the story from Tau Ceti back to earth and building more of the backstory then switching back to Tau Ceti. Keeping it all in check and most importantly, interesting all while mixing in a healthy dose of science, which I am to understand is pretty much all genuine, is quite the juggling act. I have long known science can be astronomically entertaining (see what I did there?) when done right...but unfortunately very few people in a position to teach science actually know the best way to create that interest in others. I can say without reservation, Andy Weir definitely knows how to do it...at least in written form.There is so much I want to say more regarding this truly phenomenal story, but I simply cannot without ruining a lot of the fun and surprises revealed along the way...and it is killing me to keep it locked in. Though I labeled a spoiler warning earlier, I don't think it gave away any more than what the author himself has revealed in interviews he has done regarding the book, and what you can glean from reading the summary here and just a couple other reviews. Tying all of that science together is truly astonishing to me. The creativity to put it into a novel that is remarkably exciting to read is nothing more than incredible talent. Kudo's to Andy Weir for not just hitting a home run, Project Hail Mary is a Grand Slam all the way. I truly did not want this story to end. By the way, I enjoyed the ending quite a bit. I don't know if everyone will. But it was fine for me. I think the ending screams ""sequel"" at some point too. A lot was left open-ended (IMO) and I wouldn't mind reading a follow-up to this. It doesn't HAVE to happen, but there are a lot of ways where the story could go if Andy chose to do it. Just sayin'.Just run out and buy this book.","Astonishing, Fun, Entertaining, Fantastic",Verified Purchase,8 people found this helpful,10670,1776,3515,Public
Kindle Customer,/gp/profile/amzn1.account.AHPQOSMYPYRUV75BSAXVFADFFKFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=2,3.0 out of 5 stars,"Andy Weir's science geekiness is on full display in this book. Imagine an earth doomed to extinction because something is literally eating the sun's energy. One other close sun has the same predator, but not the same result. The mission is to find out why. The world comes together to marshal resources, knowledge, and manpower in a never-before show of cooperation. Our reluctant hero finds himself on the space voyage to find the solution and send it back to earth in time to save the world. Nice premise.Ryland Grace is our ""space cadet"", a clone of Matt Damon (same voice, syntax, and flip attitude) in the movie The Martian. The big problem I see with the book is all the science lessons involved in reading. Many people like me don't follow the science logic nor really care. Just because you have done the research doesn't mean you have to include it all in your book. I found myself skimming much too often.Despite this, I found the book worth reading. Weir makes a valiant attempt to pull off something that is not only difficult, but nearly impossible. (less)","Interesting premise, but geeky",Verified Purchase,9 people found this helpful,380,172,161048,Public
a reader,/gp/profile/amzn1.account.AGA3FZRJSKREVIX6WKDUDVUJ4Q4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=2,5.0 out of 5 stars,"Kindle has the advantage of instant delivery at midnight of first release day.Based on Chapter One, particularly the concluding line, Andy Weir is in full stride:clever, amusing, very fun to read.",very entertaining,Verified Purchase,11 people found this helpful,87,48,1150356,Public
Amazon Customer,/gp/profile/amzn1.account.AERPE33UE4OE6MJTAR3XBKGVDW2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,https://www.amazon.com/Project-Hail-Mary/product-reviews/B08GB58KD5/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageNumber=2,2.0 out of 5 stars,"Having read The Martian and Artemis, I had high hopes for this one. But it leaned a little too heavily on tech-speak for me and there wasn’t much connection to the main character.","If you like space travel, tech jargon and a plan to save the world, this is the book for you",Verified Purchase,11 people found this helpful,12,10,4741889,Public
